"city_code","city.area"
2105203,374.2
2105302,1369
2105351,1238.8
2105401,1471.4
2105427,3581.7
2105450,591.4
2105476,1962.9
2105500,636.9
2105609,681.7
2105658,555.1
2105708,1223.2
2105807,309
2105906,623.2
2105922,1688
2105948,180.4
2105963,744.3
2105989,1047.7
2106003,321.9
2106102,3596.8
2106201,464.1
2106300,433.1
2106326,629.3
2106359,1447.7
2106375,972.6
2106409,548.4
2106508,408.7
2106607,1976.1
2106631,794.6
2106672,634.7
2106706,8450.8
2106755,341.1
2106805,687.7
2106904,1302
2107001,1488.3
2107100,1715.1
2107209,572.5
2107258,743.1
2107308,976.8
2107357,2452.6
2107407,695.3
2107456,197.6
2107506,124.8
2107605,525.6
2107704,530.5
2107803,3439.2
2107902,1358.3
2108009,1635.3
2108058,979.2
2108108,1053.4
2108207,288.4
2108256,1749.9
2108306,738.3
2108405,405.3
2108454,824.7
2108504,244.8
2108603,1513
2108702,545.1
2108801,688.8
2108900,979.2
2109007,1417.5
2109056,213
2109106,771.6
2109205,354.7
2109239,437.7
2109270,724.2
2109304,459.4
2109403,1367.7
2109452,64.4
2109502,6373
2109551,750.6
2109601,685
2109700,2478.7
2109759,602.3
2109809,2308.2
2109908,410
2110005,4766.1
2110039,897.1
2110104,1917.6
2110203,706.4
2110237,932
2110278,1601.2
2110302,770.9
2110401,931.5
2110500,459.1
2110609,1006.9
2110658,960.9
2110708,1152
2110807,2032.4
2110856,745.6
2110906,2347.2
2111003,690.7
2111029,615.7
2111052,2053.8
2111078,1438.1
2111102,1500.6
2111201,388.4
2111250,362.7
2111300,834.8
2111409,968.6
2111508,783.2
2111532,720.5
2111573,979.6
2111607,3521.5
2111631,419.4
2111672,227.5
2111706,390.8
2111722,441.8
2111748,426.4
2111763,1236.7
2111789,1207.1
2111805,3114.9
2111904,1074.5
2111953,565
2112001,4383
2112100,1486.6
2112209,1743.2
2112233,222.9
2112274,271
2112308,3390
2112407,2578.5
2112456,1511.8
2112506,1651.6
2112605,1207.6
2112704,1957.7
2112803,1168.4
2112852,1188.8
2112902,716.7
2113009,1305.1
2114007,2416.1
2200053,1279.6
2200103,112.4
2200202,97
2200251,533
2200277,282.7
2200301,1737.8
2200400,957.7
2200459,2132
2200509,1155.2
2200608,223.4
2200707,337.9
2200806,645.7
2200905,821.7
2200954,257.1
2201002,682.8
2201051,1690.7
2201101,1305.5
2201150,7808.9
2201176,263.4
2201200,1719.8
2201309,2028.3
2201408,131.1
2201507,1588.9
2201556,499.4
2201572,243.3
2201606,788.6
2201705,1225.3
2201739,564.7
2201770,337.6
2201804,268.6
2201903,5469.2
2201919,521.6
2201929,289.2
2201945,278.3
2201960,880.9
2201988,2183.3
2202000,691.2
2202026,2652.1
2202059,608.5
2202075,514.4
2202083,271.7
2202091,494.9
2202109,831.2
2202117,657.8
2202133,311.8
2202174,477.8
2202208,1675.7
2202251,2162.9
2202307,4325.6
2202406,592.2
2202455,1134.1
2202505,1611
2202539,471.5
2202554,501.3
2202604,2035.2
2202653,488.2
2202703,1269.5
2202711,282.1
2202729,357.7
2202737,485.5
2202752,430.6
2202778,947.9
2202802,831.4
2202851,1914.8
2202901,3048.4
2203008,1202.9
2203107,1846.3
2203206,2337.5
2203230,3156.6
2203255,345.8
2203271,752.3
2203305,216.8
2203354,1017.1
2203404,219.1
2203420,846.8
2203453,3870.2
2203503,1347.5
2203602,1090.4
2203701,911.2
2203750,712.9
2203800,946.7
2203859,194.7
2203909,3409.6
2204006,268.7
2204105,656.5
2204154,155.3
2204204,491.9
2204303,775.7
2204352,462.5
2204402,3494.9
2204501,1023.6
2204550,3118.2
2204600,224.5
2204659,134.3
2204709,978.2
2204808,527.7
2204907,776.1
2205003,828.1
2205102,2554.2
2205151,1370.7
2205201,865.1
2205250,509.8
2205276,653.2
2205300,1867.3
2205359,1800.2
2205409,739.6
2205458,166.4
2205508,1538.2
2205516,827.2
2205524,1297.1
2205532,1271.9
2205540,67.5
2205557,394.7
2205565,1261.9
2205573,155.6
2205581,426.6
2205599,804.7
2205607,1088.6
2205706,1070.9
2205805,704.3
2205854,177.2
2205904,1619
2205953,143.9
2206001,677.4
2206050,521.1
2206100,226.4
2206209,1393.7
2206308,93.5
2206357,1371.7
2206407,568.7
2206506,401.4
2206605,2417.9
2206654,2116.9
2206670,328.3
2206696,481.7
2206704,1315.8
2206720,363.6
2206753,356.3
2206803,358.5
2206902,525.3
2206951,481.7
2207009,2702.5
2207108,219.6
2207207,272
2207306,401.4
2207355,1079.2
2207405,2023.5
2207504,1499.2
2207553,448.5
2207603,3429.3
2207702,435.6
2207751,849.6
2207777,751.6
2207793,430.8
2207801,1969.9
2207850,1090.7
2207900,1518.2
2207934,870.3
2207959,909.7
2208007,534.7
2208106,4563.1
2208205,1947.1
2208304,2380.4
2208403,1408.9
2208502,252.7
2208551,1169.4
2208601,196.3
2208650,1352.4
2208700,2468
2208809,1251
2208858,2222.1
2208874,1004.2
2208908,3978.9
2209005,635.9
2209104,611.6
2209153,979.7
2209203,5285.4
2209302,1186.8
2209351,141.1
2209377,340.2
2209401,387.4
2209450,33.1
2209500,852.9
2209559,656.4
2209609,657.2
2209658,1100.4
2209708,1340.7
2209757,1385.3
2209807,150.2
2209856,480.3
2209872,764.9
2209906,1006.5
2209955,395.3
2209971,213.4
2210003,1527.8
2210052,319.1
2210102,1287.2
2210201,364.9
2210300,257.2
2210359,672.7
2210375,220.4
2210383,384.2
2210391,813.4
2210409,5207
2210508,518.3
2210607,2415.6
2210623,893.7
2210631,3151.6
2210656,967
2210706,1071.5
2210805,1345.8
2210904,761.9
2210938,209.7
2210953,1587.3
2210979,398.7
2211001,1392
2211100,1173.4
2211209,8411.9
2211308,1334.6
2211357,450.8
2211407,237
2211506,342
2211605,218.3
2211704,270
2300101,178.8
2300150,160.3
2300200,842.6
2300309,2253.8
2300408,2434.4
2300507,138.6
2300606,73.3
2300705,1338.2
2300754,1179
2300804,260.1
2300903,552.3
2301000,482.6
2301109,1247.3
2301208,656.6
2301257,344.1
2301307,1099.9
2301406,114.8
2301505,1066.4
2301604,1116.3
2301703,889.9
2301802,146.4
2301851,1080
2301901,599.3
2301950,240.9
2302008,711.9
2302057,383.4
2302107,308.6
2302206,1623.9
2302305,824.4
2302404,2836.8
2302503,663.4
2302602,1139.2
2302701,1082.8
2302800,3218.5
2302909,222.5
2303006,846.5
2303105,756.9
2303204,637.4
2303303,1061.8
2303402,364.8
2303501,837.3
2303600,486.9
2303659,783.2
2303709,1223.8
2303808,725.8
2303907,238.2
2303931,815.8
2303956,278.4
2304004,775.8
2304103,2988.3
2304202,1157.9
2304236,697
2304251,334.1
2304269,470.4
2304277,396
2304285,79
2304301,503.6
2304350,517
2304400,314.9
2304459,282.1
2304509,181.2
2304608,187.1
2304657,281.9
2304707,2698.1
2304806,100.1
2304905,155.9
2304954,254
2305001,611.5
2305100,100.9
2305209,927.4
2305233,160
2305266,877.3
2305308,414.9
2305332,424.2
2305357,423.4
2305407,1872
2305506,1017.1
2305605,3218.7
2305654,702.1
2305704,273.8
2305803,629.3
2305902,1477.4
2306009,824
2306108,1450.7
2306207,209.9
2306256,151.4
2306306,430.4
2306405,1603.7
2306504,588.7
2306553,720.7
2306603,783.4
2306702,1759.7
2306801,668.7
2306900,1876.8
2307007,847.3
2307106,519.1
2307205,361.1
2307254,204.8
2307304,248.2
2307403,937.2
2307502,948
2307601,751.8
2307635,1026.3
2307650,111.3
2307700,590.9
2307809,574.1
2307908,299
2308005,566.6
2308104,1079
2308203,149.8
2308302,577
2308351,502.3
2308377,700
2308401,650.5
2308500,2119.5
2308609,893.6
2308708,2779.2
2308807,415.6
2308906,415.6
2309003,190.6
2309102,95.6
2309201,284.4
2309300,742.8
2309409,946.2
2309458,765.4
2309508,576.3
2309607,254.5
2309706,145.1
2309805,109.6
2309904,76.1
2310001,440.4
2310100,117.8
2310209,296.2
2310258,300.9
2310308,2312.4
2310407,482.6
2310506,1303.3
2310605,141.9
2310704,1378.3
2310803,423.1
2310852,73
2310902,587.9
2310951,243.1
2311009,1309.3
2311108,217.6
2311207,338.7
2311231,404.6
2311264,1041
2311306,2019.8
2311355,583.2
2311405,3330.1
2311504,610.8
2311603,225.6
2311702,383.3
2311801,1591.3
2311900,1383.5
2311959,804.3
2312007,969.3
2312106,855.6
2312205,4260.5
2312304,338.2
2312403,838.5
2312502,280.5
2312601,122.4
2312700,956.1
2312809,423.9
2312908,2122.9
2313005,1536.2
2313104,861.8
2313203,2000.8
2313252,454.4
2313302,4009.3
2313351,781.7
2313401,908.9
2313500,925.7
2313559,202.3
2313609,421
2313708,263.9
2313757,316.8
2313807,107.6
2313906,696.7
2313955,179.4
2314003,835.7
2314102,1311.6
2400109,608.6
2400208,1303.4
2400307,576.2
2400406,50.7
2400505,381.2
2400604,128
2400703,191.3
2400802,741.6
2400901,244.6
2401008,1602.5
2401107,357.6
2401206,115.5
2401305,896.9
2401404,245.7
2401453,825.7
2401503,152.6
2401602,301.1
2401651,253.5
2401701,122
2401800,61.6
2401859,189.5
2401909,261.2
2402006,1228.6
2402105,213.7
2402204,245.4
2402303,1095
2402402,245.6
2402501,542.5
2402600,724.4
2402709,393.6
2402808,185.7
2402907,117.1
2403004,295.8
2403103,864.3
2403202,108.3
2403251,123.6
2403301,125.7
2403400,265
2403509,135.8
2403608,139.6
2403707,268.6
2403756,322.6
2403806,504.9
2403905,181.6
2404002,63.3
2404101,342.2
2404200,192.3
2404309,1129.3
2404408,126.5
2404507,259
2404606,312
2404705,374.2
2404804,127.3
2404853,203.6
2404903,133
2405009,54.6
2405108,435.9
2405207,304.9
2405306,187.2
2405405,189
2405504,254
2405603,330.5
2405702,368.6
2405801,715
2405900,88.2
2406007,117.6
2406106,933.7
2406155,44.6
2406205,105.7
2406304,117.7
2406403,112.8
2406502,176.3
2406601,79.3
2406700,676.6
2406809,130.2
2406908,30.9
2407005,166.6
2407104,510.8
2407203,788
2407252,32
2407302,345.7
2407401,169.5
2407500,131.3
2407609,135.1
2407708,82.2
2407807,211.3
2407906,71.9
2408003,2099.3
2408102,167.2
2408201,307.8
2408300,277.7
2408409,141.2
2408508,253.3
2408607,81.4
2408706,383.2
2408805,274.7
2408904,513.1
2408953,150.3
2409100,42.1
2409209,41.2
2409308,319.1
2409332,219.6
2409407,260
2409506,221.4
2409605,295
2409704,952.8
2409803,192.7
2409902,419.1
2410009,82.7
2410108,230.4
2410207,110.1
2410256,319
2410306,167.3
2410405,504.3
2410504,78.2
2410603,100.1
2410702,127.2
2410801,128.1
2410900,262.9
2411007,154.8
2411056,169.2
2411106,125.8
2411205,624.4
2411403,1419.4
2411429,188.4
2411502,301.1
2411601,288.7
2411700,190.8
2411809,404.4
2411908,75.6
2412005,249.1
2412104,277
2412203,290.3
2412302,341.1
2412401,174.5
2412500,171.7
2412559,342
2412609,240.4
2412708,195.2
2412807,469.1
2412906,862.6
2413003,197.8
2413102,167.6
2413201,25.9
2413300,96.6
2413359,616.5
2413409,562.4
2413508,193.4
2413557,122.6
2413607,157.9
2413706,213.5
2413805,124.1
2413904,352.8
2414001,356.8
2414100,223.7
2414159,74.4
2414209,101.8
2414308,135.5
2414407,840.4
2414456,268.7
2414506,213.6
2414605,873.9
2414704,72.7
2414753,71.6
2414803,83.5
2414902,37.9
2415008,47.7
2500106,236.6
2500205,344.7
2500304,320.6
2500403,122.3
2500502,97
2500536,305.4
2500577,220.2
2500601,182.7
2500700,474.4
2500734,122
2500775,295.7
2500809,231.2
2500908,99.1
2501005,245.7
2501104,269.5
2501153,96.3
2501203,33.1
2501302,374.7
2501351,126.4
2501401,102.4
2501500,257.9
2501534,50.6
2501575,376.9
2501609,775.7
2501708,595.2
2501807,32
2501906,100.2
2502003,603
2502052,50.6
2502102,170.6
2502151,476.5
2502201,47.6
2502300,184.1
2502409,228.3
2502508,372
2502607,192.3
2502706,26
2502805,398.9
2502904,93.8
2503001,150.2
2503100,452.9
2503209,31.9
2503308,193.1
2503407,220.4
2503506,163.7
2503555,126.5
2503605,127.9
2503704,565.9
2503753,287.9
2503803,55.9
2503902,543.7
2504009,594.2
2504033,78.2
2504074,497.2
2504108,54.5
2504157,201.4
2504207,529.5
2504306,552.1
2504355,118.1
2504405,579.4
2504504,280.9
2504603,172.9
2504702,333.5
2504801,379.5
2504850,169.9
2504900,195.6
2505006,137
2505105,741.8
2505204,39.3
2505238,108.4
2505279,85.1
2505303,223
2505352,185.7
2505402,179.4
2505501,61.4
2505600,269.1
2505709,166.2
2505808,26.3
2505907,240.9
2506004,163.8
2506103,189
2506202,244.3
2506251,192.4
2506301,165.7
2506400,346.1
2506509,343.2
2506608,244.5
2506707,317
2506806,288
2506905,218.8
2507002,468.1
2507101,146.1
2507200,244.2
2507309,253
2507408,179.3
2507507,211.5
2507606,70.8
2507705,467.5
2507804,170.4
2507903,78.8
2508000,403.3
2508109,177.9
2508208,84.5
2508307,107.6
2508406,102.7
2508505,260.2
2508554,38
2508604,88.9
2508703,243.8
2508802,156.2
2508901,340.5
2509008,352.6
2509057,122.9
2509107,154.8
2509156,63.6
2509206,206
2509305,184.3
2509339,38.1
2509370,83.5
2509396,83.7
2509404,193.9
2509503,31.6
2509602,116.2
2509701,986.4
2509800,195.3
2509909,205
2510006,191.5
2510105,47.4
2510204,84.3
2510303,310.4
2510402,596.1
2510501,317.9
2510600,129.4
2510659,128.5
2510709,111.9
2510808,473.1
2510907,576.9
2511004,112.9
2511103,351.7
2511202,400.4
2511301,564.7
2511400,661.7
2511509,102.4
2511608,64.4
2511707,43.9
2511806,79.8
2511905,136.4
2512002,628.1
2512036,97.2
2512077,101
2512101,888.8
2512200,192
2512309,368
2512408,72.7
2512507,401.8
2512606,156.7
2512705,178
2512721,73.6
2512747,90.2
2512754,38.4
2512762,39.9
2512788,91.3
2512804,264
2512903,464.9
2513000,184.2
2513109,201.9
2513158,227.9
2513208,210.2
2513307,210.3
2513356,324.4
2513406,455.7
2513505,402.2
2513604,353.8
2513653,74
2513703,726.8
2513802,358
2513851,225.2
2513901,248.2
2513927,196
2513943,218.8
2513968,169.1
2513984,95.1
2514008,653.6
2514107,816.1
2514206,341.8
2514305,176.3
2514404,725.7
2514453,98.2
2514503,677.3
2514552,158
2514602,134.7
2514651,253
2514701,206.9
2514800,417.7
2514909,530.7
2515005,92.5
2515104,49.9
2515203,460.6
2515302,315.5
2515401,276.5
2515500,686.9
2515609,29.1
2515708,83.5
2515807,55.9
2515906,65.3
2515930,32.8
2515971,61.7
2516003,232.1
2516102,560
2516151,154.7
2516201,738.5
2516300,838.1
2516409,246.7
2516508,662.9
2516607,237.3
2516706,160.9
2516755,105.3
2516805,219.9
2516904,294.5
2517001,181.3
2517100,190.4
2517209,146.8
2517407,109.4
2600054,130.3
2600104,377.7
2600203,1490.6
2600302,201.4
2600401,533.3
2600500,886
2600609,217.8
2600708,272.8
2600807,454.5
2600906,235
2601003,118
2601052,92.3
2601102,1892.6
2601201,350.9
2601300,114.6
2601409,233.4
2601508,73.7
2601607,1830.8
2601706,647.7
2601805,1244.1
2601904,490.8
2602001,1616.5
2602100,792.2
2602209,218.4
2602308,395.6
2602407,159.8
2602506,106.3
2602605,762.4
2602704,93.2
2602803,1347.6
2602902,446.6
2603009,1657.9
2603108,179.3
2603207,329.5
2603306,121.9
2603405,179.3
2603454,51.2
2603504,72.5
2603603,37.5
2603702,423.1
2603801,336.3
2603900,427.8
2603926,1004.7
2604007,144.9
2604106,920.6
2604155,115.9
2604205,207.2
2604304,171.6
2604403,48.5
2604502,84.8
2604601,89.6
2604700,328.7
2604809,101.3
2604908,292.2
2605004,105.6
2605103,1404.1
2605152,1537.6
2605202,347
2605301,1337.5
2605400,107.7
2605459,17
2605509,89.3
2605608,995.6
2605707,3644.2
2605806,212.7
2605905,256
2606002,458.6
2606101,231.8
2606200,501.9
2606309,521.9
2606408,505.1
2606507,635.1
2606606,1954.7
2606705,189.6
2606804,305.6
2606903,838.1
2607000,1182.5
2607109,243.7
2607208,532.6
2607307,861.4
2607406,430
2607505,1083.7
2607604,66.7
2607653,304.8
2607703,404.8
2607752,74.2
2607802,103.4
2607901,258.6
2607950,87.2
2608008,672.2
2608057,277.9
2608107,138.3
2608206,121.9
2608255,120.6
2608305,105
2608404,148.3
2608453,69.7
2608503,57.3
2608602,198.8
2608701,222.9
2608750,1852.3
2608800,189.1
2608909,273.7
2609006,108
2609105,60
2609154,381.3
2609204,199.9
2609303,821.7
2609402,196.1
2609501,150.3
2609600,41.7
2609709,138.7
2609808,554.8
2609907,2422.9
2610004,339.3
2610103,158
2610202,370.9
2610301,230.9
2610400,2595.9
2610509,326.8
2610608,277.5
2610707,97.4
2610806,803.1
2610905,995.5
2611002,1056.6
2611101,4558.4
2611200,246.7
2611309,204.1
2611408,110.2
2611507,230.6
2611533,210.7
2611606,218.5
2611705,314
2611804,287.9
2611903,227.5
2612000,191
2612109,88.8
2612208,1686.8
2612307,252.1
2612406,268.7
2612455,1255.9
2612471,114.9
2612505,335.3
2612554,1005
2612604,3001.2
2612703,92.1
2612802,195.6
2612901,160.5
2613008,719.2
2613107,382.5
2613206,258.3
2613305,231.8
2613404,69.3
2613503,1474.1
2613602,798.9
2613701,262.2
2613800,114
2613909,2980
2614006,1514.4
2614105,2421.5
2614204,369.1
2614303,404.6
2614402,138.4
2614501,252.9
2614600,388
2614709,227.6
2614808,1264.5
2614857,214.3
2615003,475.2
2615102,151.4
2615201,321.4
2615300,292.3
2615409,25.7
2615508,118.4
2615607,229.5
2615706,191.5
2615805,884.4
2615904,178.6
2616001,320.7
2616100,476
2616183,73.6
2616209,196.3
2616308,228
2616407,371.8
2616506,110.8
2700102,454.6
2700201,189.5
2700300,356.2
2700409,528.8
2700508,138.4
2700607,76.6
2700706,320.9
2700805,48.6
2700904,334.1
2701001,186.5
2701100,166.3
2701209,273
2701308,124.3
2701357,66.4
2701407,295.1
2701506,167.3
2701605,574.6
2701704,242.6
2701803,113.1
2701902,172.8
2702009,88.5
2702108,207.9
2702207,39.7
2702306,918.2
2702355,271.3
2702405,607.8
2702504,140.5
2702553,259.8
2702603,172.7
2702702,91.8
2702801,333.2
2702900,500.6
2703007,265.3
2703106,334.5
2703205,427
2703304,376.9
2703403,142.3
2703502,210.4
2703601,85.9
2703700,103.7
2703759,351.6
2703809,298.3
2703908,92.2
2704005,241.6
2704104,88.5
2704203,315.8
2704302,503.1
2704401,453.9
2704500,334
2704609,302.1
2704708,331.7
2704807,174.3
2704906,93.1
2705002,908
2705101,220
2705200,113.8
2705309,167.6
2705408,86.1
2705507,426.8
