"city_code","wages_less0.25","wages_0.25to0.5","wages_0.5to1","wages_1to2","wages_2to3","wages_3to5","wages_5to10","wages_10to15","wages_15to20","wages_20to30","wages_30plus","wages_noWage","wages_avg"
4112207,5.68,5.05,32.19,17.82,3.83,2.95,1.92,0.26,0.21,0.09,0.07,29.94,1.0123625
4112306,4.43,6.26,30.64,18,4.45,3.47,1.78,0.14,0.12,0.07,0.14,30.49,1.0159
4112405,1.05,1.7,26.98,33.1,7.01,4.05,2.3,0.13,0.08,0.05,0.01,23.54,1.26335
4112504,5.18,5.69,31.33,13.61,3.3,2.58,1.46,0.14,0.1,0.04,0.04,36.53,0.8256125
4112603,2.62,3.6,23.26,22.11,6.31,3.52,1.8,0.16,0,0.08,0,36.53,0.9997
4112702,2.16,2.56,23,22.56,5.48,3.04,1.82,0.12,0.09,0.02,0.02,39.12,0.96275
4112751,3.49,6.56,34.3,19.13,4.07,2.71,1.8,0.2,0.11,0,0.01,27.61,0.969925
4112801,1.2,2.28,32.19,23.77,5.2,3.92,2.38,0.32,0.27,0.1,0.05,28.31,1.202075
4112900,5.51,6.67,30.88,13.81,4.12,2.41,1.56,0.31,0.17,0.07,0.03,34.46,0.8889375
4112959,3.09,4.49,29.36,20.5,4.88,3.06,2.06,0.27,0.05,0.09,0.05,32.1,1.0311625
4113007,1.32,1.94,20.56,31.3,7.89,4.44,2.17,0.12,0.04,0.07,0.09,30.06,1.238375
4113106,4.59,5.36,40.79,17.48,3.77,2.88,1.44,0.2,0.05,0.02,0,23.41,0.9559
4113205,2.22,3.21,24.37,22.26,5.99,4.26,2.35,0.32,0.21,0.09,0.07,34.64,1.1509125
4113254,7.54,8.94,25.62,9.76,1.79,1.56,0.88,0.06,0.04,0.02,0.02,43.78,0.589575
4113304,2.79,4.61,24.65,18.5,5.75,5.07,2.99,0.33,0.2,0.16,0.08,34.88,1.1976875
4113403,2.65,3.39,31.25,21.8,4.77,3.31,2.04,0.3,0.03,0,0,30.48,1.0281125
4113429,3.52,6.82,34.88,16.09,3.67,2.66,1.37,0.17,0.09,0.03,0.03,30.67,0.891725
4113452,4.03,5.42,26.77,17.92,3.81,2.36,0.95,0.07,0.09,0.07,0.04,38.47,0.814875
4113502,1.59,2.35,28.73,25.55,6.22,4.57,3.04,0.31,0.26,0.17,0.1,27.11,1.3345625
4113601,0.89,2.42,22.27,28.67,8.75,4.79,2.14,0.34,0.16,0,0.16,29.43,1.297725
4113700,0.61,1.15,15.85,25.34,9.53,7.95,5.85,1.02,0.87,0.4,0.24,31.21,1.9515625
4113734,4.74,4.09,26.91,19.85,3.9,2.44,1.66,0.16,0.08,0.03,0.06,36.07,0.9058625
4113759,4.97,5.91,34.85,16.97,3.01,3.23,1.29,0.09,0.02,0.04,0,29.61,0.8764625
4113809,2.36,3.46,27.63,27.18,5.42,3.36,2.13,0.23,0.13,0.05,0.15,27.91,1.17245
4113908,3.4,5.57,27.31,21.19,4.9,2.94,1.66,0.24,0.13,0.13,0.01,32.51,1.0049125
4114005,2.48,3.62,25.66,18.95,5.34,3.79,2.47,0.3,0.29,0.08,0.07,36.93,1.096075
4114104,1.28,1.43,20.82,30.08,7.73,5.16,2.77,0.26,0.26,0.07,0.05,30.09,1.3338125
4114203,0.95,2.32,22.41,26.82,7.9,5.07,3.25,0.34,0.2,0.1,0.05,30.57,1.343
4114302,2.48,3.17,24.09,23.36,6.16,3.99,1.75,0.12,0.1,0.04,0.03,34.72,1.0455125
4114351,6.39,4.99,27.53,18.91,3.4,2.38,1.59,0.19,0.08,0,0,34.53,0.8620125
4114401,4.45,4.8,25.87,18.61,4.89,3.05,1.77,0.28,0.18,0.1,0.08,35.92,0.9948
4114500,4.13,5.97,26.25,15.95,4.69,3.94,2.3,0.32,0.21,0.07,0.13,36.04,1.0494375
4114609,0.84,1.94,21.21,29.37,9.37,6.68,3.84,0.49,0.39,0.2,0.12,25.56,1.61395
4114708,3.23,3.13,31.96,23.05,4.31,2.62,1.54,0.13,0.15,0.02,0.02,29.83,0.9868125
4114807,1.44,1.63,23.79,26.49,7.49,5.21,3.21,0.37,0.28,0.09,0.03,29.95,1.3486375
4114906,2.99,3.12,32.96,18.78,4.12,3.09,1.92,0.11,0.09,0.04,0.08,32.71,0.982175
4115002,5.56,3.81,31.6,23.49,4.53,2.98,1.2,0.07,0.05,0,0,26.71,0.9574875
4115101,3.23,3.54,26.22,20.45,3.32,1.93,1.61,0.15,0.08,0.02,0.02,39.42,0.84945
4115200,0.45,0.93,13.25,27.42,11.02,9.15,6.86,1.11,0.94,0.4,0.25,28.21,2.1495375
4115309,2.73,3.56,23.62,22.67,5.34,5.06,3.8,0.44,0.54,0.15,0.06,32.03,1.363275
4115358,1.03,2.38,23.37,27.16,8.27,5.57,2.93,0.46,0.24,0.16,0.04,28.39,1.394975
4115408,3.52,4.58,24.63,21.5,6.22,5.04,3.06,0.28,0.34,0.1,0.14,30.6,1.2813
4115457,7.84,10.69,26.61,12.58,2.56,2.27,0.82,0.12,0.12,0.05,0.05,36.28,0.7277625
4115507,2.47,3.01,33.85,26.56,4.32,2.2,1.43,0.12,0.05,0.02,0.05,25.9,1.0167375
4115606,1.68,3.27,25.06,23.58,6.58,4.86,2.76,0.25,0.11,0.1,0.02,31.73,1.2055125
4115705,1.5,2.25,18.81,23.45,8.73,6.49,4.11,0.55,0.34,0.13,0.1,33.54,1.4818625
4115739,8.33,9.07,30.95,10.04,1.92,1.47,0.55,0.06,0,0.03,0,37.58,0.6006125
4115754,2.33,2.74,24.18,21.87,4.76,2.63,1.34,0.06,0.14,0.03,0.11,39.81,0.9227
4115804,1.02,2.32,19.38,29.82,8.7,6.02,3.76,0.43,0.34,0.14,0.11,27.95,1.52545
4115853,1.83,3.15,24.19,25.31,7.17,4.7,3.17,0.48,0.3,0.09,0.11,29.51,1.3504625
4115903,2.13,2.43,26.32,26.27,4.96,2.38,1.06,0.25,0.2,0.05,0,33.96,0.9833375
4116000,1.33,2.73,28.18,25.58,6.61,4.12,2.73,0.12,0.06,0.06,0,28.48,1.1839125
4116059,2.1,3.25,28.57,23.57,6.29,4.79,2.91,0.17,0.16,0.08,0.07,28.04,1.2426125
4116109,3.57,3.87,29.89,22.39,4.26,2.66,1.57,0.14,0.09,0.03,0.02,31.51,0.9608625
4116208,1.75,2.72,19.37,22.75,6.19,4.7,2.56,0.27,0.23,0.11,0.08,39.26,1.16135
4116307,2.54,2.84,31.54,27.67,5.13,3.53,2.44,0.12,0.09,0.03,0.09,23.96,1.1863
4116406,1.51,1.45,21.5,31.35,8.25,3.9,1.21,0.09,0.06,0,0,30.67,1.1154625
4116505,1.88,2.28,27.24,27.98,8.16,3.18,1.55,0.08,0.16,0,0.08,27.41,1.1467
4116604,2.39,2.39,32.73,22.84,4.51,2.66,1.28,0.07,0.07,0.03,0,31.05,0.9466625
4116703,1.52,2.81,27.35,22.09,5.41,4.3,2.34,0.28,0.11,0.04,0.02,33.74,1.1038125
4116802,6.2,7.44,29.87,13.15,3.12,2.71,1.33,0.13,0.11,0.02,0.06,35.87,0.809325
4116901,2.2,2.39,26.12,27.21,6.83,4.66,2.64,0.35,0.21,0.06,0.05,27.28,1.2841625
4116950,3.68,3.31,26.08,22.32,5.48,3.95,2.67,0.25,0.34,0.18,0.09,31.64,1.2100125
4117008,4.64,4.83,30.02,19.52,4.68,3.8,1.72,0.16,0.09,0.06,0.04,30.45,1.0084125
4117057,6.58,7.99,24.67,12.13,2.91,2.26,1.24,0.07,0.05,0.08,0.04,41.97,0.7190375
4117107,3.02,3.43,24.51,23.97,6.65,4.75,2.72,0.3,0.36,0.12,0.09,30.07,1.2815375
4117206,2.8,3.07,34.73,24.69,5.31,3.28,1.91,0.25,0.15,0.06,0.04,23.71,1.1410375
4117214,4.94,5.77,32.89,16.18,3.3,2.14,1.55,0.15,0.15,0.03,0.03,32.89,0.8692125
4117222,0.97,3.47,24.76,26.94,8.91,5.85,3.23,0.36,0.3,0.09,0.01,25.1,1.4272375
4117255,2.74,4.19,27.01,23.06,5.42,4.44,2.21,0.16,0.13,0.02,0.04,30.58,1.1096375
4117271,7.08,7.13,30.68,12.18,2.49,2.12,1,0.16,0.05,0.06,0.02,37.03,0.7290375
4117297,2.63,3.07,35.9,18.45,4.78,3.03,1.16,0,0.12,0.08,0,30.8,0.9327875
4117305,4.84,5.47,28.77,14.77,3.02,1.83,0.9,0.1,0.1,0.03,0.02,40.17,0.7296375
4117404,1.78,2.42,25.93,28.86,7.4,4.04,2.19,0.1,0.17,0.1,0.07,26.94,1.24
4117453,2.02,2.26,23.11,28.59,5.16,3.16,2.04,0.18,0.16,0.1,0.04,33.16,1.1116
4117503,1.14,1.43,20.57,34.38,7.83,3.72,1.46,0.06,0.06,0.03,0.01,29.31,1.1607375
4117602,2,2.76,22.53,22.52,5.32,4.18,2.51,0.29,0.26,0.1,0.07,37.46,1.138325
4117701,2.12,2.96,21.37,22.52,6.15,4.77,2.72,0.32,0.18,0.11,0.08,36.7,1.186025
4117800,5.63,7.69,29.91,13.03,2.74,2.36,1.53,0.17,0.09,0.07,0.06,36.72,0.8128375
4117909,0.95,2.43,21.15,26.7,8.66,6.75,4.35,0.62,0.47,0.18,0.12,27.61,1.6241125
4118006,1.14,1.95,21.91,29.87,10.2,5.66,2.52,0.33,0.26,0.16,0.11,25.89,1.4526875
4118105,1.7,2.56,20.39,29.17,7.44,3.62,1.96,0.2,0.15,0.06,0.06,32.69,1.166375
4118204,1.03,1.7,14.65,21.95,8.61,6.85,4.04,0.52,0.32,0.15,0.1,40.08,1.428825
4118303,2.95,4.01,22.77,27.87,5.56,3.04,1.22,0.04,0.13,0.04,0.04,32.34,1.0130875
4118402,1.11,1.95,21.05,26.82,7.63,6.2,4.17,0.56,0.48,0.22,0.12,29.68,1.5667625
4118451,1.22,2.44,26.54,29.34,7.33,5.17,3.21,0.48,0.29,0.12,0.22,23.64,1.4889
4118501,0.92,1.65,16,27.8,10.28,7.71,5.33,0.79,0.6,0.27,0.15,28.5,1.8268875
4118600,2.87,4,28.63,18.63,4.8,3.31,1.53,0.04,0.13,0,0.09,35.98,0.93825
4118709,3.03,5.22,34.54,18.32,3.78,3.3,1.51,0.2,0.08,0.02,0.08,29.92,0.96875
4118808,2.72,3.27,25.76,22.85,5.29,4.14,2.04,0.21,0.2,0.02,0.1,33.39,1.1021125
4118857,1.51,2,26.95,27.26,5.93,3.25,1.8,0.12,0.04,0,0.02,31.12,1.06355
4118907,0.79,2.16,35.17,29.46,5.13,3.53,2.11,0.21,0.17,0.07,0.01,21.19,1.21995
4119004,4.46,6.66,29.6,17.91,5.45,3.96,2.3,0.1,0.08,0.14,0.05,29.29,1.070425
4119103,2.12,3.91,24.91,25.92,6.04,3.43,1.56,0.17,0.04,0.04,0.01,31.85,1.0420375
4119152,0.54,0.91,13.22,29.45,10.79,7.46,3.94,0.53,0.44,0.24,0.14,32.33,1.6545625
4119202,2.78,5.78,34.18,16.64,3.62,2.85,1.75,0.17,0.09,0.13,0.07,31.92,0.960825
4119251,5.71,6.39,31.9,18.71,4.02,2.97,1.32,0.14,0,0,0.05,28.8,0.9089375
4119301,5.67,6.46,22.14,15.03,4.12,2.61,1.16,0.13,0.12,0.03,0.04,42.48,0.78105
4119400,1.86,2.29,24.13,18.49,5.83,3.96,2.23,0.23,0.16,0.08,0.06,40.68,1.0377125
4119509,1.26,1.23,15.46,28.77,8.06,4.28,1.84,0.16,0.11,0.06,0.04,38.73,1.1322125
4119608,4.11,5.56,26.83,15.59,4.6,3.65,2.17,0.25,0.14,0.07,0.06,36.97,0.9812
4119657,1.7,2.27,28.99,29.82,5.83,3.02,1.24,0.08,0.04,0.08,0,26.92,1.0740375
4119707,2.9,3.33,28.1,21.75,6.29,3.25,1.99,0.11,0.26,0.11,0,31.91,1.0799875
4119806,4.71,6.76,29.21,22.01,4.56,3.64,2.05,0.22,0.13,0.05,0.06,26.59,1.08045
4119905,0.99,1.57,15.27,24.49,8.84,6.76,4.33,0.72,0.54,0.23,0.15,36.12,1.5933875
4119954,1.94,2.64,17.78,24.02,8.75,6.75,3.88,0.5,0.29,0.15,0.09,33.22,1.4659
4120002,1.32,1.78,19.71,24.97,8.74,5.75,3.19,0.41,0.35,0.14,0.05,33.58,1.3826
4120101,2.65,2.7,19.73,26.96,6.39,4.4,2.31,0.13,0.1,0.05,0.13,34.45,1.163375
4120150,7.04,8.33,24.75,15.33,3.86,3.47,1.7,0.29,0.23,0.03,0.13,34.84,0.9502125
4120200,2.14,5.1,27.07,24.38,4.56,3.05,1.78,0.23,0.09,0.05,0.05,31.49,1.0347
4120309,2.8,3.45,26.89,23.14,4.96,3.39,1.74,0.09,0.09,0.09,0.06,33.29,1.0263125
4120333,1.75,2.12,26.03,26.36,5.38,3.16,1.08,0.3,0.07,0.07,0.17,33.52,1.0631
4120358,4.35,4.88,29.3,21.2,5.51,4.7,2.77,0.34,0.38,0.14,0.2,26.22,1.304425
4120408,1.34,1.64,21.43,31.81,6.74,3.84,1.95,0.17,0.07,0.1,0.1,30.81,1.204225
4120507,1.63,3.49,28.92,21.66,5.04,3.79,2.44,0.32,0.24,0.06,0.01,32.39,1.1195625
4120606,5.49,7.37,29.08,17.77,3.85,2.93,1.55,0.17,0.11,0.04,0.03,31.61,0.9152125
4120655,2.52,4.04,29.5,22.39,3.95,2.57,1.43,0.17,0.1,0.02,0.07,33.25,0.9521
4120705,2.55,3.58,29.37,22.83,6.06,3.84,2.38,0.26,0.21,0.11,0.03,28.79,1.171875
4120804,0.75,1.31,13.17,28.56,9.94,6.05,3.81,0.45,0.42,0.19,0.14,35.2,1.5294625
4120853,0.59,2.19,21.11,27.5,8.53,7.52,4.09,0.68,0.59,0.24,0.24,26.73,1.7215625
4120903,4.22,5.14,22.94,19.75,5.04,3.14,1.92,0.15,0.15,0.08,0.04,37.43,0.970725
4121000,4.35,6.38,31.09,16.73,3.76,2.06,1.22,0.12,0.07,0.09,0.05,34.08,0.851575
4121109,3.83,3.83,27.45,26.41,4.24,3.31,2.27,0.23,0.05,0.05,0.05,28.31,1.0996125
4121208,2.99,5.14,27.77,16.19,3.79,2.6,1.2,0.14,0.08,0.01,0.04,40.04,0.812625
4121257,3.91,3.73,28.27,18.5,2.87,2.21,0.86,0.09,0.06,0,0,39.5,0.7596875
4121307,2.75,4.44,27.97,21.33,4.95,3.41,2.32,0.2,0.2,0.03,0.14,32.26,1.0969
4121356,4.01,4.33,29.26,19.18,4.98,3.4,1.54,0.04,0.32,0.16,0.08,32.7,1.0344125
4121406,1.92,4.28,26.92,23.01,7.06,4.68,3.13,0.29,0.31,0.13,0.08,28.19,1.31335
4121505,5.66,7.17,29.55,15.67,3.68,2.43,1.36,0.14,0.07,0.05,0.03,34.2,0.8401625
4121604,4.87,6.73,21.05,19.43,6,5.71,3.54,0.66,0.69,0.24,0.17,30.92,1.4448875
4121703,3.34,4.86,26.05,15.73,3.28,2.28,1.31,0.14,0.16,0.05,0.04,42.76,0.79935
4121752,5.71,6.05,22.52,13.4,4.53,2.85,1.55,0.15,0.12,0,0.05,43.06,0.8051125
4121802,1.61,2.81,31.72,20.55,4.61,3.97,2.29,0.28,0.19,0.05,0.04,31.86,1.0992625
4121901,3.02,4.5,33.14,17.42,3.25,3.14,1.98,0.25,0.21,0.11,0.08,32.89,1.009125
4122008,3.82,7.12,31.13,17.89,4.33,2.95,1.41,0.15,0.08,0.01,0.05,31.06,0.920325
4122107,2.05,3.07,36.83,20.55,3.11,2.35,1.77,0.14,0.03,0.03,0.03,30.03,0.9448625
4122156,6.78,7.87,22.65,14.42,3.42,2.31,0.88,0.14,0.12,0.02,0.02,41.37,0.7260375
4122172,7.36,5.3,27.99,14.19,2.88,1.59,0.92,0.09,0.21,0.03,0.09,39.33,0.74815
4122206,1.81,2,20.14,23.55,6.35,3.74,1.46,0.17,0.11,0.03,0.04,40.62,0.994175
4122305,1.08,1.92,22.42,25.74,7.52,5.78,3.34,0.41,0.37,0.13,0.05,31.25,1.39735
4122404,0.51,1.34,17.38,31.19,8.69,5.97,3.38,0.42,0.32,0.13,0.08,30.58,1.47905
4122503,4.56,6.1,30.21,14.44,3.64,2.66,1.27,0.17,0.13,0.05,0.08,36.68,0.8506
4122602,1.41,2.1,25.39,30.33,8.28,4.55,2.15,0.21,0.19,0.09,0.06,25.23,1.307025
4122651,2.88,4.3,31.86,12.91,2.71,2.17,1.16,0.12,0.02,0.02,0,41.85,0.720975
4122701,1.55,2.02,20.93,32.99,7.08,4.8,2.38,0.15,0.15,0.09,0.02,27.84,1.284275
4122800,5.47,8.29,32.07,19.55,5.21,3.24,1.55,0.26,0.13,0.11,0,24.13,1.0373875
4122909,4.86,6.19,36.1,16.76,3.32,3.07,1.33,0.15,0.07,0.02,0,28.14,0.8990625
4123006,2.56,4.17,27.74,22.15,5.73,4.11,2.32,0.26,0.14,0.07,0.07,30.7,1.1394875
4123105,2.25,3.47,34.89,17.9,3.19,3.07,1.55,0.09,0,0.06,0,33.53,0.8938625
4123204,4.14,3.92,33.09,17.29,3.38,3.07,2.09,0.28,0.03,0.09,0.03,32.59,0.968375
4123303,6.91,4.83,31.3,21.91,4.98,3.38,1.99,0.21,0.17,0.06,0.06,24.2,1.0967375
4123402,0.84,1.66,27.57,29.76,7,4.88,2.43,0.25,0.2,0.07,0.05,25.3,1.3127
4123501,1.93,3.32,26.11,23.37,6.5,4.72,2.74,0.27,0.21,0.11,0.09,30.63,1.24545
4123600,2.2,1.95,27.06,25.05,6.03,3.14,1.51,0.25,0.19,0,0,32.64,1.0456125
4123709,2.14,2.87,31.72,23.74,5.69,4.04,2.23,0.17,0.19,0.06,0.01,27.12,1.1537125
4123808,2.7,4.34,29.34,17.95,5.03,3.2,1.71,0.23,0.17,0.05,0.03,35.26,0.974325
4123824,3.83,4.43,32.27,21.05,4.69,3.65,1.85,0.21,0.12,0.03,0.03,27.84,1.0497125
4123857,7.4,7.25,29.36,11.67,2.6,1.7,0.79,0.04,0.05,0.05,0.01,39.08,0.6624375
4123907,2.47,3.27,30.76,19.05,4.75,4.04,2.32,0.31,0.1,0.05,0.02,32.86,1.0639875
4123956,2.94,5.21,30.78,22.9,4.98,2.38,1.22,0.2,0.03,0.03,0.07,29.26,0.9711875
4124004,5.29,4.84,28.46,14.93,3.16,2.17,1.17,0.15,0.13,0.15,0.13,39.41,0.840325
4124020,1.6,2.36,23.02,28.16,6.5,3.93,1.81,0.11,0.14,0.06,0.03,32.27,1.1256
4124053,1.75,2.69,20.92,23.21,7.58,5.51,3,0.22,0.18,0.06,0.04,34.84,1.2404125
4124103,1.31,1.97,26.43,25.25,5.89,4.28,3.05,0.44,0.27,0.12,0.07,30.91,1.2880875
4124202,1.97,2.9,30.28,23.14,3.95,2.65,1.26,0.13,0.08,0,0.04,33.6,0.9315
4124301,2.95,4.84,31.66,20.57,3.92,3.24,1.74,0.19,0.15,0,0.19,30.54,1.036625
4124400,3.24,4.94,27.91,18.68,4.56,3.48,1.95,0.24,0.14,0.1,0.06,34.71,1.0131
4124509,2.85,2.89,21.12,26.23,9.01,4.96,2.76,0.39,0.17,0.11,0.26,29.24,1.3844625
4124608,2.46,3.06,22.55,27.05,9.36,4.61,2.2,0.11,0.13,0.09,0.05,28.31,1.2499
4124707,4.55,7.26,28.45,10.41,2.35,1.81,1.2,0.16,0.15,0,0.03,43.64,0.684525
4124806,2.41,3.48,27.8,21.88,5.95,4.01,2.6,0.19,0.22,0.14,0.04,31.29,1.169175
4124905,2.32,2.95,30.56,22.47,4.08,2.54,1.58,0.2,0.1,0.06,0.06,33.08,0.9807125
4125001,3.31,4.01,32.69,20.64,4.07,2.9,1.92,0.11,0.15,0.08,0.07,30.04,1.0208375
4125100,3.79,6.87,30.18,15.06,2.8,2.56,1.28,0.1,0.1,0.06,0.01,37.19,0.8038875
4125209,2.25,4.39,28.56,21.03,5.35,3.44,2.02,0.26,0.14,0.06,0.06,32.44,1.0645875
4125308,2.59,2.55,25.28,27.01,7.2,5.35,3.48,0.25,0.16,0.06,0.16,25.9,1.3880375
4125357,2.68,4.36,35.64,26.51,5.25,3.17,1.71,0.19,0.15,0.04,0.06,20.23,1.1523
4125407,6.51,6.4,30.76,18.43,3.65,2.77,1.6,0.2,0.12,0.02,0,29.55,0.920475
4125456,4.2,3.56,28.16,22.33,4.83,2.93,1.33,0.12,0.12,0.06,0.03,32.33,0.9677
4125506,0.48,0.97,12.35,29.67,11.49,7.8,4.13,0.48,0.31,0.12,0.06,32.14,1.6137625
4125555,1.79,2.5,28.45,31.76,7.11,3.96,1.63,0.16,0.11,0,0.05,22.48,1.216275
4125605,1.75,3.84,23.52,19.68,6.47,4.94,3.21,0.52,0.31,0.1,0.07,35.6,1.255725
4125704,1.61,2.64,23.16,22.18,6.36,4.64,2.5,0.25,0.32,0.05,0.1,36.18,1.182175
4125753,4.08,4.19,27.62,21.78,4.44,2.86,1.44,0.21,0.14,0.07,0.04,33.13,0.9734125
4125803,1.9,2.56,25.19,28.5,6.87,4.18,1.91,0.13,0.16,0.09,0.06,28.46,1.197725
4125902,3.13,4.47,30.74,22.58,4.7,3.46,1.66,0.05,0.28,0.05,0,28.89,1.0419875
4126009,2.03,3.51,30,19.83,4.96,3.64,2.1,0.31,0.12,0.08,0.05,33.36,1.0625375
4126108,0.49,1.29,22.75,35.05,7.84,4.25,1.89,0.13,0.11,0.09,0.02,26.09,1.2741875
4126207,5.34,5.58,26.9,18.99,3.73,2.69,1.64,0.1,0.16,0.03,0.12,34.72,0.928725
4126256,1.09,1.47,18.73,32.87,8.08,3.71,1.13,0.07,0.06,0.02,0.02,32.74,1.1071625
4126272,3.58,4.15,25.61,18.98,5.79,4.65,2.87,0.31,0.21,0.14,0.07,33.63,1.1787875
4126306,3.17,2.76,20.16,23.17,4.93,3.17,1.41,0.19,0.14,0.09,0.03,40.78,0.952575
4126355,1.73,2.57,26.59,24.19,7.25,4.7,3.12,0.45,0.32,0.22,0.15,28.72,1.3917375
4126405,2.3,3.05,27.88,22.39,5.51,4.28,2.35,0.27,0.16,0.16,0.21,31.44,1.2120875
4126504,1.38,2.27,25.59,26.31,7.26,4.92,3.09,0.24,0.2,0.07,0.07,28.6,1.3120875
4126603,2.07,2.98,30.7,23.12,4.62,3.75,2.18,0.21,0.22,0.04,0.06,30.04,1.11515
4126652,4.19,6.24,32.67,19.9,5.66,4.67,1.7,0.55,0.14,0.14,0,24.16,1.16145
4126678,3.97,4.29,26.75,18.03,3.51,2.14,0.79,0.09,0.08,0.02,0.03,40.3,0.7689375
4126702,1.75,2.07,31.49,28.06,5.97,4.07,1.44,0.1,0.05,0,0,25.01,1.1105125
4126801,0.84,1.47,23.78,28.22,7.39,3.45,1.79,0.21,0.18,0.05,0.04,32.57,1.1485125
4126900,2.26,3.84,32.65,22.48,4.88,3.28,1.31,0.16,0.12,0.04,0.02,28.97,1.010575
4127007,3.75,4.39,25.63,18.29,4.72,2.91,1.86,0.2,0.15,0.06,0.06,37.98,0.9505625
4127106,1.81,2.06,15.42,21.92,9.62,7.15,3.3,0.45,0.32,0.1,0.08,37.78,1.39195
4127205,0.85,1.78,27.81,33.78,6.15,3.1,2.07,0.17,0.16,0.05,0.04,24.05,1.230825
4127304,2.54,3.47,27.28,26.1,7.12,3.5,1.87,0.25,0.15,0.08,0.03,27.61,1.1602125
4127403,1.71,2.92,30.46,26.47,5.16,4.08,1.84,0.2,0.14,0.04,0.02,26.96,1.136425
4127502,2.97,3.23,21.64,19.33,5.46,3.51,2.01,0.24,0.2,0.13,0.06,41.23,1.0149375
4127601,3.03,3.42,24.19,21.48,5.6,3.29,1.6,0.17,0.17,0.06,0.05,36.93,0.996625
4127700,0.83,1.62,17.57,31.07,9.04,6.53,4.09,0.53,0.4,0.14,0.12,28.06,1.607175
4127809,4.84,4.89,35.13,15.98,3.49,2.97,2.08,0.17,0.16,0.08,0.08,30.15,0.9889125
4127858,4.5,6.68,27.4,16.24,4.26,3.21,2.08,0.22,0.18,0.06,0.04,35.12,0.9623
4127882,2.61,2.52,17.1,28.05,3.56,2.4,1.1,0.06,0.08,0.08,0.04,42.4,0.885975
4127908,1.93,2.65,30.18,23.62,3.79,2.83,1.23,0.13,0.09,0.05,0,33.49,0.9401125
4127957,2.45,3.07,27.03,22.32,5.56,4.07,2.62,0.33,0.29,0.09,0.09,32.07,1.1949625
4127965,5.37,5.11,27.11,16.32,4.08,2.61,1.54,0.19,0.11,0.03,0.05,37.48,0.8681125
4128005,2.19,4.04,29.41,19.58,5.66,4.06,2.67,0.32,0.31,0.11,0.07,31.58,1.1818
4128104,0.68,1.47,21.03,26.81,8.22,6.46,4.44,0.55,0.54,0.23,0.13,29.45,1.6237375
4128203,1.52,2.74,20.48,25.25,7.71,5.34,3.16,0.35,0.28,0.09,0.04,33.04,1.317025
4128302,2.89,1.86,28.26,31.66,6.42,2.93,1.63,0.28,0.05,0,0.05,23.98,1.15975
4128401,2.3,3.38,34.93,17.73,4.76,3.36,2.61,0.16,0.17,0.11,0.05,30.45,1.08775
4128500,3.64,4.46,30.95,15.77,4.77,3.79,2.49,0.27,0.18,0.08,0.07,33.53,1.05835
4128534,3.45,3.4,22.96,20.87,4.38,2.39,1,0.15,0.13,0.05,0.01,41.22,0.843725
4128559,3.05,4.02,26.05,19.55,5.44,3.38,2.24,0.32,0.17,0.06,0.08,35.65,1.059275
4128609,2.72,4.82,29.02,19.7,4.74,4.64,2.88,0.26,0.14,0.09,0.03,30.96,1.146625
4128625,2.52,3.69,31.24,19.51,3.4,2.74,0.91,0.11,0.07,0.04,0.07,35.7,0.8669375
4128633,8.27,5.94,23.43,11.9,2.14,1.37,0.41,0.04,0,0,0,46.52,0.541225
4128658,3.11,5.02,28.2,18.37,5.71,4.12,2.09,0.09,0.12,0.06,0.12,32.98,1.0612
4128708,1.52,2.42,21.3,24.4,7.77,4.96,2.61,0.29,0.16,0.11,0.09,34.37,1.245775
4128807,2.51,2.95,34.93,23.91,4.6,2.63,1.53,0.21,0.1,0.06,0.06,26.51,1.0496625
4200051,5.75,5.44,28.56,16.2,5.01,4.18,1.65,0.17,0,0,0.04,33,0.941425
4200101,2.82,4.31,22.69,19.51,5.56,4.31,2.05,0.23,0.21,0.06,0.06,38.19,1.0496875
4200200,0.89,2.38,19.76,33.76,11.15,6.3,2.46,0.21,0.15,0.05,0.05,22.83,1.461
4200309,0.6,1.4,21.11,30.37,11.21,8.43,3.14,0.48,0.12,0.17,0.14,22.83,1.639075
4200408,2.04,3.82,22.81,23.66,7.21,4.57,3.03,0.48,0.26,0.17,0.07,31.89,1.3047
4200507,1.64,3.37,24.83,21.91,7.64,5.6,2.49,0.25,0.15,0.09,0.02,32.01,1.2193625
4200556,2.92,3.02,26.01,25.31,6.22,6.36,3.02,0.38,0.14,0.09,0,26.53,1.32425
4200606,2.18,3.38,24.28,27.21,9.1,6.19,2.2,0.22,0.12,0.08,0.04,24.99,1.328975
4200705,1.67,4.71,25.91,21.81,6.3,5.07,2.58,0.24,0.25,0.09,0.1,31.29,1.2233625
4200754,3.76,6.57,24.94,29.49,7.02,5.73,1.91,0.45,0.06,0.11,0.17,19.78,1.3566375
4200804,3.02,4.79,24.11,22.8,6.62,5.3,3.11,0.35,0.13,0.11,0.05,29.61,1.2680875
4200903,3.65,7.45,26.9,24.3,5.34,4.08,1.6,0.17,0.19,0.11,0.09,26.12,1.1290125
4201000,4.32,6.25,27.12,17.01,3.35,2.94,1.33,0.22,0.09,0.03,0.03,37.32,0.8536375
4201109,2.73,9.3,29.6,21.73,5.85,3.92,1.58,0.07,0.11,0,0.11,25,1.0722
4201208,0.49,1.6,20.95,25.79,11.28,7.64,3.37,0.46,0.23,0.26,0.17,27.76,1.6053
