"city_code","wages_less0.25","wages_0.25to0.5","wages_0.5to1","wages_1to2","wages_2to3","wages_3to5","wages_5to10","wages_10to15","wages_15to20","wages_20to30","wages_30plus","wages_noWage","wages_avg"
2513703,4.98,4.51,30.32,11.76,2.28,1.39,0.57,0.06,0.03,0.01,0.01,44.09,0.6067625
2513802,9.99,6.89,32.77,5.99,1.14,0.52,0.21,0.08,0.05,0,0.03,42.34,0.4792375
2513851,15.03,7.25,30.64,10.33,1.36,0.57,0.66,0,0.09,0.04,0,34.02,0.5815625
2513901,11.02,10.73,29.87,8.17,1.51,0.99,0.63,0.04,0.08,0.03,0.03,36.89,0.5744625
2513927,13.44,9.91,31.21,7.37,1.13,0.72,0.29,0.09,0.03,0.03,0.03,35.75,0.5271875
2513943,7.76,9.96,36.07,9.76,1.95,0.59,0.54,0.05,0.05,0.05,0,33.24,0.614025
2513968,15.37,8.34,31.34,6.17,1.27,0.65,0.25,0,0,0,0,36.62,0.4738
2513984,14.48,7,30.58,6.96,1.28,1,0.38,0,0,0,0,38.33,0.4967
2514008,8.14,6.79,32.88,9.05,1.64,1.08,0.73,0.11,0.08,0.03,0.08,39.4,0.6263625
2514107,17.97,10.3,26.33,6.55,1.14,0.69,0.11,0.03,0,0,0,36.88,0.447375
2514206,15.77,6.65,29.11,5.54,1.03,0.55,0.22,0.03,0.03,0,0,41.06,0.4390375
2514305,10.42,9.06,24.49,11.62,1.56,0.82,0.14,0.04,0,0,0.02,41.83,0.5113
2514404,11.78,8.86,31.62,7,1.11,0.91,0.28,0.03,0,0.03,0.03,38.37,0.510225
2514453,10.22,5.11,26.87,5.79,0.79,0.42,0.22,0.02,0.02,0.02,0,50.52,0.3971375
2514503,12,7.63,28.87,8.9,1.89,1.4,0.59,0.1,0.07,0.03,0.02,38.48,0.5943875
2514552,11.35,6.74,25.67,8.92,1.13,0.48,0.14,0.08,0.03,0,0,45.46,0.453175
2514602,9.85,8.2,28.45,7.79,1.72,0.64,0.26,0.07,0,0,0,43.02,0.48245
2514651,11.68,6.24,29.39,6.09,1.65,0.72,0.07,0.07,0.07,0,0,44.01,0.460675
2514701,12.29,9.02,34.3,9.63,1.96,1.26,0.5,0.03,0,0,0.03,31,0.6159
2514800,16.09,8.21,29.44,6.22,1.06,0.79,0.21,0.03,0,0,0,37.95,0.4627125
2514909,11.54,6.8,35.61,8.68,1.85,1.24,0.5,0.08,0.03,0.03,0.02,33.62,0.613725
2515005,11.31,7.07,26.3,5.14,0.72,0.35,0.17,0.13,0.06,0,0,48.76,0.4006375
2515104,11.62,8.34,29.93,8.01,1.55,0.94,0.29,0.02,0.02,0.02,0,39.26,0.51405
2515203,13.89,9.52,29.79,7.19,1.44,1.26,0.3,0.07,0,0,0.04,36.5,0.53135
2515302,7.16,5.51,29.41,6.54,1.47,0.95,0.47,0.03,0.03,0.01,0.01,48.41,0.4817375
2515401,13.67,8.51,24.01,8.02,0.89,0.58,0.22,0.02,0.01,0,0,44.06,0.4326625
2515500,11.07,7.06,31.71,8.03,2.12,1.25,0.59,0.07,0.08,0.04,0.01,37.97,0.595425
2515609,16.06,7.23,29.61,7.68,1.39,0.86,0.34,0.04,0.04,0.11,0,36.65,0.5386875
2515708,14.5,8.63,23.77,8.47,1.68,0.92,0.2,0,0.04,0,0,41.79,0.4747375
2515807,11.95,5.1,32,6.62,1.25,0.89,0.42,0.03,0,0,0,41.75,0.4904
2515906,13.15,7.36,27.58,4.44,1.12,0.82,0.39,0.02,0.02,0,0,45.11,0.429975
2515930,10.16,6.86,32.51,7.38,1.17,0.74,0.3,0.05,0,0,0,40.82,0.49325
2515971,8.24,4.89,27.44,5.07,0.86,0.6,0.15,0.02,0.05,0,0,52.69,0.3887875
2516003,9.35,7.78,28.52,6.9,1.62,1.46,0.77,0.09,0.04,0.04,0.01,43.43,0.55785
2516102,10.02,7.87,29.94,9.43,1.92,1.32,0.85,0.07,0.06,0,0.04,38.48,0.6163625
2516151,11.05,10.2,26.52,6.55,1.2,0.62,0.19,0.04,0,0,0.04,43.58,0.449075
2516201,8.32,6.15,30.43,10.08,2.73,2.42,1.67,0.22,0.21,0.06,0.06,37.66,0.8108375
2516300,11.47,8.84,31.87,7.96,1.81,1.71,0.81,0.13,0.13,0.03,0.01,35.21,0.64415
2516409,9.18,5.83,27.13,4.78,0.92,0.35,0.26,0.01,0.01,0,0.01,51.52,0.3824875
2516508,11.85,8.09,30.69,6.69,1.23,0.76,0.32,0.02,0.02,0.02,0.01,40.3,0.4896375
2516607,12.36,7.09,24.94,9.63,1.51,0.78,0.31,0.03,0.01,0.01,0.02,43.32,0.4951875
2516706,13.22,9.65,24.06,7.83,2.16,1.68,0.8,0.05,0.04,0.03,0.02,40.46,0.5750875
2516755,11.44,8.83,25.55,11.36,1.71,1.03,0.17,0.04,0,0,0,39.86,0.5254375
2516805,14.74,8.08,27.08,10.63,1.93,1.16,0.3,0.03,0.04,0.03,0.01,35.99,0.5681
2516904,10.62,7.1,31.16,7.87,2.15,1.82,0.83,0.19,0.1,0.06,0.06,38.03,0.667975
2517001,12.31,8.24,26.07,6.09,1.33,0.98,0.53,0.12,0.03,0.01,0.01,44.27,0.4865
2517100,9.01,5.46,41.39,11.29,2.47,2.24,0.75,0.05,0.09,0.05,0,27.2,0.764875
2517209,15.61,5.42,30.75,5.49,0.95,0.53,0.19,0,0.02,0,0,41.04,0.435025
2517407,10.69,17.51,29.96,7.93,1.59,0.82,0.06,0.12,0,0,0,31.32,0.5280875
2600054,5.14,3.62,27.45,15.04,3.65,2.08,0.83,0.06,0.02,0.01,0.01,42.1,0.7111
2600104,10.6,7.36,29.34,7.71,2.2,2.16,1.08,0.12,0.13,0.03,0.04,39.23,0.66945
2600203,11.77,7.14,28.61,5.81,1,0.66,0.38,0.05,0.04,0.03,0.01,44.5,0.461575
2600302,8.93,7.28,31.13,7.51,1.36,0.7,0.49,0.02,0.04,0.01,0.01,42.53,0.5095
2600401,7.98,5.25,24.14,4.85,1.11,0.65,0.26,0.03,0.05,0,0,55.68,0.3791875
2600500,13.22,9.49,23.56,5.2,1.27,1,0.61,0.08,0.03,0.02,0.01,45.52,0.4640875
2600609,11.75,9.71,29.84,7.12,1.42,1.02,0.37,0.07,0.05,0.02,0.01,38.64,0.5259375
2600708,5.4,3.57,29.24,7.39,1.47,0.67,0.33,0.04,0.05,0.01,0.02,51.82,0.4675875
2600807,10.98,7.79,32.16,5.86,1.12,0.84,0.39,0.03,0.03,0.01,0.01,40.79,0.4911125
2600906,10.56,8.64,29.73,7.77,1.39,0.99,0.4,0.02,0.04,0.01,0.01,40.45,0.517675
2601003,10.24,7.08,27.27,6.29,1.43,0.95,0.64,0.08,0.06,0.01,0.02,45.92,0.501775
2601052,8.57,5.26,26.78,8.45,1.3,0.78,0.26,0.05,0.02,0.01,0.01,48.52,0.4672
2601102,9.47,9.37,26.38,8.03,1.93,1.46,0.82,0.12,0.08,0.04,0.03,42.26,0.5932625
2601201,6.15,5.9,26.6,9.87,3.57,3.14,1.99,0.24,0.18,0.09,0.04,42.24,0.84515
2601300,7.53,7.9,30.86,5.03,1.09,0.74,0.36,0.05,0.03,0.02,0.04,46.34,0.4677
2601409,7.55,4.43,26.09,6.74,1.66,1.12,0.48,0.05,0.03,0.01,0,51.84,0.4685625
2601508,12.39,10.12,26.58,6.34,0.94,0.7,0.25,0.08,0.01,0,0.01,42.58,0.448375
2601607,9.61,7.58,22.54,6.59,1.67,1.45,0.77,0.15,0.15,0.06,0.03,49.39,0.54685
2601706,6.97,6.19,30.76,10.38,2.55,1.79,1.07,0.18,0.09,0.03,0.02,39.96,0.6943875
2601805,13.15,7.18,26.6,6.18,1.08,0.68,0.28,0.06,0.01,0,0,44.79,0.43645
2601904,9.27,6.18,32.99,8.25,1.89,1.3,0.77,0.09,0.07,0.02,0.01,39.15,0.606025
2602001,12.29,10.1,24.32,6.48,1.13,0.88,0.55,0.03,0.04,0.02,0.01,44.15,0.47165
2602100,11.34,9.51,25.91,6.14,1.48,1.27,0.68,0.1,0.08,0.04,0.04,43.41,0.5377375
2602209,8.79,5.77,30.17,6.85,0.97,0.63,0.33,0.04,0.01,0,0,46.44,0.4535875
2602308,9.68,8.64,27.49,5.59,1.31,1.04,0.58,0.08,0.04,0.03,0,45.53,0.488975
2602407,11.75,8.32,27.77,6.66,1.23,0.96,0.29,0.1,0.01,0,0,42.92,0.4739
2602506,12.54,6.93,24.23,9.64,1.7,1.02,0.25,0,0,0.03,0,43.66,0.4932125
2602605,8.66,9.98,31,8.15,1.37,0.82,0.44,0.05,0.03,0.01,0.02,39.45,0.533875
2602704,7.62,5.46,31.74,6.96,1.13,0.65,0.33,0.02,0.01,0,0.01,46.07,0.468225
2602803,12.91,9.7,21.77,4.13,0.96,0.66,0.3,0.03,0.02,0.03,0.01,49.48,0.384525
2602902,3.43,3.03,25.19,15.15,4.09,2.38,0.99,0.11,0.06,0.02,0.04,45.51,0.7490625
2603009,9.97,8.73,25.51,7.24,1.68,1.26,0.7,0.1,0.06,0.02,0.02,44.7,0.5364875
2603108,7.98,8.32,32.33,7.73,1.5,1.05,0.49,0.01,0.04,0,0.03,40.53,0.543075
2603207,11.89,8.73,22.15,4.72,0.79,0.6,0.25,0.01,0,0,0,50.85,0.3631375
2603306,12.93,8.05,23.48,5.57,0.94,0.59,0.26,0.01,0.01,0,0.02,48.13,0.3977625
2603405,13.02,7.86,25.12,10.31,2,1.29,0.41,0.06,0.02,0.06,0.04,39.8,0.575425
2603454,3.1,3.03,28.31,14.94,3.45,2.38,1.33,0.21,0.22,0.09,0.05,42.88,0.8389875
2603504,10.7,9.05,29.89,6.19,1.46,1.1,0.59,0.04,0.08,0.02,0.01,40.86,0.5294625
2603603,7.6,5.89,27.69,7.88,1.95,1.32,0.47,0.03,0.1,0,0.01,47.07,0.5280125
2603702,7.99,6.69,25.74,5.05,0.98,0.81,0.38,0.02,0.04,0.01,0.02,52.26,0.4172625
2603801,9.28,8.02,26.27,5.76,1.13,0.54,0.4,0.02,0.02,0.02,0.01,48.53,0.43055
2603900,12.29,6.8,24.03,6.97,1.38,0.93,0.35,0.05,0.02,0.03,0.01,47.15,0.4592
2603926,10.51,8.69,20.71,5.51,1.18,0.77,0.34,0.02,0.02,0,0,52.24,0.3886375
2604007,4.86,4.46,28.95,10.48,3.28,2.36,1.29,0.17,0.13,0.04,0.04,43.93,0.74235
2604106,2.92,4.01,31.05,15.96,3.96,3.09,2.07,0.3,0.27,0.1,0.05,36.23,0.9972125
2604155,7.78,5.59,29.41,6.46,0.7,0.32,0.12,0.01,0.01,0,0,49.6,0.4001875
2604205,7.59,6,25.07,7.14,1.95,1.33,0.61,0.06,0.04,0.01,0.01,50.19,0.5043
2604304,12.93,10.1,24.96,6.04,1.31,1.02,0.45,0.03,0.03,0.02,0.05,43.05,0.4843
2604403,7.16,5.33,28.81,7.26,1.49,0.77,0.14,0.01,0,0.01,0.01,49.02,0.4481625
2604502,9.07,8.34,31.28,7.11,1.62,1.06,0.68,0.12,0.12,0.03,0.05,40.52,0.5876
2604601,6.47,5.82,27.88,6.9,1.91,1.05,0.54,0.06,0.02,0.01,0.01,49.34,0.49735
2604700,10.27,8.16,25.53,6.41,1.26,0.97,0.56,0.06,0.04,0.01,0.01,46.71,0.4762
2604809,7.79,6.3,28.01,6,1.26,0.79,0.39,0.05,0.01,0.02,0,49.37,0.448525
2604908,12.94,6.74,29.6,7.26,0.99,0.69,0.33,0.06,0.02,0.02,0.01,41.34,0.484625
2605004,5.55,7.84,34,6.3,1.51,1.25,0.64,0.07,0.04,0.02,0.01,42.79,0.552275
2605103,8.8,5.65,26.71,9.7,2.41,1.71,0.81,0.12,0.06,0.03,0.02,43.98,0.6174125
2605152,12.95,12.03,30.86,7.16,1.1,0.75,0.51,0.02,0.03,0.02,0.01,34.55,0.5278375
2605202,5.33,3.52,30.81,10.14,2.05,1.14,0.44,0.07,0.04,0.02,0,46.44,0.5603
2605301,13.57,9.93,23.6,5.05,1.06,1.12,0.48,0.06,0.04,0.02,0.01,45.06,0.4537125
2605400,10.36,7.95,29.53,8.04,1.29,1.02,0.37,0.04,0.02,0.01,0.02,41.35,0.5155875
2605459,0.93,1.15,10.18,27.27,13.68,13.28,7.13,0.84,0.8,0.31,0.13,24.3,2.2614875
2605509,8.58,5.32,31.87,8.19,1.71,0.73,0.49,0.05,0.05,0.02,0.02,42.95,0.537975
2605608,14.38,7.22,27.11,7.23,1.19,0.68,0.35,0.03,0.01,0.01,0.02,41.77,0.472
2605707,8.27,7.42,26.9,8.88,2.53,1.78,0.84,0.11,0.07,0.02,0.02,43.17,0.6179
2605806,9.03,8.35,35.25,7.69,0.93,0.62,0.36,0.02,0.04,0,0,37.7,0.5181625
2605905,7.19,4.81,27.73,6.84,1.18,0.69,0.39,0.04,0.01,0.01,0.02,51.11,0.4481875
2606002,5.11,5.72,26.86,10.92,3.53,3.07,2.08,0.35,0.28,0.11,0.06,41.91,0.904775
2606101,10.44,7.95,29.28,6.03,1.03,0.7,0.38,0.03,0.01,0.02,0.02,44.1,0.4647125
2606200,6.04,5.25,24.95,10.9,3.18,1.97,1.03,0.1,0.06,0.03,0.03,46.46,0.6604625
2606309,15.04,10.11,26.01,6.03,1.25,0.88,0.29,0.02,0,0.04,0.02,40.31,0.4677375
2606408,5.96,5.23,31.7,9.88,2.3,1.8,1.15,0.17,0.15,0.06,0.04,41.57,0.7107125
2606507,10.9,8.58,23.52,5.59,1.05,0.59,0.29,0.02,0.06,0,0,49.41,0.404275
2606606,11.28,9.74,23.75,5.55,1.19,0.88,0.47,0.04,0.01,0.02,0,47.06,0.43805
2606705,12.44,9.27,30.33,6.63,0.85,0.53,0.13,0.02,0.03,0,0.05,39.73,0.4677375
2606804,5.39,3.91,26.46,13.56,3.38,1.96,0.83,0.08,0.04,0.02,0.01,44.37,0.6801375
2606903,15.74,11.15,27.93,7.93,1.11,0.91,0.48,0.07,0.01,0.03,0.02,34.61,0.5337375
2607000,11.27,10.78,19.15,4.69,1.16,0.9,0.42,0.05,0.01,0,0.01,51.54,0.390075
2607109,13.17,7.57,26.92,7.83,1.7,0.77,0.42,0.05,0,0,0.03,41.55,0.5007125
2607208,3.48,3.14,27.41,12.81,2.81,1.61,0.84,0.12,0.07,0.03,0.01,47.66,0.6536
2607307,12.45,12.15,25.11,6.55,1.23,0.86,0.56,0.06,0.02,0.01,0,40.99,0.4839125
2607406,6.22,5.82,29.65,9.39,2.77,1.1,0.32,0.12,0.03,0.03,0,44.55,0.5656
2607505,10.9,9.92,23.09,4.63,0.94,0.67,0.35,0.02,0.04,0,0,49.43,0.393125
2607604,8.02,5.77,21.51,8.41,2.27,1.93,1.1,0.15,0.11,0.04,0.02,50.65,0.5996125
2607653,6.31,5.32,29.53,7.09,1.33,0.84,0.52,0.06,0.03,0.03,0.01,48.93,0.49265
2607703,14.27,7.52,27.48,10.11,1.98,1.37,0.52,0.09,0.07,0.03,0.03,36.52,0.604925
2607752,8.24,6.33,26.21,8.4,1.97,1.04,0.38,0.05,0.03,0.02,0.01,47.34,0.5057625
2607802,10.17,6.29,29.15,8.88,1.98,0.91,0.47,0.02,0.02,0.03,0.04,42.04,0.5474875
2607901,3.75,3.27,24.93,15.34,4.27,3.25,2.35,0.47,0.36,0.19,0.11,41.7,1.0539625
2607950,7.99,5.48,23.93,5.9,1.15,0.64,0.37,0.06,0.02,0.02,0,54.44,0.4066
2608008,12.81,13.57,29.1,5.78,0.97,0.78,0.24,0.02,0.09,0,0,36.65,0.4795625
2608057,8.2,4.72,21.11,9.04,2.7,2.87,1.47,0.17,0.06,0.03,0.02,49.62,0.669925
2608107,8.71,6.29,31.61,8.22,1.2,0.75,0.3,0.06,0.02,0.02,0.01,42.82,0.5072375
2608206,8.76,5.53,24.09,9.69,2,0.88,0.57,0.06,0.06,0.03,0.01,48.34,0.5251125
2608255,12.84,8.68,23.83,5.14,0.85,0.51,0.26,0.02,0.05,0.02,0,47.79,0.397875
2608305,12.11,9.31,27.4,6.34,1.28,0.72,0.43,0.09,0.01,0.02,0.01,42.3,0.4798375
2608404,11.93,8.14,25.18,5.83,0.9,0.7,0.21,0.01,0.03,0.01,0.01,47.06,0.4149
2608453,9.26,5.34,30.8,7.75,1.6,0.9,0.47,0.05,0.03,0,0.02,43.79,0.519175
2608503,8.31,6.39,28.51,7.85,1.36,0.72,0.46,0.04,0.04,0.01,0.01,46.32,0.4911125
2608602,14.49,10.69,26,5.12,0.75,0.84,0.18,0,0.03,0,0,41.91,0.4192125
2608701,11.33,9.83,28.96,6.08,1.06,0.6,0.34,0.03,0.01,0,0.02,41.74,0.4610875
2608750,7.81,6.38,30.72,6.49,1.18,0.9,0.44,0.07,0.03,0,0.02,45.95,0.4897
2608800,9.01,8.89,32.38,8.05,1.6,1.18,0.73,0.08,0.1,0.04,0.01,37.94,0.6019125
2608909,5.61,4.48,32.19,9.55,2.48,1.9,0.96,0.12,0.11,0.03,0.02,42.55,0.67325
2609006,9.94,8.31,30.58,6.25,1.39,0.99,0.52,0.06,0.08,0.01,0.01,41.84,0.5194625
2609105,5.85,6.86,31.55,6.31,0.81,0.53,0.31,0.05,0.02,0.01,0,47.7,0.448575
2609154,11.47,9.07,17.83,4.79,0.77,0.4,0.22,0.01,0.01,0.01,0.01,55.43,0.3285125
2609204,9.53,7.01,23.99,5.86,1.19,0.58,0.33,0.06,0.01,0.03,0.03,51.36,0.4213875
2609303,8.12,7.6,23.34,4.46,1.12,0.99,0.37,0.03,0.02,0.03,0.01,53.91,0.40385
2609402,5.18,4.12,29.21,9.69,2.25,1.37,0.63,0.06,0.05,0.01,0.01,47.41,0.572875
2609501,5.21,3.83,29.12,8.45,2.78,2.08,0.98,0.11,0.08,0.06,0.01,47.28,0.6444875
2609600,2.83,3,24.55,15.54,5.2,4.44,3.17,0.52,0.32,0.17,0.08,40.18,1.1684
2609709,7.93,8.12,26.14,5.76,0.87,0.73,0.36,0.05,0.02,0.01,0.01,50.01,0.425925
2609808,15.82,11.39,20.41,5.22,1.06,0.66,0.27,0.07,0.02,0.01,0.01,45.07,0.4045375
2609907,8.6,8.11,24.45,6.55,1.3,1.14,0.64,0.09,0.09,0.02,0.03,48.98,0.5006375
2610004,5.41,4.22,26.72,8.44,2.23,1.7,0.78,0.09,0.04,0.02,0.01,50.34,0.56485
2610103,10.16,10.22,26.57,5.92,1.52,0.88,0.42,0.03,0.03,0,0,44.24,0.4655
2610202,10.3,8.27,27.22,5.59,0.91,0.61,0.44,0.02,0.03,0,0.01,46.6,0.4356625
2610301,11.47,6.29,24.35,5.9,1.22,0.51,0.23,0.01,0,0.01,0,50.01,0.3952875
2610400,11.17,8.36,24.79,6.29,1.33,1.35,0.68,0.11,0.07,0.03,0.01,45.81,0.5143
2610509,10.22,6.26,29.96,6.97,0.98,0.72,0.37,0.02,0.02,0,0.01,44.47,0.468325
2610608,5.71,4.23,28.36,7.82,1.81,1.35,0.89,0.21,0.23,0.1,0.06,49.24,0.6356375
2610707,2.7,3.08,23.97,17.1,5.45,3.92,2.05,0.23,0.13,0.06,0.03,41.29,0.976875
2610806,10.15,10.49,26.24,5.44,1.19,1.07,0.5,0.03,0.07,0.01,0.02,44.79,0.4776625
2610905,10.05,7.94,28.87,7.55,1.82,1.46,0.81,0.14,0.08,0.04,0.02,41.21,0.596825
2611002,8.82,7.62,23.81,9.75,2.51,1.87,1.03,0.17,0.12,0.06,0.02,44.22,0.6535
2611101,3.27,3.89,27.98,13.28,3.84,3.05,2.31,0.42,0.31,0.14,0.09,41.43,0.9918125
2611200,15.42,7.88,25.85,5.63,0.89,0.74,0.34,0.05,0.04,0.01,0,43.14,0.439525
2611309,8.65,6.7,29.59,7.64,1.69,1.18,0.56,0.06,0,0.03,0.01,43.88,0.532725
2611408,11.01,7.15,28.6,10.37,1.61,0.96,0.53,0.05,0.04,0,0,39.69,0.5560375
2611507,9.72,10.21,27.59,5.22,0.84,0.46,0.32,0.02,0.01,0.02,0.01,45.6,0.4234625
2611533,12.8,6.42,24.17,7.19,1.04,0.5,0.16,0,0,0,0,47.73,0.4032
2611606,2.9,2.77,23.16,14.1,4.88,5.1,5.32,1.34,1.17,0.69,0.39,38.18,1.7895875
2611705,9.56,8.84,35.73,7.68,1.08,0.73,0.41,0.04,0.05,0.01,0.02,35.84,0.549425
2611804,4.94,3.79,27.65,9.08,2.12,1.42,0.68,0.06,0.06,0.02,0.02,50.16,0.5599375
2611903,4.71,3.79,27.56,9.9,2.06,1.18,0.55,0.04,0.06,0.03,0.03,50.08,0.5531375
2612000,9.07,5.78,35.98,8.67,1.09,0.83,0.39,0.03,0.03,0.04,0.02,38.06,0.55895
2612109,7,4.99,27.39,4.41,0.7,0.35,0.29,0.01,0,0.01,0,54.84,0.3647875
2612208,7.38,5.76,26.26,9.86,3.12,2.55,1.58,0.21,0.23,0.08,0.06,42.9,0.7879
2612307,12.85,8.68,26.16,7.31,1.35,0.87,0.5,0.02,0.04,0.02,0.02,42.17,0.497075
2612406,7.7,8.65,30.63,7.23,1.62,1.06,0.57,0.06,0.03,0.02,0.01,42.43,0.5362625
2612455,13.1,9.14,23.23,5.47,0.83,0.54,0.3,0.03,0.02,0.01,0.03,47.3,0.4069
2612471,12.91,9.45,25.65,7.93,1.59,1.03,0.49,0.02,0.05,0.03,0.01,40.84,0.5184875
2612505,2.3,4.55,37.52,18.28,3.13,2.2,1.13,0.13,0.12,0.04,0.03,30.57,0.8856625
2612554,15.62,8.59,23.04,5.3,0.64,0.38,0.31,0.04,0.03,0.01,0.01,46.03,0.3937625
2612604,10.09,9.41,23.61,6.1,1.31,0.96,0.59,0.07,0.04,0.03,0.03,47.76,0.4767375
2612703,10.42,8.89,32.42,8.26,1.26,0.89,0.42,0.06,0.05,0.01,0.03,37.3,0.5527875
2612802,14.37,8.18,23.65,9.08,1.67,1.02,0.36,0.01,0.02,0.01,0,41.62,0.496975
2612901,6.63,6.38,26.64,4.21,0.76,0.46,0.12,0.01,0.02,0.01,0.02,54.76,0.3631
2613008,9.52,9.12,29.04,6.85,1.33,0.81,0.47,0.05,0.06,0.02,0.02,42.71,0.5072
2613107,9.71,6.63,30.67,8.82,1.66,1.13,0.5,0.05,0.05,0.03,0.02,40.73,0.5641625
2613206,12.61,9,25.17,6.1,1.12,0.76,0.39,0.02,0.05,0.05,0.01,44.72,0.45995
2613305,11.24,8.68,28.58,4.97,0.76,0.53,0.31,0.07,0.02,0.03,0,44.8,0.43275
2613404,8.24,6.83,24.57,7.35,2.3,1.61,1.15,0.14,0.11,0.05,0.02,47.63,0.6041375
2613503,10.13,8.08,26.14,6.39,1.74,1.31,0.67,0.08,0.04,0.01,0.01,45.4,0.516175
2613602,12.47,8.14,30.87,7.46,1.56,1.47,0.89,0.1,0.12,0.05,0.05,36.82,0.630675
2613701,5.98,4.31,27.93,11.65,2.96,1.82,0.78,0.08,0.05,0.01,0.01,44.41,0.6448875
2613800,10.36,9.79,29,5.06,0.91,0.64,0.44,0.06,0.06,0.03,0.03,43.63,0.4718625
2613909,8.01,6.75,28.68,9.68,2.69,2.23,1.46,0.18,0.15,0.05,0.05,40.07,0.7478375
2614006,11.67,9.6,25.06,5.71,0.75,0.62,0.46,0.03,0.05,0.01,0.02,46,0.437825
2614105,8.26,7.33,27.65,8.44,2.11,1.57,0.75,0.05,0.06,0.04,0.02,43.72,0.5866625
2614204,4.76,3.87,29.67,9.21,1.74,1.02,0.41,0.03,0.02,0.01,0.01,49.26,0.5148875
2614303,12.03,7.79,22.79,7.26,1.26,0.64,0.31,0.02,0.04,0,0,47.87,0.4289625
2614402,11.26,7.03,23.07,7.98,1.63,0.59,0.38,0.02,0.04,0.02,0,47.97,0.4545875
2614501,6.3,4.88,33.76,8.8,2.01,1.52,0.87,0.09,0.09,0.04,0.03,41.61,0.64155
2614600,13.11,9.5,29.01,6.84,1.8,1.25,0.66,0.1,0.04,0.02,0.01,37.65,0.560575
2614709,11.73,7.59,29.21,6.03,0.95,0.56,0.28,0.03,0.01,0,0,43.62,0.4399625
2614808,10.47,8.77,25.38,5.47,0.94,0.71,0.3,0.03,0.02,0.01,0.01,47.89,0.4186125
2614857,6.09,4.51,24.04,9.96,1.79,1.26,0.78,0.15,0.04,0.01,0.01,51.39,0.5467375
2615003,5.36,7.19,39.5,15.01,1.97,1.26,0.67,0.05,0.06,0.03,0.04,28.85,0.7479125
2615102,10.6,9.83,22.92,6.71,1.04,0.9,0.4,0.05,0.02,0,0,47.52,0.4376625
2615201,11.67,7.95,24.53,6.2,1.48,0.84,0.36,0.03,0,0,0,46.94,0.4373125
2615300,5.99,5.69,30.85,7.86,2.02,1.53,0.96,0.12,0.12,0.04,0.02,44.8,0.6212875
2615409,2.36,5.51,35.67,19.86,3.08,2.15,1.12,0.11,0.1,0.01,0.02,30.02,0.8787375
2615508,6.18,4.48,32.68,7.26,1.15,0.79,0.24,0.03,0.02,0.02,0.02,47.14,0.48285
2615607,7.24,8.02,28.77,9.3,1.64,1.15,0.76,0.11,0.07,0.03,0.05,42.86,0.59595
2615706,10.78,8.18,29.12,10.1,2.16,1.87,1.09,0.15,0.09,0.12,0.08,36.27,0.726575
2615805,11.02,7.93,20.68,4.43,0.91,0.66,0.26,0.02,0.02,0.01,0.01,54.07,0.3589875
2615904,11.77,8,32.72,9.58,2.63,1.33,0.62,0.07,0.09,0.01,0.01,33.17,0.643975
2616001,10.22,9.21,28.23,6.39,1.41,0.83,0.47,0.04,0.05,0.02,0.01,43.1,0.4931125
2616100,10.97,7.16,26.67,8.48,1.22,1.36,0.45,0.04,0.05,0.03,0.01,43.56,0.5244
2616183,10.02,6.52,31.9,6.52,0.51,0.36,0.14,0.02,0.02,0.02,0,43.98,0.4352
2616209,7.32,7.18,36.75,10.8,1.94,1.31,0.71,0.11,0.07,0.03,0.01,33.78,0.6735
2616308,5.77,4.6,28.48,6.63,1.33,0.89,0.37,0.02,0.02,0.01,0.01,51.87,0.452825
2616407,6.53,5.68,28.69,9.95,2.62,2.04,1.17,0.12,0.11,0.04,0.02,43.04,0.68715
2616506,8.79,6.36,25.3,7.11,1.3,0.86,0.35,0.04,0.02,0.02,0,49.87,0.448875
2700102,10.02,8.24,24.96,6.13,1.13,0.85,0.27,0.04,0.03,0.01,0.01,48.3,0.43335
2700201,8.26,5.35,26.02,7.61,1.15,0.72,0.56,0.05,0.06,0,0,50.23,0.4663125
2700300,5.74,5.96,27.82,10.53,2.81,2.49,1.71,0.21,0.16,0.06,0.04,42.46,0.78265
2700409,8.21,5.25,25.34,7.66,1.41,0.98,0.42,0.05,0.03,0.01,0.01,50.62,0.4681125
2700508,6.86,5.38,24.98,7.17,1.47,1,0.61,0.13,0.06,0,0,52.35,0.481475
2700607,6.2,4.69,30.86,10.4,2.64,1.59,1.35,0.24,0.24,0.16,0.05,41.58,0.7783875
2700706,10.04,8.77,28.14,7.57,1.33,1.23,0.72,0.1,0.08,0.02,0.04,41.95,0.5625375
2700805,13.46,7.14,26.92,8.32,1.73,0.84,0.58,0.03,0.05,0.03,0.03,40.88,0.536475
2700904,11.88,7.29,19.49,4.66,0.72,0.51,0.24,0.03,0,0,0.05,55.11,0.3482625
2701001,6.49,5.32,22.98,9.48,2.17,1.26,0.64,0.06,0.05,0,0.01,51.54,0.522625
2701100,7.18,4.54,26.75,5.96,0.74,0.38,0.18,0.01,0.01,0,0,54.23,0.3752
2701209,14.06,9.84,25.16,5.72,1.22,0.94,0.66,0.07,0.05,0.02,0.01,42.24,0.48965
2701308,7.78,5.48,26.21,7.55,1.71,1.07,0.35,0.04,0.02,0.01,0,49.79,0.472625
2701357,9.52,6.84,23.68,9.63,1.89,1.49,0.78,0.04,0.02,0,0,46.11,0.54535
