"city_code","vac.dose1percapita_Coronavac","vac.dose1percapita_Covishield.AZ","vac.dose1percapita_Unknown","vac.dose2percapita_Coronavac","vac.dose2percapita_Covishield.AZ","vac.dose2percapita_Unknown","vac.dose1percapita_total","vac.dose2percapita_total"
3512704,0.107529527559055,0.0295275590551181,0,0.0711122047244094,0,0,0.137057086614173,0.0711122047244094
3512803,0.0630971500122492,0.0166861747012549,0,0.0316030160328824,0,0,0.0797833247135041,0.0316030160328824
3512902,0.136612770622088,0.0376815565908468,0,0.0871471636064675,0,0,0.174294327212935,0.0871471636064675
3513009,0.0731838112362386,0.0188519289612315,0,0.027921043500205,0.000181382290779471,0,0.0920357401974701,0.0281024257909845
3513108,0.0793164507153096,0.0217262992214509,0,0.0422440203490823,0,0,0.10104274993676,0.0422440203490823
3513207,0.100252351456756,0.0188116540490938,0,0.0445056205551732,0,0,0.11906400550585,0.0445056205551732
3513306,0.239980449657869,0.0762463343108504,0,0.115347018572825,0,0,0.316226783968719,0.115347018572825
3513405,0.0857807220452701,0.0221264124208257,0,0.0597788569836868,2.42215790047353e-05,0,0.107907134466096,0.0598030785626915
3513504,0.0710725844438029,0.0150654126084512,0,0.0372570768693115,3.03891328460942e-05,0,0.0861379970522541,0.0372874660021576
3513603,0.112959597371732,0.0219488326576262,0,0.0663591034064961,4.6600493965236e-05,0,0.134908430029358,0.0664057039004613
3513702,0.118077263344146,0.0343851371276909,0,0.0891477440283102,0.00179887938661162,0,0.152462400471837,0.0909466234149219
3513801,0.0713309916416134,0.0136166483502321,0,0.0288407688684661,1.64027772245095e-05,0,0.0849476399918455,0.0288571716456906
3513850,0.147859922178988,0.0277932184546971,0,0.0872707059477487,0.0105614230127849,0,0.175653140633685,0.0978321289605336
3513900,0.144326177160382,0.057730470864153,0,0.113025437488725,0,0,0.202056648024535,0.113025437488725
3514007,0.0689234184239734,0.0199778024417314,0,0.0312985571587125,0.000110987791342952,0,0.0889012208657048,0.0314095449500555
