"city_code","cases","deaths","cases_per100K","deaths_per100K"
1304237,1141,33,6037.99544901307,174.630893792665
1304260,1621,22,11840.7596785975,160.701241782323
1304302,1780,48,11035.3378797272,297.582145071296
1304401,2226,29,9438.20224719101,122.959508161967
1400027,778,18,5900.64467197573,136.518771331058
1400050,1110,23,7217.16514954486,149.544863459038
1400100,65247,959,15547.8825312402,228.52268069734
1400159,1687,23,13434.7375965597,183.164768654934
1400175,1670,19,8883.45124740678,101.06920580882
1400209,1847,35,8288.83004981376,157.070412422026
1400233,1496,15,14408.1671963787,144.46691707599
1400282,800,12,6506.18087182824,97.5927130774236
1400308,1852,30,10191.5034118424,165.089148139996
1400407,431,24,3737.42629205688,208.116545265349
1400456,1915,32,10125.310632898,169.195791254693
1400472,2513,40,8163.86199727113,129.946072379962
1400506,1053,6,12613.799712506,71.8735026353618
1400605,450,6,5548.70530209618,73.9827373612824
1400704,1075,7,9963.85207155436,64.8808972101214
1500107,5930,130,3727.68418405834,81.7198893638421
1500131,660,5,8816.45738712263,66.7913438418381
1500206,1001,18,1798.12822217033,32.3339740250409
1500305,2723,14,6881.99762428286,35.3830212045391
1500347,955,4,3458.26543545175,14.4848814050335
1500404,1925,49,3371.75085826385,85.8263854830799
1500503,2466,21,7236.76487850687,61.6269515201315
1500602,9431,188,8132.3457130785,162.112288628858
1500701,1074,12,3617.6232821342,40.4203718674212
1500800,15139,470,2826.82939125791,87.7607380864798
1500859,1162,25,4061.94288111301,87.3911979585416
1500909,1621,29,3488.19694002711,62.4045103397818
1500958,895,11,2816.85707991062,34.6205898089573
1501006,546,6,3328.45647403072,36.5764447695684
1501105,698,11,2228.25219473264,35.1157222665603
1501204,538,21,1110.21688437648,43.3356032935059
1501253,125,2,3832.00490496628,61.3120784794605
1501303,6889,140,5423.25647303329,110.212789406976
1501402,78830,3058,5256.59141087767,203.915470435924
1501451,568,14,3184.03497953921,78.4797354111778
1501501,2651,60,4157.25755865011,94.0910801656003
1501576,526,13,3072.78887720528,75.9434513377731
1501600,321,12,1941.92377495463,72.5952813067151
1501709,3314,108,2570.70605209675,83.7767814201716
1501725,1035,22,6907.82887272242,146.83307748782
1501758,721,5,9785.55917480999,67.8610206297503
1501782,465,30,690.60773480663,44.55533772946
1501808,3609,102,3487.05759587234,98.553581263225
1501907,1004,27,3411.83267067659,91.7524722193904
1501956,622,3,1797.22037620272,8.66826548007744
1502004,349,14,1450.29920212766,58.1781914893617
1502103,6144,144,4408.59906432077,103.326540570018
1502152,6331,62,16615.4895939952,162.716846442537
1502202,2012,76,2897.84102202186,109.461191686711
1502301,1351,46,2482.31511254019,84.519981626091
1502400,5769,230,2838.36241888109,113.16057485572
1502509,471,2,1966.76131618507,8.35142809420411
1502608,240,12,1978.40244002968,98.9201220014838
1502707,2553,36,5319.74745264737,75.0140651372132
1502756,1699,20,5029.45442704479,59.2048784819869
1502764,663,5,4817.96381076957,36.3345687086694
1502772,1691,22,9475.51271993724,123.276924801076
1502806,539,26,1540.2640452649,74.2984511630565
1502855,1178,13,8075.68382806609,89.1204497155001
1502905,2057,64,5068.49990143899,157.697614823576
1502939,1364,14,2255.70126841853,23.1523590600142
1502954,340,9,1001.76782557454,26.5173836181497
1503002,925,27,13083.4512022631,381.895332390382
1503044,528,8,2572.47259439708,38.9768574908648
1503077,1175,8,4500.01914901766,30.6384282486308
1503093,549,21,1336.3842165478,51.1185219444512
1503101,1756,11,5202.19226781218,32.5877647755888
1503200,1474,35,3777.259564872,89.6906952310176
1503309,1708,47,2709.5627895171,74.5605685639952
1503408,190,7,1601.88854228143,59.0169462945789
1503457,1224,31,1865.14285714286,47.2380952380952
1503507,941,15,2886.94585059058,46.0193281178095
1503606,7779,113,7671.97593569703,111.445337541299
1503705,940,37,1761.78427513822,69.3468278511855
1503754,1846,19,24321.4756258235,250.329380764163
1503804,1153,25,1926.74041642993,41.7766785869456
1503903,3158,131,5356.1736770692,222.184531886024
1504000,1144,33,3906.8369646882,112.697220135237
1504059,851,41,2814.61881924921,135.604431949727
1504109,218,13,2542.86714102415,151.638866207862
1504208,12942,294,4564.40315720422,103.688342467783
1504307,429,22,1453.44897682613,74.5358449654425
1504406,766,28,2692.44288224956,98.4182776801406
1504422,2012,86,1505.03048210345,64.330328757901
1504455,2145,20,6708.36591086787,62.5488663017983
1504505,508,12,1821.44137683758,43.0261742560057
1504604,2497,39,7919.44180145893,123.691722169363
1504703,1440,39,1731.14375706283,46.8851434204515
1504752,1067,22,6592.93129016312,135.936727632229
1504802,3301,103,5675.52697637633,177.09157181665
1504901,499,23,1219.86994572923,56.2264704444336
1504950,1158,6,5400.11191941802,27.9798545047566
1504976,760,12,4509.31529607215,71.1997152011392
1505007,636,5,4101.63807558364,32.2455823552173
1505031,1662,18,6450.36094077466,69.8595047737328
1505064,725,47,938.948895278058,60.8697904525086
1505106,4871,79,9312.5071693496,151.03429816847
1505205,1090,28,3318.11263318113,85.2359208523592
1505304,6575,78,8883.21444012106,105.38261997406
1505403,371,4,2065.58654863315,22.2704749178776
1505437,3764,23,11291.4354282286,68.9965501724914
1505486,1644,21,3395.71198413682,43.375883009047
1505494,464,5,6119.75731996835,65.945660775521
1505502,5362,136,4682.84673764006,118.774180589155
1505536,35723,242,16726.1302768101,113.308611454471
1505551,378,5,6987.06099815157,92.4214417744917
1505601,261,2,3229.79829229056,24.7494122014602
1505635,526,5,4052.70051621851,38.5237691655752
1505650,968,15,3057.58236204555,47.3798919738463
1505700,1887,17,5981.17214491743,53.8844337379949
1505809,2267,61,3601.55691476686,96.9100007943443
1505908,1205,27,2882.70615535514,64.5917561780819
1506005,1267,55,4245.124974871,184.279300408765
1506104,443,10,4080.31684627429,92.1064750851985
1506112,426,10,3109.03517734637,72.9820464165815
1506138,7818,93,9137.12702920655,108.691841099541
1506161,1421,11,7807.26333717928,60.4362397670458
1506187,800,42,1515.06543188834,79.5409351741378
1506195,2922,39,5673.78640776699,75.7281553398058
1506203,847,52,2069.79131029764,127.071013146963
1506302,679,20,2820.35306334372,83.073727933541
1506351,568,16,2648.14210452702,74.5955522401977
1506401,171,9,1657.94066317627,87.260034904014
1506500,1260,49,1753.97079499422,68.2099753608864
1506559,1065,15,5367.13198609081,75.5934082548002
1506583,429,3,1963.38672768879,13.7299771167048
1506609,1022,21,4088.81776355271,84.0168033606721
1506708,2190,17,2942.79686639165,22.8436286432228
1506807,15627,672,5098.86452623336,219.263899765074
1506906,286,5,4235.1547460388,74.0411668887902
1507003,946,26,2963.84485243436,81.4587380161664
1507102,862,21,4754.81273098351,115.836505047162
1507151,1546,21,6003.18409505689,81.5438977983148
1507201,496,17,1543.29630666791,52.895236317247
1507300,3481,27,2634.36710106101,20.4331834899877
1507409,409,12,2567.48273697426,75.3295668549906
1507458,710,20,2873.91216352965,80.9552722121028
1507466,61,3,981.18063374618,48.2547852662056
1507474,294,32,1264.84254001033,137.669936327654
1507508,49,7,348.729627784499,49.8185182549285
1507607,2138,45,3585.32331634022,75.4628387442984
1507706,470,11,1742.41862534292,40.7800103803663
1507755,216,5,3594.6080878682,83.2085205525046
1507805,672,15,5853.65853658537,130.662020905923
1507904,453,14,1771.95384314492,54.76237042832
1507953,2818,52,2586.05658490029,47.7199937596931
1507961,440,12,3714.02042711235,101.291466193973
1507979,1238,44,6544.37807263308,232.595020352064
1508001,1308,49,2042.79244104326,76.5266281430579
1508035,593,16,1897.17503279265,51.1885337684359
1508050,410,4,2138.9816360601,20.8681135225376
1508084,4317,43,10755.9298385489,107.135738489137
1508100,4173,160,3624.15757659974,138.956437156951
1508126,2200,19,3620.74356906568,31.2700580964764
1508159,1423,17,3131.94673709695,37.4160889182348
1508209,1177,42,2172.70914863767,77.5308277338847
1508308,1264,23,2046.93041408236,37.2463603828278
1508357,1483,22,9706.13260030107,143.988480921526
1508407,3415,30,7574.41334338819,66.5395022845229
1600055,940,4,17128.2798833819,72.8862973760933
1600105,1119,9,12180.2547077392,97.9645150756504
1600154,3108,8,18210.5818245737,46.8740844905373
1600204,1551,9,13718.3796214399,79.6037502211215
1600212,817,3,13391.2473365022,49.1722668415014
1600238,1193,6,14974.2688590436,75.3106564578888
1600253,366,3,6515.93377247641,53.4092932170198
1600279,7017,66,13661.8511740197,128.499669016004
1600303,38803,887,7565.38286066344,172.937520228036
1600402,2480,10,11245.6355144425,45.3453044937197
1600501,4632,30,16598.5809503333,107.503762631692
1600535,1655,20,7371.28095492606,89.078923926599
1600550,355,6,6767.06061761342,114.372855508959
1600600,19914,108,16177.6174692923,87.736400857867
1600709,1773,10,9978.05166300861,56.277787157409
1600808,3395,16,20887.1662360034,98.4373077396333
1700251,192,4,7401.69622205089,154.20200462606
1700301,487,10,7066.16366802089,145.095763203714
1700350,410,10,7669.28544706322,187.055742611298
1700400,157,3,2249.60596073936,42.9861011606247
1700707,867,12,10326.34587899,142.92520247737
1701002,1235,19,13010.9565950274,200.168563000421
1701051,189,3,5471.91661841343,86.8558193398958
1701101,243,4,5012.37623762376,82.5082508250825
1701309,416,7,7258.76810329785,122.142732507416
1701903,282,5,3941.29979035639,69.8812019566736
1702000,675,13,7972.12708161096,153.537262312507
1702109,22607,286,12327.8856588196,155.959450542859
1702158,204,11,3521.49145520456,189.884343172795
1702208,1418,40,3920.37600221178,110.588885816975
1702307,375,5,5668.07738814994,75.5743651753325
1702406,287,2,2724.51110689197,18.9861401177141
1702554,1083,16,5809.15088773266,85.8230971410181
1702703,136,2,3595.03039915411,52.8680941052075
1702901,662,8,6764.07479309288,81.7410851129049
1703008,517,4,4847.17794862179,37.5023438964935
1703057,252,3,7015.59020044543,83.5189309576838
1703073,103,5,2223.66148531952,107.944732297064
1703107,470,7,8317.11201557247,123.871881082994
1703206,194,4,4361.51079136691,89.9280575539568
1703305,115,1,2296.32587859425,19.9680511182109
1703602,91,1,4115.78471279964,45.2284034373587
1703701,215,7,3895.63326689618,126.834571480341
1703800,451,2,3922.76245977211,17.3958423936679
1703826,116,2,5078.80910683012,87.5656742556918
1703842,307,2,2977.11404189294,19.3948797517455
1703867,396,8,8916.91060571943,180.139608196352
1703883,157,2,6031.5021129466,76.8344218209758
1703891,343,3,8305.08474576271,72.6392251815981
1703909,308,7,5659.68393972804,128.629180448365
1704105,182,6,6198.91008174387,204.359673024523
1704600,92,2,6524.82269503546,141.843971631206
1705102,86,1,2581.80726508556,30.0210147102972
1705508,5433,54,15154.3889989122,150.623413572843
1705557,329,4,6768.15470067887,82.2875951450319
1705607,65,6,1590.40861267433,146.806948862246
1706001,208,5,3688.59726901933,88.6682035821954
1706100,226,4,3105.24869469635,54.9601538884309
1706258,80,0,4610.95100864553,0
1706506,458,5,7418.20537738905,80.9847748623259
1707009,800,14,3567.60613628255,62.4331073849447
1707108,581,3,8368.14057323923,43.2089874693936
1707207,130,7,1809.32498260264,97.4251913709116
1707306,144,3,3072.9833546735,64.0204865556978
1707405,444,11,3985.99515216806,98.7521321483078
1707553,368,6,9608.35509138381,156.657963446475
1707652,469,7,8945.26034712951,133.511348464619
1707702,348,5,3921.56862745098,56.3443768311922
1708205,1554,26,8446.11120169574,141.312027827599
1708254,281,3,10799.3850883935,115.295926210607
1708304,229,4,4463.93762183236,77.9727095516569
1709005,773,8,5903.01641848034,61.0920198549064
1709302,2198,40,8400.53506592777,152.875979361743
1709500,7322,103,8363.69866925581,117.653778056999
1709807,77,2,3752.43664717349,97.4658869395711
1710508,618,8,8293.07568438003,107.353730542136
1710706,270,6,4629.62962962963,102.880658436214
1710904,276,1,7272.72727272727,26.3504611330698
1711100,218,1,9008.26446280992,41.3223140495868
1711506,148,8,3816.4002062919,206.291903042806
1711803,62,2,2838.82783882784,91.5750915750916
1711902,1068,15,7809.3009651945,109.681193331383
1711951,96,4,2185.29478716139,91.0539494650581
1712009,88,2,2778.65487843385,63.1512472371329
1712157,66,0,3377.68679631525,0
1712405,91,3,2437.71765336191,80.3643182427002
1712454,171,2,5421.68674698795,63.4115409004439
1712504,226,7,4301.48458317472,133.231823372668
1712702,52,0,1905.45987541224,0
1712801,154,1,4466.35730858469,29.0023201856148
1713205,1326,15,7392.95272078501,83.6306868867083
1713304,1462,26,10835.2479063218,192.692507225969
1713601,274,5,3396.97495660798,61.9885940986858
1713700,79,2,3442.26579520697,87.1459694989107
1713809,404,5,5989.62194217939,74.1289844329133
1713957,182,2,5073.87789238918,55.7568999163647
1714203,747,7,8075.67567567567,75.6756756756757
1714302,319,5,8320.29212310902,130.412102243088
1714880,674,24,5655.785852144,201.392968028866
1715002,267,5,6203.53159851301,116.171003717472
1715101,152,2,3456.90243347737,45.4855583352286
1715150,47,1,2015.43739279588,42.8816466552316
1715259,128,1,4663.02367941712,36.4298724954463
1715507,104,1,9302.32558139535,89.4454382826476
1715705,406,6,6622.08448866417,97.8633175664655
1715754,465,13,6057.8426263679,169.359041167275
1716109,4721,65,9097.91678711145,125.262569617082
1716208,270,3,2586.95027306697,28.7438919229664
1716307,236,6,4848.98294637354,123.279227450175
1716505,966,17,7013.72250054454,123.429899077906
1716604,480,9,4042.78615345742,75.8022403773267
1716653,396,8,7184.32510885341,145.137880986938
1716703,477,15,5859.23105269623,184.252548826925
1717008,165,0,3724.60496613995,0
1717206,68,1,2242.00461589186,32.9706561160567
1717503,253,2,3267.46738990056,25.8297817383443
1717800,110,3,2395.99215857112,65.3452406883032
1717909,459,6,5655.49531789059,73.9280433711188
1718006,67,1,2113.56466876972,31.5457413249211
1718204,5486,91,10289.5941180884,170.680471153125
1718303,235,6,2765.35655448341,70.6048481995764
1718402,255,5,6936.88792165397,136.017410228509
1718451,146,1,5373.57379462643,36.8052999631947
1718501,174,2,4007.36987563335,46.0617227084293
1718550,218,2,4654.14175918019,42.6985482493595
1718659,83,1,3823.12298479963,46.0617227084293
1718709,220,3,7703.081232493,105.042016806723
1718758,227,2,3498.76695437731,30.826140567201
1718808,456,3,9511.88986232791,62.5782227784731
1718840,211,5,6255.5588496887,148.235991698784
1718865,593,9,7807.76826859776,118.499012508229
1718881,93,1,2667.81411359725,28.6861732644865
1718899,181,1,7585.9178541492,41.9111483654652
1718907,164,3,3384.23442014032,61.9067271976888
1719004,202,3,6972.73041076976,103.555402140145
1720002,133,3,5256.91699604743,118.577075098814
1720101,696,7,12910.4062326099,129.846039695789
1720150,96,1,6007.50938673342,62.5782227784731
1720200,467,10,3798.6009435497,81.3404912965674
1720259,128,1,4137.03943115708,32.3206205559147
1720309,329,1,6780.70898598516,20.6100577081616
1720499,224,4,5737.70491803279,102.459016393443
1720655,582,12,10722.1812822402,221.075902726603
1720804,380,5,4223.63009892186,55.5740802489719
1720853,123,0,6193.35347432024,0
1720903,359,9,2133.72956909361,53.4918276374443
1720937,50,0,2308.4025854109,0
1720978,189,1,6721.19487908962,35.5618776671408
1721000,32932,316,10751.6911745501,103.168177188079
1721109,526,6,6905.60588158067,78.7711697518708
1721208,1695,29,7419.56664478004,126.942438170278
1721257,120,2,6243.49635796046,104.058272632674
1721307,51,1,1868.8164162697,36.6434591425431
1722081,628,8,5351.96863814556,68.1779444349753
1722107,1461,18,12682.2916666667,156.25
2100055,4093,129,3618.24948506467,114.0371814252
2100105,154,2,2341.13712374582,30.4043782304652
2100154,665,7,5256.0859943092,55.3272209927284
2100204,203,8,918.053545586107,36.1794500723589
2100303,973,11,3636.43158799566,41.110737377135
2100402,275,7,3358.1633899133,85.4805226523385
2100436,585,19,2099.93538660349,68.2030296503697
2100477,1682,26,5265.62940237298,81.3949848167048
2100501,643,5,5734.92686407421,44.5950767035319
2100550,49,0,699.500356887937,0
2100600,1201,35,2878.09437082125,83.8745237125261
2100709,591,15,2189.86216096043,55.5802578923966
2100808,827,10,5203.22134138669,62.9168239587266
2100832,260,3,1493.13731120427,17.2285074369724
2100873,640,5,4115.49096521124,32.1522731657128
2100907,596,10,1274.29390006628,21.3807701353403
2100956,979,26,2988.03564888292,79.3553900622635
2101004,381,15,1272.88520646799,50.1135908058265
2101103,164,4,1346.13806123287,32.832635639826
2101202,3849,100,3673.06040652734,95.428953144384
2101251,228,4,1321.5859030837,23.1857175979597
2101301,429,4,2299.77484721775,21.4431221185805
2101350,106,1,1869.4885361552,17.636684303351
2101400,7687,95,8013.21810922661,99.0315754359995
2101509,218,1,1151.97632635806,5.28429507503699
2101608,4461,48,5041.13366179994,54.2421913845319
2101707,1468,29,2322.16017843302,45.8737364949302
2101731,281,2,3732.7311370882,26.567481402763
2101772,170,9,1507.22581789166,79.7943080060289
2101806,260,2,4611.56438453352,35.4735721887194
2101905,265,13,1244.18986806892,61.0357293769661
2101939,173,3,2848.67446072781,49.3989790877655
2101970,14,3,167.024576473395,35.7909806728704
2102002,1070,34,2558.46205346468,81.2969250633638
2102036,2154,19,6231.37674660804,54.965718749096
2102077,339,6,2062.29468305147,36.5007908504684
2102101,728,18,1986.30323865652,49.1118932634853
2102150,279,7,3095.18526736188,77.6569780341691
2102200,737,6,2559.20550038197,20.834780193069
2102309,1080,10,4511.46664438782,41.7728392998872
2102325,2693,32,3689.90038776153,43.845827110423
2102358,252,19,1629.27523113726,122.842180125428
2102374,195,5,2057.39607512133,52.7537455159316
2102408,63,3,561.69757489301,26.7475035663338
2102507,132,4,678.628348156907,20.5644953986942
2102556,739,24,5113.12530270532,166.055490209645
2102606,92,5,453.693658151691,24.6572640299832
2102705,453,3,2048.1982185649,13.5642266130126
2102754,542,4,4956.56149977138,36.5797896662094
2102804,497,8,2056.69356507345,33.1057314297538
2102903,479,19,1999.832999332,79.3253173012692
2103000,6514,119,3935.35719679807,71.8924633741127
2103109,171,0,1599.17703170298,0
2103125,30,1,343.24942791762,11.441647597254
2103158,373,3,2728.6027798098,21.945866861741
2103174,688,7,3150.18315018315,32.0512820512821
2103208,2981,70,3717.18935095704,87.2872373589376
2103257,474,3,3207.68762265683,20.3018203965622
2103307,2049,124,1664.28408980149,100.718022028006
2103406,1591,40,3206.30378267266,80.6110316196771
2103505,2600,40,6293.57087529047,96.8241673121611
2103554,174,9,1060.9756097561,54.8780487804878
2103604,2291,48,3495.36189430001,73.2332478945441
2103703,873,7,2675.78005271869,21.4552810641819
2103752,355,14,2748.52895633323,108.392691235677
2103802,642,8,2746.876604484,34.2289919561869
2103901,620,10,5438.11946320498,87.7116042452416
2104008,670,17,3917.21234798877,99.3919550982226
2104057,3150,32,7407.0590448421,75.2463141063324
2104073,1288,5,15181.5181518152,58.9344648750589
2104081,819,1,7829.82791586998,9.56022944550669
2104099,1002,2,5203.03250597154,10.3852944230969
2104107,834,8,6594.44927650826,63.256108167945
2104206,1062,5,6822.12372326074,32.1192265690242
2104305,90,3,752.319652261138,25.0773217420379
2104404,663,9,3694.82835488185,50.1560410164958
2104503,287,2,2636.41374242146,18.3722212015433
2104552,582,20,3142.54859611231,107.991360691145
2104602,478,7,2831.41807842673,41.4642814832366
2104628,183,1,2333.88598393062,12.7534753220253
2104651,616,4,6068.36764850754,39.4049847305684
2104677,731,8,2862.28904812248,31.3246407455265
2104701,123,2,1964.54240536655,31.9437789490497
2104800,3494,67,4986.7979733105,95.6254906158567
2104909,241,6,2008.83554221889,50.0125031257814
2105005,1291,8,4462.18719756671,27.6510438269045
2105104,217,7,795.775422641094,25.6701749239063
2105153,376,11,2624.96509354929,76.7941915666015
2105203,1258,11,11047.685957671,96.601387547203
2105302,11876,535,4579.3697004284,206.295283742775
2105351,578,6,3611.37144642299,37.4882849109653
2105401,1299,23,1890.19687731909,33.4676891288215
2105427,692,21,2654.59567285561,80.5585392051558
2105450,84,5,814.742967992241,48.4966052376334
2105476,969,14,5686.61971830986,82.1596244131455
2105500,415,30,1748.10446503791,126.36899747262
2105609,489,1,3018.89122113841,6.17360167921966
2105658,271,1,6170.30965391621,22.7686703096539
2105708,1799,56,3554.21210684369,110.636952742216
2105807,367,3,3376.57558193026,27.6014352746343
2105906,549,8,3365.20779698419,49.0376363859262
2105922,958,2,8504.21660008877,17.7541056369285
2105948,458,9,5171.05114598623,101.614542170035
2105963,199,6,1735.86880669923,52.337752965806
2105989,343,10,4511.97053406998,131.544330439358
2106003,891,8,7476.08659171002,67.125356603457
2106102,507,4,4150.9742917963,32.7493040772884
2106201,325,1,4653.49369988545,14.3184421534937
2106300,456,5,2276.6987867592,24.9638024863947
2106326,541,6,2506.25405355323,27.7957935699064
2106359,188,3,2418.00643086817,38.5852090032154
2106375,524,5,3173.64181454788,30.2828417418691
2106409,349,10,2055.72244801791,58.9032220062437
2106508,331,5,1409.59032450388,21.292905203986
2106607,755,11,2224.31723772206,32.4072710131691
2106631,235,1,1379.67474901661,5.87095637879411
2106672,239,1,2817.39950489214,11.7882824472474
2106706,871,7,4141.50539679521,33.2841995150017
2106755,542,16,1884.95513667664,55.6444320790151
2106805,182,9,1212.44420758111,59.9560322430218
2106904,1356,19,4028.04182509506,56.4401140684411
2107001,620,7,6804.9610361102,76.8302052464054
2107100,182,8,929.899856938484,40.874718986307
2107209,353,4,2410.87283158039,27.3186723125256
2107258,290,5,5343.65210982126,92.1319329279528
2107308,76,0,1623.23793250748,0
2107357,374,6,1774.1935483871,28.4629981024668
2107407,572,13,2924.18588006748,66.4587700015337
2107456,378,8,2547.85656511189,53.9228902669183
2107506,749,108,605.267198396729,87.2748430264976
2107605,39,6,197.158889843789,30.3321368990445
2107704,692,12,3221.751478188,55.8685227431445
2107803,853,6,2436.58592321755,17.1389396709324
