"city_code","workingHours_less14h","workingHours_15to39h","workingHours_40to44h","workingHours_45to48h","workingHours_49hplus","working_hours.avg"
4216701,6.06,17.79,36.27,8.42,31.46,40.2158
4216800,8.71,27.76,41.52,9.15,12.87,36.71405
4216909,5.39,14.59,41.96,16.87,21.19,40.54475
4217006,2.65,10.67,55.21,7.87,23.6,41.66365
4217105,7.34,14.26,34.69,5.25,38.47,40.73915
4217154,6.4,28.26,25.44,4.78,35.12,38.6425
4217204,10.01,15.91,48.53,8.61,16.94,38.38395
4217253,29.58,15.5,41.6,3.81,9.51,32.22975
4217303,4.6,12.05,56.06,4.21,23.08,40.70955
4217402,2.58,5.72,69.14,13.2,9.36,41.6688
4217501,5.68,12.41,45.55,8.2,28.15,40.8834
4217550,6.57,27.95,39.37,8.16,17.94,37.5867
4217600,6.18,15.91,46.95,12.67,18.3,39.73845
4217709,3.57,10.28,52.21,12.89,21.05,41.51195
4217758,15.46,32.14,22.08,6.59,23.73,34.80785
4217808,3.71,15.39,43.54,13.24,24.11,40.932
4217907,3.36,14.22,34.17,18.59,29.66,41.83895
4217956,8.58,20.32,35.68,4.23,31.19,38.92325
4218004,2.29,9.62,63.58,10.61,13.9,41.36625
4218103,7.19,19.37,47.82,2.81,22.81,38.80445
4218202,2.16,10.07,71.63,3.42,12.71,40.9241
4218251,2.17,12.37,59.87,13.42,12.17,40.9927
4218301,4.69,17.25,52.63,14.24,11.2,39.5283
4218350,26.73,13.62,39.72,7.18,12.75,33.6882
4218400,3.16,12.17,36.06,20.37,28.24,42.18315
4218509,3.27,12.42,45.93,9.72,28.67,41.6699
4218608,3.87,12.27,59.38,4.57,19.91,40.67525
4218707,3.9,13.57,59.42,9.89,13.23,40.24785
4218756,15.86,22.27,18.83,8.41,34.63,37.02125
4218806,2.18,14.33,46.25,16.64,20.59,41.426
4218855,5.25,22.02,37.74,7.94,27.04,39.4729
4218905,7.66,13.98,41.2,6.24,30.92,40.2034
4218954,2.05,16.61,55.81,10.07,15.45,40.46495
4219002,5.19,11.34,49.46,13.82,20.2,40.8859
4219101,10.16,11.58,35.84,15.05,27.38,40.01625
4219150,11.15,16.11,43.72,11.63,17.39,38.20215
4219176,10.49,15.25,37.76,12.88,23.61,39.0034
4219200,1.83,9.62,57.99,10.06,20.49,41.9274
4219309,4.31,11.07,57.63,9.69,17.3,40.77975
4219358,5.2,9.83,27.37,20.82,36.79,42.5859
4219408,5.74,16.35,29.02,14.19,34.7,41.00785
4219507,5.16,15.87,57.83,5.5,15.63,39.5121
4219606,7.66,13.59,15.98,6.28,56.48,42.0487
4219705,5.15,13.19,51.45,10.01,20.2,40.44395
4219853,7.91,17.23,26.49,16.32,32.05,40.1786
4300034,4.31,8.83,51.61,11.5,23.75,41.6487
4300059,4.77,25.08,31.17,5.46,33.52,39.4945
4300109,8.59,14.69,34.02,14.96,27.73,40.0014
4300208,10.71,24.07,38.85,5.71,20.67,37.09875
4300307,10.98,26.72,36.82,4.58,20.9,36.5867
4300406,8.84,17.99,44.37,11.92,16.89,38.5492
4300455,8.52,26.07,31.92,5.6,27.9,37.9131
4300471,4.28,17.8,29.77,12.42,35.73,41.1916
4300505,5.54,21.65,28.42,13.26,31.12,39.9722
4300554,13.33,37.14,29.73,11.91,7.88,33.77995
4300570,8.68,13.44,51.69,9.62,16.57,39.1464
4300604,8.05,13.74,48.08,14.94,15.18,39.4157
4300638,3.03,12.51,49.48,7.69,27.29,41.53145
4300646,5.18,22.3,47.91,15.2,9.4,38.5424
4300661,4.26,18.11,43.94,6.7,26.99,40.2815
4300703,3.51,12.31,37.87,5.31,40.99,42.27475
4300802,7.57,14.79,39.24,10.26,28.13,40.0885
4300851,25.34,9.89,41.83,10.31,12.63,34.76935
4300877,5.02,10.24,71.37,5.62,7.75,39.8538
4300901,7.1,23.86,32.09,8.13,28.83,38.82115
4301008,6.46,13.01,50.49,8.63,21.41,40.12675
4301057,7.16,15.86,49.45,12.44,15.09,39.2323
4301073,1.55,10.89,15.7,7.82,64.04,44.7672
4301107,7.33,17.96,51.71,9.36,13.63,38.6247
4301206,9.19,16.33,44.32,10.59,19.58,38.82865
4301305,12.46,16.67,39.65,16.11,15.11,37.79335
4301404,2.91,12.35,39.01,9.2,36.53,42.3038
4301503,7.01,18.54,34.64,13.86,25.95,39.6964
4301552,6.52,12.7,41.14,6.06,33.58,40.8927
4301602,7.62,17.59,47.14,11.89,15.75,38.86125
4301636,6.11,16.95,41.02,17.66,18.26,39.8196
4301651,4.13,11.17,62.34,6.83,15.53,40.56255
4301701,2.5,16.84,42,4.14,34.51,41.3718
4301750,5.3,18.77,23.07,12.51,40.36,41.09285
4301800,16.36,19.79,46.15,8.68,9.03,35.4776
4301859,9.94,20.29,40.51,17.84,11.42,37.7755
4301875,5.06,11.41,52.2,21.08,10.26,40.5427
4301909,5.88,12.73,45.49,16.46,19.44,40.5456
4301925,5.89,20.28,27.59,2.67,43.58,40.48375
4301958,10.11,16.24,47.62,5.82,20.21,38.4098
4302006,7.46,16.03,45.4,6.92,24.18,39.5065
4302055,3.81,33.8,33.04,5.53,23.82,37.77945
4302105,4.1,11.09,60.92,8.74,15.14,40.6374
4302154,8.25,15.28,39.87,12.25,24.35,39.65375
4302204,2.46,15.76,46.69,4.42,30.67,41.293
4302220,7.41,18.83,40.58,11.64,21.55,39.1372
4302238,2.45,22.16,53.67,7.73,14,39.32205
4302253,4.91,21.19,21.99,9.41,42.5,40.84515
4302303,5.45,11.55,55.3,11.07,16.63,40.40375
4302352,4.31,12.34,56.45,6.72,20.18,40.6572
4302378,3.76,12.89,42.09,9.57,31.69,41.66265
4302402,2.5,8.13,69.84,9.5,10.03,41.2101
4302451,10.39,16.26,35.85,9.19,28.31,39.04705
4302501,16.17,23.61,41.27,11.06,7.89,34.9809
4302584,6.94,28.97,27.02,17.56,19.5,37.8623
4302600,9.43,22.08,52.03,3.94,12.52,37.1013
4302659,5.67,16.3,48.6,7.29,22.15,39.85015
4302709,8.69,12.82,44.27,11.71,22.51,39.74645
4302808,10.15,19.86,45.8,8.01,16.18,37.67205
4302907,4.78,16.51,39.08,13.69,25.93,40.61205
4303004,8.95,18.79,47.91,9.67,14.67,38.13335
4303103,2.63,13.1,55.61,13.23,15.43,40.97405
4303202,12.26,27.89,27.85,4.18,27.81,36.5143
4303301,5.75,26.1,47.19,7.76,13.2,37.7482
4303400,7.31,23,29.45,8.01,32.24,39.12465
4303509,5.85,14.97,47.37,9.55,22.26,40.10445
4303558,6.48,23.53,44.43,7.14,18.42,38.2668
4303608,4.93,13.04,57.14,7.67,17.22,40.21415
4303673,7.15,17.14,36.5,3.66,35.55,40.0802
4303707,9.08,19.21,30.42,5.72,35.57,39.3234
4303806,10.12,21.72,36.86,6.6,24.7,37.9344
4303905,1.81,10.48,67.64,8.02,12.04,41.1207
4304002,7.44,20.82,46.85,12.24,12.64,38.2252
4304101,11.05,28.91,40.6,8.48,10.96,35.7183
4304200,9.17,20.09,33.34,13.21,24.19,38.70665
4304309,9.61,30.24,26.03,7.32,26.8,36.9786
4304358,3.71,17.13,46.36,18.21,14.59,40.23245
4304408,2.98,11.97,52.38,17.27,15.4,41.22525
4304507,7.22,15.22,29.47,12.15,35.95,40.76285
4304606,5.52,13.66,54.08,12.06,14.68,39.9757
4304614,1.15,18,29.43,9.92,41.51,42.3343
4304622,6.5,23.56,60.65,1.55,7.74,37.25755
4304630,6.57,14.75,50.93,12.09,15.66,39.58815
4304655,15.14,29.48,36,8.74,10.64,34.4769
4304663,9.31,21.6,37.22,10.89,20.98,38.11185
4304671,2.96,12.73,48.81,11.53,23.98,41.46335
4304689,4.61,13.93,52.79,13.68,15,40.2895
4304697,4.73,21.86,32.52,10.52,30.38,40.0008
4304705,5.9,18.05,57.11,8.03,10.91,38.76555
4304713,9.91,17.22,49.65,7.43,15.79,38.08185
4304804,5.99,14.72,51.15,12.22,15.91,39.7742
4304853,8.64,16.61,22.47,1.64,50.64,40.7079
4304903,6.99,15.66,45.65,7.56,24.14,39.7238
4304952,2.48,18,44.34,5.39,29.79,40.93345
4305009,9.88,26.94,39.27,5.55,18.36,36.72755
4305108,5.01,12.62,58.9,9.96,13.5,40.0932
4305116,6.06,20,32.76,9.16,32.02,39.9568
4305124,12.74,20.09,30.45,15.91,20.8,37.58705
4305132,11.76,20.57,33.19,12.52,21.97,37.7272
4305157,8.39,30,32.02,5.99,23.6,37.07235
4305173,5.81,18.07,35.11,7.66,33.35,40.3419
4305207,7.33,18.67,45.79,7.04,21.17,38.9458
4305306,10.96,22.57,41.34,7.76,17.36,37.1059
4305355,8.46,17.18,51.56,12.24,10.55,38.3393
4305371,13.89,39.43,31.89,3.24,11.55,33.1506
4305405,6.95,23.39,45.17,7.67,16.83,38.07295
4305439,4.58,16.41,21.97,35.38,21.65,41.3595
4305447,4.13,9.83,27.05,8.89,50.1,43.27615
4305454,9.45,14.9,39.76,15.71,20.18,39.23855
4305504,5.69,25.6,34.92,14.08,19.71,38.5801
4305587,3.39,16.41,28.94,13.18,38.07,41.8431
4305603,11.83,23.36,45.83,3.05,15.93,36.43595
4305702,3.41,16.4,51.47,5.58,23.13,40.4512
4305801,15.99,21.22,46.74,2.55,13.5,35.39955
4305835,3.78,16.98,21.26,4.6,53.37,42.3333
4305850,17.36,22.58,21.88,10.85,27.34,36.15845
4305871,10.79,32.16,26.16,5.54,25.35,36.1786
4305900,5.13,24.21,58.97,5.43,6.27,37.61955
4305934,11.23,19.29,20.64,15.29,33.56,39.00355
4305959,5.13,14.08,28.83,11.49,40.48,41.80645
4305975,2.41,13.79,50.17,10.82,22.8,41.3354
4306007,10.26,24.16,37.88,8.3,19.41,37.2396
4306056,5.66,11.72,23.61,27.78,31.24,42.0983
4306072,3.3,30.27,48.6,1.94,15.9,37.74
4306106,6.56,20.05,53.76,6.58,13.05,38.3653
4306130,10.81,25.14,32.41,3.77,27.87,37.32275
4306205,6.92,15.35,47.43,6.72,23.59,39.7178
4306304,4.82,18.47,45.25,4.06,27.39,39.9757
4306320,6.07,21.51,39.52,2.31,30.59,39.31915
4306353,11.41,35.53,40.39,4.17,8.5,34.25835
4306379,22.96,17.77,39.95,11.3,8.01,33.9707
4306403,2.99,9.28,61.66,14.31,11.77,41.24285
4306429,2.72,18.78,56.69,1.07,20.74,39.92135
4306452,4.8,19.19,31.93,7.94,36.14,40.6646
4306502,3.25,14.4,36.03,15.92,30.41,41.7793
4306551,10.16,12.93,39.83,5.91,31.16,39.65865
4306601,10.75,14.56,47.41,10.54,16.75,38.457
4306700,5.92,16.83,37.76,5.29,34.19,40.44505
4306734,7.9,24.56,40.55,7.47,19.52,37.80655
4306759,11.88,21.38,29.48,9,28.27,37.8547
4306767,9.12,16.56,48.41,10.42,15.5,38.5205
4306809,4.88,13.17,53,7.43,21.52,40.49885
4306908,13.46,18.03,45.97,7.06,15.48,36.928
4306924,4.57,21.75,47.02,5.01,21.65,39.19885
4306932,13.65,18.73,39.06,11.13,17.43,37.08945
4306957,7.48,15.55,33.39,11.37,32.21,40.33945
4306973,3.23,17.26,37.23,14.38,27.9,41.1067
4307005,4.95,12.35,64.32,7.17,11.21,39.86885
4307054,0.81,8.53,89.24,0.17,1.25,40.58885
4307104,6.23,25.43,40.29,10.89,17.17,38.13725
4307203,9.49,22.38,29.7,10.81,27.62,38.40565
4307302,10.09,27.93,41.69,4.99,15.3,36.28085
4307401,11.18,23.19,44.38,6.01,15.24,36.72835
4307450,8.1,27.22,35.97,10.58,18.14,37.3991
4307500,5.69,20.65,51.77,8.61,13.28,38.62635
4307559,3.5,14.28,55.99,7.99,18.24,40.51435
4307609,5.2,10.47,61.88,9.85,12.61,40.30365
4307708,7.53,14.07,51.39,14,13,39.3169
4307807,5.18,14.54,47.63,8.79,23.86,40.43435
4307815,8.54,23.57,42.52,8.69,16.69,37.63685
4307831,7.17,18.04,34.46,14.59,25.73,39.73985
4307864,5.1,11.52,35.14,9.63,38.6,41.97515
4307906,6.45,10.13,56.25,11.91,15.26,40.27865
4308003,13.03,19.26,50.59,6.16,10.96,36.507
4308052,3.32,17.12,61.07,1.89,16.6,39.74945
4308078,5.7,17.13,35.18,12.43,29.56,40.46305
4308102,2.02,10.09,63.38,6.78,17.73,41.4671
4308201,4.28,12.27,53.15,10.77,19.54,40.81775
4308250,16.8,22.21,28.65,2.11,30.23,36.17555
4308300,10.07,23.82,37.91,11.51,16.69,37.29365
4308409,10.8,24.06,46.96,8.67,9.51,36.42285
4308433,3.29,21.75,31.34,11.33,32.3,40.59135
4308458,6.85,25.33,42.8,10.58,14.43,37.7645
4308508,5.32,18.73,49.01,7.45,19.49,39.40045
4308607,4.01,13.77,52,13.97,16.25,40.57785
4308656,9.62,23.22,47.26,8.79,11.11,36.99665
4308706,6.13,16.63,40.4,7.28,29.56,40.1859
4308805,13.8,18.9,46.89,10.44,9.97,36.4687
4308854,4.19,26.31,38.35,11.84,19.31,38.7648
4308904,4.23,16.34,51.42,8.92,19.09,40.1023
4309001,12.77,16.26,48.09,8.07,14.81,37.38525
4309050,3.39,14.25,49.99,12.74,19.63,40.8607
4309100,9.06,10.37,53.02,13.02,14.53,39.5107
4309126,6.77,27.73,49.89,8.09,7.52,36.83535
4309159,5.5,21.63,40.12,6.76,25.99,39.339
4309209,4.55,12.82,52.67,15.02,14.93,40.5198
4309258,1.9,16.71,43.32,1.12,36.96,41.6033
4309308,5.06,14.48,49.72,15.65,15.08,40.16685
4309407,3.38,12.36,58.25,9.44,16.58,40.7892
4309506,4.59,19.28,45.78,11.33,19.02,39.66405
4309555,2.4,13.36,47.98,10.56,25.69,41.5933
4309571,2.99,6.47,42.63,31.72,16.19,42.753
4309605,6.32,15,52.95,11.8,13.92,39.4816
4309654,15.04,21.78,39.67,4.67,18.83,36.04585
4309704,8.87,17.59,42.6,5.45,25.49,38.90745
4309753,5.06,11.27,53.27,0.99,29.4,40.99105
4309803,6.61,22.23,33.68,5.53,31.95,39.30005
4309902,5.84,25.03,38.05,8.63,22.46,38.57505
4309951,6.01,17.94,56.24,7.66,12.14,38.8165
4310009,7.94,19.18,46.82,7.78,18.29,38.5344
4310108,4.38,7.37,69.98,7.12,11.15,40.769
4310207,5.65,19.34,50.17,8.75,16.09,39.03705
4310306,3.69,16.03,31.67,9.44,39.17,41.729
4310330,5.83,23.14,42.95,13.63,14.45,38.52145
4310363,2.65,8.86,50.7,2.53,35.26,42.51105
4310405,9.49,24.58,35.62,7.37,22.94,37.59325
4310413,14.26,27.5,40.11,6.88,11.26,34.9842
4310439,6.37,16.54,36.55,8.79,31.75,40.35345
4310462,12.07,19.69,26.07,6.52,35.64,38.4509
4310504,7.19,20.8,47.45,5.91,18.66,38.44315
4310538,4.09,18.53,50.86,15.89,10.62,39.52955
4310553,23.02,20.71,36.08,4.63,15.56,33.74545
4310579,7.41,19.05,29.66,1.76,42.12,40.0953
4310603,7.07,16.13,41.51,15.71,19.58,39.67845
4310652,6.07,17.83,32.96,7.67,35.48,40.45885
4310702,11.46,25.92,31.48,5.76,25.37,36.9341
4310751,13.61,18.21,32.74,4.74,30.7,37.82
4310801,3.76,12.64,52.69,13.3,17.61,40.8824
4310850,4.86,24.68,53.74,4.53,12.19,37.99435
4310876,3.21,20.03,55.48,5.37,15.9,39.44715
4310900,6.57,18.59,44.57,9.17,21.09,39.25665
4311007,6.36,18.1,43.98,14.59,16.97,39.34865
4311106,8.32,14.1,29.35,18.56,29.66,40.4626
4311122,10.23,11.41,54.54,7.8,16.02,38.8965
4311130,6.65,22.4,46.34,7.47,17.13,38.30905
4311155,15.86,28.16,32.64,4.62,18.72,34.8535
4311205,6.24,15.54,43.16,12.61,22.46,40.06565
4311239,11.06,22.12,30.77,13.38,22.67,37.7742
4311254,3.37,23.23,52.86,7.13,13.42,38.83635
4311270,3.73,18.54,38.24,6.36,33.14,40.7848
4311304,10.06,18.03,49.26,9.89,12.77,37.82185
4311403,3.49,14.66,55.49,8.97,17.39,40.44475
4311429,7.21,44.05,45.37,2.14,1.23,33.5561
4311502,6.84,21.48,52.1,9.43,10.15,37.99765
4311601,5.31,21.16,33.61,13.99,25.92,39.77895
4311627,1.53,8.12,81.42,3.07,5.86,40.90195
4311643,3.99,17.1,39.65,9.28,29.98,40.834
4311700,8,23.29,32.45,5.79,30.47,38.65995
4311718,11.42,15.43,49.05,11.55,12.56,37.89105
4311734,10.99,27.7,42.03,4.1,15.18,36.0149
4311759,6.09,22.49,48.31,9.9,13.21,38.2915
4311775,5.32,20.35,44.59,10.21,19.53,39.28445
4311791,7.43,18.5,36.48,9.88,27.72,39.5338
4311809,2.63,12.17,59.42,9.62,16.18,41.012
4311908,14.43,22.39,34.57,7.16,21.45,36.4248
4311981,7.93,15.61,30.46,14.01,32,40.31275
4312005,4.8,30.29,33.59,8.87,22.45,38.08315
4312054,5.53,16,36.15,6.6,35.72,40.849
4312104,9.9,20.13,35.28,13.71,20.98,38.29405
4312138,3.37,11.23,57.7,6.1,21.59,41.1535
4312153,5.59,12.63,58.94,4.07,18.76,40.03245
4312179,9.76,30.93,40.08,2.96,16.27,35.8998
4312203,6.66,22.87,40.13,4.83,25.52,38.71265
4312252,2.46,14.11,50.51,14.47,18.45,41.13735
4312302,7.2,27.38,36.92,8.75,19.75,37.65325
4312351,5.48,33.27,25.15,7.77,28.32,37.80295
4312377,5.56,15.92,45.9,7.87,24.75,40.14185
4312385,4.37,20.72,34.49,12.11,28.32,40.19995
4312401,3.41,15.44,53.75,12.32,15.08,40.3392
4312427,3.69,20.69,50.26,4.27,21.09,39.53175
4312443,8.37,23.36,31.94,10.58,25.76,38.4359
4312450,4.28,13.67,44.46,9.69,27.9,41.14015
4312476,10.58,9.43,60.72,7.47,11.8,38.78525
4312500,10.96,17.45,42.45,7.67,21.47,38.16175
4312609,11.71,13.83,43.75,12.05,18.67,38.50005
4312617,11.48,20.61,53.3,6.74,7.87,36.5483
4312625,4.68,15.31,28.78,3.76,47.48,41.8901
4312658,3.89,15.04,64.74,4.08,12.25,39.6959
4312674,9.06,22.38,49.15,5.1,14.31,37.3374
4312708,9.71,15.55,50.78,8.33,15.63,38.41765
4312757,9.34,21.52,44.25,6.4,18.49,37.7391
4312807,2.61,10.5,49.78,8.82,28.28,42.0665
4312906,2.64,16.61,55.97,4.1,20.68,40.4014
4312955,2.05,13.44,34.38,3.95,46.18,42.82035
4313003,5.04,18.37,41.5,7.31,27.78,40.10685
4313011,1.49,9.37,24.28,8.36,56.49,44.5036
4313037,6.78,16.71,42.41,13.24,20.86,39.6511
4313060,3.17,6.86,74.86,9.5,5.61,40.9036
4313086,2.13,14.06,27.75,2.8,53.27,43.1537
4313102,5.46,17.45,35.73,6.06,35.3,40.5974
4313201,3.48,12.56,50.72,8.31,24.93,41.26065
4313300,4.5,14.41,52.12,12.66,16.31,40.2899
4313334,14.03,23.77,34.84,5.54,21.82,36.2828
4313359,6.4,16.75,30.23,13.25,33.38,40.63255
4313375,6.99,13.9,54.79,8.98,15.33,39.4308
4313391,13.21,19.53,36.44,11.79,19.03,37.23435
4313409,6.96,11.92,59.2,9.78,12.14,39.5531
4313425,9.77,23.14,44.98,5.02,17.1,37.2205
4313441,9.45,20.11,30.74,19.28,20.42,38.6345
4313466,9.54,28.85,33.96,5.17,22.48,36.80755
4313490,10.34,27.85,34.58,9.04,18.19,36.6074
4313508,5.55,15.5,49.06,10.36,19.54,39.9592
4313607,6,25.39,31.55,7.92,29.15,38.9126
4313656,8.62,16.48,49.55,10.69,14.67,38.62655
4313706,8,24.14,44.28,7.35,16.23,37.60585
4313805,5.24,19.64,33.26,10.42,31.43,40.2516
4313904,5.51,12.95,62.27,7.07,12.21,39.69175
4313953,2.3,13.68,57.12,9.63,17.27,40.94625
4314001,2.25,13.6,44.9,16.13,23.13,41.67915
4314027,17.09,18.32,26.34,15.93,22.32,36.74605
4314035,2.04,9.19,49.26,13.31,26.18,42.47345
4314050,7.53,9.1,66.11,8.73,8.52,39.51165
4314068,3.52,16.52,43.06,5.68,31.22,40.9774
4314076,5.5,15.04,37.07,6.64,35.75,41.0053
4314100,4.77,14.67,59.76,8.98,11.83,39.7003
4314134,7.24,14.93,30.77,7.76,39.3,40.8335
4314159,7.09,11.88,50.42,10.36,20.24,40.1116
4314175,20.44,14.67,24.19,15.09,25.62,36.55295
4314209,9.17,15.34,45.16,11.21,19.12,38.97425
4314308,8.76,18.73,50.04,4.35,18.11,38.19695
4314407,6.41,20.04,45.11,10.57,17.87,38.92575
4314423,5.22,10.36,65.45,5.93,13.04,40.16405
4314456,11.14,21.26,38.84,8.52,20.24,37.492
4314464,4.83,20.71,70.72,2.27,1.47,37.74615
4314472,3.05,13.22,34.7,18.59,30.44,42.13035
4314498,4.79,21.05,42.68,10.35,21.13,39.44615
4314506,8.68,18.34,43.68,12.75,16.54,38.54595
4314555,16.2,36.96,36.28,3.84,6.71,32.5583
4314605,15.84,17.43,37.88,14.92,13.92,36.5919
4314704,5.4,18.16,43.15,6.63,26.67,39.93345
4314753,1.93,14.14,39.81,10.69,33.43,42.15975
4314779,3.35,12.63,47.85,9.45,26.73,41.46805
4314787,4.62,20.87,44.12,6.82,23.57,39.5327
4314803,4.08,12.49,55.7,14.53,13.21,40.56685
4314902,7.29,18.92,49.44,10.45,13.9,38.56405
4315008,6.38,24.23,39.44,5.44,24.51,38.5396
4315057,8.72,17.38,32.29,1.82,39.8,39.8235
4315073,3.9,22.5,43.85,4.47,25.28,39.50375
4315107,6.32,23.35,43.98,11.29,15.05,38.28525
4315131,6.22,17.06,19.46,8.25,49.01,41.50135
4315149,3.63,14.85,48.9,9.54,23.08,40.801
4315156,3.49,21.49,30.58,6.63,37.81,40.74435
4315172,1.19,13.62,38.59,15.41,31.19,42.50055
4315206,5.7,19.4,24.5,8.74,41.67,40.8084
4315305,8.16,17.46,44.93,14.67,14.78,38.79095
4315313,5.93,18.71,52.88,3.81,18.66,39.00655
4315321,15.34,37.41,37.48,4.12,5.66,32.6791
4315354,10.32,29.69,34.84,4.92,20.23,36.2944
4315404,7.78,29.88,47.82,3.58,10.93,36.2616
4315453,7.94,17.34,37.61,0.87,36.24,39.75175
4315503,9.63,16.49,42.35,8.68,22.86,38.8251
4315552,7.01,34.34,45.71,5.26,7.69,35.6654
4315602,7.03,18.1,43.55,13.25,18.07,39.17775
4315701,7.34,14.92,54.08,8.58,15.09,39.1534
4315750,7.29,13.27,59.13,12.13,8.17,39.08185
4315800,4.06,10.82,56.32,5.65,23.15,41.11495
4315909,8.54,19.59,47.82,7.98,16.06,38.1494
4315958,7.87,19.36,38.64,14.73,19.39,38.90835
4316006,6.68,12.55,59.29,10.42,11.07,39.4951
4316105,6.45,23.41,46.99,4.79,18.36,38.18325
4316204,4.88,21.4,37.57,7.66,28.49,39.7626
4316303,8.15,29.53,43.1,6.18,13.04,36.4794
4316402,7.82,17.43,42.94,14.85,16.95,39.04645
4316428,9.47,24.03,53.16,5.73,7.61,36.53445
4316436,14.64,19.91,38.5,7.95,19,36.60205
4316451,5.54,19.21,47.61,9.29,18.36,39.27475
4316477,4.39,13.66,39.21,3.93,38.81,41.61535
4316501,5.13,11.55,51.58,9.19,22.55,40.82315
4316600,10.88,22.81,37.45,8.53,20.33,37.33905
4316709,4.59,13.92,55.78,6.03,19.67,40.27085
4316733,2.5,28.63,34.89,5.21,28.77,39.25385
4316758,4.65,12.37,46.49,4.76,31.73,41.2778
4316808,4.11,12.94,61.62,7.68,13.65,40.2093
4316907,6.58,19.03,52.09,8.77,13.53,38.64485
4316956,3.22,12.95,59.12,7.08,17.63,40.7086
4316972,6.44,17.48,28.77,16.94,30.37,40.463
4317004,6.66,25.72,53.19,5.26,9.17,37.1558
4317103,8.62,20.01,35.32,18.42,17.63,38.6479
4317202,4.31,15.28,56.27,8.74,15.39,39.9676
4317251,5.92,11.13,37.25,10.85,34.86,41.60555
4317301,8.23,19.97,39.11,13.9,18.8,38.6458
4317400,7.86,18.38,51.13,8.12,14.52,38.4282
4317509,7.08,18.5,49.4,10.39,14.63,38.73425
4317558,8.03,18.79,33.22,7.67,32.29,39.53855
4317608,8.12,16.13,46.1,16.42,13.22,38.967
4317707,8.62,27.41,45.63,5.6,12.76,36.6285
4317756,3.89,23.04,41.83,15.21,16.03,39.26135
4317806,9.32,20.17,47.15,6.38,16.98,37.8406
4317905,6.33,20.45,39.58,6.2,27.44,39.3599
4317954,7.54,24.51,38.91,8.06,20.98,38.0436
4318002,8.08,17.8,48.43,11.93,13.76,38.56765
4318051,5.29,17.6,42.49,11.99,22.63,40.00245
4318101,8,22.37,39.56,12.09,17.98,38.20715
4318200,7.85,13.77,42.92,13.96,21.51,39.8746
4318309,8.38,19.44,40.64,16.81,14.73,38.52515
4318408,7.69,13.66,48.11,15.77,14.77,39.54135
4318424,11.03,30.46,34.79,8.37,15.35,35.79375
4318432,8.17,26.22,48.01,4.94,12.67,36.8928
4318440,6.31,21.26,42.82,3.77,25.84,39.02265
4318457,8.97,27.78,32.3,7.34,23.61,37.3044
4318465,3.32,15.99,28.53,17.97,34.19,41.87385
4318481,2.13,10.01,55.03,10.38,22.46,41.9456
4318499,6.31,18.03,41.91,1.8,31.94,39.8413
4318507,7.12,22.38,30.86,15.28,24.36,39.0422
4318606,12.24,22.04,37.73,9.88,18.11,36.9791
4318614,5.42,14.78,42.78,5.48,31.54,40.7198
4318622,1.7,13.41,59.14,8.24,17.51,41.109
4318705,3.68,14.51,57.9,10.28,13.63,40.2098
4318804,8.01,14.17,27.49,13.51,36.82,40.81705
4318903,8.72,17.58,50.55,7.97,15.18,38.34265
4319000,5.2,11.83,63.73,6.27,12.97,39.95955
4319109,8.07,23.2,37.62,6.97,24.14,38.26385
4319125,22.56,21.98,27.89,14.95,12.61,33.93745
4319158,16.29,24.49,35.85,6.14,17.23,35.2477
4319208,12.51,27.78,35.07,5.52,19.12,35.917
4319307,4.56,23.39,33.71,6.23,32.11,39.74275
4319356,2.79,7.4,61.16,17.6,11.07,41.6841
4319364,5.76,27.64,38.47,5.16,22.96,38.0764
4319372,5.4,21.53,25.54,11.78,35.74,40.2862
4319406,5.98,20.15,45.15,10.09,18.63,39.06125
4319505,7.1,15.04,47.63,12.64,17.59,39.5561
4319604,14.59,21.62,36.08,11.56,16.15,36.3225
4319703,7.96,20.05,32.97,9.67,29.35,39.25335
4319711,4.61,15.64,32.69,8.73,38.33,41.43915
4319737,9.49,47.93,34.31,3.67,4.6,32.64045
4319752,4,13.51,49.7,9.07,23.72,40.92205
4319802,9.76,18.99,42.03,13.86,15.37,38.1225
4319901,2.52,10.08,64.39,9.8,13.21,41.1481
4320008,4.12,12.78,54.7,14.46,13.94,40.5559
4320107,7.49,13.02,46.44,14.64,18.4,39.8924
4320206,6.87,22.41,42.11,8.97,19.64,38.49335
4320230,11.06,19.84,38.03,3.83,27.24,38.00635
4320263,8.03,15.24,43.96,8.24,24.52,39.5486
4320305,11.46,21,41.63,4.28,21.64,37.3528
4320321,3.72,31.85,46.62,6.02,11.79,37.2771
4320354,6.09,20.67,29.82,17.85,25.57,39.78745
4320404,2.71,9.85,51.84,8.97,26.64,42.03635
4320453,8.51,23.42,24.31,4.54,39.22,39.0539
4320503,4.46,20.62,51.19,4.65,19.08,39.20305
4320552,8.13,13.53,32.14,10.89,35.32,40.66075
4320578,6.95,34.03,40.4,3.06,15.56,36.1764
4320602,8.44,19.65,31.89,12.49,27.54,39.18335
4320651,9.25,17.55,30.82,8.15,34.22,39.53545
4320677,7.82,12.21,29.86,15.07,35.04,41.10985
4320701,6.75,15.69,53.01,10.79,13.75,39.20035
4320800,15.56,15.58,48.39,6.19,14.28,36.58435
4320859,3.8,12.39,64.88,4.69,14.25,40.29025
