"city_code","workingHours_less14h","workingHours_15to39h","workingHours_40to44h","workingHours_45to48h","workingHours_49hplus","working_hours.avg"
2309508,9.02,31.47,36.37,9.26,13.88,36.1422
2309607,4.9,15.17,39.06,24.97,15.89,40.58425
2309706,9.76,12.24,46.41,15.81,15.78,39.24725
2309805,16.67,24.12,31.34,11.44,16.43,35.3793
2309904,3.89,40.07,40.86,4.76,10.41,35.839
2310001,8.04,34.78,32.52,11.87,12.79,35.96125
2310100,9.03,23.37,45.42,10.58,11.59,37.2493
2310209,10.93,17.66,44.26,12.88,14.27,37.8691
2310258,10.64,22.47,25.89,15.09,25.9,38.13815
2310308,11.49,36.16,34.82,5.97,11.56,34.43665
2310407,8.87,27.58,46.6,6.45,10.5,36.40465
2310506,11.51,34.02,30.02,11.1,13.34,35.1033
2310605,7.49,27.35,38.39,4.89,21.88,37.55195
2310704,10.08,23.15,38.51,12.28,15.98,37.3763
2310803,13.46,34.49,37.27,8.16,6.63,33.8932
2310852,9.56,15.86,33.14,20.26,21.18,39.3385
2310902,11.82,24.06,45.87,10.54,7.7,36.0905
2310951,10.53,45.97,35.17,3.6,4.73,32.6492
2311009,24.09,27.27,37.39,2.8,8.45,31.8818
2311108,10.1,44.54,35.04,4.51,5.8,33.09575
2311207,8.12,27.36,36.53,4.94,23.05,37.4582
2311231,7.76,31.56,49.18,3.58,7.92,35.8087
2311264,10.68,43.73,29.49,7.56,8.53,33.3832
2311306,7.08,20,41.56,13.21,18.15,38.88255
2311355,10.89,31.78,35.21,8.28,13.83,35.5203
2311405,9.11,22.39,34.25,13.38,20.87,38.1537
2311504,8.6,21.3,35.28,18.48,16.33,38.3675
2311603,14.98,23.6,29.4,10.18,21.84,36.2525
2311702,6.1,37.83,41.99,3.35,10.72,35.51445
2311801,8.33,21.18,36.15,15.9,18.44,38.4969
2311900,13.83,42.51,30.39,6.17,7.09,32.52085
2311959,5.4,26.33,57.32,2.18,8.77,37.2505
2312007,7.9,34.43,29.2,17.55,10.93,36.18255
2312106,9,25.62,45.84,7.69,11.85,36.81255
2312205,8.19,32.16,35.56,9.53,14.57,36.33575
2312304,13.65,32.04,36.37,7.19,10.75,34.44805
2312403,8.92,18.2,42.62,14.6,15.66,38.5256
2312502,9.68,30.43,26.07,15.54,18.28,36.704
2312601,6.5,25.27,40.64,12.82,14.77,38.0003
2312700,11.29,27.28,36.28,10.31,14.84,36.24955
2312809,6.28,47.88,35.48,5.6,4.75,33.6399
2312908,9.51,15.6,42.73,19.6,12.57,38.7633
2313005,9.69,32.64,31.24,6.5,19.92,36.0735
2313104,13.74,16.46,37.33,15.42,17.05,37.5712
2313203,10.51,35.38,34.47,5.51,14.13,34.98725
2313252,9.22,37.05,33.72,6.66,13.34,35.0902
2313302,9.98,31.07,38.77,7.08,13.1,35.7807
2313351,10.71,30.73,35.56,10.06,12.94,35.7502
2313401,13.66,22.7,30.85,14.05,18.75,36.71915
2313500,13.08,31.61,32.01,6.65,16.64,35.05595
2313559,8.61,33.16,42.75,4.47,11.01,35.58705
2313609,6.84,21.71,40.34,15.05,16.06,38.62975
2313708,21.19,27.76,38.31,3.61,9.12,32.69945
2313757,7.9,29.88,42.26,3.29,16.68,36.62585
2313807,11.53,25.78,42.05,9.18,11.47,36.1248
2313906,8.23,34.89,40.1,7.24,9.54,35.4557
2313955,21.37,26.85,29.08,7.89,14.82,33.38555
2314003,7.24,30.58,41.11,9.8,11.27,36.6157
2314102,17.73,32.44,30.71,6.91,12.2,33.33035
2400109,2.58,17.82,49.21,8.66,21.73,40.5154
2400208,7.85,22.5,40.5,11.83,17.31,38.16685
2400307,7.48,31.9,31.55,4.39,24.67,37.04085
2400406,1.53,57.55,39.23,0.61,1.07,33.03725
2400505,9.65,31.36,43.48,4.37,11.15,35.57535
2400604,11.3,25.21,38.93,8.06,16.5,36.5722
2400703,7.95,14.28,42.37,20.23,15.17,39.60425
2400802,4.71,21.95,44.14,14.6,14.6,39.0677
2400901,16.92,39.49,28.49,8.12,6.98,32.1929
2401008,8.22,26.75,39.22,10.95,14.87,37.22375
2401107,16.74,21.91,31,12.37,17.98,35.84155
2401206,8.99,20.28,43.54,8.12,19.08,38.146
2401305,8.6,35.79,33.96,8.28,13.38,35.5369
2401404,5.55,17.01,36.53,18.04,22.87,40.3072
2401453,8.74,22.5,39.51,14.1,15.14,37.8679
2401503,7.28,21.45,36.09,7.84,27.35,39.0156
2401602,14.93,26.61,39.14,4.73,14.58,35.05735
2401651,11.65,37.02,38.64,1.7,11,34.0357
2401701,6.28,28.07,33.37,14.4,17.88,37.9307
2401800,11.48,24.85,34.61,10.85,18.21,36.82105
2401859,5.56,26.18,11.2,11.3,45.76,40.2279
2401909,1.19,26.96,52.03,12.87,6.95,38.68845
2402006,10.04,19.73,41.49,10.74,18.01,37.9775
2402105,7.08,32.08,45.26,4.14,11.43,36.1878
2402204,9.24,22.72,29.78,16.76,21.5,38.264
2402303,6.46,29.79,41.92,5.76,16.07,37.1068
2402402,5.45,26.2,25.37,7.97,35.01,39.35335
2402501,11.79,28.19,38.86,6.99,14.17,35.77675
2402600,9.38,19.14,35.6,19.14,16.73,38.5308
2402709,15.27,33.11,34.4,4.64,12.59,33.8522
2402808,5.55,33.36,42.67,3.96,14.45,36.6275
2402907,17.8,42.81,23.44,3.58,12.36,31.6166
2403004,7.06,34.59,24.35,5.24,28.76,37.0837
2403103,7.42,20.55,40.73,10.21,21.09,38.77565
2403202,7.85,36.63,16.28,26.46,12.79,36.3977
2403251,4.72,18.19,48.29,11.91,16.89,39.66815
2403301,14.09,29.98,33.93,10.49,11.51,34.83555
2403400,3.59,27.94,40.03,9.39,19.05,38.55985
2403509,7.24,30.98,37.54,12.38,11.87,36.718
2403608,6.36,18.47,38.87,18.46,17.84,39.5282
2403707,5.96,31.94,49.03,5.71,7.36,36.31235
2403756,10.72,28.47,40.13,6.94,13.74,36.002
2403806,8.08,27.3,31.66,11.9,21.05,37.6474
2403905,3.58,31.26,54.14,2.21,8.82,37.02965
2404002,5.71,56.67,21.36,7.79,8.47,32.84415
2404101,6.2,36.36,24.77,7.22,25.45,36.9164
2404200,6.54,20.41,39.36,14,19.68,39.1107
2404309,8.84,28.28,44.7,5.72,12.46,36.4124
2404408,5.85,25.63,37.45,9.95,21.13,38.44855
2404507,6.7,26.03,37.55,11.4,18.32,38.0149
2404606,6.62,23.14,54.3,9.76,6.18,37.5472
2404705,4.07,22.48,48.74,7.52,17.19,39.0301
2404804,17.22,21.05,48.4,3.42,9.91,34.8685
2404853,4.4,23.02,41.09,7.08,24.41,39.3423
2404903,8.55,35.4,42.7,3.71,9.64,35.13775
2405009,9.21,31.86,30.74,5.65,22.54,36.47425
2405108,4.43,28.38,42.68,8.79,15.71,37.99365
2405207,7,27.45,40.21,9.89,15.46,37.45395
2405306,3.88,33.16,48.52,9.97,4.47,36.70115
2405405,5.17,25.61,55.81,2.47,10.94,37.58785
2405504,3.27,54.53,38.76,0,3.43,33.1408
2405603,4.81,16.27,56.58,6.2,16.15,39.6264
2405702,7.47,21.93,36.6,13.19,20.81,38.66915
2405801,9.83,20.24,37.39,15.08,17.47,38.1173
2405900,21.65,33.82,26.01,3.52,15.01,32.0783
2406007,13.7,33.91,32.88,7.47,12.03,34.25155
2406106,5.22,24.86,38.3,12.9,18.73,38.7052
2406155,10.65,29.3,43.02,3.34,13.68,35.7267
2406205,14.75,36.39,23.41,8.29,17.16,33.98575
2406304,10.44,41.48,35.1,3.54,9.44,33.6749
2406403,7.5,19.14,54.23,11.32,7.81,38.0851
2406502,6.06,23.97,51.39,12.88,5.7,37.6863
2406601,9.92,25.72,39.9,9.05,15.4,36.84545
2406700,8.26,21.21,42.92,8.23,19.38,38.23265
2406809,2.38,26.41,62.47,3.89,4.84,37.88175
2406908,9.02,35.78,42.54,7.81,4.86,34.80325
2407005,7.31,27.38,41.76,12.52,11.04,37.1866
2407104,11.45,16.14,38.71,18.61,15.09,38.26675
2407203,8.01,20.93,37.59,12.93,20.55,38.64225
2407252,11.67,32.72,36.55,5.7,13.35,35.0112
2407302,10.23,32.1,29.03,7.01,21.62,36.14525
2407401,6.9,37.39,29.16,9.08,17.47,36.091
2407500,8.35,23.4,33.44,17.67,17.14,38.14695
2407609,7.18,31.39,23.74,10.31,27.38,37.66165
2407708,4.39,24.84,43.07,10.85,16.84,38.70765
2407807,10.35,33.37,25.84,8.46,21.98,36.0158
2407906,14.69,42.78,24.02,4.61,13.89,32.64535
2408003,6.21,17.02,48.3,13.12,15.35,39.3731
2408102,7.19,19.44,43.17,15.37,14.83,38.80055
2408201,14.15,21.55,35.07,12.56,16.68,36.5425
2408300,9.51,28.77,40.09,8.27,13.36,36.32905
2408409,7.33,30.44,31.28,8.86,22.1,37.3315
2408508,2.44,18.78,30.81,10.28,37.7,41.6056
2408607,18,45.06,25.25,1.9,9.79,30.9718
2408706,8.64,30.77,40.27,1.69,18.62,36.34055
2408805,5,28.01,44.87,5.93,16.19,37.79865
2408904,6.29,24.35,42.25,8.26,18.85,38.2775
2408953,9.91,29.93,23.3,6.04,30.83,37.1698
2409100,16.8,30.26,29.3,9,14.64,34.1868
2409209,39.19,18.91,40.19,0.52,1.2,28.3019
2409308,6.84,22.61,48.1,8.94,13.51,38.0413
2409332,4.9,23.91,53.35,9.12,8.71,38.0574
2409407,4.6,23.56,52.8,6.51,12.52,38.34315
2409506,1.5,30.35,34.38,6.4,27.37,39.2314
2409605,3.23,35.01,50.4,2.32,9.03,36.5764
2409704,9.67,28.37,31.07,5.85,25.04,37.05295
2409803,7.76,26.5,37.84,10.02,17.88,37.5547
2409902,5.24,18.7,50.51,10.67,14.88,39.24955
2410009,7.15,32.19,37.46,14.06,9.15,36.4469
2410108,7.61,25.08,51.23,8.66,7.42,37.0163
2410207,13.36,31.78,28.77,12.49,13.6,35.00625
2410256,6.56,30.66,27.46,9.19,26.14,37.81175
2410306,6.42,23.78,50.68,3.13,16,37.90045
2410405,4.78,24.89,48.18,10.52,11.63,38.2156
2410504,3.61,20.04,44.94,8.82,22.58,39.9565
2410603,15.94,34.32,33.99,4.69,11.06,33.37405
2410702,6.9,17.1,47.96,4.23,23.81,39.36005
2410801,8.4,48.37,25.89,7.51,9.82,33.41365
2410900,6.25,24.31,49.76,5.26,14.42,37.8496
2411007,6.94,27.92,41.19,4.19,19.76,37.44055
2411056,3.74,39.17,28.76,20.43,7.9,36.54965
2411106,5.2,33.22,47.81,1.34,12.43,36.4914
2411205,14.21,19,44.73,9.26,12.8,36.4839
2411403,10.73,28.56,31.67,4.97,24.07,36.62015
2411429,7.38,30.18,19.96,14.28,28.21,38.0281
2411502,12.31,34.1,29.24,9.95,14.39,34.88905
2411601,3.96,45.27,36.5,0.92,13.35,35.0766
2411700,3.16,27.15,56.23,6.84,6.61,37.809
2411809,1.24,19.96,57.35,6.65,14.8,39.99405
2411908,6.41,24.79,38.69,10.17,19.95,38.34505
2412005,10.38,14.84,38.25,22.03,14.49,38.86905
2412104,9.07,23.46,28.3,7.51,31.66,38.49555
2412203,12.1,19.1,33.8,13.28,21.71,37.8601
2412302,7.71,26.61,38.09,8.91,18.68,37.55825
2412401,4.53,18.93,25.76,24.19,26.58,40.83705
2412500,12.81,33.51,36.08,8.21,9.39,34.41345
2412559,10.22,34.15,19.76,9.56,26.31,36.2878
2412609,16.29,19.18,41.83,9.98,12.72,35.9013
2412708,8.55,23.08,31.06,14.9,22.42,38.3881
2412807,7.08,34.24,32.1,10.46,16.12,36.4807
2412906,9.74,23.43,47.19,12.3,7.34,36.8256
2413003,5.32,21.5,48.86,4.26,20.07,38.8862
2413102,14.89,27.64,39.09,7.95,10.44,34.77755
2413201,4.85,18.99,66.19,4.43,5.55,38.38555
2413300,8.07,27.44,35.75,13.58,15.16,37.2967
2413359,9.11,35.33,33.15,7.31,15.1,35.53565
2413409,7.39,21.36,55.65,3.18,12.42,37.7393
2413508,11.28,46.05,25.87,4.87,11.94,32.99325
2413557,11.43,32.09,36.92,8.23,11.33,35.14955
2413607,15.16,37.84,28.13,5.71,13.16,33.25735
2413706,4.83,20.89,45.11,7.28,21.89,39.374
2413805,1.23,35.75,49.67,5.46,7.89,37.0911
2413904,8.56,32.9,37.45,5.24,15.85,36.0135
2414001,5.68,23.65,39.5,13.01,18.17,38.72365
2414100,7.6,19.02,39.37,8.46,25.56,39.1931
2414159,9.93,31.19,33.76,10.8,14.31,36.0246
2414209,5.42,21.43,20.62,28.52,24.01,40.232
2414308,4.01,27.64,44.03,3.48,20.83,38.3417
2414407,11.86,25.89,37.2,10.18,14.87,36.2947
2414456,14.15,30.7,23.86,8.64,22.65,35.4073
2414506,8.19,31.02,27.46,15.62,17.7,36.9915
2414605,15.13,31.94,26.86,7.09,18.99,34.62515
2414704,6.02,33.76,39.37,5.02,15.82,36.5795
2414753,6.74,40.69,33.66,14.13,4.77,34.97485
2414803,6.08,32.78,50.29,3.72,7.13,36.0471
2414902,3.55,29.12,41.51,5.55,20.27,38.30665
2415008,11.44,24.32,23.86,18.85,21.52,37.49925
2500106,12.77,33.64,36.29,7.84,9.46,34.3934
2500205,11.42,41.93,29.77,5.87,11,33.54285
2500304,12.89,23.16,49.65,3.99,10.31,35.81805
2500403,9.83,31.41,43.16,7.16,8.44,35.4491
2500502,11.86,32.68,39.53,5.56,10.37,34.7533
2500536,11.84,34.58,38.9,4.37,10.31,34.41615
2500577,10.03,35.83,45.56,0.69,7.88,34.39555
2500601,8.2,26.05,33.11,15.36,17.29,37.7022
2500700,19.61,31.87,32.7,6.29,9.52,32.67395
2500734,11.77,38.6,31.05,3.89,14.68,34.11285
2500775,6.26,29.52,45.5,8.57,10.15,36.91535
2500809,11.12,36.53,34.22,6.74,11.39,34.5075
2500908,9.45,40.92,36.63,5.07,7.94,34.00415
2501005,11.62,26.32,44.8,5.25,12.01,35.87535
2501104,13.63,32.82,34.01,6.85,12.69,34.45715
2501153,10.73,29.2,37.14,4.82,18.12,36.1051
2501203,7.88,37.62,42.47,6.14,5.89,34.8392
2501302,8.9,39.58,39.9,4.43,7.19,34.27365
2501351,6.71,27.24,37.83,8.58,19.65,37.801
2501401,8.5,40.12,22.86,10.65,17.87,35.33215
2501500,17.36,30.76,38.86,7.38,5.64,33.2521
2501534,6.97,40.18,35.89,3.83,13.13,35.11285
2501575,12.22,48.34,29.33,4.43,5.69,31.92925
2501609,9.19,37.16,31.42,7.02,15.2,35.2285
2501708,2.04,15.69,69.46,0.58,12.23,39.9575
2501807,7.76,17.69,37.37,15.05,22.12,39.39515
2501906,9.5,33.2,28.18,8.12,21,36.1954
2502003,14.43,24.96,28.54,22.09,9.98,35.90825
2502052,10.77,36.36,42.5,3.36,7.01,34.1723
2502102,7.61,28.04,44.65,13.3,6.41,36.7146
2502151,9.45,30.84,32.93,11.64,15.15,36.3165
2502201,13.98,24.13,36.57,8.05,17.27,36.03725
2502300,13.83,33.64,39.25,6.08,7.2,33.8592
2502409,8.98,30.77,43.58,8.56,8.13,35.8328
2502508,10.5,31.01,31,9.37,18.11,36.09365
2502607,8.77,38.21,36.13,10.33,6.56,34.73695
2502706,13.46,44.66,25.86,6.43,9.59,32.49285
2502805,10.89,25.19,22.18,12.82,28.91,37.7687
2502904,5.15,26.01,52.61,9,7.23,37.5676
2503001,10.81,26.15,23.21,12.45,27.38,37.52755
2503100,10.93,34.24,29,8,17.83,35.4117
2503209,6.94,21.59,35.26,15.39,20.82,38.96825
2503308,11.78,25.66,37.61,8.71,16.24,36.38135
2503407,13.43,34.11,28.28,5.28,18.9,34.6837
2503506,11.66,31.88,41.51,3.46,11.5,34.9181
2503555,19.14,33.05,33.26,5.35,9.2,32.56805
2503605,9.77,39.83,41.28,2.21,6.91,33.87305
2503704,9.46,24.57,40.23,10.73,15,37.19435
2503753,33.17,32.56,19.35,2.1,12.82,28.8203
2503803,11.03,19.53,38.63,7.4,23.41,37.9538
2503902,7.51,31.62,50.31,2.15,8.41,35.83965
2504009,6.72,20.9,44.32,13.59,14.47,38.60785
2504033,7.17,19.7,35.76,21.88,15.5,39.1112
2504074,6.58,28.84,53.13,5.81,5.63,36.48295
2504108,6.26,27.29,50.16,4.22,12.07,37.1885
2504157,3.71,34.64,55.15,3.95,2.54,36.11655
2504207,4.31,27.84,35.92,17.52,14.41,38.4143
2504306,9.74,24.9,44.1,10.44,10.82,36.765
2504355,7.12,24.39,42.29,13.67,12.52,37.83525
2504405,7.56,34.31,39.23,7.3,11.6,35.8772
2504504,13.13,30.62,22.81,7.67,25.78,35.88455
2504603,22.54,13.88,32.6,12.7,18.28,35.4579
2504702,7.28,24.41,59.41,5.88,3.03,36.781
2504801,11.88,32.5,24,7.53,24.09,35.82375
2504850,4.24,29.59,61.12,2.57,2.48,36.66355
2504900,11.42,31.37,32.95,9.16,15.09,35.5612
2505006,11.27,31.66,34.4,9.03,13.64,35.45655
2505105,10.55,28.92,31.02,8.97,20.55,36.55435
2505204,3.12,30.3,46,9.47,11.1,37.78035
2505238,6.83,39.98,39.93,5.09,8.18,34.89645
2505279,26.09,36.9,26.85,6.29,3.87,29.71375
2505303,13.1,31.14,43.88,4.29,7.6,34.39025
2505352,13.52,36.43,29.62,7.84,12.59,33.984
2505402,9.1,36.93,31.74,4.79,17.45,35.35375
2505501,13.18,15.25,31.73,4.75,35.09,38.69215
2505600,8.41,40.85,40,6.48,4.26,34.1075
2505709,9.47,28.77,48.51,5.04,8.21,35.8344
2505808,5.58,38.01,46.58,2.66,7.16,35.3528
2505907,3.65,29.14,65.81,0.27,1.13,36.69825
2506004,9.2,25.82,40.57,15.03,9.39,36.88885
2506103,10.11,37.23,38.8,2.68,11.18,34.4879
2506202,6.99,32.4,24.37,14.24,22,37.3636
2506251,14.36,43.38,23.47,4.08,14.71,32.6855
2506301,7.66,20.5,42.77,15.1,13.97,38.4376
2506400,6.46,23.47,54.41,5.47,10.18,37.62525
2506509,8.99,36.29,23.81,4.13,26.77,36.09485
2506608,5.43,23.42,43.66,15.33,12.16,38.50765
2506707,6.69,34.62,43.67,8.06,6.96,35.7837
2506806,8.52,34.35,33.68,10.03,13.42,35.85265
2506905,12.22,28.27,40.9,9.71,8.9,35.39785
2507002,7.98,28.32,41.8,10.99,10.92,36.78075
2507101,16.31,36.35,32.46,5.64,9.25,32.8862
2507200,5.8,23.07,38.83,12.9,19.4,38.854
2507309,10.29,29.44,35.24,7.87,17.15,36.25325
2507408,12.28,23.55,43.52,9.91,10.74,36.22685
2507507,8.36,21.35,43.43,11.78,15.09,38.0473
2507606,4.53,32.72,49.35,7.33,6.07,36.57835
2507705,9.58,33.89,30.49,10.43,15.61,35.79615
2507804,5.89,22.3,43.87,8.29,19.65,38.75435
2507903,18.5,19.28,29.16,11.79,21.27,35.94745
2508000,12.11,31.99,46.58,6.59,2.73,34.29835
2508109,4.95,37.04,50.29,4.72,3,35.4804
2508208,17.44,46.97,22.12,5.83,7.64,30.86845
2508307,14.3,27.99,37.25,8.28,12.18,35.0227
2508406,9.57,30.18,26.79,18.02,15.44,36.6851
2508505,11.15,39.06,32.2,9.93,7.66,34.00205
2508554,15.21,33.31,43.55,2.5,5.42,33.2324
2508604,5.29,17.34,53.97,9.27,14.14,39.32895
2508703,10.7,30.26,46.55,6.87,5.62,35.16755
2508802,11.99,24.6,28.78,6.64,27.99,37.2109
2508901,12.06,20.93,37.65,9.94,19.41,37.2855
2509008,18.07,31.81,30.66,10.02,9.43,33.2757
2509057,9.94,37.88,36.33,7.75,8.1,34.45055
2509107,15.78,23.99,37.83,7.29,15.1,35.36395
2509156,8.97,31.85,35.01,8.3,15.86,36.1904
2509206,6.91,30.22,37.77,14.94,10.16,36.9157
2509305,8.17,16.84,52.82,8,14.16,38.5334
2509339,9.46,35.62,40.14,10.06,4.72,34.7913
2509370,2.52,35.85,47.48,3.13,11.01,36.82425
2509396,14.85,33.64,36.93,7.17,7.41,33.63735
2509404,7.21,30.38,37.36,10.28,14.77,36.9207
2509503,8.58,32,39.2,7.57,12.65,36.02375
2509602,8.74,27.65,31.11,19.22,13.28,37.1998
2509701,9.88,28.19,33.44,11,17.49,36.7244
2509800,17.64,29.9,38.14,7.63,6.68,33.38255
2509909,13.76,38.91,33.84,4.33,9.16,33.14675
2510006,7.89,30.86,55.8,3.21,2.24,35.46305
2510105,9.98,29.93,23.43,12.71,23.95,36.96455
2510204,7.94,37.39,33.04,11.36,10.27,35.3984
2510303,10.56,31.33,40.42,5.63,12.06,35.44125
2510402,15.02,22.67,25.56,19.19,17.55,36.48175
2510501,4.03,30.63,28.82,22.52,14.01,38.2754
2510600,15.78,30.45,33.85,7.57,12.34,34.21435
2510659,7.8,43.1,41.39,3.35,4.36,33.80695
2510709,5.17,27.69,45.68,4.91,16.55,37.77835
2510808,5.83,20.34,38.85,14.79,20.19,39.39545
2510907,8.67,27.86,26.08,11.93,25.45,37.70755
2511004,6.36,24.26,57.12,1.59,10.67,37.39865
2511103,7.47,27.09,48.09,5.91,11.45,36.91655
2511202,11.79,23.79,24.32,19.9,20.19,37.4349
2511301,11.32,31.29,31.24,10.54,15.6,35.699
2511400,8.98,21.55,33.77,11.11,24.59,38.47435
2511509,6.85,24.17,42.34,12.86,13.78,37.9998
2511608,7.87,37.47,37.16,5.32,12.17,35.263
2511707,9.14,36.78,48.48,1.23,4.38,34.28995
2511806,8.62,29.96,36.85,7.64,16.93,36.6213
2511905,6.4,23.92,40.88,12.17,16.64,38.33665
2512002,12.24,27.84,40.31,9.84,9.78,35.5284
2512036,13.99,49.8,16.6,6.61,13,31.82025
2512077,7.54,41.28,37.75,5.19,8.25,34.51205
2512101,5.64,24.11,46.2,8.04,16.01,38.2868
2512200,9.15,43.97,28.58,6.5,11.79,33.9561
2512309,6.55,30.76,28.7,21.72,12.27,37.3883
2512408,11.54,30.5,41.52,7.03,9.41,35.16885
2512507,7.64,26.84,37.68,16.79,11.05,37.36385
2512606,4.21,35.38,39.31,6.23,14.87,36.83545
2512705,8.51,31.71,39.28,7.74,12.77,36.1071
2512721,8.86,46.34,28.27,11.15,5.38,33.44655
2512747,3.09,14.77,77.72,2.16,2.26,39.1747
2512754,3.27,39.07,40.78,8.51,8.36,36.18785
2512762,10.26,39.66,31.18,7.36,11.54,34.3172
2512788,2.3,36.05,43.35,6.41,11.89,37.06925
2512804,7.53,39.49,31.46,6.43,15.1,35.31865
2512903,13.83,24.37,34.22,13.31,14.27,36.06995
2513000,4.67,26.38,57.13,4.83,6.99,37.44205
2513109,23.12,24.91,27.87,8.08,16.02,33.2749
2513158,17.6,42.36,28.49,5.49,6.06,31.38925
2513208,10.49,35.7,35.69,7.54,10.58,34.7877
2513307,4.94,37.7,44.52,3.4,9.43,35.7707
2513356,9.17,35.79,49.26,4.65,1.12,34.34735
2513406,5.95,28.75,35.36,11.8,18.14,37.8223
2513505,4.81,32.46,54.54,3.66,4.52,36.2611
2513604,11.13,30.35,50.11,4.69,3.71,34.79765
2513653,7.21,60.09,21.69,7.54,3.47,31.5499
2513703,11.28,18.05,34.56,16.99,19.13,38.24195
2513802,4.64,28.68,55.26,4.02,7.4,37.0977
2513851,15.22,49.01,15.78,3,17,31.7161
2513901,9.24,19.41,31.31,9.51,30.52,39.06145
2513927,6.07,22.47,34.54,22.93,14,38.94595
2513943,8.66,25.63,63.19,1.09,1.43,35.87985
2513968,11.64,24.75,41.24,6.08,16.29,36.4422
2513984,14.56,26.75,27.01,11.35,20.33,35.84455
2514008,9.62,33.89,33.29,5.16,18.04,35.7179
2514107,14.78,31.64,43.93,3.19,6.46,33.71135
2514206,22.82,29.86,30.57,4.43,12.32,32.19315
2514305,14.63,30.04,38.55,7.21,9.56,34.38705
2514404,5.92,30.1,21.25,13.34,29.38,38.4801
2514453,9.09,32.6,38.92,7.09,12.3,35.74485
2514503,11.52,31.43,33.47,13.76,9.83,35.3714
2514552,9.71,32.31,43.42,5.2,9.36,35.3239
2514602,14.43,22.25,26.71,18.65,17.96,36.71855
2514651,5.37,22.01,61.47,1.19,9.96,37.94565
2514701,8.35,29.83,32.35,10.96,18.5,36.9715
2514800,6.12,46.49,21.39,6.66,19.35,34.9713
2514909,9.07,25.69,38.66,8.49,18.09,37.25525
2515005,8.47,34.86,38.02,6.28,12.36,35.543
2515104,10.66,30.66,38.42,9.7,10.56,35.5919
2515203,9.57,33.01,25.35,5.48,26.59,36.4768
2515302,11.13,24.98,38.49,10.82,14.58,36.6441
2515401,13.39,35.09,29,10.3,12.23,34.3111
2515500,11.18,33.95,35.76,7.4,11.72,34.9347
2515609,17.28,40.71,22.79,3.85,15.37,32.30425
2515708,9.45,30.61,48.72,8.37,2.86,35.34355
2515807,9.72,39.87,38.92,4.81,6.68,33.98195
2515906,15.91,37.5,32.79,5.87,7.93,32.73945
2515930,9.27,38.78,41.17,4.06,6.72,34.2405
2515971,8.26,28.25,51.88,5.48,6.14,36.1303
2516003,11.92,29.91,42.09,9.5,6.58,35.064
2516102,4.78,23.28,33.46,12.08,26.39,39.5563
2516151,17.07,38.19,33.14,4.28,7.31,32.192
2516201,9.02,24.39,42.38,8.81,15.39,37.28545
2516300,8.94,23.5,37.65,9.93,19.98,37.81725
2516409,5.92,22.88,52.34,3.55,15.31,38.14185
2516508,7.22,32.78,41.51,7.55,10.95,36.17185
2516607,15.67,33.96,23.87,10.97,15.53,34.09915
2516706,9.14,36.21,36.53,8.68,9.44,35.0607
2516755,7.85,37.13,33.47,9.53,12.02,35.50275
2516805,7.13,32.34,26.76,20.73,13.04,36.99825
2516904,10.65,30.75,29.65,16.13,12.82,36.02875
2517001,10.82,37.81,29.66,2.23,19.48,34.76285
2517100,6.02,24.1,21.8,15.12,32.95,39.6821
2517209,18.37,31.23,32.62,8.71,9.06,33.19385
2517407,25.75,23.15,42.12,2.15,6.83,31.89235
2600054,11.76,18.36,27.21,20.45,22.22,38.42885
2600104,11.02,27.48,27,12.47,22.03,36.89565
2600203,15.03,27.49,41.82,5.5,10.16,34.6268
2600302,16.1,22.92,36.1,13.39,11.49,35.46085
2600401,19.95,20.61,36.16,11.14,12.13,34.6687
2600500,14.31,33.38,28.09,10.5,13.71,34.4142
2600609,7.9,39.75,32.26,6.69,13.4,35.06455
2600708,13.08,17.83,32.67,16.87,19.55,37.79075
2600807,17.32,28.79,36.08,9.62,8.19,33.8381
2600906,5.6,33.18,35.2,8.99,17.04,37.05655
2601003,14.16,29.99,38.43,11.18,6.24,34.4766
2601052,7.75,15.11,20.23,15.64,41.26,41.1513
2601102,13.81,27.64,38.55,8.68,11.32,35.1702
2601201,11.63,22.73,35.58,10.92,19.13,37.1604
2601300,8.12,18.6,48.47,9.69,15.11,38.42595
2601409,10.6,19.86,37.45,16.02,16.06,37.8939
2601508,8.06,40.9,27.14,10.58,13.32,35.0167
2601607,8.87,30.41,38.04,7.9,14.78,36.345
2601706,10.68,21.56,38.66,12.11,16.98,37.50495
2601805,13,33.66,25.06,18.61,9.66,34.82045
2601904,16.59,22.76,34.08,11.28,15.3,35.5236
2602001,6.91,33.33,32.15,11.75,15.86,36.70465
2602100,8.9,29.18,40.12,8.37,13.43,36.44775
2602209,16.68,35.73,32.78,5.97,8.84,32.85755
2602308,10.43,25.75,38.03,8.13,17.66,36.81915
2602407,15.6,35.22,26.33,9.29,13.56,33.71625
2602506,8.51,35.93,34.63,10.49,10.43,35.42565
2602605,8.16,24.9,33.69,16.82,16.43,37.8872
2602704,9.61,29.25,19.71,11.97,29.47,37.52745
2602803,17.76,32.73,31.13,5.58,12.8,33.2648
2602902,10.13,13.68,40.6,18.58,17.01,39.1384
2603009,17.34,26.78,33.74,10.06,12.08,34.4261
2603108,4.36,28.14,31.9,14.81,20.79,38.67995
2603207,13.02,40.79,26.06,5.74,14.38,33.4966
