"city_code","bolsa.familia_familiesPer100Khab","bolsa.familia_valuePerHab"
3508009,7862.96408089345,17.6577623503371
3508108,6223.75174988334,11.7235767615492
3508207,4864.98549430931,9.62151305512162
3508306,4291.74484052533,7.828095684803
3508405,1967.52972418372,3.46856579556199
3508504,2366.78230058453,3.70087945429278
3508603,5827.10715035857,14.5208389594023
3508702,5651.83039241506,12.0333421121938
3508801,1896.77491979513,2.8891765632915
3508900,3125.74564543068,5.47458840372226
3509007,1410.26904503794,1.97962944712723
3509106,7439.56418113722,12.682328907048
3509205,7967.34417520605,17.6321271858439
3509254,5285.6492346492,9.08487162422502
3509304,4923.16448491747,9.64722064124455
3509403,3382.12252073222,7.04371918829059
3509452,4399.07038512616,8.42363877822045
3509502,2808.7997986833,5.11770881001401
3509601,2891.90785587714,5.75944477259303
3509700,1520.50376286285,2.0217132544924
3509809,5357.50251762336,7.93736153071501
3509908,4673.04625199362,7.16323763955343
3509957,7434.79953289218,18.8623978201635
3510005,2538.3631713555,3.53606138107417
3510104,3329.7529538131,6.54564983888292
3510153,5770.70552147239,11.4955904907975
3510203,7452.5860240146,12.5820993678137
3510302,5549.11619820342,11.9217135129914
3510401,4968.79931143308,10.6031236551427
3510500,4082.87529210414,6.58498173320607
3510609,4904.88293380092,9.99898734682374
3510708,1784.84504299854,2.43753042349505
3510807,3541.80381830151,6.83824884792627
3510906,3131.19302417757,5.00673801030519
3511003,2332.66685708845,3.84494906217271
3511102,1267.00694227897,2.08703287325007
3511201,2895.95079446438,5.2247565351102
3511300,1115.08065389196,1.94099815957562
3511409,2867.15036277208,4.74681010758069
3511508,1103.18903348383,2.07902102187992
3511607,1807.36169274851,2.88230108000882
3511706,4013.96160558464,8.87923211169285
3511904,3226.1808053847,5.42973192526401
3512001,3508.77192982456,6.07753952783193
3512100,7777.77777777778,16.2660225442834
3512209,5679.14438502674,10.8539750445633
3512308,3430.93428699151,6.29609968708091
3512407,2470.6457925636,3.49779843444227
3512506,4077.25321888412,7.809177946517
3512605,4956.20593890194,8.32877590258492
3512704,3649.8150431566,7.21356350184957
3512803,1626.25256048275,2.80235841222388
3512902,5378.4042698782,10.1156425345559
3513009,1705.38902933269,3.16380161309739
3513108,4009.40723110053,8.55856851411085
3513207,3290.46460433322,5.89630402039161
3513306,2942.59527255186,4.74674384949349
3513405,3050.90104331331,4.50907123227705
3513504,4478.02302895834,7.67730385218622
3513603,7193.57683204158,10.3831159790226
3513702,1717.18370010084,2.57147517646361
3513801,3664.44593332138,6.83100093421785
3513850,2788.62242052426,4.38148354712772
3513900,3911.71720796698,8.04970392966086
3514007,4726.1731436891,8.75909956322097
3514106,3104.52132527915,5.85238879736409
3514205,3593.38061465721,6.35508274231679
3514304,4846.16251549645,9.58841429054435
3514403,1504.49853610583,2.20347060457761
3514502,3222.17758135798,4.21084773001205
3514601,3313.74138629915,5.48925820835022
3514700,7784.33300557194,16.8236643723369
3514809,6415.38660126501,11.6518652381567
3514908,5671.84334908845,14.3367094305649
3514924,4190.63270336894,9.78088195015064
3514957,2243.06688417618,3.85114192495922
3515004,4947.64837830531,8.73656503218547
3515103,6992.86589320458,13.7466887655833
3515129,4013.69010578718,6.42252644679527
3515152,2883.55076300968,4.66090598372888
3515186,1644.48454771035,3.20311301601624
3515194,2132.94677987161,3.1573824808449
3515202,2078.6316664687,4.05618244447084
3515301,2277.65726681128,3.58676789587852
3515350,8184.82552555757,14.7658734393341
3515400,3242.70391618858,4.95821900723372
