"city_code","pop.density2010","pop.urbanDensity"
2210631,1.31,2084.41463414634
2210656,9.95,1895.04414676762
2210706,13.23,3449.69761336516
2210805,8.97,2538.29638305202
2210904,5.94,2145.87862796834
2210938,29.7,797.328537170264
2210953,1.73,2509.24551282051
2210979,6.57,2088.64166666667
2211001,584.95,3619.39952476238
2211100,36.35,2885.34585352719
2211209,2.4,1678.21927548267
2211308,15.23,1987.00430080796
2211357,10.9,1076.96367924528
2211407,18.29,1728.95227882038
2211506,8.73,1997.11734693878
2211605,14.09,1779.72141119221
2211704,15.85,2498.42767295598
2300101,58.69,4104.60908333333
2300150,95.69,4298.3139959432
2300200,68.31,2241.30639504515
2300309,22.7,2567.70565464524
2300408,6.66,2740.65383597884
2300507,77.71,2473.61918088737
2300606,93.54,3878.53323593864
2300705,12.22,2720.41784191538
2300754,33.27,1442.05249852532
2300804,26.85,2076.71079887595
2300903,25.21,4254.54016913319
2301000,150.5,391.742434693399
2301109,55.45,2474.23355062784
2301208,38.67,2414.77267292912
2301257,30.49,2267.50225022502
2301307,18.81,2694.3890625
2301406,100.44,4057.84721311475
2301505,7.17,2751.86738826816
2301604,20.11,3505.43552519214
2301703,27.61,3346.53936140153
2301802,41.15,5446.09519230769
2301851,16.03,2441.72727272727
2301901,92.31,2148.45132249841
2301950,81.25,2745.92148337596
2302008,30.22,3095.88012267151
2302057,37.76,2081.40956738769
2302107,107.98,2724.15735997449
2302206,30.37,1086.0953576504
2302305,37.45,3193.60735050815
2302404,18.51,3551.82223379328
2302503,68.12,2709.15045405013
2302602,52.81,2987.0343252818
2302701,24.48,2623.3840790004
2302800,23.14,4377.82666666667
2302909,76.67,3194.37309036445
2303006,23.65,3776.13000300933
2303105,24.24,2093.05161290323
2303204,41.41,2465.07472375691
2303303,17.49,3809.66334841629
2303402,45.9,3063.92170542636
2303501,78.99,859.267490247074
2303600,38.5,5962.23367346939
2303659,12.71,2812.69022177419
2303709,265.93,1947.70053314903
2303808,33.79,3986.72906137184
2303907,52.95,3264.78357689631
2303931,15.76,2666.025
2303956,67.94,3127.56601025088
2304004,28.3,2922.70065037446
2304103,24.37,2142.94568600846
2304202,104.87,2883.41730924778
2304236,24.49,3123.78569051581
2304251,67.28,1969.76722689076
2304269,19.33,2056.23076185913
2304277,17.27,5551.44111282844
2304285,582.64,848.257096875881
2304301,37.74,4142.31938823529
2304350,42.14,8423.6517884131
2304400,7786.52,9089.97404055287
2304459,52.53,2234.31160077771
2304509,71.68,3865.66284604177
2304608,33.23,6794.26729452055
2304657,53.39,3998.37726657645
2304707,19.51,3396.98595951832
2304806,46.23,4837.17818181818
2304905,65.59,4564.44927007299
2304954,94.83,5134.12971602434
2305001,61.78,2765.11815115744
2305100,41.29,2128.96275071633
2305209,20.84,3429.43497757847
2305233,344.96,2087.12121212121
2305266,14.73,4170.94742647059
2305308,57.38,3035.37903930131
2305332,26.72,4091.25033288948
2305357,43.43,1252.85127153404
2305407,34.97,5684.10563431479
2305506,94.87,3801.23775450844
2305605,7.95,3019.78998962656
2305654,16.16,1915.27428049338
2305704,43.86,3946.63606911447
2305803,64.03,3843.62299590404
2305902,25.63,2734.62886383862
2306009,16.65,2782.31765681127
2306108,15.39,3892.5315234174
2306207,34.86,3140.24852734923
2306256,236.52,1693.59738018321
2306306,112.33,5596.08145148731
2306405,72.38,2991.68016446549
2306504,31.64,3805.75142624287
2306553,52,2679.1313581787
2306603,24.12,2263.36949302634
2306702,10.15,3998.30257731959
2306801,15.55,2748.74580506962
2306900,18.33,3303.2011590106
2307007,38.05,3772.73042157235
2307106,51.41,4527.67444168735
2307205,21.21,2786.17661388551
2307254,83.02,2846.30317533364
2307304,1006.91,4059.07270099425
2307403,25.4,3304.63720190779
2307502,32.8,4931.9767178658
2307601,74.84,2986.6098265896
2307635,17.63,3465.28501628665
2307650,1877.75,4194.34849287907
2307700,192.19,4634.94225644063
2307809,43.03,5982.35835140998
2307908,34.17,3739.31282837128
2308005,62.11,5237.80233271946
2308104,41,3842.50663394554
2308203,91.38,3979.9002002002
2308302,49.08,5916.76538796861
2308351,26.05,2480.11436829067
2308377,18.29,3078.71290184312
2308401,52.69,3524
2308500,20.14,4669.07605633803
2308609,18.69,4237.12213333333
2308708,22.33,2586.20604995239
2308807,19.42,3566.1030927835
2308906,49.81,4449.03390201225
2309003,73.99,2955.52843419789
2309102,120.16,3406.43824404762
2309201,50.13,2474.73588207095
2309300,41.69,2644.79427371214
2309409,29.01,2156.01798349057
2309458,31.37,2214.51485809683
2309508,37.12,4044.98874305906
2309607,243,2751.52993997365
2309706,498.35,2751.8899908319
2309805,105.92,5224.04291845494
2309904,78.63,3144.66885245902
2310001,20.13,2612.38038997215
2310100,101.9,6112.91102181401
2310209,106.8,1413.33653948773
2310258,99.83,1991.38788806905
2310308,13.54,3334.31799905393
2310407,23.43,3385.90969479354
2310506,32.14,4145.64637825294
2310605,57.96,3495.79220183486
2310704,25.68,4217.38163187856
2310803,37.24,3438.39851485148
2310852,256.06,1660.22405769492
2310902,26.31,4096.08949818934
2310951,42.02,2075.99182464455
2311009,9.17,1439.23812284834
2311108,69.22,4633.81592787378
2311207,30.34,3856.24614395887
2311231,15.14,3314.50844233056
2311264,19.14,2767.70287404903
2311306,39.91,2872.42040392601
2311355,25.72,3348.49447852761
2311405,21.59,2306.13441828255
2311504,31.78,2229.00995292535
2311603,117.09,3180.16055363322
2311702,50.75,2536.10989953443
2311801,43.88,2209.3190556801
2311900,11.39,4303.41496183206
2311959,19.21,2296.65262973352
2312007,30.89,5032.02817251008
2312106,20.07,4003.14826048171
2312205,10.04,2425.40134336378
2312304,130.61,1975.96379456379
2312403,52.34,562.316176927719
2312502,28.17,2423.23403755869
2312601,100.74,4317.53459119497
2312700,27.68,4363.70908587258
2312809,16.16,2542.52599160056
2312908,88.67,5057.35192645974
2313005,11.5,2373.39872773537
2313104,33.89,2736.50266778995
2313203,12.72,2079.66307513104
2313252,19.61,3251.55769230769
2313302,13.9,3020.96744732797
2313351,21.53,4731.17107942974
2313401,75.8,3108.56713531395
2313500,55.55,1546.39404122909
2313559,71.23,1918.53771371103
2313609,75.5,2687.44347826087
2313708,28.59,4146.2859375
2313757,59.35,4244.54032436417
2313807,183.75,5887.2989166978
2313906,18.49,3338.53695562007
2313955,98.07,2354.34702154626
2314003,45.99,2748.46009710881
2314102,41.9,3542.96511584801
2400109,18.13,3315.65391304348
2400208,40.84,2215.29066666667
2400307,18.82,4908.73118811881
2400406,58.8,3703.35675675676
2400505,35.43,3434.22580174927
2400604,38.04,2326.37353723404
2400703,64.31,4613.38229885058
2400802,15.57,3431.41663366337
2400901,28.24,3717.15583804143
2401008,21.69,4009.25147188049
2401107,70.79,6257.03208891422
2401206,111.89,6935.45933544304
2401305,10.36,3371.17654639175
2401404,34.9,9355.28774509804
2401453,29.29,4323.16477416099
2401503,25.88,3681.75885947047
2401602,16.98,2880.76945169713
2401651,9.57,4545.08456375839
2401701,77.35,3867.05418666667
2401800,188.07,3588.83070338668
2401859,31.74,5432.05715488216
2401909,12.67,5188.45348399247
2402006,51.04,4189.9124141682
2402105,48.03,5946.50658174098
2402204,125.98,4278.04305987558
2402303,17.88,2267.96911926895
2402402,30.24,3681.73322053018
2402501,17.99,3495.56533333333
2402600,94.07,3031.87846018689
2402709,27.74,4801.3078125
2402808,29.1,3764.95753205128
2402907,40.74,3276.98794326241
2403004,26.93,4769.61741613133
2403103,49.35,4528.06559225513
2403202,59.96,5866.24914285714
2403251,1638.14,2674.19845980714
2403301,41.6,2996.67052631579
2403400,21.97,4704.47090739008
2403509,77.11,2219.33120936281
2403608,176.03,920.799843627834
2403707,21.35,4786.31967020024
2403756,8.85,4109.81664025357
2403806,17.74,6341.10259623993
2403905,15.83,4410.44417989418
2404002,66.89,3729.96069057105
2404101,6.31,3545.09928057554
2404200,116.92,3411.24858934169
2404309,10.96,3573.90438247012
2404408,74.28,5458.30842857143
2404507,47.9,10808.9498960499
2404606,39.01,2964.80836236934
2404705,37.02,2880.37665198238
2404804,16.31,5287.95680628272
2404853,34.04,2717.16295968099
2404903,41.83,4073.42560386473
2405009,145.25,5857.68076923077
2405108,15.6,5456.4587755102
2405207,17.53,4568.22923250564
2405306,48.13,3051.09444926279
2405405,29.22,5251.61947368421
2405504,10.26,1588.96379928315
2405603,40.86,5256.15
2405702,32.86,3878.15095129376
2405801,45.08,3219.44584216102
2405900,29.5,4518.2595505618
2406007,49.88,3600.76568047337
2406106,18.95,5185.96941176471
2406155,80.24,2708.83989501312
2406205,58.94,5798.82655826558
2406304,59.4,3315.38476454294
2406403,23.64,3434.52865064695
2406502,79.31,4543.89822629969
2406601,95.37,4474.71877076412
2406700,15.34,4788.15314917127
2406809,35.42,4358.86970227671
2406908,117.45,4946.59478957916
2407005,57.67,5362.8198630137
2407104,136.01,1719.8810237069
2407203,36.74,8250.54587664588
2407252,110.6,4838.83776435045
2407302,23.91,5475.79749727965
2407401,48.49,2242.55435056747
2407500,79.51,1966.55399375279
2407609,31,6007.95572519084
2407708,138.82,3806.07634363098
2407807,97.87,2811.85651793526
2407906,31.43,8070.90128205128
2408003,123.76,3554.19651497346
2408102,4808.2,7314.90216852071
2408201,77.26,832.876133026431
2408300,127.82,5178.46502721226
2408409,30.42,5135.09034267913
2408508,18.55,4514.79184491979
2408607,48.56,4428.83535353535
2408706,10.07,3186.79157994324
2408805,17.64,2998.67278424351
2408904,39.67,5272.12921052632
2408953,66.94,8510.46878980892
2409100,263.43,5322.62128541811
2409209,70.24,5000.21739130435
2409308,37.49,4567.59720575783
2409332,21.69,2897.52641828958
2409407,106.73,2836.17505654945
2409506,15.9,2959.53219895288
2409605,8.78,3338.4
2409704,7.53,2707.20660881175
2409803,73.24,5491.63832853026
2409902,32.05,4327.98628401044
2410009,41.76,5596.49006085193
2410108,60.54,3692.38821100917
2410207,66.51,4056.15727002967
2410256,16.36,7127.13319415449
2410306,52.4,4985.15004191115
2410405,16.7,2267.10157103825
2410504,59.98,3044.03347280335
2410603,30.61,3538.78586387435
2410702,24.88,4164.74752475248
2410801,32.44,2479.4323943662
2410900,26.88,5841.62902055623
2411007,28.53,4698.19608801956
2411056,21.79,648.250283196979
2411106,28.58,3524.02023809524
2411205,57.33,5266.5154835636
2411403,9.73,3391.40114827758
2411429,13.41,2551.77842565598
2411502,73.79,5625.38393839384
2411601,10.3,2430.58633093525
2411700,20.46,4925.37825059102
2411809,8.41,4134.23174061433
2411908,51.25,3776.04399524376
2412005,351.91,1597.10292307692
2412104,21.38,3647.68137326516
2412203,137,3627.47423964822
2412302,36.22,5134.28982808023
2412401,24.25,3903.70952902519
2412500,129.05,2920.51881112176
2412559,25.35,3128.10967966574
2412609,65.9,4505.16682310469
2412708,31.94,4017.81591695502
2412807,17.29,3119.50279146141
2412906,12.55,5291.03571428571
2413003,30.47,4021.56941649899
2413102,33.63,2435.93351955307
2413201,151.31,3830.15949820789
2413300,59.43,5229.33333333333
2413359,16.69,1016.60023576962
2413409,13.82,5115.8542074364
2413508,34.04,4304.81844262295
2413557,37.02,2080.2714987715
2413607,36.44,1688.34228504123
2413706,23.52,3185.53115763547
2413805,18.67,4791.25981308411
2413904,33.55,7929.86988847584
2414001,39.72,2312.67931034483
2414100,44.19,3885.90253699789
2414159,72.68,1186.47649903288
2414209,111.81,2150.11296891747
2414308,16.94,3085.61389830509
2414407,36.99,3106.74264919942
2414456,12.53,3127.69487179487
2414506,49.91,2162.42505277973
2414605,14.87,5202.03876784373
2414704,72.04,7008.47827426811
2414753,53.35,1706.02875989446
2414803,128.43,3277.09090909091
2414902,42.69,2607.68945686901
2415008,60.27,6202.56755646817
2500106,39.94,5134.68412322275
2500205,16.04,3562.63507853403
2500304,88.84,4348.82308261406
2500403,160.98,4525.64330079858
2500502,139.99,5525.91488372093
2500536,17.16,2045.42285714286
2500577,10.74,3088.11151079137
2500601,98.58,2071.63025034771
2500700,38.36,4168.74044253227
2500734,17.12,2598.20600461894
2500775,25.96,4606.86552941177
2500809,74.51,5520.97142857143
2500908,127.66,5015.59185303514
2501005,76.83,4693.13079109427
2501104,88.42,4350.70251997541
2501153,20,2835.04
2501203,195.22,3617.9203539823
2501302,50.93,2923.6202377324
2501351,27.86,3158.18673469388
2501401,78.27,1838.0752293578
2501500,84.72,2186.89628764278
2501534,83.43,4672.61586475943
2501575,21.77,2378.59514563107
2501609,18.25,4917.09416522241
2501708,9.43,2839.92751141553
2501807,3118.76,5095.27085005082
2501906,170.67,7052.03523166023
2502003,11.84,5070.97648165569
2502052,60.74,2376.45685279188
2502102,33.71,4674.56792189679
2502151,13.07,3953.88717948718
2502201,50.39,2306.24867256637
2502300,27.35,3468.76701030928
2502409,47.32,5162.06658064516
2502508,45.4,5812.86580286904
2502607,32.02,5060.1409035409
2502706,196.74,6552.26287625418
2502805,32.9,3865.55309734513
2502904,66.05,3725.7188034188
2503001,135.6,4523.03360116874
2503100,11.12,4143.68687392055
2503209,1815.57,3701.23498562003
2503308,49.44,4445.91985203452
2503407,16.14,6046.15155709343
2503506,102.32,6057.54082687338
2503555,53.85,4346.62335025381
2503605,56.44,5984.25616438356
2503704,103.28,4252.19092922238
2503753,10.54,2258.65909090909
2503803,100.92,5159.24962063733
2503902,10.57,3757.68947368421
2504009,648.31,4856.07567404427
2504033,71.66,1982.7236425823
2504074,7.84,2668.5775
2504108,43.61,6597.74788732394
2504157,35.05,2486.15003431709
2504207,9.09,4748.07729468599
2504306,52.09,3577.09202238209
2504355,38.47,3355.7214953271
2504405,31.69,4072.92265001734
2504504,23.44,3135.27936827957
2504603,123.74,586.128665318504
2504702,14.06,2373.73892405063
2504801,39.92,5050.13226086957
2504850,10.43,1381.00363636364
2504900,83.12,8879.6067643743
2505006,50.13,3962.13941316416
2505105,26.93,3429.7483095417
2505204,175.29,7844.02549295775
2505238,57.19,2611.14074074074
2505279,61.21,2493.43455497382
2505303,11.24,4537.3696485623
2505352,26.39,3921.00546623794
2505402,44.55,4999.19346534653
2505501,57.24,5635.968
2505600,24.58,4076.81254019293
2505709,63.29,5727.50693069307
2505808,138.53,4439.44528301887
2505907,13.77,5787.62144702842
2506004,189.86,5632.31563348975
2506103,60.34,3542.77946718648
2506202,12,4531.21822660098
2506251,43.53,2324.82233502538
2506301,333.81,6186.0040625
2506400,40.08,6994.86465005931
2506509,9.2,3802.79866220736
2506608,24.67,3884.37106382979
2506707,35.81,5961.3811149033
2506806,63.13,3426.85203929741
2506905,111.86,3853.52082522382
2507002,49.55,6688.82539511494
2507101,116.37,3830.11069676153
2507200,41.77,5198.53084577114
2507309,55.1,3626.84591029024
2507408,42.04,5107.22130801688
2507507,3421.3,5704.56823047768
2507606,105.29,3323.85860766325
2507705,35.88,5690.76434833431
2507804,38.98,4397.55052132701
2507903,129.84,7146.24577968527
2508000,24.37,5582.81323155216
2508109,26.31,3263.00056577086
2508208,87.21,3129.41865955826
2508307,240.73,3707.73614538179
2508406,27.67,2986.83563218391
2508505,27.53,4808.75593008739
2508554,103.75,8191.29251101322
2508604,131.88,1270.71001031992
2508703,16.49,4719.97117117117
2508802,35.93,4023.34480519481
2508901,124.23,4591.79433503836
2509008,30.52,4643.57543071161
2509057,61.91,2266.73309196235
2509107,136.78,5683.88161648178
2509156,97.04,6588.81443538999
2509206,62.64,6243.11184210526
2509305,40.19,4142.30102622577
2509339,113.34,2446.98827586207
2509370,32.35,3014.82387706856
2509396,70.97,5057.78162031439
2509404,64.41,2606.26050788091
2509503,157.98,5305.70561456753
2509602,38.8,4783.13985507246
2509701,31.28,4060.88411320755
2509800,48.48,4549.57528957529
2509909,51.53,5387.93853073463
2510006,38.02,3293.1
2510105,222.31,3567.29772016093
2510204,72.04,4588.58762589928
2510303,14.05,4650.49302325581
2510402,11.63,4317.96577415599
2510501,11.41,3115.88361408882
2510600,22.63,2821.60120160214
2510659,9.78,2663.78
2510709,19.96,3663.77027863777
2510808,212.82,4246.67100161217
2510907,20.43,3765.69453621347
2511004,32.95,3195.67894039735
2511103,21.26,4437.56054054054
2511202,67.51,7212.75120101138
2511301,27.38,4099.10706751055
2511400,27.54,5601
2511509,109.29,2842.23763629968
2511608,108.28,6908.86021505376
2511707,117.42,8340.61834862385
2511806,129.33,8085.46843687375
2511905,124.78,1757.08490856001
2512002,27.12,3559.22676785098
2512036,38.57,1914.72568093385
2512077,39.4,3830.1234256927
2512101,36.13,4770.87179487179
2512200,20.07,3428.31171052632
2512309,57.84,4813.36614535419
2512408,177.81,3450.58432137286
2512507,102.17,2967.18689162067
2512606,10.84,2788.63228346457
2512705,98.77,4129.05566286216
2512721,78.37,977.933188342758
2512747,36.23,2677.60305623472
2512754,111.13,4408.93059936909
2512762,104.35,417.712868877396
2512788,18.86,3906.69646017699
2512804,31.49,3870.53996265173
2512903,49.42,2673.77025068547
2513000,19.04,8563.65096774194
2513109,59.33,3830.16517985612
2513158,29.22,2526.93543091655
2513208,30.79,3488.15407577497
2513307,25.53,4930.50678807947
2513356,10.91,3385.3972027972
2513406,32.3,4342.51781502173
2513505,13.26,4302.80610236221
2513604,20.54,3698.18463094034
2513653,35.33,3877.54954954955
2513703,165.52,5134.47384914155
2513802,12.8,4365.57001972387
2513851,11.72,1312.11637795276
2513901,124.41,5055.13368107303
2513927,21.12,3968.95265888457
2513943,11.06,1888.22396551724
2513968,16.88,2775.62552083333
2513984,35.39,3608.31134564644
2514008,6.65,3152.11457489879
2514107,5.39,2339.07374810319
2514206,22.13,3738.699
2514305,34.08,3813.3384097035
2514404,6.56,3214.45414141414
2514453,56.07,2181.87748058671
2514503,28.19,4836.57612323492
2514552,26.7,2171.295
2514602,24,4129.58426966292
2514651,6.66,2836.53221288515
2514701,19.38,4243.43104
2514800,9.54,2398.54399375975
2514909,14.6,4051.12027303754
2515005,72.37,10890.3923875433
2515104,221.16,5703.34953703704
2515203,7.02,3602.2746365105
2515302,158.92,4594.74905136511
2515401,37,3544.47178002894
2515500,18.89,2726.66654275093
2515609,110.17,4670.72355555556
2515708,35.64,4427.86987951807
2515807,126.11,4529.14102885822
2515906,95.53,5615.49655172414
2515930,134,6401.60644007156
2515971,119.42,3207.97777777778
2516003,115.01,4735.99872798434
2516102,24.53,2996.31277003008
2516151,20.48,3584.13223140496
2516201,89.1,3657.76357017662
2516300,19.16,2831.02271419083
2516409,41.6,5146.19351955307
2516508,22.53,3613.08833922261
2516607,59.42,3652.51138428648
2516706,87.96,4561.23858549687
2516755,26.72,4088.22305936073
2516805,41.93,3160.72140300644
2516904,49.52,4202.95169194866
2517001,51.28,6739.92734499205
2517100,13.15,3748.60633147114
2517209,34.37,4977.3
2517407,18.97,2224.93636363636
2600054,724.9,5927.75064220183
2600104,92.9,3304.48697556478
2600203,11.8,3768.88431372549
2600302,112.58,4007.11692443659
2600401,62.05,4652.97602944559
2600500,45.41,4708.56006522921
2600609,63.16,3499.10484010372
2600708,137.16,3580.65741221242
2600807,49.18,4148.45228426396
2600906,93.38,5884.44417199716
2601003,86.43,4044.98517133956
2601052,196.74,7386.20319148936
2601102,40.84,3014.70298811952
2601201,196.05,3772.02822120867
2601300,111.44,11318.5618744313
2601409,174.54,3965.34346504559
2601508,153.96,3669.86571936057
2601607,11.06,3322.97800776197
2601706,111.83,4737.36612789881
2601805,9.65,3253.61803691275
2601904,119.53,3793.08370749055
2602001,21.75,3325.98133398485
2602100,57.44,3879.12920441852
2602308,94.96,4982.78661417323
2602407,55.35,8366.20554272517
2602506,68.76,4751.12307692308
2602605,59.26,3625.35582787119
2602704,134.54,6864.72681704261
2602902,414.32,2712.27181315158
2603009,18.62,3769.67841230552
2603108,104.98,7384.52038479157
2603207,80.66,3398.05247440273
2603306,91.23,5289.98613037448
2603405,31.5,4799.93506493507
2603454,2821.93,4100.34334992414
2603504,236,7547.47743842365
2603603,217.39,7201.37765957447
2603702,57.96,3330.70538461538
2603801,58.26,2685.02347753045
2603900,43.42,3481.14091308165
2603926,11.73,4964.46042154567
2604007,516.51,4304.93160450232
2604106,342.07,3824.98636312856
2604155,118.81,5771.51540983607
2604205,182.49,6472.97188845602
2604304,62.79,6358.85099337748
2604403,255.98,6490.21453154876
2604502,237.33,4734.59659574468
2604601,270.87,7862.43726322665
2604700,53,6996.0761654629
2604809,122.9,7854.58644400786
2604908,58.8,2121.25331491713
2605004,221.58,4867.33211578222
2605103,24.11,2773.80394406597
2605152,11,2409.08592071137
2605202,183.07,6240.12400261609
2605301,23.65,4412.04033252883
2605400,190.96,4913.25057077626
2605509,127.93,8150.28163265306
2605608,22.27,5360.20853932584
2605707,8.04,6585.83424408015
2605806,67.2,2803.892734375
2605905,109.05,9510.49756097561
2606002,282.21,3421.32615677812
2606101,125.17,4947.37396121884
2606200,150.72,4118.82719573829
2606309,13.13,3024.99
2606408,151.36,1546.82165906403
2606507,28.91,6017.92469879518
2606705,39.74,4679.91279069768
2606804,333.88,3452.1799059812
2606903,14.05,4588.52908163265
2607000,16.14,5203.54789533561
2607109,18.45,5954.40861244019
2607208,151.39,5803.13499185039
2607307,32.64,5493.55667870036
2607406,10.16,5437.62776280323
2607505,24.23,4877.89189189189
2607604,328.18,1449.23374578178
2607653,116.13,8598.31012261192
2607703,34.29,4388.48898216159
2607752,320.19,5773.83809523809
2607802,151.73,9915.093456505
2607901,2493.06,6968.21508336967
2607950,131.88,11187.9925233645
2608008,23.53,6773.53273356401
2608057,50.25,2449.53631457209
2608107,222.34,4100.38099363057
2608206,129.39,6088.64788952579
2608255,87.92,5857.98705882353
2608305,130.54,3387.87012241775
2608404,98.08,7636.23913043478
2608453,229.77,2763.35986928105
2608503,360.65,6445.81118829982
2608602,61.04,4629.9094858798
2608701,70.06,4396.99970501475
2608750,12.29,4820.76731914894
2608800,193.7,3609.43885626755
2608909,202.53,3593.88336909019
2609105,226.46,4974.72486938349
2609154,47.43,6759.86151419558
2609204,61.19,7083.28245462403
2609303,17.41,5070.93660834455
2609402,289.16,5790.30722400857
2609501,204.95,5890.85895087427
2609600,9068.36,9882.00652725296
2609709,164.99,3150.68949315575
2609808,23.76,5609.84866962306
2609907,26.56,3221.00112760759
2610004,175.44,3433.88916101043
2610103,51.82,5120.73038617886
2610202,69.14,5673.08976377953
2610301,47.65,4645.4234939759
2610400,7.79,6138.55986013986
2610509,87.61,3736.66813128639
2610608,185.07,3044.96301627034
2610707,3086.01,5659.74536143944
2610905,63.21,4905.21314238445
2611002,30.75,7211.23603704743
2611101,64.49,3387.01406245724
2611200,45.56,4849.25484764543
2611309,117.84,2366.67167262614
2611408,121.97,9290.41685055166
2611507,104.88,6265.70634441088
2611533,31.98,3940.52199687988
2611606,7037.61,11360.7707870852
2611705,61.03,3191.60916637842
2611804,154.36,7147.8412012012
2611903,97.39,3837.22777625446
2612000,58.85,973.576135040745
2612109,104.84,6799.76666666667
2612208,33.57,2629.04129475233
2612307,60.73,5491.0639275766
2612406,81.71,4364.63333333333
2612455,10.82,4196.65345423143
2612471,102.39,4555.7881773399
2612505,261.23,6738.7750033972
2612554,13.3,3424.72859216255
2612604,13.14,5090.10444444444
2612703,141.31,3132.64774774775
2612802,56.2,5075.96036287509
2612901,86.87,5183.10488126649
2613008,74.03,3652.48017408124
2613107,92.23,4364.82448190535
2613206,82.5,5070.32932067932
2613305,88.39,6618.21782312925
2613404,262.19,3079.20477361196
2613503,22.13,4544.97383610128
2613602,39.84,4212.20331671779
2613701,392.49,4589.85978578384
2613800,149.14,4991.06213219616
2613909,26.59,3804.39916025192
2614006,12.1,3219.33295898438
2614105,13.95,3176.37880621423
2614204,109.18,3891.08313790256
2614303,27.52,3191.29417744917
2614402,41.5,3785.51137724551
2614501,231.42,3291.7000138485
2614600,68.11,3994.53395721925
2614709,55.91,3615.97420654912
2614808,17.45,3474.50169376694
2614857,96.66,1734.10789308176
2615003,52.41,4184.93173501577
2615102,44.48,5599.43271028037
2615201,28.87,7056.37692307692
2615300,184.16,4077.62818270165
2615409,1383.21,7589.57300544397
2615508,110.27,4424.22896979086
2615607,113.77,3181.98543859649
2615706,78.35,2495.62596599691
2615904,44.38,5804.98542222222
2616001,50.05,5101.30305715552
2616100,19.2,2368.53191489362
2616183,106.93,1962.4904290429
2616209,92.82,3074.76272214998
2616308,134.78,5720.76213861386
2616407,349.58,4231.6929160567
2616506,127.18,5269.18867295947
2700102,42.62,4384.89991850041
2700201,91.96,6090.51109634552
2700300,600.84,3320.8973559322
2700409,83.82,3890.56762987013
2700508,102.79,3386.38585298197
2700607,98.86,1157.05186148594
2700706,53.21,6832.57160817182
2700805,93.58,2439.59961190168
2700904,21.04,5878.72395833333
2701001,138.19,7823.33319274568
2701100,63.63,12054.6663701068
2701209,37.35,3298.30736478711
2701308,164.24,8913.91912144703
2701357,99.39,9240.89716088328
2701407,172.2,10898.6372896368
2701506,53.98,6084.64347826087
2701605,30.02,4299.77347242921
2701704,70.39,7971.22655193608
2701803,73.32,4466.38876207199
2701902,41.34,6499.84379358438
2702009,123.45,2249.7091561939
2702108,96.29,13796.556
2702207,139.09,6594.77278401997
2702306,56.77,3775.9700437868
2702355,83.44,4120.55849056604
2702405,79.13,2600.92669105467
2702504,77.45,6397.68
2702553,66.41,4119.73179190751
2702603,123.42,4762.34920634921
2702702,47.31,5978.76603773585
2702801,36.99,12107.3609510086
2702900,73.11,5082.57427874848
2703007,57.1,8512.07045454546
2703106,75.31,3553.67732073374
2703205,54.55,5487.88126361656
2703304,47.49,6935.16447761194
2703403,38.03,5101.98473154362
2703502,33.26,6723.42202111614
2703601,90.22,3395.71973307912
2703700,53.59,8676.59738372093
2703759,34.21,4342.89250764526
2703809,75.68,10525.4565484311
2703908,45.56,5710.10576540755
2704005,98.66,5360.6407310705
2704104,206.33,4426.64805382028
2704203,85.48,8017.73468013468
2704302,1854.12,7291.47791748838
2704401,41.63,4366.71716054843
2704500,86.06,2722.80817873008
2704609,34.05,5310.24483133841
2704708,138.62,2648.0674714662
2704807,78.14,8087.51655896607
2704906,39.23,3858.59144893112
2705002,27.2,5084.79498269896
2705101,108.12,8857.19862752573
2705200,137.77,10607.4134041141
2705309,31.47,3271.09110169492
2705408,80.54,3311.86721311475
2705507,62.58,6430.73197148341
2705606,51.67,9798.325
2705705,111.01,5179.51320557491
2705804,26.29,4441.12930513595
2705903,41.83,2992.14428571429
2706000,63.87,3975.31976047904
2706109,53.29,5115.38572433193
2706208,104.55,5729.7157323689
2706307,155.44,3921.126443769
2706406,34.86,5729.28686354379
2706422,39.7,3413.37163120567
2706448,122.05,2190.96317911307
2706505,60.39,6468.84524421594
2706604,62.69,4891.16936416185
2706703,87.61,4644.97563441906
2706802,71.68,8832.23330638642
2706901,133.37,6086.26801517067
2707008,24.37,5276.46
2707107,56.47,4029.03075620768
2707206,47.52,3771.7648409894
2707305,83.49,7901.75186140804
2707404,32.71,2655.72364052662
2707503,79.91,5532.09014423077
2707602,35.89,4911.14109691961
2707701,223.56,2992.68631059029
2707800,51.48,10640.6208928571
2707909,232.77,5016.05695718654
2708006,102.61,4723.44489795918
2708105,48.76,7587.24405874499
2708204,48,6070.50856102004
2708303,88.4,9333.04530892449
2708402,60.77,4104.70989805985
2708501,81.61,8175.66156133829
2708600,151.27,5900.14821410503
2708709,93.34,2863.67004608295
2708808,101.59,3625.72477949283
2708907,342.57,4506.63437139562
2708956,38.07,6370.74348484848
2709004,47.27,4435.98875502008
2709103,114.55,2590.12474713419
2709152,138.15,5083.88558006536
2709202,36.82,6126.545800988
2709301,148.24,5929.03882947467
2709400,74,4253.40153084196
2800100,64.75,5454.80454545455
2800209,55.82,3888.70827211754
2800308,3140.67,5496.95937728047
2800407,56.44,2869.58881578947
2800506,114.93,3298.16427503737
2800605,276.52,7688.26784225713
2800670,123.98,1955.67226890756
2800704,52.01,7503.07732864675
