"city_code","pop.urban","pop.rural"
2408201,39.44,60.56
2408300,68.7,31.3
2408409,75.44,24.56
2408508,69.33,30.67
2408607,20.77,79.23
2408706,86.57,13.43
2408805,64.75,35.25
2408904,83.93,16.07
2408953,37.26,62.74
2409100,60.86,39.14
2409209,41.14,58.86
2409308,84.91,15.09
2409332,64.07,35.93
2409407,92.09,7.91
2409506,32.97,67.03
2409605,38.22,61.78
2409704,57.45,42.55
2409803,51.35,48.65
2409902,78.72,21.28
2410009,73.36,26.64
2410108,53.17,46.83
2410207,52.5,47.5
2410256,58.02,41.98
2410306,60.6,39.4
2410405,35.57,64.43
2410504,57.74,42.26
2410603,63.11,36.89
2410702,84.49,15.51
2410801,41.15,58.85
2410900,61.44,38.56
2411007,84.52,15.48
2411056,76.89,23.11
2411106,48.29,51.71
2411205,85.2,14.8
2411403,49.93,50.07
2411429,65.44,34.56
2411502,64.28,35.72
2411601,34.89,65.11
2411700,48.25,51.75
2411809,67.54,32.46
2411908,76.1,23.9
2412005,84.52,15.48
2412104,80.31,19.69
2412203,45.84,54.16
2412302,83.13,16.87
2412401,78.04,21.96
2412500,65.44,34.56
2412559,47.65,52.35
2412609,72.39,27.61
2412708,56.04,43.96
2412807,68.28,31.72
2412906,54.87,45.13
2413003,62.46,37.54
2413102,42.98,57.02
2413201,98.9,1.1
2413300,56.8,43.2
2413359,26.23,73.77
2413409,64.31,35.69
2413508,32.23,67.77
2413557,52.95,47.05
2413607,36.82,63.18
2413706,47.61,52.39
2413805,81.44,18.56
2413904,34.5,65.5
2414001,68.67,31.33
2414100,69.06,30.94
2414159,21.31,78.69
2414209,60.26,39.74
2414308,75.29,24.71
2414407,25.48,74.52
2414456,65.23,34.77
2414506,85.08,14.92
2414605,48.48,51.52
2414704,82.52,17.48
2414753,31.38,68.62
2414803,43.8,56.2
2414902,95.24,4.76
2415008,96.94,3.06
2500106,42.98,57.02
2500205,48.84,51.16
2500304,61.56,38.44
2500403,49.76,50.24
2500502,66.54,33.46
2500536,39.4,60.6
2500577,52.03,47.97
2500601,61.94,38.06
2500700,37.83,62.17
2500734,50.86,49.14
2500775,47.39,52.61
2500809,39.5,60.5
2500908,70.53,29.47
2501005,49.41,50.59
2501104,61.26,38.74
2501153,52.78,47.22
2501203,71.1,28.9
2501302,49.95,50.05
2501351,80.81,19.19
2501401,38.59,61.41
2501500,39.67,60.33
2501534,75.52,24.48
2501575,8.91,91.09
2501609,56.2,43.8
2501708,42.13,57.87
2501807,99.07,0.93
2501906,83.05,16.95
2502003,73.64,26.36
2502052,27.9,72.1
2502102,61.24,38.76
2502151,51.52,48.48
2502201,41.17,58.83
2502300,40.32,59.68
2502409,68.48,31.52
2502508,71.09,28.91
2502607,66.94,33.06
2502706,73.02,26.98
2502805,75.42,24.58
2502904,74.77,25.23
2503001,86.18,13.82
2503100,44.03,55.97
2503209,100,0
2503308,35.65,64.35
2503407,47.06,52.94
2503506,54.68,45.32
2503555,24.08,75.92
2503605,71.88,28.12
2503704,81.27,18.73
2503753,32.97,67.03
2503803,57.19,42.81
2503902,50.22,49.78
2504009,95.33,4.67
2504033,73.31,26.69
2504074,38.91,61.09
2504108,72.04,27.96
2504157,48.99,51.01
2504207,59.93,40.07
2504306,74.14,25.86
2504355,22.54,77.46
2504405,62.26,37.74
2504504,69.29,30.71
2504603,67.7,32.3
2504702,62.77,37.23
2504801,75.38,24.62
2504850,44.16,55.84
2504900,45.76,54.24
2505006,69.46,30.54
2505105,67.38,32.62
2505204,81.41,18.59
2505238,33.36,66.64
2505279,9.08,90.92
2505303,56.29,43.71
2505352,46.49,53.51
2505402,61.18,38.82
2505501,45.16,54.84
2505600,57.71,42.29
2505709,44.26,55.74
2505808,78.04,21.96
2505907,64.27,35.73
2506004,69.56,30.44
2506103,47.92,52.08
2506202,61.61,38.39
2506251,10.84,89.16
2506301,88.49,11.51
2506400,41.77,58.23
2506509,67.36,32.64
2506608,61.12,38.88
2506707,44.6,55.4
2506806,63.8,36.2
2506905,80.6,19.4
2507002,76.01,23.99
2507101,63.87,36.13
2507200,58.38,41.62
2507309,57.61,42.39
2507408,62.74,37.26
2507507,99.65,0.35
2507606,78.46,21.54
2507705,54.39,45.61
2507804,65.77,34.23
2507903,93.64,6.36
2508000,44.36,55.64
2508109,49.22,50.78
2508208,53.93,46.07
2508307,40.81,59.19
2508406,46.99,53.01
2508505,52.37,47.63
2508554,43.71,56.29
2508604,86.55,13.45
2508703,39.04,60.96
2508802,87.39,12.61
2508901,80.93,19.07
2509008,56.02,43.98
2509057,37.44,62.56
2509107,82.43,17.57
2509156,86.78,13.22
2509206,34.75,65.25
2509305,88.4,11.6
2509339,15.78,84.22
2509370,44.45,55.55
2509396,64.94,35.06
2509404,44.7,55.3
2509503,63.25,36.75
2509602,55.48,44.52
2509701,65.67,34.33
2509800,47.9,52.1
2509909,34.39,65.61
2510006,43.74,56.26
2510105,74.93,25.07
2510204,53.16,46.84
2510303,58.52,41.48
2510402,55.81,44.19
2510501,52.44,47.56
2510600,69.91,30.09
2510659,55.65,44.35
2510709,49.66,50.34
2510808,96.63,3.37
2510907,48.52,51.48
2511004,63.56,36.44
2511103,41.14,58.86
2511202,60.51,39.49
2511301,72.93,27.07
2511400,66.51,33.49
2511509,68.56,31.44
2511608,47.75,52.25
2511707,53.29,46.71
2511806,76.45,23.55
2511905,61.19,38.81
2512002,56.47,43.53
2512036,26.05,73.95
2512077,35.82,64.18
2512101,80.2,19.8
2512200,63.41,36.59
2512309,68.26,31.74
2512408,32.63,67.37
2512507,54.17,45.83
2512606,37.26,62.74
2512705,73.68,26.32
2512721,37.26,62.74
2512747,62.03,37.97
2512754,62.45,37.55
2512762,30.91,69.09
2512788,68.87,31.13
2512804,48.41,51.59
2512903,56.83,43.17
2513000,34.29,65.71
2513109,43.84,56.16
2513158,28.06,71.94
2513208,46.18,53.82
2513307,50.33,49.67
2513356,40.41,59.59
2513406,91.58,8.42
2513505,41.85,58.15
2513604,51.42,48.58
2513653,32.12,67.88
2513703,86.21,13.79
2513802,48.2,51.8
2513851,32.79,67.21
2513901,81.09,18.91
2513927,68.75,31.25
2513943,42.73,57.27
2513968,34.82,65.18
2513984,40.52,59.48
2514008,54.03,45.97
2514107,34.78,65.22
2514206,43.83,56.17
2514305,45.41,54.59
2514404,33.97,66.03
2514453,43.08,56.92
2514503,56.64,43.36
2514552,16.47,83.53
2514602,42.1,57.9
2514651,56.89,43.11
2514701,64.31,35.69
2514800,41.23,58.77
2514909,76.52,23.48
2515005,44.46,55.54
2515104,42.2,57.8
2515203,64.82,35.18
2515302,76.06,23.94
2515401,44.94,55.06
2515500,64.89,35.11
2515609,66.64,33.36
2515708,59.7,40.3
2515807,51.18,48.82
2515906,55.58,44.42
2515930,73.15,26.85
2515971,11.98,88.02
2516003,72.42,27.58
2516102,74.47,25.53
2516151,49.92,50.08
2516201,78.84,21.16
2516300,76.19,23.81
2516409,42.56,57.44
2516508,59.85,40.15
2516607,46.91,53.09
2516706,68.05,31.95
2516755,59.47,40.53
2516805,46.74,53.26
2516904,70.96,29.04
2517001,42.87,57.13
2517100,73.28,26.72
2517209,19.74,80.26
2517407,70.94,29.06
2600054,91.74,8.26
2600104,78.1,21.9
2600203,33.33,66.67
2600302,74.77,25.23
2600401,56.66,43.34
2600500,61.05,38.95
2600609,56.46,43.54
2600708,54.11,45.89
2600807,57.16,42.84
2600906,73.13,26.87
2601003,59.66,40.34
2601052,84.09,15.91
2601102,60.68,39.32
2601201,91.1,8.9
2601300,89.15,10.85
2601409,83.43,16.57
2601508,69.52,30.48
2601607,62.12,37.88
2601706,80.4,19.6
2601805,30.93,69.07
2601904,84.78,15.22
2602001,36.48,63.52
2602100,65.44,34.56
2602209,40.17,59.83
2602308,69.77,30.23
2602407,40.3,59.7
2602506,46.34,53.66
2602605,77.74,22.26
2602704,63.15,36.85
2602803,40.68,59.32
2602902,90.68,9.32
2603009,64.13,35.87
2603108,80.8,19.2
2603207,28.3,71.7
2603306,34.25,65.75
2603405,38.6,61.4
2603454,100,0
2603504,83.76,16.24
2603603,80.11,19.89
2603702,57.53,42.47
2603801,31.97,68.03
2603900,41.05,58.95
2603926,16.82,83.18
2604007,96.26,3.74
2604106,88.78,11.22
2604155,12.38,87.62
2604205,76.31,23.69
2604304,58.37,41.63
2604403,77.11,22.89
2604502,67.99,32.01
2604601,93.23,6.77
2604700,59.3,40.7
2604809,63.45,36.55
2604908,46.78,53.22
2605004,88.87,11.13
2605103,64.14,35.86
2605152,35.49,64.51
2605202,84.96,15.04
2605301,51.53,48.47
2605400,79.3,20.7
2605459,100,0
2605509,80.16,19.84
2605608,42.24,57.76
2605707,68.2,31.8
2605806,23.71,76.29
2605905,69.88,30.12
2606002,89.14,10.86
2606101,53.19,46.81
2606200,76.71,23.29
2606309,46.36,53.64
2606408,89.44,10.56
2606507,42.04,57.96
2606606,55.26,44.74
2606705,41.68,58.32
2606804,92.07,7.93
2606903,51.87,48.13
2607000,41.71,58.29
2607109,54.63,45.37
2607208,74.06,25.94
2607307,61.44,38.56
2607406,84.87,15.13
2607505,36.9,63.1
2607604,77.65,22.35
2607653,83.12,16.88
2607703,60.7,39.3
2607752,77.08,22.92
2607802,76.88,23.12
2607901,97.82,2.18
2607950,61.58,38.42
2608008,58.06,41.94
2608057,43.56,56.44
2608107,48.86,51.14
2608206,72.93,27.07
2608255,26.67,73.33
2608305,60.97,39.03
2608404,60.2,39.8
2608453,72.67,27.33
2608503,82.86,17.14
2608602,49.7,50.3
2608701,55.34,44.66
2608750,45.76,54.24
2608800,72.06,27.94
2608909,80.38,19.62
2609006,62,38
2609105,62.18,37.82
2609154,21.11,78.89
2609204,69.98,30.02
2609303,49.91,50.09
2609402,88.54,11.46
2609501,88.26,11.74
2609600,98.03,1.97
2609709,35.99,64.01
2609808,35.03,64.97
2609907,50.65,49.35
2610004,78.77,21.23
2610103,63.23,36.77
2610202,54.45,45.55
2610301,20.37,79.63
2610400,41.42,58.58
2610509,48.71,51.29
2610608,70.74,29.26
2610707,100,0
2610806,57.29,42.71
2610905,71.71,28.29
2611002,72.7,27.3
2611101,74.56,25.44
2611200,62.16,37.84
2611309,66.58,33.42
2611408,63.84,36.16
2611507,48.73,51.27
2611533,37.02,62.98
2611606,100,0
2611705,45.73,54.27
2611804,76.52,23.48
2611903,60.37,39.63
2612000,56.09,43.91
2612109,32.88,67.12
2612208,80.72,19.28
2612307,50.09,49.91
2612406,56.93,43.07
2612455,32.71,67.29
2612471,44.84,55.16
2612505,97.73,2.27
2612554,16.65,83.35
2612604,37.72,62.28
2612703,25.15,74.85
2612802,62.56,37.44
2612901,51.34,48.66
2613008,52.4,47.6
2613107,76.77,23.23
2613206,45.31,54.69
2613305,68.93,31.07
2613404,73.91,26.09
2613503,49.57,50.43
2613602,65.85,34.15
2613701,94.05,5.95
2613800,65.89,34.11
2613909,77.34,22.66
2614006,34.67,65.33
2614105,54.92,45.08
2614204,53.32,46.68
2614303,61.43,38.57
2614402,31.88,68.12
2614501,75.26,24.74
2614600,74.81,25.19
2614709,55.68,44.32
2614808,41.65,58.35
2614857,73.23,26.77
2615003,72.12,27.88
2615102,42.45,57.55
2615201,54.04,45.96
2615300,86.14,13.86
2615409,95.98,4.02
2615508,84.02,15.98
2615607,86.02,13.98
2615706,52.94,47.06
2615805,34.94,65.06
2615904,80.14,19.86
2616001,64.43,35.57
2616100,29.45,70.55
2616183,23.03,76.97
2616209,71.02,28.98
2616308,44.92,55.08
2616407,87.27,12.73
2616506,65.07,34.93
2700102,26.33,73.67
2700201,51.36,48.64
2700300,84.8,15.2
2700409,50.67,49.33
2700508,93.06,6.94
2700607,86.1,13.9
2700706,70.52,29.48
2700805,41.13,58.87
2700904,16.66,83.34
2701001,67.7,32.3
2701100,63.05,36.95
2701209,52.99,47.01
2701308,80.77,19.23
2701357,83.96,16.04
2701407,43.61,56.39
2701506,46.34,53.66
2701605,32.1,67.9
2701704,74.08,25.92
2701803,56.72,43.28
2701902,62.8,37.2
2702009,34.2,65.8
2702108,76.52,23.48
2702207,89.99,10.01
2702306,88.32,11.68
2702355,32.37,67.63
2702405,72.47,27.53
2702504,46.74,53.26
2702553,23.36,76.64
2702603,16.05,83.95
2702702,80.12,19.88
2702801,65.05,34.95
2702900,30.87,69.13
2703007,61.62,38.38
2703106,24.55,75.45
2703205,20.5,79.5
2703304,37.43,62.57
2703403,56.01,43.99
2703502,62.24,37.76
2703601,42.66,57.34
2703700,52.41,47.59
2703759,23.93,76.07
2703809,64.13,35.87
2703908,67.28,32.72
2704005,32.74,67.26
2704104,50.22,49.78
2704203,8.32,91.68
2704302,99.93,0.07
2704401,49.25,50.75
2704500,64.78,35.22
2704609,49.95,50.05
2704708,94.38,5.62
2704807,73.27,26.73
2704906,44.85,55.15
2705002,22.97,77.03
2705101,92.9,7.1
2705200,90.95,9.05
2705309,42.69,57.31
2705408,36.27,63.73
2705507,82.77,17.23
2705606,60.76,39.24
2705705,68.69,31.31
2705804,47.43,52.57
2705903,24.27,75.73
2706000,28.4,71.6
2706109,63.05,36.95
2706208,63.32,36.68
2706307,73.34,26.66
2706406,45.23,54.77
2706422,27.24,72.76
2706448,88.56,11.44
2706505,48.96,51.04
2706604,66.09,33.91
2706703,74.56,25.44
2706802,60.66,39.34
2706901,95.48,4.52
2707008,57.12,42.88
2707107,57.23,42.77
2707206,14.73,85.27
2707305,78.56,21.44
2707404,56.92,43.08
2707503,34.17,65.83
2707602,56.39,43.61
2707701,81.7,18.3
2707800,87.59,12.41
2707909,89.57,10.43
2708006,60.5,39.5
2708105,51.62,48.38
2708204,47.38,52.62
2708303,67.84,32.16
2708402,38.68,61.32
2708501,63.52,36.48
2708600,96.32,3.68
2708709,31.56,68.44
2708808,38.45,61.55
2708907,87.6,12.4
2708956,30.23,69.77
2709004,34.96,65.04
2709103,38.45,61.55
2709152,84.53,15.47
2709202,31.23,68.77
2709301,76.42,23.58
2709400,72.08,27.92
2800100,80.88,19.12
2800209,57.13,42.87
2800308,100,0
2800407,41.25,58.75
2800506,48.59,51.41
2800605,83.62,16.38
2800670,62.64,37.36
2800704,51.95,48.05
2801009,49.73,50.27
2801108,37.89,62.11
2801207,56.97,43.03
2801306,64.18,35.82
2801405,55.82,44.18
2801504,79.36,20.64
2801603,89.38,10.62
2801702,50.46,49.54
2801900,59.56,40.44
2802007,48.52,51.48
2802106,85.02,14.98
2802205,67.37,32.63
2802304,59.2,40.8
2802403,26.75,73.25
2802502,62.92,37.08
2802601,47.88,52.12
2802700,65.11,34.89
2802809,35.28,64.72
2802908,77.86,22.14
2803005,49.88,50.12
2803104,55.35,44.65
2803203,39.02,60.98
2803302,46.86,53.14
2803401,33.33,66.67
2803500,51.51,48.49
2803609,79.02,20.98
2803708,47.85,52.15
2803807,46.3,53.7
2803906,46.72,53.28
2804003,73.68,26.32
2804102,41.81,58.19
2804201,59.02,40.98
2804300,44.77,55.23
2804409,56.83,43.17
2804458,40.61,59.39
2804508,66.52,33.48
2804607,65.2,34.8
2804706,52.76,47.24
2804805,96.89,3.11
2804904,20.46,79.54
2805000,40.25,59.75
2805109,73.26,26.74
2805208,55.57,44.43
2805307,58.62,41.38
2805406,27.65,72.35
2805505,56.01,43.99
2805604,36.67,63.33
2805703,85.73,14.27
2805802,25.13,74.87
2805901,83.97,16.03
2806008,69.46,30.54
2806107,70.59,29.41
2806206,34.57,65.43
2806305,22.48,77.52
2806404,64.27,35.73
2806503,57,43
2806602,71.96,28.04
2806701,84.53,15.47
2806800,50.11,49.89
2806909,70.11,29.89
2807006,47.24,52.76
2807105,52.78,47.22
2807204,39.74,60.26
2807303,38.11,61.89
2807402,67.09,32.91
2807501,37.43,62.57
2807600,62.06,37.94
2900108,44.93,55.07
2900207,52.91,47.09
2900306,87.18,12.82
2900355,35.49,64.51
2900405,36.72,63.28
2900504,18.57,81.43
2900603,58.24,41.76
2900702,87.38,12.62
2900801,52.11,47.89
2900900,79.91,20.09
2901007,72.46,27.54
2901106,79.23,20.77
2901155,67.87,32.13
2901205,19.3,80.7
2901304,55.68,44.32
2901353,43.07,56.93
2901403,46.41,53.59
2901502,42.24,57.76
2901601,37.25,62.75
2901700,27.91,72.09
2901809,52.5,47.5
2901908,47.97,52.03
2901957,68.6,31.4
2902005,28.65,71.35
2902054,50.23,49.77
2902104,38.02,61.98
2902203,51.07,48.93
2902252,53.77,46.23
2902302,64.11,35.89
2902401,84.05,15.95
2902500,25.14,74.86
2902609,41.57,58.43
2902658,34.21,65.79
2902708,45.51,54.49
2902807,49.11,50.89
2902906,64.41,35.59
2903003,44.73,55.27
2903102,60.29,39.71
2903201,90.04,9.96
2903235,49.31,50.69
2903276,40.13,59.87
2903300,82.05,17.95
2903409,52.39,47.61
2903508,56.36,43.64
2903607,23.71,76.29
2903706,37.66,62.34
2903805,36.65,63.35
2903904,67.89,32.11
2903953,27.37,72.63
2904001,33.64,66.36
2904050,42.01,57.99
2904100,33.42,66.58
2904209,36.54,63.46
2904308,34.57,65.43
2904407,17.91,82.09
2904506,29.09,70.91
2904605,69.86,30.14
2904704,82.11,17.89
2904753,40.33,59.67
2904803,47.27,52.73
2904852,26.8,73.2
2904902,51.17,48.83
2905008,59.85,40.15
2905107,35.25,64.75
2905156,24.13,75.87
2905206,59.87,40.13
2905305,61.38,38.62
2905404,52.99,47.01
2905503,36.49,63.51
2905602,78.43,21.57
2905701,95.47,4.53
2905800,44.39,55.61
2905909,28.93,71.07
2906006,37.32,62.68
2906105,34.27,65.73
2906204,47.6,52.4
2906303,80.11,19.89
2906402,39.08,60.92
2906501,91.39,8.61
2906600,58.48,41.52
2906709,69.08,30.92
2906808,33.49,66.51
2906824,55.29,44.71
2906857,48.54,51.46
2906873,81.88,18.12
2906899,24.58,75.42
2906907,54.78,45.22
2907004,32.6,67.4
2907103,44.34,55.66
2907202,57.81,42.19
2907301,61.74,38.26
2907400,37.02,62.98
2907509,83.71,16.29
2907558,26.85,73.15
2907608,47.95,52.05
2907707,24.51,75.49
2907806,54.88,45.12
2907905,71.64,28.36
2908002,91.25,8.75
2908101,47.22,52.78
2908200,64.43,35.57
2908309,44.31,55.69
2908408,58.48,41.52
2908507,78.14,21.86
2908606,51.35,48.65
2908705,44.16,55.84
2908804,49.26,50.74
2908903,41.96,58.04
2909000,31.23,68.77
2909109,42.92,57.08
2909208,41.27,58.73
2909307,40.33,59.67
2909406,48.75,51.25
2909505,63.08,36.92
2909604,42.96,57.04
2909703,23.59,76.41
2909802,85.12,14.88
2909901,42.65,57.35
2910008,39.65,60.35
2910057,94.03,5.97
2910107,19.74,80.26
2910206,45.46,54.54
2910305,40.87,59.13
2910404,21.59,78.41
2910503,59.75,40.25
2910602,63.48,36.52
2910701,48.71,51.29
2910727,93.23,6.77
2910750,39.18,60.82
2910776,52.44,47.56
2910800,91.73,8.27
2910859,53.89,46.11
2910909,80.55,19.45
2911006,68.88,31.12
2911105,60.58,39.42
2911204,81.91,18.09
2911253,55.65,44.35
2911303,50.37,49.63
2911402,18.75,81.25
2911501,64.11,35.89
2911600,37.43,62.57
2911659,19.95,80.05
2911709,79.36,20.64
2911808,47.03,52.97
2911857,41.15,58.85
2911907,78.36,21.64
2912004,46.77,53.23
2912103,73.69,26.31
2912202,63.42,36.58
2912301,75.79,24.21
2912400,59.08,40.92
2912509,36.38,63.62
2912608,50.58,49.42
2912707,27.27,72.73
2912806,56.96,43.04
2912905,83.1,16.9
2913002,22.16,77.84
2913101,46.74,53.26
2913200,76.7,23.3
2913309,64.03,35.97
2913408,51.72,48.28
2913457,32.04,67.96
2913507,56.72,43.28
2913606,84.28,15.72
2913705,43.06,56.94
2913804,17.2,82.8
2913903,90.98,9.02
2914000,48.88,51.12
2914109,64.39,35.61
2914208,46.74,53.26
2914307,44.81,55.19
2914406,29.9,70.1
2914505,40.95,59.05
2914604,92.2,7.8
2914653,75.32,24.68
2914703,78.67,21.33
2914802,97.6,2.4
2914901,56.1,43.9
2915007,41.6,58.4
2915106,78.23,21.77
2915205,63,37
2915304,79.45,20.55
2915353,19.67,80.33
2915403,80.18,19.82
2915502,79.88,20.12
2915601,78.94,21.06
2915700,73.88,26.12
2915809,85.31,14.69
2915908,30.63,69.37
2916005,70.27,29.73
2916104,100,0
2916203,65.3,34.7
2916302,78.78,21.22
2916401,97.07,2.93
2916500,20.69,79.31
2916609,74.37,25.63
2916708,60.02,39.98
2916807,82.54,17.46
2916856,69.63,30.37
2916906,75.05,24.95
2917003,26.86,73.14
2917102,90.89,9.11
2917201,36.24,63.76
2917300,72.4,27.6
2917334,48.48,51.52
2917359,33.88,66.12
2917409,36.06,63.94
2917508,70.5,29.5
2917607,76.16,23.84
2917706,54.75,45.25
2917805,32.17,67.83
2917904,59.5,40.5
2918001,91.79,8.21
2918100,46.28,53.72
2918209,39.53,60.47
2918308,65.6,34.4
2918357,60.18,39.82
2918407,81.21,18.79
2918456,22.27,77.73
2918506,66.78,33.22
2918555,75.32,24.68
2918605,38.2,61.8
2918704,53.93,46.07
2918753,20.15,79.85
2918803,27.39,72.61
2918902,55.61,44.39
2919009,31.63,68.37
2919058,62,38
2919108,21.81,78.19
2919157,39.19,60.81
2919207,100,0
2919306,77.52,22.48
2919405,50.79,49.21
2919504,48.09,51.91
2919553,91.31,8.69
2919603,61.19,38.81
2919702,79.79,20.21
2919801,32.75,67.25
2919900,35.43,64.57
2919926,97,3
2919959,40.03,59.97
2920007,78.75,21.25
2920106,57.51,42.49
2920205,40.96,59.04
2920304,38.19,61.81
2920403,51.15,48.85
2920452,37.98,62.02
2920502,71.94,28.06
2920601,58.61,41.39
2920700,18.64,81.36
2920809,50.59,49.41
2920908,79.77,20.23
2921005,74.22,25.78
2921054,31.16,68.84
2921104,79.15,20.85
2921203,60.68,39.32
2921302,75.58,24.42
2921401,48.4,51.6
2921450,17.22,82.78
2921500,16.9,83.1
2921609,66.88,33.12
2921708,57.64,42.36
2921807,47.18,52.82
2921906,39.64,60.36
2922003,76.31,23.69
2922052,48.32,51.68
2922102,55.6,44.4
2922201,46.39,53.61
2922250,12.49,87.51
2922300,62.42,37.58
2922409,45.03,54.97
2922508,83.83,16.17
2922607,24.78,75.22
2922656,31.7,68.3
2922706,41,59
2922730,66.75,33.25
2922755,42.22,57.78
2922805,36.52,63.48
2922854,65.19,34.81
2922904,48.6,51.4
2923001,86.95,13.05
2923035,32.84,67.16
2923050,49.85,50.15
2923100,51.21,48.79
2923209,30.16,69.84
2923308,33.29,66.71
2923357,38.61,61.39
2923407,47.33,52.67
2923506,62.29,37.71
2923605,47.75,52.25
2923704,36.96,63.04
2923803,34.32,65.68
2923902,68.02,31.98
2924009,86.17,13.83
2924058,37.62,62.38
2924108,24.96,75.04
2924207,16.39,83.61
2924306,42.33,57.67
2924405,33.56,66.44
2924504,27.64,72.36
2924603,55.85,44.15
2924652,56.47,43.53
2924678,37.65,62.35
2924702,48.98,51.02
2924801,67.69,32.31
2924900,41.26,58.74
2925006,60.74,39.26
2925105,77.54,22.46
2925204,85.82,14.18
2925253,53.39,46.61
2925303,82,18
2925402,67.32,32.68
2925501,56.01,43.99
2925600,65.86,34.14
2925709,30.75,69.25
2925758,40.13,59.87
2925808,50.78,49.22
2925907,23.42,76.58
2925931,38.34,61.66
2925956,29.95,70.05
2926004,60.25,39.75
2926103,55.76,44.24
2926202,48.98,51.02
2926301,59.87,40.13
2926400,42.72,57.28
2926509,13.46,86.54
2926608,62.62,37.38
2926657,54.02,45.98
2926707,48.5,51.5
2926806,40.45,59.55
2926905,44.19,55.81
2927002,62.72,37.28
2927101,84.12,15.88
2927200,73.92,26.08
2927309,44.29,55.71
2927408,99.97,0.03
2927507,45.47,54.53
2927606,37.26,62.74
2927705,72.35,27.65
2927804,76.07,23.93
2927903,91.81,8.19
2928000,61.45,38.55
2928059,60.49,39.51
2928109,59.08,40.92
2928208,54.48,45.52
2928307,19.19,80.81
2928406,56.79,43.21
2928505,24.19,75.81
2928604,77.45,22.55
2928703,87.16,12.84
2928802,57.83,42.17
2928901,31.21,68.79
2928950,64.12,35.88
2929008,65.72,34.28
2929057,81.14,18.86
2929107,48.36,51.64
2929206,82.55,17.45
2929255,56.95,43.05
2929305,49.59,50.41
2929354,90.32,9.68
2929370,68.67,31.33
2929404,32.26,67.74
2929503,78.55,21.45
2929602,48.74,51.26
2929701,22.84,77.16
2929750,97.74,2.26
2929800,56.11,43.89
2929909,48.51,51.49
2930006,39.38,60.62
2930105,77.35,22.65
2930154,19.83,80.17
2930204,57.92,42.08
2930303,33.14,66.86
2930402,44.93,55.07
2930501,61.47,38.53
2930600,58.97,41.03
2930709,89.63,10.37
2930758,56.98,43.02
2930766,41.07,58.93
2930774,90.92,9.08
2930808,37.98,62.02
2930907,34.4,65.6
2931004,41.42,58.58
2931053,45.37,54.63
2931103,71.32,28.68
2931202,46.54,53.46
2931301,77.4,22.6
2931350,93.44,6.56
2931400,80.32,19.68
2931509,31.15,68.85
2931608,34.16,65.84
2931707,89.73,10.27
2931806,23.13,76.87
2931905,41.89,58.11
2932002,44.29,55.71
2932101,44.67,55.33
2932200,85.05,14.95
2932309,71.79,28.21
2932408,61,39
2932457,44.18,55.82
2932507,62.34,37.66
2932606,36.07,63.93
2932705,79.54,20.46
2932804,70.49,29.51
2932903,72.59,27.41
2933000,54.91,45.09
2933059,47.01,52.99
2933109,66.84,33.16
2933158,65.42,34.58
2933174,36.93,63.07
2933208,93.82,6.18
2933257,20.28,79.72
2933307,89.53,10.47
2933406,72.16,27.84
2933455,47.08,52.92
2933505,33.85,66.15
2933604,71.46,28.54
3100104,62.49,37.51
3100203,86.84,13.16
3100302,54.7,45.3
3100401,65.13,34.87
3100500,46.76,53.24
3100609,46.3,53.7
3100708,75.06,24.94
3100807,57.84,42.16
3100906,77.48,22.52
3101003,70.28,29.72
3101102,78.93,21.07
3101201,50.68,49.32
3101300,40.97,59.03
3101409,69.07,30.93
3101508,93.36,6.64
3101607,93.77,6.23
3101631,66.35,33.65
3101706,81.88,18.12
3101805,78.92,21.08
3101904,81.08,18.92
3102001,72.92,27.08
3102050,74.83,25.17
3102100,41.7,58.3
3102209,47.68,52.32
3102308,74.92,25.08
3102407,40.89,59.11
3102506,52.29,47.71
3102605,75.17,24.83
3102704,49.79,50.21
3102803,80.59,19.41
3102852,50.43,49.57
3102902,70.42,29.58
3103009,48.84,51.16
3103108,60.02,39.98
3103207,79.49,20.51
3103306,79.74,20.26
3103405,65.07,34.93
3103504,93.43,6.57
3103603,93.27,6.73
3103702,37.3,62.7
3103751,96,4
3103801,75.24,24.76
3103900,86.41,13.59
3104007,98.52,1.48
3104106,86.01,13.99
3104205,92.8,7.2
3104304,83.93,16.07
3104403,75.56,24.44
3104452,35.53,64.47
3104502,61.41,38.59
3104601,91.06,8.94
3104700,49.8,50.2
3104809,58.95,41.05
3104908,72.36,27.64
3105004,64.03,35.97
3105103,85,15
3105202,47.66,52.34
3105301,91.23,8.77
3105400,90.66,9.34
3105509,71.98,28.02
3105608,91.51,8.49
3105707,37.65,62.35
3105905,96.84,3.16
3106002,93.74,6.26
3106101,32.3,67.7
3106200,100,0
3106309,84.12,15.88
3106408,43.72,56.28
3106507,31.61,68.39
3106606,60.72,39.28
3106655,56.86,43.14
3106705,99.27,0.73
3106804,39.52,60.48
3106903,94.9,5.1
3107000,62.32,37.68
3107109,83.58,16.42
3107208,47.85,52.15
3107307,78.45,21.55
3107406,94.17,5.83
3107505,85.77,14.23
3107604,72.68,27.32
3107703,45.82,54.18
3107802,65.24,34.76
3107901,54.31,45.69
3108008,82.32,17.68
3108107,48.87,51.13
3108206,70.54,29.46
3108255,22.84,77.16
3108305,80.14,19.86
3108404,76.18,23.82
3108503,53.41,46.59
