"city_code","pop.urban","pop.rural"
3108552,86.97,13.03
3108602,66.24,33.76
3108701,47.94,52.06
3108800,31.67,68.33
3108909,53.82,46.18
3109006,84.31,15.69
3109105,52.09,47.91
3109204,75.47,24.53
3109253,38.35,61.65
3109303,70.81,29.19
3109402,87.77,12.23
3109451,82.09,17.91
3109501,55.18,44.82
3109600,96.55,3.45
3109709,64.02,35.98
3109808,88.82,11.18
3109907,82.1,17.9
3110004,86.96,13.04
3110103,52.7,47.3
3110202,51.79,48.21
3110301,56.77,43.23
3110400,46.23,53.77
3110509,73.38,26.62
3110608,84.41,15.59
3110707,82.98,17.02
3110806,74.38,25.62
3110905,86.35,13.65
3111002,52.98,47.02
3111101,74.69,25.31
3111150,42.1,57.9
3111200,94.34,5.66
3111309,87.65,12.35
3111408,75.81,24.19
3111507,90.9,9.1
3111606,69.41,30.59
3111705,40.17,59.83
3111804,89.57,10.43
3111903,72.79,27.21
3112000,69.93,30.07
3112059,59.09,40.91
3112109,38.51,61.49
3112208,44.84,55.16
3112307,71.12,28.88
3112406,83.5,16.5
3112505,91.09,8.91
3112604,93.54,6.46
3112653,72.55,27.45
3112703,81.09,18.91
3112802,79.46,20.54
3112901,41.85,58.15
3113008,32.18,67.82
3113107,35.77,64.23
3113206,77.98,22.02
3113305,80.69,19.31
3113404,82.68,17.32
3113503,73.66,26.34
3113602,74.66,25.34
3113701,64.6,35.4
3113800,53.6,46.4
3113909,75.75,24.25
3114006,78.8,21.2
3114105,74.1,25.9
3114204,86.65,13.35
3114303,84.75,15.25
3114402,70.31,29.69
3114501,69.34,30.66
3114550,73.65,26.35
3114600,66.16,33.84
3114709,73.6,26.4
3114808,53.49,46.51
3114907,50,50
3115003,62.86,37.14
3115102,81.67,18.33
3115201,70.64,29.36
3115300,95.89,4.11
3115359,87.49,12.51
3115409,41.28,58.72
3115458,25.22,74.78
3115474,58.37,41.63
3115508,97.91,2.09
3115607,85.37,14.63
3115706,82.6,17.4
3115805,90.73,9.27
3115904,68.16,31.84
3116001,49.32,50.68
3116100,37.49,62.51
3116159,53.32,46.68
3116209,53.36,46.64
3116308,46.04,53.96
3116407,55.7,44.3
3116506,67.54,32.46
3116605,81.17,18.83
3116704,73.09,26.91
3116803,42.27,57.73
3116902,50.74,49.26
3117009,42.75,57.25
3117108,63.13,36.87
3117207,54.89,45.11
3117306,90.61,9.39
3117405,34.18,65.82
3117504,68.51,31.49
3117603,39.07,60.93
3117702,88.45,11.55
3117801,78.2,21.8
3117836,26.97,73.03
3117876,100,0
3117900,74.08,25.92
3118007,97.36,2.64
3118106,52.56,47.44
3118205,86.9,13.1
3118304,95.5,4.5
3118403,79.13,20.87
3118502,55.01,44.99
3118601,99.66,0.34
3118700,70.92,29.08
3118809,56.72,43.28
3118908,68.78,31.22
3119005,80.26,19.74
3119104,88.63,11.37
3119203,50.45,49.55
3119302,78.65,21.35
3119401,98.75,1.25
3119500,73.41,26.59
3119609,71.91,28.09
3119708,54.53,45.47
3119807,61.57,38.43
3119906,54.93,45.07
3119955,76.51,23.49
3120003,65.17,34.83
3120102,91.22,8.78
3120151,57.7,42.3
3120201,78.37,21.63
3120300,52.65,47.35
3120409,83,17
3120508,58.33,41.67
3120607,62.62,37.38
3120706,85.43,14.57
3120805,91.06,8.94
3120839,83.01,16.99
3120870,84.44,15.56
3120904,90.79,9.21
3121001,59.26,40.74
3121100,37.95,62.05
3121209,70.95,29.05
3121258,93.76,6.24
3121308,85.34,14.66
3121407,51.36,48.64
3121506,46.1,53.9
3121605,87.32,12.68
3121704,28.56,71.44
3121803,81.99,18.01
3121902,66.05,33.95
3122009,56.43,43.57
3122108,83.21,16.79
3122207,82,18
3122306,97.42,2.58
3122355,96.75,3.25
3122405,80.84,19.16
3122454,71.35,28.65
3122470,53.8,46.2
3122504,88.44,11.56
3122603,64.43,35.57
3122702,78.1,21.9
3122801,33.33,66.67
3122900,85.54,14.46
3123007,90.95,9.05
3123106,31.05,68.95
3123205,91.55,8.45
3123304,45.5,54.5
3123403,78.61,21.39
3123502,66.97,33.03
3123528,47.78,52.22
3123601,80.79,19.21
3123700,80.98,19.02
3123809,66.69,33.31
3123858,75.15,24.85
3123908,69.36,30.64
3124005,52.77,47.23
3124104,93.27,6.73
3124203,62.01,37.99
3124302,57.93,42.07
3124401,38,62
3124500,45.17,54.83
3124609,72.11,27.89
3124708,78.98,21.02
3124807,81.35,18.65
3124906,70.26,29.74
3125002,92.17,7.83
3125101,90.99,9.01
3125200,64.47,35.53
3125309,69.08,30.92
3125408,43.35,56.65
3125507,63.94,36.06
3125606,73.99,26.01
3125705,77.35,22.65
3125804,66.53,33.47
3125903,46.98,53.02
3125952,46.03,53.97
3126000,83.39,16.61
3126109,91.34,8.66
3126208,63.26,36.74
3126307,71.03,28.97
3126406,68.95,31.05
3126505,31.14,68.86
3126604,65.74,34.26
3126703,59.8,40.2
3126752,41.34,58.66
3126802,32.59,67.41
3126901,75.83,24.17
3126950,18.56,81.44
3127008,93.26,6.74
3127057,64.82,35.18
3127073,34.28,65.72
3127107,86.2,13.8
3127206,52.63,47.37
3127305,81.89,18.11
3127339,27.5,72.5
3127354,35.38,64.62
3127370,81,19
3127388,81.14,18.86
3127404,27.58,72.42
3127503,54.67,45.33
3127602,70.45,29.55
3127701,96.06,3.94
3127800,35.88,64.12
3127909,85.43,14.57
3128006,81.32,18.68
3128105,51.72,48.28
3128204,31.48,68.52
3128253,64.12,35.88
3128303,89.96,10.04
3128402,79.23,20.77
3128501,88.75,11.25
3128600,56.18,43.82
3128709,94.03,5.97
3128808,72.15,27.85
3128907,81.54,18.46
3129004,48.52,51.48
3129103,43.87,56.13
3129202,72.37,27.63
3129301,69.45,30.55
3129400,68.65,31.35
3129509,84.62,15.38
3129608,76.59,23.41
3129657,50.74,49.26
3129707,67.41,32.59
3129806,99.77,0.23
3129905,70.08,29.92
3130002,86.71,13.29
3130051,27.79,72.21
3130101,93.72,6.28
3130200,82.87,17.13
3130309,83.63,16.37
3130408,95.66,4.34
3130507,79.18,20.82
3130556,31.85,68.15
3130606,53.24,46.76
3130655,37.41,62.59
3130705,65.53,34.47
3130804,62,38
3130903,57.6,42.4
3131000,73.02,26.98
3131109,70.54,29.46
3131158,89.94,10.06
3131208,78.15,21.85
3131307,98.96,1.04
3131406,91.09,8.91
3131505,78.23,21.77
3131604,79.76,20.24
3131703,93.2,6.8
3131802,78.28,21.72
3131901,95.86,4.14
3132008,20.17,79.83
3132107,77.87,22.13
3132206,77,23
3132305,41.9,58.1
3132404,91.29,8.71
3132503,68.34,31.66
3132602,78.7,21.3
3132701,66.29,33.71
3132800,39.77,60.23
3132909,74.97,25.03
3133006,68.64,31.36
3133105,84.13,15.87
3133204,72.93,27.07
3133303,75.13,24.87
3133402,69.99,30.01
3133501,77.2,22.8
3133600,52.07,47.93
3133709,62.66,37.34
3133758,97.44,2.56
3133808,94.14,5.86
3133907,44.23,55.77
3134004,45.49,54.51
3134103,56.59,43.41
3134202,95.84,4.16
3134301,76.62,23.38
3134400,94.61,5.39
3134509,70.43,29.57
3134608,62.68,37.32
3134707,75.8,24.2
3134806,60.92,39.08
3134905,83.77,16.23
3135001,71.51,28.49
3135050,52.51,47.49
3135076,64.89,35.11
3135100,90.67,9.33
3135209,62.64,37.36
3135308,64.74,35.26
3135357,36.76,63.24
3135407,55.38,44.62
3135456,40.51,59.49
3135506,56.76,43.24
3135605,68.76,31.24
3135704,38.07,61.93
3135803,70.7,29.3
3135902,64.89,35.11
3136009,68.76,31.24
3136108,38.01,61.99
3136207,99.55,0.45
3136306,81.22,18.78
3136405,58.68,41.32
3136504,69.94,30.06
3136520,24.99,75.01
3136553,35.83,64.17
3136579,53.53,46.47
3136603,51.7,48.3
3136652,98.31,1.69
3136702,98.86,1.14
3136801,55.24,44.76
3136900,48.86,51.14
3136959,76.94,23.06
3137007,25.36,74.64
3137106,67.47,32.53
3137205,97.73,2.27
3137304,72.88,27.12
3137403,56.21,43.79
3137502,75.56,24.44
3137536,74.24,25.76
3137601,93.2,6.8
3137700,62.47,37.53
3137809,71.78,28.22
3137908,43.77,56.23
3138005,73.29,26.71
3138104,59.87,40.13
3138203,95.29,4.71
3138302,67.15,32.85
3138351,36.66,63.34
3138401,89.39,10.61
3138500,72.37,27.63
3138609,76.56,23.44
3138625,72.82,27.18
3138658,67.05,32.95
3138674,29.45,70.55
3138682,46.7,53.3
3138708,76.84,23.16
3138807,89.84,10.16
3138906,82.41,17.59
3139003,82.89,17.11
3139102,76.1,23.9
3139201,62.94,37.06
3139250,44.49,55.51
3139300,69.89,30.11
3139409,81.48,18.52
3139508,79.71,20.29
3139607,78.41,21.59
3139706,68.35,31.65
3139805,91.5,8.5
3139904,58.97,41.03
3140001,88.02,11.98
3140100,81.13,18.87
3140159,94.44,5.56
3140209,81.28,18.72
3140308,70.89,29.11
3140407,52.46,47.54
3140506,87.3,12.7
3140530,40.81,59.19
3140555,81.13,18.87
3140605,43.76,56.24
3140704,88.59,11.41
3140803,96.35,3.65
3140852,51.47,48.53
3140902,78.42,21.58
3141009,74.57,25.43
3141108,90.94,9.06
3141207,71.6,28.4
3141306,56.56,43.44
3141405,71.78,28.22
3141504,54.57,45.43
3141603,69.98,30.02
3141702,62.93,37.07
3141801,40.87,59.13
3141900,88.44,11.56
3142007,76.89,23.11
3142106,55.32,44.68
3142205,75.34,24.66
3142254,23.72,76.28
3142304,38.15,61.85
3142403,85.94,14.06
3142502,59.45,40.55
3142601,75.15,24.85
3142700,64.55,35.45
3142809,73.94,26.06
3142908,56.46,43.54
3143005,69.35,30.65
3143104,87.61,12.39
3143153,36.51,63.49
3143203,77.34,22.66
3143302,95.17,4.83
3143401,76.72,23.28
3143450,41.25,58.75
3143500,78.22,21.78
3143609,57.22,42.78
3143708,75.93,24.07
3143807,53.04,46.96
3143906,92.52,7.48
3144003,51.72,48.28
3144102,76.99,23.01
3144201,62.75,37.25
3144300,90.09,9.91
3144359,94.01,5.99
3144375,75.34,24.66
3144409,59.25,40.75
3144508,76.01,23.99
3144607,77.47,22.53
3144656,26.72,73.28
3144672,36.12,63.88
3144706,87.97,12.03
3144805,97.82,2.18
3144904,61.42,38.58
3145000,85.79,14.21
3145059,55,45
3145109,57.62,42.38
3145208,94.57,5.43
3145307,34.25,65.75
3145356,42.76,57.24
3145372,34.6,65.4
3145406,46.41,53.59
3145455,54.41,45.59
3145505,88.79,11.21
3145604,89.15,10.85
3145703,55.44,44.56
3145802,49.72,50.28
3145851,72.13,27.87
3145877,30.49,69.51
3145901,89.63,10.37
3146008,75.28,24.72
3146107,86.97,13.03
3146206,60.32,39.68
3146255,59.34,40.66
3146305,61.12,38.88
3146404,77.69,22.31
3146503,82.46,17.54
3146552,29.47,70.53
3146602,78.24,21.76
3146701,78.27,21.73
3146750,64.75,35.25
3146909,84.09,15.91
3147006,87.08,12.92
3147105,94.52,5.48
3147204,82.39,17.61
3147303,82.86,17.14
3147402,87.15,12.85
3147501,57.3,42.7
3147600,76.92,23.08
3147709,77.89,22.11
3147808,62.77,37.23
3147907,94.89,5.11
3147956,41.24,58.76
3148004,92.08,7.92
3148103,88.22,11.78
3148202,81.48,18.52
3148301,53.24,46.76
3148400,46.83,53.17
3148509,60.59,39.41
3148608,52.71,47.29
3148707,88.12,11.88
3148756,27.08,72.92
3148806,65.14,34.86
3148905,52.98,47.02
3149002,59.38,40.62
3149101,48.51,51.49
3149150,61.35,38.65
3149200,83.87,16.13
3149309,85.11,14.89
3149408,54.06,45.94
3149507,92.13,7.87
3149606,72.45,27.55
3149705,88.22,11.78
3149804,68.97,31.03
3149903,88.5,11.5
3149952,75.17,24.83
3150000,78.95,21.05
3150109,58.78,41.22
3150158,64.73,35.27
3150208,78.24,21.76
3150307,73.84,26.16
3150406,45.74,54.26
3150505,84.32,15.68
3150539,91.29,8.71
3150570,35.11,64.89
3150604,47.36,52.64
3150703,88.72,11.28
3150802,34.58,65.42
3150901,33.97,66.03
3151008,61.79,38.21
3151107,87.82,12.18
3151206,98.16,1.84
3151305,81.15,18.85
3151404,89.38,10.62
3151503,89.59,10.41
3151602,97.18,2.82
3151701,58.16,41.84
3151800,97.56,2.44
3151909,60.08,39.92
3152006,88.44,11.56
3152105,89.19,10.81
3152131,65.08,34.92
3152170,35.53,64.47
3152204,51.39,48.61
3152303,46.38,53.62
3152402,59.6,40.4
3152501,91.56,8.44
3152600,58.88,41.12
3152709,70.74,29.26
3152808,75.11,24.89
3152907,88.49,11.51
3153004,53.87,46.13
3153103,29.66,70.34
3153202,47.24,52.76
3153301,68.16,31.84
3153400,70.79,29.21
3153509,51.7,48.3
3153608,96.09,3.91
3153707,83.74,16.26
3153806,45.51,54.49
3153905,94.85,5.15
3154002,65.01,34.99
3154101,88.1,11.9
3154150,55.53,44.47
3154200,80.42,19.58
3154309,75.09,24.91
3154408,64.17,35.83
3154457,55.39,44.61
3154507,48.07,51.93
3154606,99.27,0.73
3154705,92.6,7.4
3154804,87.39,12.61
3154903,79.81,20.19
3155009,67.06,32.94
3155108,52.33,47.67
3155207,39.59,60.41
3155306,53.26,46.74
3155405,86.54,13.46
3155504,61.32,38.68
3155603,40.18,59.82
3155702,79.67,20.33
3155801,84.48,15.52
3155900,84.11,15.89
3156007,40.17,59.83
3156106,69.18,30.82
3156205,90.45,9.55
3156304,80.91,19.09
3156403,75.5,24.5
3156452,54.06,45.94
3156502,32.37,67.63
3156601,77.66,22.34
3156700,97.48,2.52
3156809,64.54,35.46
3156908,80.66,19.34
3157005,78.4,21.6
3157104,83.82,16.18
3157203,88.94,11.06
3157252,51.73,48.27
3157278,57.75,42.25
3157302,47.86,52.14
3157336,100,0
3157377,26.18,73.82
3157401,34.66,65.34
3157500,66.37,33.63
3157609,57.74,42.26
3157658,62.25,37.75
3157708,86.4,13.6
3157807,99.72,0.28
3157906,50.8,49.2
3158003,60.05,39.95
3158102,70.82,29.18
3158201,74.48,25.52
3158300,72.99,27.01
3158409,80.54,19.46
3158508,41.59,58.41
3158607,36.37,63.63
3158706,73.95,26.05
3158805,96.11,3.89
3158904,48.26,51.74
3158953,92.61,7.39
3159001,56.65,43.35
3159100,59.97,40.03
3159209,62.65,37.35
3159308,75.19,24.81
3159357,72.92,27.08
3159407,62.32,37.68
3159506,40.55,59.45
3159605,85.97,14.03
3159704,61.2,38.8
3159803,82.29,17.71
3159902,87.56,12.44
3160009,67.18,32.82
3160108,82.37,17.63
3160207,29.75,70.25
3160306,54,46
3160405,85.44,14.56
3160454,22.86,77.14
3160504,49.97,50.03
3160603,69.46,30.54
3160702,89.27,10.73
3160801,92.59,7.41
3160900,89.07,10.93
3160959,47.67,52.33
3161007,60.52,39.48
3161056,61.77,38.23
3161106,63.54,36.46
3161205,71.74,28.26
3161304,75,25
3161403,60.49,39.51
3161502,70.84,29.16
3161601,24.01,75.99
3161650,69.99,30.01
3161700,66.54,33.46
3161809,76.55,23.45
3161908,47.55,52.45
3162005,82.58,17.42
3162104,94.48,5.53
3162203,81.41,18.59
3162252,52.3,47.7
3162302,64.15,35.85
3162401,34.14,65.86
3162450,20.88,79.12
3162500,94.54,5.46
3162559,46.91,53.09
3162575,55.99,44.01
3162609,80.33,19.67
3162658,47.32,52.68
3162708,45.86,54.14
3162807,64.99,35.01
3162906,95.12,4.88
3162922,72.83,27.17
3162948,72.2,27.8
3162955,57.58,42.42
3163003,72.27,27.73
3163102,56.5,43.5
3163201,72.6,27.4
3163300,71.07,28.93
3163409,65.45,34.55
3163508,30.61,69.39
3163607,55.9,44.1
3163706,100,0
3163805,55.41,44.59
3163904,55.18,44.82
3164001,81.18,18.82
3164100,41.33,58.67
3164209,62.95,37.05
3164308,63.15,36.85
3164407,58.39,41.61
3164431,57.29,42.71
3164472,73.36,26.64
3164506,30.53,69.47
3164605,55.93,44.07
3164704,92.26,7.74
3164803,54.31,45.69
3164902,62.61,37.39
3165008,80.21,19.79
3165107,77.85,22.15
3165206,57.96,42.04
3165305,84.76,15.24
3165404,60.62,39.38
3165503,35.7,64.3
3165537,98.89,1.11
3165552,25.74,74.26
3165560,52.93,47.07
3165578,59.42,40.58
3165602,76.06,23.94
3165701,64.77,35.23
3165800,36.56,63.44
3165909,39.42,60.58
3166006,57.29,42.71
3166105,36.77,63.23
3166204,33.64,66.36
3166303,52.16,47.84
3166402,82.9,17.1
3166501,40.52,59.48
3166600,64.66,35.34
3166709,80.53,19.47
3166808,73.51,26.49
3166907,87.19,12.81
3166956,39.05,60.95
3167004,77.34,22.66
3167103,61.89,38.11
3167202,97.57,2.43
3167301,65.19,34.81
3167400,60.48,39.52
3167509,58.97,41.03
3167608,38.78,61.22
3167707,70.82,29.18
3167806,66.26,33.74
3167905,66.22,33.78
3168002,81.06,18.94
3168051,44.79,55.21
3168101,66.73,33.27
3168200,57.93,42.07
3168309,46.26,53.74
3168408,56.1,43.9
3168507,67.13,32.87
3168606,81.69,18.31
3168705,99.87,0.13
3168804,77.23,22.77
3168903,69.72,30.28
3169000,81.58,18.42
3169059,25.77,74.23
3169109,37.99,62.01
3169208,80.2,19.8
3169307,90.46,9.54
3169356,94.78,5.22
3169406,85.93,14.07
3169505,68.7,31.3
3169604,91.13,8.87
3169703,71.59,28.41
3169802,62.47,37.53
3169901,96.18,3.82
3170008,48.5,51.5
3170057,53.44,46.56
3170107,97.77,2.23
3170206,97.23,2.77
3170305,57.6,42.4
3170404,80.36,19.64
3170438,61.7,38.3
3170479,56.2,43.8
3170503,77.21,22.79
3170529,45.32,54.68
3170578,73.84,26.16
3170602,52.8,47.2
3170651,51.15,48.85
3170701,96.73,3.27
3170750,82.94,17.06
3170800,87.44,12.56
3170909,46.58,53.42
3171006,80.71,19.29
3171030,57.06,42.94
3171071,67.92,32.08
3171105,58.48,41.52
3171154,39.5,60.5
3171204,100,0
3171303,93.19,6.81
3171402,49.66,50.34
3171501,90.8,9.2
3171600,50.22,49.78
3171709,45.65,54.35
3171808,58.72,41.28
3171907,60.13,39.87
3172004,82.71,17.29
3172103,74.99,25.01
3172202,49.75,50.25
3200102,51,49
3200136,32.05,67.95
3200169,56.91,43.09
3200201,69.92,30.08
3200300,46.9,53.1
3200359,58.17,41.83
3200409,75.98,24.02
3200508,69.37,30.63
3200607,87.31,12.69
3200706,62.09,37.91
3200805,77.41,22.59
3200904,64.84,35.16
3201001,72.11,27.89
3201100,91.8,8.2
3201159,28.67,71.33
3201209,91.42,8.58
3201308,96.82,3.18
3201407,62.79,37.21
3201506,88.02,11.98
3201605,79.35,20.65
3201704,50.49,49.51
3201803,38.57,61.43
3201902,24.31,75.69
3202009,55.45,44.55
3202108,63.67,36.33
3202207,84.45,15.55
3202256,38.88,61.12
3202306,80.43,19.57
3202405,95.48,4.52
3202454,59.81,40.19
3202504,75.74,24.26
3202553,35.47,64.53
3202603,58.11,41.89
3202652,37.85,62.15
3202702,56.98,43.02
3202801,62.38,37.62
3202900,37.63,62.37
3203007,57.16,42.84
3203056,60.92,39.08
3203106,78.45,21.55
3203130,80.66,19.34
3203163,32.59,67.41
3203205,86.03,13.97
3203304,63.52,36.48
3203320,80.88,19.12
3203346,52.03,47.97
3203353,50.85,49.15
3203403,62.67,37.33
3203502,75.76,24.24
3203601,63.48,36.52
3203700,47.13,52.87
3203809,64.66,35.34
3203908,66.98,33.02
3204005,46.87,53.13
3204054,92.68,7.32
3204104,78.33,21.67
3204203,96.28,3.72
3204252,80.07,19.93
3204302,33.35,66.65
3204351,38.72,61.28
3204401,52.5,47.5
3204500,22.48,77.52
3204559,34.52,65.48
3204609,53.92,46.08
3204658,42.96,57.04
3204708,76.35,23.65
3204807,80.23,19.77
3204906,77.54,22.46
3204955,49.53,50.47
3205002,99.3,0.7
3205010,70.77,29.23
3205036,35.14,64.86
3205069,72.43,27.57
3205101,91.74,8.26
3205150,34.57,65.43
3205176,36.46,63.54
3205200,99.51,0.49
3205309,100,0
3300100,96.28,3.72
3300159,86.93,13.07
3300209,95.07,4.93
3300225,86.87,13.13
3300233,100,0
3300258,100,0
3300308,96.97,3.03
3300407,99.11,0.89
3300456,100,0
3300506,60.26,39.74
3300605,84.51,15.49
3300704,75.44,24.56
3300803,86.5,13.5
3300902,76.16,23.84
3300936,78.91,21.09
3300951,96.11,3.89
3301009,90.29,9.71
3301108,70.71,29.29
3301157,69.5,30.5
3301207,77.26,22.74
3301306,80.69,19.31
3301405,86.45,13.55
3301504,97.22,2.78
3301603,70.78,29.22
3301702,99.66,0.34
3301801,71.94,28.06
3301850,96.71,3.29
3301876,100,0
3301900,98.77,1.23
3302007,95.52,4.48
3302056,72.83,27.17
3302106,75.66,24.34
3302205,92.2,7.8
3302254,96.63,3.37
3302270,100,0
3302304,75.29,24.71
3302403,98.13,1.87
3302452,87.17,12.83
3302502,94.68,5.32
3302601,88.11,11.89
3302700,98.38,1.62
3302809,98.7,1.3
3302858,100,0
3302908,87.25,12.75
3303005,92.17,7.83
3303104,79.87,20.13
3303203,100,0
3303302,100,0
3303401,87.53,12.47
3303500,98.91,1.09
3303609,88.54,11.46
3303708,88,12
3303807,73.77,26.23
3303856,70.51,29.49
3303906,95.06,4.94
3303955,89.84,10.16
3304003,79.18,20.82
3304102,78.21,21.79
3304110,99.43,0.57
3304128,94.03,5.97
3304144,100,0
3304151,64.2,35.8
3304201,93.79,6.21
3304300,74.27,25.73
3304409,79.02,20.98
3304508,69.61,30.39
3304524,94.54,5.46
3304557,100,0
3304607,57.48,42.52
3304706,76.62,23.38
3304755,51,49
3304805,79.05,20.95
3304904,99.93,0.07
3305000,78.46,21.54
3305109,100,0
3305133,44.24,55.76
3305158,44.48,55.52
3305208,93.48,6.52
3305307,51.85,48.15
3305406,75.74,24.26
3305505,94.91,5.09
3305554,82.22,17.78
3305604,75.51,24.49
3305703,36.51,63.49
3305752,89.25,10.75
3305802,89.3,10.7
3305901,46.46,53.54
3306008,97.07,2.93
3306107,86.61,13.39
3306156,61.11,38.89
3306206,67.42,32.58
3306305,99.95,0.05
3500105,94.53,5.47
3500204,89.96,10.04
3500303,90.21,9.79
3500402,89.28,10.72
3500501,99.1,0.9
3500550,76.04,23.96
3500600,100,0
3500709,95.57,4.43
3500758,75.18,24.82
3500808,83.65,16.35
3500907,79.21,20.79
3501004,87.37,12.63
3501103,78.84,21.16
3501152,83.87,16.13
3501202,67.95,32.05
3501301,90.09,9.91
3501400,63.48,36.52
3501509,89.77,10.23
3501608,99.53,0.47
3501707,99.24,0.76
3501806,83.91,16.09
3501905,78.71,21.29
3502002,79.39,20.61
3502101,93.34,6.66
3502200,71.83,28.17
3502309,75.55,24.45
3502408,81.84,18.16
3502507,98.55,1.45
3502606,81.91,18.09
3502705,72.32,27.68
3502754,100,0
3502804,98.07,1.93
3502903,68.74,31.26
3503000,93.48,6.52
3503109,75.36,24.64
3503158,75.21,24.79
3503208,97.16,2.84
3503307,94.62,5.38
3503356,56.99,43.01
3503406,78.77,21.23
3503505,67.05,32.95
3503604,88.86,11.14
3503703,94.7,5.3
3503802,90.54,9.46
3503901,96.01,3.99
3503950,69.49,30.51
3504008,95.64,4.36
3504107,91.02,8.98
3504206,91.17,8.83
3504305,67.15,32.85
3504404,84.55,15.45
3504503,95.73,4.27
3504602,93.54,6.46
3504701,32.17,67.83
3504800,91.59,8.41
3504909,79.79,20.21
3505005,61.39,38.61
3505104,84.56,15.44
3505203,94.88,5.12
3505302,97.9,2.1
3505351,29.44,70.56
3505401,41.07,58.93
3505500,96.95,3.05
3505609,98.89,1.11
3505708,100,0
3505807,86.12,13.88
3505906,88.44,11.56
3506003,98.33,1.67
3506102,95.29,4.71
3506201,91.4,8.6
3506300,89.63,10.37
3506359,98.37,1.63
3506409,91.96,8.04
3506508,97.02,2.98
3506607,85.83,14.17
3506706,89.29,10.71
3506805,92.14,7.86
3506904,63.76,36.24
3507001,94.07,5.93
3507100,88.17,11.83
3507159,68.05,31.95
3507209,77.89,22.11
3507308,89.67,10.33
3507407,90.13,9.87
3507456,87.22,12.78
3507506,96.4,3.6
3507605,96.94,3.06
3507704,87.43,12.57
3507753,82.01,17.99
3507803,97.58,2.42
3507902,86.19,13.81
3508009,80.76,19.24
3508108,94.21,5.79
3508207,81.57,18.43
3508306,86.53,13.47
3508405,84.75,15.25
3508504,85.56,14.44
3508603,81.66,18.34
3508702,68.18,31.82
3508801,86.87,13.13
3508900,81.41,18.59
3509007,97.52,2.48
3509106,38.3,61.7
3509205,97.99,2.01
3509254,73.03,26.97
3509304,93.5,6.5
3509403,88.98,11.02
3509452,84.61,15.39
3509502,98.28,1.72
3509601,100,0
3509700,99.54,0.46
3509809,77.73,22.27
3509908,85.36,14.64
3509957,92.82,7.18
3510005,94.02,5.98
3510104,80.7,19.3
3510153,94.71,5.29
3510203,81.91,18.09
3510302,82.83,17.17
3510401,94.5,5.5
3510500,95.81,4.19
3510609,100,0
3510708,90.89,9.11
3510807,81.8,18.2
3510906,68.15,31.85
3511003,75.47,24.53
3511102,99.2,0.8
3511201,92.17,7.83
3511300,79.11,20.89
3511409,89.64,10.36
3511508,94.83,5.17
3511607,67.52,32.48
3511706,90.73,9.27
3511904,95.31,4.69
3512001,93.39,6.61
3512100,72.27,27.73
3512209,94.49,5.51
3512308,81.02,18.98
3512407,89.82,10.18
3512506,80.99,19.01
3512605,77.28,22.72
3512704,54.03,45.97
3512803,92.87,7.13
3512902,68.55,31.45
3513009,100,0
3513108,97.51,2.49
3513207,72.85,27.15
3513306,66.4,33.6
3513405,97.45,2.55
3513504,100,0
3513603,55.64,44.36
3513702,89.23,10.77
3513801,100,0
3513850,75.73,24.27
3513900,66.92,33.08
3514007,97.77,2.23
3514106,94.69,5.31
3514205,92.99,7.01
3514304,91.4,8.6
3514403,92.34,7.66
3514502,89.76,10.24
3514601,96.45,3.55
3514700,79.65,20.35
3514809,49.21,50.79
3514908,79.61,20.39
3514924,91.6,8.4
3514957,85.02,14.98
3515004,100,0
3515103,97.33,2.67
3515129,82.68,17.32
3515152,73.14,26.86
3515186,88.88,11.12
3515194,85.53,14.47
3515202,83.22,16.78
3515301,78.97,21.03
3515350,63.76,36.24
3515400,79.88,20.12
3515509,96.94,3.06
3515608,84.89,15.11
3515657,54.38,45.62
3515707,95.51,4.49
3515806,80.94,19.06
3515905,81.22,18.78
3516002,78.9,21.1
3516101,88.79,11.21
3516200,98.24,1.76
3516309,99.83,0.17
3516408,92.13,7.87
3516507,83.35,16.65
3516606,74.53,25.47
3516705,90.9,9.1
3516804,89.58,10.42
3516853,80.9,19.1
3516903,85.14,14.86
3517000,77.42,22.58
3517109,73.65,26.35
3517208,90.85,9.15
3517307,87.37,12.63
3517406,96.4,3.6
3517505,88.45,11.55
3517604,40.19,59.81
3517703,96.8,3.2
3517802,78.89,21.11
3517901,89.48,10.52
3518008,88.07,11.93
3518107,85.29,14.71
3518206,92.55,7.45
3518305,86.05,13.95
3518404,95.26,4.74
3518503,57.76,42.24
3518602,97.92,2.08
3518701,99.98,0.02
3518800,100,0
3518859,73.44,26.56
3518909,84.58,15.42
3519006,91.09,8.91
3519055,72.43,27.57
3519071,100,0
3519105,87.15,12.85
3519204,78.67,21.33
3519253,44.49,55.51
3519303,96.01,3.99
3519402,92.19,7.81
3519501,92.37,7.63
3519600,96.05,3.95
3519709,35.01,64.99
3519808,85.82,14.18
3519907,88.79,11.21
3520004,99.46,0.54
3520103,94.31,5.69
3520202,79.32,20.68
3520301,85.6,14.4
3520400,99.32,0.68
3520426,100,0
3520442,93.84,6.16
3520509,98.99,1.01
3520608,85.53,14.47
3520707,86.57,13.43
3520806,87.52,12.48
3520905,94.24,5.76
3521002,61.71,38.29
3521101,86.07,13.93
3521150,60.43,39.57
3521200,55.85,44.15
3521309,95.86,4.14
3521408,97.94,2.06
