"votes_pct.JB","totalVotos","city_UF","city_code"
0.142181818181818,2750,"LAFAIETE COUTINHO (ba)",2918704
0.106465922839091,7439,"LAGOA REAL (ba)",2918753
0.247930152039741,13286,"LAJE (ba)",2918803
0.406303528605687,2919,"LAJEDÃO (ba)",2918902
0.137516688918558,2247,"LAJEDINHO (ba)",2919009
0.179139938227608,4209,"LAJEDO DO TABOCAL (ba)",2919058
0.10120532003325,4812,"LAMARÃO (ba)",2919108
0.343361564066911,94932,"LAURO DE FREITAS (ba)",2919207
0.136883629191321,5070,"LENÇÓIS (ba)",2919306
0.242975451049985,6762,"LICÍNIO DE ALMEIDA (ba)",2919405
0.19458784346378,24020,"LIVRAMENTO DE NOSSA SENHORA (ba)",2919504
0.228358725761773,5776,"MACAJUBA (ba)",2919603
0.380445189085687,8356,"MACARANI (ba)",2919702
0.180769407546996,21757,"MACAÚBAS (ba)",2919801
0.131995277449823,4235,"MACURURÉ (ba)",2919900
0.388072238555229,4762,"MAIQUINIQUE (ba)",2920007
0.204857676667766,9099,"MAIRI (ba)",2920106
0.244439322346433,8677,"MALHADA (ba)",2920205
0.241574091508191,5311,"MALHADA DE PEDRAS (ba)",2920304
0.138946638946639,8658,"MANOEL VITORINO (ba)",2920403
0.205105698193256,13671,"MARACÁS (ba)",2920502
0.167057819500747,23435,"MARAGOGIPE (ba)",2920601
0.176608043291108,8131,"MARAÚ (ba)",2920700
0.159109149277689,4984,"MARCIONÍLIO SOUZA (ba)",2920809
0.260644007155635,5590,"MASCOTE (ba)",2920908
0.219181986603962,28068,"MATA DE SÃO JOÃO (ba)",2921005
0.0820918684047176,6444,"MATINA (ba)",2921054
0.409407227299405,11927,"MEDEIROS NETO (ba)",2921104
0.258485639686684,13788,"MIGUEL CALMON (ba)",2921203
0.216952054794521,5840,"MILAGRES (ba)",2921302
0.163389913298327,8189,"MIRANGABA (ba)",2921401
0.173895084675754,4842,"MIRANTE (ba)",2921450
0.0898567092538999,28334,"MONTE SANTO (ba)",2921500
0.265874641540352,4882,"MORPARÁ (ba)",2921609
0.186054763735289,16909,"MORRO DO CHAPÉU (ba)",2921708
0.411527284468841,6194,"MORTUGABA (ba)",2921807
0.256139209627582,6149,"MUCUGÊ (ba)",2921906
0.408824934320516,16748,"MUCURI (ba)",2922003
0.0956310022994725,7393,"MULUNGU DO MORRO (ba)",2922052
0.167279787451461,9786,"MUNDO NOVO (ba)",2922102
