"city_code","pop.edu.kindergarten","pop.edu.pre","pop.edu.literacy","pop.edu.literacy_adults","pop.edu.elem","pop.edu.elem_adults","pop.edu.high","pop.edu.high_adults","pop.edu.undergrad","pop.edu.grad","pop.edu.master","pop.edu.doc","pop.edu.public","pop.edu.private"
2409209,7.07,10,2.14,0.11,64.85,1.83,7.79,2.6,2.69,0.9,0,0,97.09,2.91
2409308,3.55,10.63,2.56,0.53,57.4,1.13,14.37,2.43,7.27,0.14,0,0,86.87,13.13
2409332,7.52,11.78,0.76,0.27,56.66,4.53,12.14,2.54,3,0.79,0,0,92.49,7.51
2409407,4.28,8.81,6.18,1.36,46.47,1.74,16.67,2.29,10.5,1.31,0.15,0.23,81.97,18.03
2409506,2.75,10.6,3.31,1.61,66.92,2.42,10.11,0,2.04,0.24,0,0,98.43,1.57
2409605,3.5,9.35,0,0,65.94,5.2,13.64,0.87,0.54,0.96,0,0,97.89,2.11
2409704,8.78,8.11,1.11,1.17,62.86,2.91,9.07,1.5,4.01,0.49,0,0,97.13,2.87
2409803,5.39,7.34,3.44,1.02,60.32,4.04,12.69,1.25,4.35,0.17,0,0,91.26,8.74
2409902,5.22,11.27,4.76,1.97,53.09,3.93,12.19,2.58,4.31,0.59,0.09,0,88.07,11.93
2410009,9.18,7.28,0.43,4.32,53.03,1.05,12.4,0.92,10.71,0.68,0,0,96.27,3.73
2410108,3.07,5.95,2.31,3.91,64.29,1.58,15.04,0.36,3.44,0.05,0,0,92.66,7.34
2410207,9.09,4.3,5.17,5.75,52.41,2.67,12.78,0.94,6.37,0.51,0,0,92.94,7.06
2410256,4.57,12.11,1.42,0.54,60.37,2.94,12.45,2.9,2.14,0.56,0,0,97.45,2.55
2410306,3.46,10.9,2.63,1.93,62.23,2.29,9.49,1.83,3.35,1.88,0,0,94.88,5.12
2410405,5.32,10.17,1.58,1.14,68.59,0.93,10.26,0.9,0.81,0.3,0,0,95.76,4.24
2410504,5.19,6.86,4.81,2.27,56.29,2.55,12.94,3.13,5.27,0.52,0.16,0,92.56,7.44
2410603,7.35,3.87,3.31,8.72,48.75,6.21,11.93,2.53,6.71,0.62,0,0,91.54,8.46
2410702,7.97,9.56,11.66,6.53,39.37,3.24,14.14,0.99,6.08,0.17,0.29,0,93.77,6.23
2410801,3.37,12.9,3.31,0.23,50.86,4.55,17.21,0.75,6.28,0.53,0,0,98.71,1.29
2410900,7.24,6.63,3.34,2.3,56.54,3.63,13.35,1.47,4.52,0.97,0,0,92.04,7.96
2411007,7.74,8.24,3.87,5.75,53.47,1.18,13.05,0.35,5.52,0.82,0,0,92.3,7.7
2411056,7.03,8.97,3.34,0.96,55.05,3,13.8,2.39,4.92,0.26,0.3,0,84.05,15.95
2411106,3.29,3.67,6.42,0.82,64.61,0.55,15.61,0.19,4.58,0.26,0,0,95.98,4.02
2411205,5.25,8.47,3.33,1.91,53.62,2.05,13.29,2.45,8.29,1.11,0.22,0,81.21,18.79
2411403,4.51,9.72,2.24,1.99,54.11,6.86,12,4.68,2.76,1.04,0.09,0,95.33,4.67
2411429,9.52,9.03,6.78,0.42,50.05,0,16.89,0,7.32,0,0,0,94.77,5.23
2411502,6.22,6.79,3.41,3.9,56.55,2.6,14.43,1.09,4.3,0.59,0.12,0,87.78,12.22
2411601,7,9.51,9.38,1.31,51.64,8.16,8.52,3.85,0.62,0,0,0,98.01,1.99
2411700,9.01,5.47,0.15,1.09,64.64,2.27,14.28,0.76,1.78,0.55,0,0,95.53,4.47
2411809,7.92,4.85,1,1.55,49.91,10.67,9.05,6.86,8.08,0.11,0,0,95.78,4.22
2411908,7.49,6.56,2.92,3.04,55.64,1.93,13.48,0.8,7.51,0.31,0,0.33,91.92,8.08
2412005,2.22,8.91,4.65,2.15,52.68,4.33,15.28,4.23,5.05,0.23,0.17,0.12,75.92,24.08
2412104,5.68,9.83,2.98,5.46,49.31,1.62,11.93,2.94,9.72,0.52,0,0,95.71,4.29
2412203,4.11,8.68,4.34,1.88,57.76,3.58,13.93,1.57,3.56,0.34,0.15,0.1,88.68,11.32
2412302,2.91,10.94,3.65,0.12,58.58,1.72,13.78,2.48,5.12,0.7,0,0,87.82,12.18
2412401,9.99,6.02,5.21,1.56,45.79,2.85,17.84,0.54,9.98,0.21,0,0,89.32,10.68
2412500,4.65,8.29,1.87,4.42,53.77,3.96,14.14,1.78,6.17,0.71,0.23,0,95.18,4.82
2412559,8.73,9.18,1.84,2.51,62.16,2.46,8.77,0.94,2.54,0.4,0.47,0,95.14,4.86
2412609,6.6,7.59,1.14,2.53,58.91,5.73,11.47,1.81,4.2,0,0,0,83.95,16.05
2412708,6.55,8.03,0.67,3.12,64.6,2.83,8.41,2.61,2.78,0.41,0,0,90.85,9.15
2412807,1.86,10.94,2.59,6.75,53.79,3.88,12.37,2.18,5.64,0,0,0,83.53,16.47
2412906,6.04,7.36,3.75,1.81,59.33,3.99,12.63,2.59,2.26,0.1,0.15,0,95.49,4.51
2413003,2.64,8.22,3.78,3.25,54.49,4.35,18.36,0.99,3.72,0.2,0,0,96.5,3.5
2413102,3.25,8.25,2.79,1.75,58.74,2.09,16.48,1.84,4.82,0,0,0,95.14,4.86
2413201,9.67,10.46,3.37,3.74,55.82,3.8,9.91,1.32,1.9,0,0,0,97.49,2.51
2413300,4.24,9.65,2.47,1.28,61.63,2.75,12.03,1.19,3.25,1.51,0,0,93.07,6.93
2413359,4.02,8.73,1.84,2.12,61.11,3.7,9.98,1.67,6,0.34,0.5,0,90.66,9.34
2413409,5.1,10.56,6.65,1.25,56.6,3.36,9.72,0.91,5.28,0.58,0,0,81.56,18.44
2413508,2.89,8.54,1.24,7.25,52.57,10.4,12.5,2.4,2.09,0.12,0,0,95.07,4.93
2413557,9.46,4.87,1.62,6.52,52.34,0.98,14.24,0.36,8.34,1.28,0,0,98.9,1.1
2413607,5.51,10.11,1.31,3.75,51.5,2.03,13.48,0.73,10.4,1.18,0,0,86.95,13.05
2413706,5.09,7.15,1.54,3.94,62.35,0.89,15.94,0.47,2.63,0,0,0,96.96,3.04
2413805,5.74,11.25,0.29,0,54.91,3.32,13.91,0.7,9.57,0.32,0,0,94.29,5.71
2413904,3.38,9.83,2.36,1.38,59.37,8.96,9.91,1.67,2.38,0.75,0,0,93.61,6.39
2414001,5.57,8.77,4.27,1.33,53.58,3.3,15.95,1.51,5.05,0.6,0.06,0,91.11,8.89
2414100,4.42,9.53,7.88,2.66,50.47,2.69,9.47,3.36,9.18,0.33,0,0,91.63,8.37
2414159,10.09,12.32,2.62,2.14,51.3,2.72,13.53,1.34,3.55,0.15,0.24,0,88.05,11.95
2414209,1.66,13.84,12.15,1.42,53.52,1.57,8.64,3.12,3.88,0.2,0,0,85.02,14.98
2414308,9.48,6.68,0.66,0.61,50.89,2.84,15.53,0.85,12.46,0,0,0,84.19,15.81
2414407,4.86,10.36,4.68,2.65,61.57,1.29,10.7,1.34,2.45,0,0.12,0,90.66,9.34
2414456,8.19,5.75,2.25,2.81,54.26,3.2,14.48,0.38,7.94,0.74,0,0,94.16,5.84
2414506,5.13,8.31,2.29,5,52.44,1.95,13.25,2,8.49,0.96,0.18,0,87.51,12.49
2414605,2.96,9.92,6.14,7.92,50.51,2.43,11.67,0.96,6.51,0.98,0,0,92.61,7.39
2414704,2.2,10.9,4.19,1.19,57.01,2.49,15.67,2,4.02,0.34,0,0,75.09,24.91
2414753,7.74,6.78,1.36,5.94,58.81,4.1,11.87,0.85,2.1,0.45,0,0,97.63,2.37
2414803,1.31,10.01,1.46,1.89,62.08,3.18,13.28,2.64,3.97,0.17,0,0,92.23,7.77
2414902,11.72,5.71,2.67,1,54.1,2.62,9.06,1.37,11.14,0.61,0,0,96.77,3.23
2415008,7.03,9.9,0.58,0,64.42,0.96,13.89,0.3,2.92,0,0,0,96.14,3.86
2500106,1.97,13.69,1.8,4.92,57.45,1.95,9.27,2.61,5.73,0.62,0,0,95.15,4.85
2500205,3.14,12.5,0.79,11.41,54.63,2.17,9.81,2.2,3.08,0,0.27,0,96.85,3.15
2500304,3.11,10.16,4.29,4.52,57.96,1.87,11.79,1.7,4.4,0.1,0.1,0,89.8,10.2
2500403,1.07,10.49,5.02,2.29,55.86,3.53,13.46,1.65,5.88,0.42,0.34,0,91.27,8.73
2500502,1.69,11.19,4.19,2.57,60.33,2.13,11.18,3.12,3.46,0,0.12,0,90.02,9.98
2500536,3.46,8.83,6.95,2.8,58.66,2.08,12.85,1.33,2.07,0.74,0.22,0,98,2
2500577,5.27,4.92,4.18,7.51,55.11,4.26,8.51,4.73,5.25,0.25,0,0,99.11,0.89
2500601,2.98,8.74,5.04,1.16,62.88,3.88,11.91,1.14,2.27,0,0,0,87.94,12.06
2500700,1.51,8.23,4.92,4.35,51.78,4.67,13.05,2.49,8.75,0.25,0,0,85.61,14.39
2500734,0.75,15.79,2.51,3.25,52.51,1.71,17.21,0.92,5.34,0,0,0,99.19,0.81
2500775,1.99,8.04,2.68,2.46,60.16,3.4,12.54,2.58,5.41,0.54,0.19,0,89.15,10.85
2500809,1.9,10.06,4.98,3.73,61.13,1.13,11.82,2.02,2.97,0.26,0,0,89.21,10.79
2500908,1.59,8.83,3.65,3.75,62.14,3.98,8.54,2.38,3.91,1.21,0,0,89.3,10.7
2501005,3.42,7.01,2.4,7.08,61.01,3.57,9.56,2.36,2.95,0.64,0,0,94.15,5.85
2501104,2.61,6.09,6.19,4.02,54.67,3.91,9.75,2.82,8.43,0.53,0.64,0.35,83.67,16.33
2501153,0.42,1.84,5.44,7.26,62.47,2.31,16.09,2.81,0.8,0.57,0,0,99.43,0.57
2501203,3.35,12.27,1.99,2.29,56,1.98,13.6,1.81,5.06,1.35,0.2,0.09,92.96,7.04
2501302,1.41,10.31,4.75,1.67,64.04,2.17,10.28,1.08,3.25,0.86,0.17,0,90.89,9.11
2501351,6.16,8.45,2.41,3.91,57.96,3.24,11.53,1.85,4.2,0.14,0,0.14,94.54,5.46
2501401,5.75,9.58,5.38,4.04,53.87,1.75,10.97,2.4,5.99,0.26,0,0,94.3,5.7
2501500,1.25,8.79,5.64,2.5,56.36,5.14,14.72,1.33,4,0.13,0.15,0,90.06,9.94
2501534,3.97,9.88,3.21,6.95,58.58,0.32,13.8,0.38,2.69,0,0.22,0,97.18,2.82
2501575,0.93,8.55,7.86,1.02,63.66,1.67,12.96,1.5,1.85,0,0,0,99.2,0.8
2501609,1.72,11.23,4.51,4.23,61.51,3.38,10.35,0.37,2.36,0.33,0,0,94.83,5.17
2501708,6.04,6.95,4.88,0,62.9,2.89,13.28,0.82,2.05,0.19,0,0,98.29,1.71
2501807,2.38,9.84,5.01,1.4,54.38,4.52,13.16,3.77,5.11,0.39,0.04,0,72.34,27.66
2501906,1.19,10.28,3.27,2.08,56.98,4.06,14.32,2.5,5.13,0.1,0.1,0,87.61,12.39
2502003,2.87,9.8,2.8,7.12,58.19,1.94,11.41,1.41,4.23,0,0.13,0.1,88.06,11.94
2502052,2.41,10.18,0.82,3.73,62,3.63,8.73,0.97,7.53,0,0,0,95.87,4.13
2502102,2.77,6.03,3.8,3.94,60.09,0.69,15.01,0.72,6.16,0.37,0.17,0.25,87.26,12.74
2502151,3.37,7.92,5.31,0.94,51.91,1.13,19.46,1.54,6.1,2.22,0,0.12,90.05,9.95
2502201,1.1,8.45,2.44,7.98,55.06,9.25,6.69,2.31,6.13,0.59,0,0,95.38,4.62
2502300,0.17,7.59,3.66,4.56,57.75,4.55,12.99,1.67,6.82,0,0.25,0,89.3,10.7
2502409,0.9,11.59,6.19,7.3,55.62,0.92,9.07,1.3,6.34,0.78,0,0,84.28,15.72
2502508,2.36,7.58,5.77,4.16,53.43,4.86,13.32,1.87,5.98,0.58,0.09,0,86.4,13.6
2502607,1.49,8.68,1.38,9.01,56.92,1.56,13.84,1.87,4.74,0.35,0.17,0,94.82,5.18
2502706,1.96,8.88,4.06,5.09,62,3.78,6.59,3.96,3.41,0.28,0,0,91.05,8.95
2502805,1.64,10.99,2.7,2.43,58.15,2.36,10.56,1.28,9.06,0.35,0.48,0,87.02,12.98
2502904,2.16,7.13,3.16,2.16,55.95,4.21,13.65,2.33,8.74,0.51,0,0,89.43,10.57
2503001,1.83,8.71,7.03,1.5,58.35,4.54,11.59,3.01,3.44,0,0,0,84.3,15.7
2503100,1.03,8.39,2.98,7,50.63,4.69,12.66,5.16,6.47,0.82,0.17,0,97.21,2.79
2503209,3.84,9.88,3.49,1.06,46.25,3.26,12.11,3.57,14,1.65,0.47,0.42,68.21,31.79
2503308,2.69,8.94,2.16,4.48,59.55,3.34,11.52,0.62,6.3,0.4,0,0,91.07,8.93
2503407,0.58,11.79,3.27,4.51,57.39,2.65,11.19,2,5.93,0.69,0,0,93.65,6.35
2503506,2.13,9.24,2.08,3.93,60.96,5.23,11.19,1.82,3.22,0.08,0.11,0,92.55,7.45
2503555,0,12.1,3.1,1,69.3,0.63,10.15,0.67,2.69,0.36,0,0,96.19,3.81
2503605,3.7,9.03,2.68,6.9,51.93,4.58,11.77,2.62,6.55,0.24,0,0,87.45,12.55
2503704,1.77,8.61,3.43,1.59,50.38,3.06,13.83,3.18,13.61,0.45,0.09,0,73.65,26.35
2503753,4.98,7.58,5.12,4.88,55.29,1.56,14.52,0.24,5.48,0.36,0,0,95.77,4.23
2503803,1.51,10.05,4.47,2.9,61.73,2.08,13.27,0.33,2.66,1,0,0,86.61,13.39
2503902,5.73,8.59,7.02,5.94,53.97,4.09,7.51,3.15,3.83,0,0,0.18,97.8,2.2
2504009,2.97,9.53,4.93,0.87,46.87,2.66,13.58,2.64,14.04,0.95,0.57,0.39,66.57,33.43
2504033,0.84,11.81,1.31,5.08,62.73,3.36,10.72,1.13,2.84,0.18,0,0,96.74,3.26
2504074,4.46,7,8.11,1.92,55.92,1.23,13.3,0.74,6.62,0.69,0,0,92.17,7.83
2504108,0.29,13.8,0,2.13,55.49,2.7,11.62,1.03,12.18,0.76,0,0,95.95,4.05
2504157,0.59,9.4,0.68,6.5,67.94,1.77,9.96,1.95,1.2,0,0,0,99.09,0.91
2504207,0.19,11.28,4.25,1.95,65.12,1.11,9.04,1.33,5.43,0.3,0,0,94.97,5.03
2504306,1.7,8.77,4.15,4.45,50.8,3.33,15.14,2.41,8.2,0.64,0.3,0.1,84.59,15.41
2504355,1.17,11.05,4.08,4.37,59.68,0.91,14.44,0.52,3.39,0.16,0,0.23,91.12,8.88
2504405,1.25,10.61,5.45,4.14,52.25,2.58,16.17,2.27,4.86,0.43,0,0,87.61,12.39
2504504,0.62,13.06,2.88,7.77,56.38,2.32,9.3,1.59,5.41,0.68,0,0,95.93,4.07
2504603,2.6,10.43,4.05,2.85,59.01,3.83,9.9,4.65,2.39,0.18,0.12,0,88.53,11.47
2504702,5.16,11.08,5.79,1.89,61.93,0.4,9.34,1.06,2.94,0.41,0,0,95.94,4.06
2504801,2.58,9.86,4.19,1.84,60.57,0.75,12.02,1.47,6,0.7,0,0,83.39,16.61
2504850,0,12.92,3.93,1.57,50.34,2.89,16.24,4.28,6.68,0.41,0.73,0,97.19,2.81
2504900,0.96,11.45,5.01,2.18,64.16,3.09,9.84,1.71,1.49,0.12,0,0,88.81,11.19
2505006,1.2,7.66,4.45,1.09,65.14,2.04,12.15,2.33,3.62,0.16,0.16,0,98.69,1.31
2505105,3.22,7.56,2.84,6.99,55.22,3.13,10.32,2.19,7.93,0.38,0.2,0,90.52,9.48
2505204,2.63,10.09,5.8,2.83,62.71,1.04,10.58,0.81,3.37,0.15,0,0,92.68,7.32
2505238,1.6,12.26,2.25,2.96,62.74,3.06,10.63,0.57,3.81,0.13,0,0,98.39,1.61
2505279,0.7,7.9,5.89,5.24,62.13,0.91,10.02,0.48,6.39,0.33,0,0,94.62,5.38
2505303,7.07,7.79,4.49,4.74,56.55,1.46,9.38,1.4,6.7,0.42,0,0,94.4,5.6
2505352,1.47,4.52,3.3,3.66,68.68,3.2,12.18,0.34,2.65,0,0,0,98.15,1.85
2505402,4.18,12.54,3.94,2.43,57.47,2.7,11.52,1.39,3.46,0.38,0,0,93.64,6.36
2505501,0,12.49,6.96,1.22,62.53,0.33,11.54,0.32,3.77,0.42,0.42,0,94.91,5.09
2505600,3.48,9.06,3.29,2.76,56.1,2.57,16.17,1.05,5.52,0,0,0,93.47,6.53
2505709,1.32,5.59,1.97,4.78,61.81,3.19,14.17,1.1,5.14,0.92,0,0,94.71,5.29
2505808,0.89,10.15,1.92,8.69,54.22,4.17,9.27,2.57,7.25,0.6,0,0.27,91.03,8.97
2505907,4.04,7.26,0.99,3.76,63.1,2.56,10.87,2.27,5.15,0,0,0,91.33,8.67
2506004,1.71,7.27,6.22,1.63,59.72,3.78,11.96,1.51,5.49,0.62,0,0.1,85.47,14.53
2506103,1.66,10.09,5.19,1.56,64.8,0.74,10.29,1.25,3.55,0.87,0,0,95.24,4.76
2506202,6.99,4.96,1.47,3.98,61.85,0.88,11.26,3.4,5.2,0,0,0,96.84,3.16
2506251,0.34,9.21,3.76,3.83,66.38,1.67,11.1,0.14,3.06,0.5,0,0,97.08,2.92
2506301,2.21,10.58,5.31,2.62,50.1,4.43,12.22,4.68,7.44,0.31,0.1,0,69.89,30.11
2506400,1.64,9.27,3.75,3.87,65.49,1.79,9.39,1.19,2.42,1.18,0,0,89.96,10.04
2506509,4.58,9.92,2.25,1.75,57.74,2.39,11.33,2.63,7.41,0,0,0,96.75,3.25
2506608,2.62,8.63,5.15,4.93,53.85,3.62,15.29,1.4,4.25,0.27,0,0,92.47,7.53
2506707,2.16,11.16,3.58,2.4,67.14,1.24,9.19,1.15,1.84,0.14,0,0,98.1,1.9
2506806,1.13,8.02,4.42,1.51,64.35,3.21,10.47,1.67,5.23,0,0,0,82.04,17.96
2506905,1.49,11.69,4.51,3.66,53.28,1.89,15.21,3.46,4.23,0.58,0,0,75.64,24.36
2507002,3.11,10.81,4.29,1.64,53.51,3.16,13.89,1.36,7.09,0.86,0.27,0,70.37,29.63
2507101,1.22,8.87,5.03,7.32,55.93,3.81,11.86,1.68,3.94,0.26,0.08,0,86.66,13.34
2507200,1.29,10.58,4.53,3.36,60.71,1.34,12.19,1.79,3.21,1.01,0,0,91.88,8.12
2507309,0.47,10.76,1.1,7.64,58.94,4.1,9.35,1.3,5.46,0.78,0,0.09,93.88,6.12
2507408,2.33,6.85,1.06,2.58,61.04,3.36,13.27,2.5,6.46,0.55,0,0,86.3,13.7
2507507,3.22,8.4,3.94,1.81,42.56,3.53,14.29,3.37,16.53,1.3,0.74,0.3,62.56,37.44
2507606,1.67,10.16,5.29,4.47,59.79,3.26,9.02,0.98,4.51,0.37,0.35,0.13,94.29,5.71
2507705,2.45,8.39,4.62,0.98,63.01,3.15,8.53,2.28,5.48,0.92,0.18,0,89.59,10.41
2507804,1.49,11.7,2.7,1.98,54.52,2.31,16.12,1.41,7.27,0.48,0,0,83.95,16.05
2507903,1.55,12.71,1.25,3.87,60.57,4.49,8.97,0.96,5.18,0.46,0,0,87.42,12.58
2508000,1.53,10.85,4.38,2.11,58.77,3.82,12.02,2.58,3.03,0.33,0.29,0.29,96.14,3.86
2508109,1.38,7.71,2.25,1.52,60.89,4.88,14.44,1.17,5.5,0,0,0.26,94.11,5.89
2508208,2.99,8.24,6.07,8.82,52.33,4.54,8.82,2.16,5.27,0.63,0.13,0,89.88,10.12
2508307,1.98,11.91,6.83,1.81,53.29,2.07,15.01,1.94,4.92,0.25,0,0,85.26,14.74
2508406,0,12.21,1.03,8.52,58.45,1.67,10.32,2.17,5.34,0.28,0,0,96.03,3.97
2508505,0.99,8.86,4.01,0.9,60.07,4.4,11.71,2.7,6.07,0.28,0,0,97.81,2.19
2508554,3.48,9.13,0.49,4.57,61.01,4.24,13.96,0.16,2.65,0.32,0,0,95.21,4.79
2508604,3.18,12.92,6.45,3.21,55.47,2.95,9.91,1.85,3.58,0.24,0.1,0.14,86.24,13.76
2508703,4.58,7.33,4.67,0.82,62.7,1.23,9.66,3.4,5.32,0.28,0,0,94.18,5.82
2508802,2.29,11.1,2.67,5.68,57.63,2.76,10.17,1.53,6.18,0,0,0,92.62,7.38
2508901,1.44,11.63,4.1,3.83,58.64,3.08,10.6,1.56,4.41,0.7,0,0,83.29,16.71
2509008,2.24,11.49,1.52,3.69,61.2,0.74,14.47,1.46,3.2,0,0,0,94.34,5.66
2509057,2.22,11.6,4.07,4.7,58.41,2.18,8.86,1.59,5.93,0.44,0,0,93.65,6.35
2509107,1.76,9.93,4.17,3.64,57.6,3.79,10.8,1.84,6.38,0.11,0,0,87.85,12.15
2509156,0.77,8.24,3.55,6.27,48.44,8.48,15.5,1.04,7.43,0.14,0,0.14,87.52,12.48
2509206,1.83,10.31,5.34,2.59,59.55,2.24,12.18,2.35,3.1,0.52,0,0,94.49,5.51
2509305,3.49,10.55,2.73,2.88,65.56,1.57,9.18,1.46,2.57,0,0,0,96.51,3.49
2509339,0.44,8.95,0.77,4.98,63.29,2.47,12.62,1.9,4.58,0,0,0,97.82,2.18
2509370,0.58,13.41,5.7,3.74,54.14,4.21,13.92,0.67,3.64,0,0,0,90.25,9.75
2509396,3.71,8.23,1.41,0,66.03,1.14,8.45,2.52,7.45,1.06,0,0,89.37,10.63
2509404,1.39,7.89,5.67,3.06,63.03,3.4,9.73,2.48,2.81,0.42,0,0.12,87.94,12.06
2509503,0,14.38,2.07,1.19,61.3,2.4,11.1,1.72,4.15,1.68,0,0,97.15,2.85
2509602,0.42,10.79,11.99,2.61,53.46,1.4,12.76,3.21,2.22,1.14,0,0,96.27,3.73
2509701,2.15,9.49,3.87,3.93,53.41,2.05,13.1,2.14,8.42,1.17,0.27,0,83.28,16.72
2509800,1.39,14.21,6.64,1.88,51.22,5.61,13.1,1.4,4.41,0.15,0,0,95.64,4.36
2509909,1.18,9.16,3.02,6.21,59.38,3.61,12.39,1.75,2.58,0.57,0.16,0,97.91,2.09
2510006,2.65,7.16,4.27,4.4,60.27,2.58,11.91,0.8,5.66,0.31,0,0,95.17,4.83
2510105,3.35,7.76,2.65,3.58,59.83,3.62,11.72,2.01,5.21,0.28,0,0,87.48,12.52
2510204,3.88,6.71,3.87,5.94,64.37,1.34,10.12,1.43,2.34,0,0,0,97.68,2.32
2510303,3.28,7.8,2.21,4.71,60.24,3,13.16,0.48,4.85,0.26,0,0,97.57,2.43
2510402,0.64,9.45,1.11,1.71,64.86,1.38,16.53,0.65,3.15,0.53,0,0,95.13,4.87
2510501,0,9.2,6.84,2.84,52.09,4.6,11.99,6.11,5.93,0.41,0,0,95.35,4.65
2510600,6.75,6.66,19,9.91,35.63,3.54,11.44,3.41,3.2,0.46,0,0,97.75,2.25
2510659,6.82,3.79,1.85,5.91,60.59,0.36,11.56,0,9.12,0,0,0,97.42,2.58
2510709,0.53,6.9,2.43,3.91,56.36,6.84,10.02,4.25,6.66,2.09,0,0,90.61,9.39
2510808,2.69,9.4,5.22,1.05,51.42,2.87,13.04,3.01,9.82,1.05,0.25,0.18,68.25,31.75
2510907,1.51,11.05,2.93,2.83,58.78,1.97,12.83,0.6,6.88,0,0.42,0.2,86.04,13.96
2511004,3.05,7.28,7.06,0.76,59.45,1.57,16.29,0.51,4.03,0,0,0,94.5,5.5
2511103,3.98,7.85,4.31,3.14,59.01,2.88,13.36,0.57,4.69,0.1,0.11,0,97.34,2.66
2511202,2.1,9.88,3.36,5.54,55.55,5.64,11.01,3.27,3.32,0.34,0,0,87.6,12.4
2511301,2.35,9.44,2.86,5.73,50.15,2.61,18.73,1.54,6.16,0.35,0,0.09,82.32,17.68
2511400,2.4,12.42,4.12,1.16,55.43,2.58,13.9,1.9,5.33,0.77,0,0,90.38,9.62
2511509,1.88,9.43,2.85,5.88,62.01,3.63,9.55,1.12,3.15,0.27,0.24,0,89.01,10.99
2511608,0.5,9.94,5.77,4.52,57.56,3.39,8.94,3.01,5.72,0.67,0,0,93.44,6.56
2511707,2.45,12.15,6.67,4.76,52.55,3.75,11.49,2.77,3.41,0,0,0,93.69,6.31
2511806,1.41,11.12,6.82,5.84,52.99,2.01,12.08,1.23,5.72,0.78,0,0,85.73,14.27
2511905,3.89,8.44,4.23,2.07,62.11,2.31,11.98,1.72,3.01,0.09,0.08,0.09,90.38,9.62
2512002,1.79,11.29,3.46,1.52,65.25,1.54,10.37,1.6,2.47,0.6,0.09,0,97.24,2.76
2512036,4.38,8.76,1.44,9.47,54.32,4.82,9.82,1.68,4.54,0.77,0,0,97.5,2.5
2512077,3.4,4.82,5.49,7.91,48.98,10.46,7.94,2.49,8.01,0.5,0,0,90.04,9.96
2512101,1.77,7.76,3.61,2.93,54.23,2.7,14.65,1.38,10.33,0.64,0,0,82.96,17.05
2512200,2.93,16.74,1.52,1.36,53.66,1.76,13.03,3.62,4.72,0.65,0,0,95.44,4.56
2512309,3.34,8.31,2.48,2.31,56.71,2.05,16.17,2.31,6.03,0.29,0,0,90.76,9.24
2512408,0.85,9.93,6.6,0.94,55.69,3.21,16.05,1.73,4.1,0.35,0.42,0.11,95.58,4.42
2512507,1.46,8.34,7.77,3.46,55.87,3.67,11.94,2.49,4.5,0.44,0.07,0,83.66,16.34
2512606,4.7,11.93,1.59,0.42,55.6,3.97,12.59,4.96,3.9,0.34,0,0,93.05,6.95
2512705,1.61,9.37,3.56,4.37,55.4,3.47,10.04,2.89,8.29,0.49,0.52,0,90.51,9.49
2512721,1.49,9.12,1.68,2.26,65.15,1.45,13.33,1.37,3.81,0.34,0,0,97.13,2.87
2512747,10.09,5.97,1.38,2.36,60.64,1.2,13.15,1.76,2.25,0.99,0.22,0,99.48,0.52
2512754,0.39,9.44,4.59,7.07,56.03,2.74,12.77,1.67,4.5,0.81,0,0,84.68,15.32
2512762,0.43,11.37,2.4,6.82,61.18,0.94,11.58,1.41,3.88,0,0,0,94.16,5.84
2512788,4.27,13.11,4.1,5.78,57.28,0,8.13,1.04,5.99,0.3,0,0,92.3,7.7
2512804,0,11.46,3.6,2.32,59,3.33,9.8,4.02,5.42,1.05,0,0,96.68,3.32
2512903,2.36,9.06,4.46,2.13,57.88,3.41,12.08,1.75,6.62,0.25,0,0,91.32,8.68
2513000,2.95,11.91,1.57,7.72,57.07,3.16,8,2.58,4.35,0.69,0,0,95.69,4.31
2513109,3.67,9.22,6.68,6.48,54.82,4.57,9.09,2.08,2.7,0.7,0,0,90.3,9.7
2513158,1.22,9.68,5.57,4.98,62.53,3.38,8.16,1.77,1.7,0.86,0.16,0,96.49,3.51
2513208,3.54,5.29,1.31,13.26,48.16,6.13,14.84,1.61,5.67,0.19,0,0,96.23,3.77
2513307,1.29,9.89,3.07,7.8,54.52,2.55,13.21,0.6,5.81,0.68,0.41,0.16,89.35,10.65
2513356,4.79,6.72,2.66,7.64,55.52,0.52,15.91,1.92,4.13,0.2,0,0,95.27,4.73
2513406,0.54,10.07,2.57,3,54.14,4.28,12.49,3.36,8.3,0.81,0.22,0.22,83.84,16.16
2513505,1.1,8.55,3.8,1.63,65.43,0.36,13.33,0.4,4.87,0.52,0,0,98.95,1.05
2513604,1.81,11.45,3.4,1.78,55.64,1.42,18.97,0.94,3.93,0.65,0,0,92.39,7.61
2513653,7.88,4.26,1.58,11.88,50.48,1.1,13.33,0.14,9.34,0,0,0,92.81,7.19
2513703,2.23,8.85,5.34,2.17,56.85,2.87,14.9,1.77,4.49,0.44,0.1,0,74.6,25.4
2513802,3.03,6.66,3.01,2.18,60.92,3.52,13.18,3.04,4.18,0.29,0,0,91.08,8.92
2513851,6.61,4.21,4.49,2.47,59.96,1.73,16.85,2.07,1.11,0.49,0,0,99.06,0.94
2513901,1.23,11.74,5.24,1.8,58.56,1.97,10.75,2.08,6.04,0.6,0,0,80.61,19.39
