"city_code","pop.edu.kindergarten","pop.edu.pre","pop.edu.literacy","pop.edu.literacy_adults","pop.edu.elem","pop.edu.elem_adults","pop.edu.high","pop.edu.high_adults","pop.edu.undergrad","pop.edu.grad","pop.edu.master","pop.edu.doc","pop.edu.public","pop.edu.private"
3102308,3.67,10.44,2.3,0.09,53.03,2.49,18.57,1.27,7.9,0,0.26,0,93.82,6.18
3102407,0.47,8.77,11.86,4.23,57.27,2.52,11.04,0.9,2.8,0.14,0,0,96.44,3.56
3102506,0,6.53,9.34,4.67,54.3,2.47,13.48,3.04,5.41,0.77,0,0,94.79,5.21
3102605,3.31,11.09,2.72,0.66,50.77,3.44,13.45,2.21,11.19,0.96,0.11,0.11,76.55,23.45
3102704,0.12,11.25,11.46,3.91,53.33,3.13,10.16,3.85,2.79,0,0,0,96.52,3.48
3102803,0.75,8.4,6.56,1.04,53.46,4.47,15.76,3.78,5.02,0.78,0,0,91.63,8.37
3102852,0.53,9.54,6.3,1.45,55.65,3.81,14.7,1.88,6.15,0,0,0,95.16,4.84
3102902,0.36,10.54,9.07,1.14,49.69,2.84,16.44,3.8,5.46,0.67,0,0,92.39,7.61
3103009,0.18,10.08,4.73,3.5,53.69,3.3,14.99,4.03,5.21,0.29,0,0,94.53,5.47
3103108,0,10.49,4.36,0.93,53.88,3.96,16.21,3.59,5.58,0.68,0.33,0,93.8,6.2
3103207,1.65,8.93,3.97,0,57.93,0.94,19.42,0.3,5.88,0.98,0,0,90.94,9.06
3103306,0,6.75,13.57,1.31,49.59,2.97,19.49,0.71,5.62,0,0,0,94.01,5.99
3103405,1.54,6.4,5.48,1.62,56.16,2.53,17.28,2.75,5.31,0.93,0,0,89.51,10.49
3103504,2.82,8.62,5.55,0.81,43.03,2.93,14.66,4.47,15.7,1.04,0.25,0.12,71.77,28.23
3103603,3.59,10.21,11.24,0.76,46.19,0,20.67,5.09,2.26,0,0,0,98.25,1.75
3103702,0,5.35,3.07,2.36,65.86,6.87,8.58,2.86,4.64,0.4,0,0,95.86,4.14
3103751,8.93,8.27,11.48,0.6,42.35,2.34,16.03,1.61,7.27,1.12,0,0,88.81,11.19
3103801,2.16,9.93,4.03,0,39.79,4.89,15.59,6.78,15.86,0.98,0,0,86.45,13.55
3103900,3.27,13.57,3.56,0.47,52.3,3.19,9.17,3.82,8.43,2.07,0,0.15,89.61,10.39
3104007,7.06,9.8,6.34,0.68,40.41,2.91,15.59,2.52,13.25,1.16,0.25,0.04,76.83,23.17
3104106,4.27,11.92,1.86,0.31,54.24,1.43,12.5,4.93,7.47,1.06,0,0,88.87,11.13
3104205,2.92,4.75,4.53,1.12,49.21,2.6,17.12,6.06,10.11,0.96,0.4,0.22,78.96,21.04
3104304,2.64,9.49,5.64,0.34,50.69,1.12,16.54,1.84,10.55,0.85,0.29,0,86.95,13.05
3104403,9.52,3.41,3.85,0.34,56.42,4.05,13.66,1.66,6.35,0.73,0,0,93.36,6.64
3104452,4.44,5.53,23.46,4.36,39.42,2.93,15.48,2.71,1.69,0,0,0,98.65,1.35
3104502,2.9,8.72,5.67,1.92,50.2,5.05,15.46,5.65,4.28,0.06,0.09,0,92.61,7.39
3104601,0.43,8.12,8.18,0.54,49.73,6.26,9.75,5.96,10.3,0.73,0,0,87.44,12.57
3104700,0.39,6.26,7.84,2.84,60.6,3.85,11.4,2.76,4.06,0,0,0,96.99,3.01
3104809,1.2,8.86,2.4,2.38,54.2,5.47,18.56,3.73,2.81,0.39,0,0,96.44,3.56
3104908,1.51,10.27,2.33,0.37,56.4,2.64,15.85,3.89,6.42,0.08,0.12,0.12,85.23,14.77
3105004,0,11.04,16.87,0.56,39.25,5.4,18.85,3.65,3.97,0.42,0,0,94.48,5.52
3105103,1.62,9.36,7.08,1.46,39.58,3.7,17.21,4.21,14.52,0.92,0.35,0,81.35,18.65
3105202,2.26,4.79,5.89,19.07,46.84,2.9,12.27,1.79,4.18,0,0,0,94.24,5.76
3105301,5.95,9.8,1.75,0.44,57.62,0.48,16.11,0.88,5.05,1.93,0,0,92.09,7.91
3105400,1.96,10.4,4.84,0.63,47.3,4.71,16.9,1.9,9.91,1.21,0.25,0,81.79,18.21
3105509,3.59,10.04,10.24,2.05,43.56,6.43,16.36,2.92,3.99,0.59,0,0.22,97.89,2.11
3105608,2.53,9.97,5.08,0.46,45.77,3.4,17.93,2.97,10.44,0.91,0.41,0.13,76.86,23.14
3105707,1.76,6.48,11.97,5,50.09,3.69,12.38,3.63,3.21,1.58,0.2,0,96.28,3.72
3105905,3.43,12.26,7.23,1.96,45.02,1.86,16.33,1.86,9.37,0.68,0,0,88.29,11.71
3106002,1.13,11.96,5.05,1.21,49.35,6.54,13.46,3.72,6.76,0.82,0,0,89,11
3106101,1.26,13.4,0.57,1.17,59.62,1.15,17.32,1.46,3.05,1,0,0,95.42,4.58
3106200,4.2,8.43,3.89,0.92,38.97,2.82,14.71,3.06,19.53,2.29,0.77,0.4,62.46,37.54
3106309,2.22,11.15,5.38,0.09,53.84,3.86,14.06,3.08,5.24,0.94,0,0.14,92.92,7.08
3106408,0.15,8.87,4.9,0.69,60.12,1.12,15.31,3.52,4.82,0.49,0,0,96.4,3.6
3106507,1.77,6.43,4.15,1.78,60.43,1.73,16.36,2.08,4.78,0.48,0,0,96.68,3.32
3106606,0.36,9.8,8.26,2.23,55.29,0.23,19.96,0.49,3.16,0.21,0,0,96.86,3.14
3106655,1.9,10.21,2.9,3.97,56.55,2.15,16.31,2.48,3.33,0.2,0,0,97.05,2.95
3106705,4.95,8.53,5.87,0.85,46.92,3.13,16.06,3.07,9.74,0.77,0.1,0.02,81.21,18.79
3106804,0,6.33,5.9,1.06,55.96,2.58,20.43,1.45,5.18,0.75,0.36,0,94.86,5.14
3106903,1.48,10.44,6.73,0.29,48.72,1.7,15.69,3.18,10.95,0.55,0.26,0,79.46,20.54
3107000,1.72,8.16,2.77,0,62.21,2.96,15.48,0,6.69,0,0,0,93.93,6.07
3107109,4.64,7.77,9.2,1.08,44.07,5.6,13.25,4.38,8.5,0.95,0.36,0.2,86.32,13.68
3107208,0.42,7.6,4.12,0,66.79,1.74,15.85,2.03,1.18,0.28,0,0,98.09,1.91
3107307,4.05,11.04,6.12,1.6,43.92,4.65,15.73,4.24,8.02,0.35,0.29,0,87.34,12.66
3107406,6.36,8.29,9.08,1.16,42.92,3.9,13.81,3.22,9.96,1.02,0.19,0.07,80.65,19.35
3107505,0.22,6.05,4.7,0.33,59.34,3.49,15.76,5.81,3.59,0.54,0.16,0,96.54,3.46
3107604,4.03,10.68,8.4,1.03,48.6,0.24,16.2,3.11,6.86,0.87,0,0,93.07,6.93
3107703,1.66,10.83,6.93,0.61,44.48,3.79,17.3,7.99,5.82,0.59,0,0,92.82,7.18
3107802,0.32,6.47,9.72,1.18,51.46,5.94,16.08,3.64,4.73,0.3,0.17,0,92.28,7.72
3107901,4.39,7.59,5.57,0.38,53.63,5.33,12.42,3.48,7,0.22,0,0,89.87,10.13
3108008,0.69,9.63,4.7,0.45,52.95,3.82,17.71,3.73,5.71,0.48,0,0.13,94.61,5.39
3108107,0.46,10.05,7.02,1.09,56.13,3.39,11.62,1.65,7.53,1.05,0,0,89.15,10.85
3108206,4.79,5.26,8.8,0.64,42.63,4.35,17.35,5.37,9.66,0.96,0.18,0,89.73,10.27
3108255,0.15,3.28,5.05,1.88,67.37,0.58,15.42,2.29,2.32,1.4,0.26,0,96.82,3.18
3108305,3.15,9.25,5.78,0.5,44.32,3.12,15.89,4.38,12.96,0.38,0.26,0,79.12,20.88
3108404,4.14,8.49,3.38,0.31,58.67,2.38,15.57,1.27,5.79,0,0,0,89.37,10.63
3108503,0.81,6.88,8.93,4.69,49.5,2.75,18.12,3.71,3.54,1.06,0,0,96.63,3.37
3108552,0.52,9.01,10.96,0.96,51.49,2.65,13.95,2.29,6.89,1.28,0,0,91.34,8.66
3108602,2.88,7.29,4.36,3.55,50.67,4.33,18.16,2.97,5.49,0.31,0,0,89.52,10.48
3108701,0,7.02,9.57,0.57,55.11,0.41,19.89,1.07,5.57,0.59,0.2,0,94.65,5.35
3108800,0.21,6.36,8.46,4.16,51.71,5,16.26,2.77,4.35,0.74,0,0,95.87,4.13
3108909,1.15,10.13,5.93,1.52,50.41,4.18,17.19,3.94,4.36,0.89,0.3,0,90.09,9.91
3109006,2.66,12.76,4.99,0.96,44.84,4.47,14.04,3.97,9.92,0.92,0.28,0.19,78.52,21.48
3109105,0,7.71,6.33,0.37,57.14,0.98,16.11,0.95,9.99,0.43,0,0,91.43,8.57
3109204,1.51,9.57,10.19,2.28,45.11,3.07,17.75,2.04,7.31,1.18,0,0,83.19,16.81
3109253,0,8.93,3.13,3.84,54.1,3.5,17.67,4.49,4.07,0,0.27,0,95.71,4.29
3109303,2.22,8.28,4.3,2.78,55.59,5.05,12.38,3.22,5.08,0.96,0.13,0,87.25,12.75
3109402,1.63,8.48,6.8,3.85,51.93,4.43,14.78,3.6,4.52,0,0,0,94.96,5.04
3109451,6.66,10.6,6.14,1.36,52.94,2.6,11.32,2.2,5.16,0.36,0.37,0.29,94.66,5.34
3109501,2.49,8.04,12.24,1.24,46.89,2.21,13.64,3.02,10.05,0.19,0,0,91.04,8.96
3109600,6.02,9.38,4.84,0,47.99,0.82,17.86,2.88,9.65,0,0.56,0,90.08,9.92
3109709,1.95,5.2,4.37,0,54.77,2.77,16.65,4.2,9.42,0.68,0,0,86.87,13.13
3109808,11.95,8.7,6.77,0.79,41.34,1.81,11.98,3.09,13.04,0.52,0,0,87.7,12.3
3109907,2.82,8.27,4.11,0,49.28,4.33,16.15,4.81,9.12,0.67,0.43,0,82.62,17.38
3110004,2.34,10.64,11.01,1.14,41.2,3.33,16.55,3.89,8.59,1.31,0,0,82.77,17.23
3110103,2.02,10.39,13.88,2.95,45.91,4.81,11.58,3.65,4.82,0,0,0,95.24,4.76
3110202,0.22,5.17,1.54,0,65.57,1.29,15.82,2.19,7.67,0.3,0,0.23,96.23,3.77
3110301,3.97,6.72,10.28,1.2,49.59,3.24,16.32,2.23,4.99,0.72,0.49,0.25,91.56,8.44
3110400,0.55,7.92,2.22,0,59.22,1.59,11.58,2.64,14.28,0,0,0,91.85,8.15
3110509,6.55,6.94,9.34,3.05,47.91,2.87,12.37,3.09,6.4,1.36,0,0.12,87.04,12.96
3110608,5.59,4.22,3.68,0.17,53.42,1.88,16.94,1.81,11.13,1.01,0.15,0,82.73,17.27
3110707,4.11,10.02,5.18,0.68,52.47,3.56,13.99,3,6.65,0.34,0,0,92.8,7.2
3110806,5.64,5.13,5.74,5.06,54.26,8.96,7.39,3.13,4.35,0,0.33,0,94.43,5.57
3110905,2.71,10.65,6.05,0.9,50.15,2.29,14.82,3.76,7.77,0.74,0.16,0,84.6,15.4
3111002,1.74,7.91,7.73,3.28,48.67,4.16,15.52,3.55,6.82,0.62,0,0,90.95,9.05
3111101,2.58,8.85,9.44,1.73,37.83,4.06,18.59,6.37,9.48,0.97,0.1,0,78.52,21.48
3111150,4.7,6.29,2.29,8.35,51.2,2.81,18.84,3.03,2.5,0,0,0,97.7,2.3
3111200,4.34,8.26,7.81,0.8,48.23,3.1,13.82,3.72,9.11,0.66,0.15,0,82.93,17.07
3111309,1.74,6.9,5.97,0.88,51.86,3.38,14.81,4.44,9.86,0.17,0,0,90.77,9.23
3111408,3.41,9.91,2.95,0.96,58.33,1.52,12.87,1.42,8.04,0.6,0,0,90.44,9.56
3111507,3.25,12.85,4.82,0.8,54.63,1.42,13.54,1.36,5.96,0.94,0.42,0,93.19,6.81
3111606,4.46,9.04,7.59,1.65,47.41,1.7,14.85,2.2,10.6,0.4,0.11,0,86.71,13.29
3111705,2.21,4.32,7.02,1.69,56.01,0.91,16.55,2,7.87,0.85,0.27,0.3,91.19,8.81
3111804,1.95,9.62,10.99,0.92,46.11,2.99,16.4,2.39,6.87,1.38,0.39,0,93.85,6.15
3111903,1.32,4.84,1.96,0,64.71,0.36,15.78,5.02,4.01,1.64,0.35,0,91.82,8.18
3112000,1.69,8.14,7.94,2.79,50.61,3.43,16.25,3.45,5.44,0.26,0,0,89.94,10.06
3112059,0,7.67,6.66,3.49,53.63,3.69,16.52,3.71,3.97,0.66,0,0,93.31,6.69
3112109,1.79,8.07,17.18,1.39,50.17,2.38,9.61,3.96,5.44,0,0,0,96.13,3.87
3112208,0,10.29,2.37,0.22,58.07,0.95,18.35,0.33,7.99,1.44,0,0,92.48,7.52
3112307,3.78,7.31,5.05,2,55.54,2.46,17.95,1.12,4.27,0.41,0.12,0,90.3,9.7
3112406,1.15,4.41,3.97,0.5,61.82,1.5,15.6,2.74,7.14,1.17,0,0,93.61,6.39
3112505,0.55,9.42,9.11,0.97,47.27,11.32,11.02,5.33,4.67,0.18,0.18,0,92.59,7.41
3112604,0.24,10.1,6.02,0.89,49.73,1.99,17.79,2.83,8.95,1.1,0.37,0,91.4,8.6
3112653,5.87,10.73,16.01,1.73,41.34,4.61,13.42,2.39,3.25,0.66,0,0,96.61,3.39
3112703,2.97,9.2,6.72,2.12,55.23,2.14,16.62,1.85,2.62,0.54,0,0,93.73,6.27
3112802,2.44,10.46,4.15,0.33,46.79,3.59,16.81,4.42,10.13,0.75,0.12,0,88.74,11.26
3112901,1.69,6.46,3.03,0.44,61.97,4.2,13.69,2.76,5.56,0,0,0.21,95.35,4.65
3113008,0.68,5.5,6.2,2.43,64.11,3.34,12.56,3.1,1.94,0.14,0,0,98.22,1.78
3113107,0,6.36,1.8,2.17,62.83,5.49,15.91,1.86,3.23,0.35,0,0,96.69,3.31
3113206,1.21,8.86,0.63,0.14,59.65,3.86,15.36,1.75,8.19,0.35,0,0,88.14,11.86
3113305,4.06,10.44,7.49,0.73,48.16,3.93,13.42,3.14,7.96,0.45,0.08,0.14,83.69,16.31
3113404,3.26,8.33,7,1.98,47.65,3.63,12.64,3.03,11.24,0.82,0.33,0.08,81.78,18.22
3113503,1.23,7.48,8.49,1.15,49.15,5.52,15.89,4.72,5.46,0.91,0,0,96.15,3.85
3113602,1.96,13.99,8.2,0.43,45.89,6.91,8.68,6.29,7.29,0.35,0,0,90.23,9.77
3113701,0.49,10.41,5.58,2.41,53.98,2.63,15.1,1.85,6.64,0.92,0,0,89.1,10.9
3113800,2.14,7.95,0.39,3.99,58.97,3.4,10.36,3.66,8.13,1.01,0,0,93.21,6.79
3113909,2.81,9.84,4.1,0.93,57.94,3.03,12.37,2.95,5.15,0.61,0.27,0,93.65,6.35
3114006,0.58,10.92,10.85,0.84,44.79,5.48,17.13,3.61,5.21,0.58,0,0,89.45,10.55
3114105,2.4,10.95,9.78,1.71,45.87,1.62,15.73,1.7,9.2,0.88,0,0.16,87.68,12.32
3114204,2.74,8.64,10.68,0.5,45.06,2.96,14.25,3.79,11.02,0.36,0,0,82.3,17.7
3114303,1.59,10.1,8.92,1.55,45.3,3.4,11.78,2.9,12.8,1.65,0,0,82.38,17.62
3114402,1.77,9.29,6.64,1.68,47.74,1.42,16.21,2.8,11.94,0.39,0.11,0,84.73,15.27
3114501,0.41,10.58,8.24,0.82,50.85,1.82,12.95,3.44,9.99,0.9,0,0,87.19,12.81
3114550,2.22,7.01,12.44,1.15,40.44,5.15,13.09,2.45,14.62,1.44,0,0,85.62,14.38
3114600,2.48,7.06,7.89,0,52.03,4.07,17.81,2.73,5.05,0.32,0,0.54,95.88,4.12
3114709,1.4,11.48,7.35,0.48,44.47,5.2,15.03,3.15,11.1,0,0.34,0,90.92,9.08
3114808,0,6.67,2.83,0,58.4,3.88,16.81,3.04,7.47,0.9,0,0,92.38,7.62
3114907,0,6.61,16.26,2.53,49.97,3.28,18.3,1.79,0.91,0.35,0,0,97.95,2.05
3115003,2.49,9.28,4.65,0.56,56.36,0.41,15.9,4.76,4.93,0.67,0,0,92.96,7.04
3115102,4.34,7.54,8.78,0.56,49.21,2.22,15.07,1.57,10.31,0.4,0,0,83.81,16.19
3115201,0.92,9.77,18.99,0.32,39.83,1.07,18.86,2.98,6.95,0.31,0,0,93.82,6.18
3115300,1.8,10.39,6.04,0.84,43.39,2.46,16,3.79,13.6,1.19,0.21,0.29,78.7,21.3
3115359,1.02,8.13,5.39,1.21,53.4,2.71,17.45,3.93,6.17,0.38,0.22,0,87.54,12.46
3115409,0.21,7.08,8.06,2.08,59.28,4.69,8.44,4.21,4.94,0,0.76,0.27,95.77,4.23
3115458,0.39,7.73,13.93,3.25,55.17,2.91,10.35,1.72,3.99,0.56,0,0,95.59,4.41
3115474,1.89,7.83,1.1,2.8,61.22,1.23,20.18,1.05,2.35,0.36,0,0,97.44,2.56
3115508,3.95,12.38,4.63,2.32,43.79,5.01,14.78,4.22,7.85,1.1,0,0,82.19,17.81
3115607,0,11.15,4.4,0.31,53.52,2.39,15.51,3.89,8.83,0,0,0,91.75,8.25
3115706,0,6.9,10.8,2.33,54.62,3.58,11.85,3.48,5.85,0.37,0,0.21,93.54,6.46
3115805,2.55,9.34,11.97,0.18,46.56,3.59,14.7,2.8,7.61,0.7,0,0,89.16,10.84
3115904,0.52,9.21,2.32,2.49,63.07,2.3,14.9,0.57,4.26,0.36,0,0,96.43,3.57
3116001,1.2,8.35,9.29,0.45,53.19,3.57,11.12,5.15,5.89,1.78,0,0,92.45,7.55
3116100,5.29,6.43,6.14,2.65,54.24,4.29,14.58,2.9,3.15,0.28,0.06,0,95.83,4.17
3116159,2.2,7.89,11.21,1.39,51.87,2.72,14.21,3.42,3.81,1.29,0,0,95.95,4.05
3116209,1.16,7.18,5.96,0.62,56.9,2.95,8.65,3.68,10.31,2.2,0.4,0,85.7,14.3
3116308,0.29,6.28,2.92,0.36,62.81,1.87,17.07,3.05,4.76,0.59,0,0,94.74,5.26
3116407,2.71,9.56,1.87,0.33,58.73,1.57,16.49,2.83,5.4,0.51,0,0,95.34,4.66
3116506,1.03,10.65,4.68,1.61,52.06,1.53,18.48,1.66,7.2,0.85,0.26,0,93.05,6.95
3116605,1.12,8.19,8.34,0.89,53.23,2.21,14.9,2.93,6.88,1.31,0,0,90.6,9.4
3116704,0.73,10.53,1.34,0.15,58.85,1.01,15.2,0.68,9.65,0.65,0.91,0.3,93.15,6.85
3116803,0,10.21,13.7,1.4,53.52,2.74,11.65,2.85,3.84,0.1,0,0,96.33,3.67
3116902,0.92,6.87,2.73,0,60.78,6.47,10.79,2.52,8.32,0.59,0,0,94.85,5.15
3117009,1.9,10.04,12.57,2.27,49.07,2.98,11.4,3.76,5.21,0.8,0,0,95.17,4.83
3117108,3.48,7.52,2.76,0.7,54.34,3.37,16.56,4.41,6.34,0.25,0.28,0,92.66,7.34
3117207,1.56,12.84,11.38,0,40.7,1.11,18.12,4.69,9.6,0,0,0,90.74,9.26
3117306,2.8,9.42,12.38,1.78,47.74,2.79,11.27,1.45,9.61,0.62,0.15,0,86.49,13.51
3117405,2.46,9.41,13.5,2.11,46.36,3.66,14.61,3.21,3.7,0.96,0,0,95.72,4.28
3117504,1.32,5.74,7.49,0.79,56.26,3.26,19.94,2.74,2.34,0.12,0,0,97.46,2.54
3117603,3.19,9.74,7.06,0.39,51.23,6.26,13.37,4.38,3.88,0.5,0,0,91.2,8.8
3117702,2.91,9.34,5.46,0.81,59.63,2.14,13.48,2.37,3.24,0.62,0,0,91.71,8.29
3117801,1.41,10.08,9.72,0.12,46.41,4.09,14.15,3.61,9.13,1.29,0,0,88.42,11.58
3117836,2.11,7.13,2.01,0.86,61.19,2.38,15.96,2.55,5.46,0.35,0,0,96.55,3.45
3117876,3.33,9.82,6.6,0.69,49.31,2.34,14.87,3.7,8.57,0.77,0,0,89.69,10.31
3117900,0.22,10.01,4.74,1,55.24,2.94,15.86,1.1,8.19,0.7,0,0,84.15,15.85
3118007,0.73,9.19,9.23,1.28,44.23,4.28,16.89,3.52,8.83,1.4,0.42,0,83.43,16.57
3118106,0.92,6.5,9.35,4.47,53.69,1.17,15.73,3.1,2.8,2.27,0,0,96.82,3.18
3118205,1.77,6.62,9.35,0.84,52.89,3.57,12.63,3.23,8.46,0.49,0,0.14,85.72,14.28
3118304,1.68,9.02,5.59,0.52,46.9,2.93,14.67,3.36,13.68,1.13,0.48,0.04,72.18,27.82
3118403,1.25,7.25,5.27,4.07,55.8,3.78,11.16,3.21,7.4,0.81,0,0,86.64,13.36
3118502,5.28,11.69,1.69,0,63.81,0.72,10.5,1.53,4.11,0.67,0,0,95.22,4.78
3118601,2.91,9.08,5.14,1.42,42.74,2.89,17.24,3.31,13.86,1.05,0.32,0.04,70.76,29.24
3118700,1.75,6.74,5.48,0.84,58.14,1.07,18.12,1.63,6.22,0,0,0,92.6,7.4
3118809,3.16,9.21,5.8,1.72,49.63,2.09,17.97,2.37,6.9,1.16,0,0,89.7,10.3
3118908,0,9.73,10.92,0.82,46.08,3.53,15.45,4.74,8.29,0.45,0,0,91.54,8.46
3119005,4.64,10.79,9.02,1.44,48.52,3.2,13.1,1.93,7.35,0,0,0,92.18,7.82
3119104,2.21,5.63,8.89,1.09,51.33,2.12,20.32,2.79,4.87,0.63,0.1,0,92.52,7.48
3119203,2.78,7.78,10.23,1.29,55.91,2.63,12.65,2.12,4.15,0.29,0.17,0,95.52,4.48
3119302,2.63,6.28,13.25,0.78,45.06,4.13,12.82,3.1,11.43,0.53,0,0,86.73,13.27
3119401,1.61,11.9,5.79,1.02,44.56,2.74,15.39,3.05,12.49,1.16,0.29,0,72.98,27.02
3119500,4.35,6.42,14.96,1.92,42.51,4.06,18.14,3.25,3.65,0.74,0,0,95.44,4.56
3119609,0,9.47,7.26,0.31,51.51,3.76,16.4,4.27,6.5,0.51,0,0,90.74,9.26
3119708,0,8.13,4.76,1.68,61.59,1.05,11.06,2.57,7.44,1.26,0.46,0,95.78,4.22
3119807,2.13,9.82,8.55,0.67,50.5,4.95,10.96,4.37,7.74,0.3,0,0,93.66,6.34
3119906,1.64,6.1,0,0.12,53.6,3.29,15.32,5.41,11.45,3.07,0,0,83.64,16.36
3119955,3.12,9.48,3.75,1.29,52.25,3.34,13.98,2.28,6.05,4.25,0.21,0,89.99,10.01
3120003,1.23,9.12,15.08,1.89,41.38,1.44,20.1,1.61,6.19,1.95,0,0,93.7,6.3
3120102,2.73,7.3,5.89,0.38,52.8,7.84,13.1,6.44,3.09,0.44,0,0,97.21,2.79
3120151,1.76,8.33,9.62,4.37,53.21,3.9,14.96,2.23,1.51,0.11,0,0,98.27,1.73
3120201,5.29,9.75,8.36,1.68,53.47,2.56,9.41,1.9,7,0.4,0.18,0,91.16,8.84
3120300,4.58,7.14,20.07,2.89,39.05,7.37,11.52,4.49,2.61,0.28,0,0,97.57,2.43
3120409,1.48,8.41,8.35,0.62,52.82,2.94,15.03,4.11,6.22,0,0,0,92.48,7.52
3120508,4.05,7.58,10.42,0.69,46.25,6.23,15.51,5.49,3.22,0.57,0,0,89.85,10.15
3120607,1.96,12.87,1.84,0.3,61,2.36,12.28,1.46,5.17,0.77,0,0,94.75,5.25
3120706,5.05,5.18,3.59,0.47,50.85,8.42,10.43,4.12,10.42,1.48,0,0,87.64,12.36
3120805,2.36,10.65,1.29,0.24,53.82,2.8,16.05,1.92,10.26,0.51,0.11,0,87.44,12.56
3120839,0.74,10.63,6.7,0.68,47.29,12.07,11.07,4.31,4.72,1.27,0.32,0.22,92.49,7.51
3120870,1.65,7.79,9.15,4.14,53.71,4.19,13.34,2.63,3.15,0.25,0,0,97.03,2.97
3120904,3.03,10.64,4.33,0.97,50.48,2.82,15.97,3.19,7.69,0.81,0.07,0,84.58,15.42
3121001,4.18,8.46,2.65,0.17,61.38,0.98,16.09,1.84,3.96,0.12,0.16,0,97.21,2.79
3121100,0,4.7,9.94,0.2,52.62,4.29,15.84,2.64,8.36,1.4,0,0,91.76,8.24
3121209,4.63,8.92,0.37,0.67,41.82,4.63,24.57,7.49,5.96,0.95,0,0,93.95,6.05
3121258,0.74,13.35,16.87,3.33,41.18,2.33,14.67,4.12,2.9,0.41,0.11,0,97.04,2.96
3121308,4.72,9.92,4.36,0.19,51.53,1.52,17.28,2.45,7.55,0.48,0,0,94.48,5.52
3121407,0,6.95,8.63,1.51,52.22,1.34,19.06,2.43,7.68,0,0.19,0,93.69,6.31
3121506,0,7.53,4.22,0.2,67,0.53,12.14,2.67,5.71,0,0,0,94.09,5.91
3121605,4.06,6.82,6.12,1.66,44.45,3.29,17.14,3.12,12.34,0.71,0.21,0.09,89.79,10.21
3121704,0.27,5.73,19.92,4.74,48.12,1.06,13.5,1.72,2.24,2.7,0,0,97.99,2.01
3121803,1.73,9.59,5,0.95,46.73,4.43,19.96,2.52,8.03,0.73,0.31,0,90.23,9.77
3121902,0.76,11.88,6.11,0.93,56.45,0.58,16.65,1.22,4.35,1.07,0,0,92.89,7.11
3122009,1.2,8.11,13.37,4.87,46.25,4.73,10.83,3.32,6.4,0.77,0.15,0,90.65,9.35
3122108,0.26,10.44,5.7,4.54,54.46,0.83,15.96,1.08,5.95,0.77,0,0,92.45,7.55
3122207,0.79,6.16,6.22,0.39,57.27,3.17,15.28,3.45,6.82,0.31,0.14,0,96.02,3.98
3122306,3.98,8.97,5.24,0.62,45.2,3.3,15.33,3.36,12.27,1.07,0.46,0.21,75.17,24.83
3122355,1.96,12.7,5.26,1.76,58.58,3.31,11,2.64,2.79,0,0,0,97.75,2.25
3122405,4.41,9.04,3.94,0.36,56.9,2.36,14.46,2.14,5.92,0.47,0,0,96.1,3.9
3122454,5.75,7.99,1.79,3.75,58.41,3.23,12.14,2.73,4.05,0.14,0,0,96.91,3.09
3122470,2.63,5.68,3.33,0.92,51.77,2.47,19.11,2.76,11.09,0.25,0,0,89.51,10.49
3122504,0.47,9.72,3.26,0.98,53.37,0.87,16.7,2.61,9.48,2.56,0,0,87.07,12.93
3122603,0.43,11.32,4.41,0.46,58.69,2.18,14.84,2.97,4.11,0,0.57,0,96.12,3.88
3122702,1.33,7.94,2.36,0.22,55.17,0.86,21.34,2.05,7.83,0.6,0.29,0,91.77,8.23
3122801,0,12.2,1.65,0,51.45,2.7,23.8,2.11,4.08,2,0,0,94.19,5.81
3122900,0.2,7.53,11.16,0.59,50.6,1.68,16.97,1.93,8.77,0.56,0,0,88.19,11.81
3123007,0.98,9.47,6.57,0,55,3.59,13.29,2.01,8.82,0,0.26,0,88.93,11.07
3123106,0.17,8.07,2.1,3.06,67.02,2.31,13.05,1.18,2.08,0.72,0.24,0,98.92,1.08
3123205,1.72,8.97,7.03,0.57,51.72,2.82,14.72,3.73,7.46,1.26,0,0,79.74,20.26
3123304,0.23,6.99,2.49,0,59.3,2.48,15.48,2.88,8.97,1.19,0,0,92.65,7.35
3123403,5.38,14.4,4.7,0,49.92,0.43,19.95,4.74,0.48,0,0,0,98.75,1.25
3123502,2.54,3.68,5.04,1.02,46.51,2.98,15.51,7.91,14.06,0.76,0,0,88.04,11.96
3123528,0.71,6.87,5.24,3.25,57.5,3.26,14.12,1.36,6.25,1.44,0,0,94.63,5.37
3123601,2.37,9.37,7.77,3.21,50.41,3.46,12.37,1.67,8.09,0.75,0.32,0.22,88.44,11.56
3123700,1.79,9.37,14.84,2.56,45.6,4.61,12.19,2.83,5.44,0.54,0.21,0,94.18,5.82
3123809,1.03,7.34,2.93,1.58,56.93,2.35,19.46,2.02,6.13,0.24,0,0,94.31,5.69
3123858,0.22,5.02,1.22,0,63.78,3.14,13.72,4.08,8.6,0.23,0,0,92.03,7.97
3123908,0.72,8.85,5.65,0.49,53.26,2.43,16.96,2.07,8.72,0.56,0.14,0.15,92.98,7.02
3124005,1.81,11.43,1.78,0.62,58.08,3.99,12.45,1.94,7.54,0.11,0.26,0,89.63,10.37
3124104,1.03,9.11,6.53,1.09,56.18,4.43,14.06,3.08,3.93,0.46,0.04,0.06,91.41,8.59
