"city_code","time.5min","time.6_30min","time.30_60min","time.1_2h","time.2hplus","time.avg"
1100015,33.17,52.78,7.71,3.61,2.73,21.1534
1100023,18.26,72.7,7.05,1.22,0.76,19.1815
1100031,48.88,39.31,8.77,2.38,0.67,16.4123
1100049,23.88,65.73,7.8,1.77,0.82,19.1124
1100056,36.24,55.72,5.79,1.76,0.49,16.6191
1100064,28.8,60.69,8.11,1.79,0.61,18.3567
1100072,42.73,47.81,6.71,1.88,0.88,16.5098
1100080,32.35,55.36,8.09,3.18,1.02,19.3088
1100098,30.61,59.52,4.37,2.41,3.09,20.0876
1100106,21.69,69.93,6.62,0.82,0.95,18.5289
1100114,21.49,71.39,5.98,0.69,0.45,17.7767
1100122,20.01,69.25,8.23,1.32,1.18,19.773
1100130,28.19,60.67,7.68,2.4,1.06,19.2181
1100148,30.78,60.89,6.77,0.85,0.71,17.1627
1100155,25.54,63.92,8.61,1.13,0.81,18.6461
1100189,24.23,67.55,6.18,1.4,0.64,18.1795
1100205,9.91,60.62,22.09,5.69,1.68,28.4846
1100254,32.14,56.92,6.48,3.23,1.23,19.1516
1100262,51.66,34.24,11.21,2.24,0.65,16.5867
1100288,22.8,67.75,7.84,1.28,0.33,18.411
1100296,31.96,56.65,8.43,1.89,1.07,18.5735
1100304,19.64,72.69,6.28,0.98,0.42,18.2782
1100320,29.15,61.05,7.86,1.54,0.39,17.8375
1100338,32.67,58.21,6.14,1.57,1.4,17.9673
1100346,35.47,49.85,11.18,2.94,0.56,19.0955
1100379,32.85,51.05,11.96,3.53,0.61,20.1225
1100403,24.79,65.92,7.44,1.42,0.43,18.2471
1100452,29.39,59.94,6.87,0.95,2.85,19.6252
1100502,51.04,39.12,7.35,1.28,1.21,15.5051
1100601,42.76,47.02,8.16,1.58,0.47,16.2596
1100700,39.57,46.5,9.26,3.2,1.47,19.1595
1100809,15.43,51.33,25.33,6.23,1.67,29.0204
1100908,41.67,44.68,10.12,3.07,0.45,17.9829
1100924,26.52,61.64,7.97,2.34,1.53,19.9497
1100940,24.03,63.6,7.34,3.48,1.55,20.9445
1101005,32.34,57.85,7.24,0.96,1.61,18.084
1101104,29.32,58.47,9.35,1.98,0.87,19.0241
1101203,35.36,56.48,6.81,0.53,0.82,16.4599
1101302,36.36,55.18,7.02,1.32,0.13,16.2534
1101401,21.51,68.86,8.07,1.02,0.54,18.6678
1101435,35.89,48.28,10.69,3.06,2.08,20.5454
1101450,25.15,56.81,14.42,3.63,0,21.2393
1101468,41.71,46.55,8.8,1.66,1.29,17.4665
1101476,44.2,32.45,17.85,5.51,0,21.0425
1101484,35.08,51.86,8.86,3.21,0.99,19.1528
1101492,25.03,65.01,7.23,1.71,1.01,18.9578
1101500,36.17,54.28,7.26,2.08,0.21,16.9699
1101559,39.23,53.25,4.02,1.84,1.66,17.0035
1101609,34.21,48.72,13.38,3.38,0.3,19.9031
1101708,30.32,56.77,10.49,2.02,0.4,18.7531
1101757,32.57,60.15,5.88,1.03,0.36,16.4605
1101807,41.39,39.57,12.73,3.44,2.87,21.4606
1200013,18.21,68.69,9.88,2.22,1,20.9187
1200054,40,49.2,7.5,2.19,1.12,17.546
1200104,26.48,59.95,9.24,1.5,2.82,21.007
1200138,15.11,59.38,19.17,5.34,1.01,26.0884
1200179,36.52,52.73,7.64,1.87,1.25,17.9384
1200203,20.23,66.56,10.39,1.55,1.26,20.5748
1200252,20.88,66.77,10,1.21,1.15,20.0316
1200302,30.49,58.06,5.74,4.31,1.39,20.1053
1200328,26.96,58.53,10.77,2.34,1.4,20.5159
1200336,21.39,65.18,9.82,2.52,1.09,20.7969
1200344,27.54,61.88,6.5,2.25,1.83,19.6614
1200351,26.4,55.84,12.92,3.1,1.74,22.0632
1200385,24.08,63.03,8.25,3.36,1.29,20.8339
1200393,30.82,54.29,10.19,3.07,1.63,20.6177
1200401,9.37,65.08,20.75,4.15,0.64,26.0234
1200427,19.8,61.66,13.85,1.92,2.78,23.3853
1200435,34.47,54.68,8.89,1.85,0.11,17.3634
1200450,21.64,55.89,18.53,2.75,1.19,23.3837
1200500,29.34,57.95,8.09,3.64,0.97,19.9785
1200609,31.29,57.87,7.94,1.41,1.49,18.6111
1200708,32.31,55.5,8.09,2.38,1.73,19.464
1200807,15.09,62.29,15.91,5.51,1.2,25.5252
1300029,16.79,40.66,30.36,8.66,3.52,33.8383
1300060,17.52,34.83,21.43,22.39,3.84,41.5479
1300086,23.49,56.93,12.67,5.67,1.24,23.7144
1300102,30.13,47.81,15.06,4.82,2.18,23.8433
1300144,28.06,59.42,5.77,3.42,3.33,21.7691
1300201,15.07,62.53,20.47,1.38,0.55,23.1224
1300300,31.43,49.3,14.62,3.76,0.89,21.4765
1300409,24.1,56.65,6.92,3.8,8.53,28.172
1300508,22.14,53.35,16.54,5.45,2.51,26.07
1300607,22.63,44.72,19.8,9.84,3.01,30.5591
1300631,27.09,42.62,15.72,11.76,2.82,30.0681
1300680,24.9,46.89,17.76,7.05,3.41,28.1142
1300706,32,54.9,9.04,2.02,2.04,19.816
1300805,30.93,48.16,13.07,5.7,2.14,23.7948
1300839,21.82,45.71,20.08,9.48,2.91,30.3788
1300904,30.78,46.47,15.8,4.22,2.73,24.0876
1301001,19.11,49.78,13.45,9.22,8.44,34.3944
1301100,25.69,54.14,15.61,2.6,1.97,22.7582
1301159,28.12,41.71,16.45,7.21,6.51,30.6173
1301209,26.5,58.62,9.49,3.78,1.61,21.4811
1301308,40.34,39.36,11.52,4.63,4.15,23.4328
1301407,25.45,59.25,8.39,3.52,3.38,22.937
1301506,27.73,56.77,7.89,5.19,2.41,22.7186
1301605,18.45,50.17,18.1,10.58,2.7,30.8601
1301654,27.32,64.64,5.87,1.43,0.74,17.8177
1301704,28.39,63,6.12,1.04,1.45,18.1895
1301803,21.33,49.87,19.06,6.15,3.59,28.4631
1301852,21.62,57.13,12.96,5.3,2.99,25.5544
1301902,26.37,57.8,11.15,3.07,1.62,21.447
1301951,38.5,44.52,12.59,2.76,1.63,20.0441
1302009,30.4,54.38,10.67,1.4,3.16,21.1619
1302108,25.57,58.07,14.67,1.18,0.51,20.0066
1302207,16.87,57.47,18.02,4.7,2.94,27.0551
1302306,18.13,57.55,14.08,7.4,2.84,27.6695
1302405,22.7,55.2,13.57,4.44,4.09,26.0815
1302504,21.8,59.44,13.74,3.29,1.73,23.0092
1302553,17.97,52.67,21.45,5.64,2.28,27.8436
1302603,6.74,36.88,39.03,15.15,2.2,40.8139
1302702,22.71,60.62,10.7,3.61,2.36,22.9431
1302801,20.34,49.1,16.91,8.04,5.62,31.4445
1302900,20.09,63.08,11.85,2.8,2.18,22.8274
1303007,25.11,40.6,24.05,8.38,1.86,29.16
1303106,42.61,45.16,8.17,3.06,1,17.8898
1303205,35.5,49.85,11.57,1.46,1.63,19.2245
1303304,31.35,53.89,8.43,2.88,3.46,21.8052
1303403,24.51,61.49,8.75,3.8,1.46,21.4032
1303502,36.34,48.09,11.09,2.18,2.3,20.1857
1303536,19.67,55.97,16.23,5.59,2.54,26.4406
1303569,28.26,54.72,12.58,3.63,0.81,21.1626
1303601,11.29,56.73,22.87,6.78,2.34,29.9774
1303700,22.3,47.22,16.62,8.87,4.98,31.0526
1303809,22.63,57.92,12.45,3.7,3.3,24.4496
1303908,10.88,57.31,21.68,7.82,2.31,30.4258
1303957,29.28,46.94,11.56,6.45,5.77,27.8442
1304005,33.99,41.18,11.89,9.32,3.62,27.1944
1304062,20.12,52.13,18.24,8.98,0.52,27.3034
1304104,20.69,51.95,13.21,8.11,6.04,30.877
1304203,24.57,56.83,11.93,4.83,1.84,23.3814
1304237,18.65,42.3,25.86,9.67,3.52,33.1105
1304260,17.58,45.8,22.77,10.06,3.79,32.9715
1304302,23.71,46.23,17.86,8.46,3.74,29.6459
1304401,26.25,43.17,19.5,7.72,3.35,28.8261
1400027,39.63,42.79,13.24,2.81,1.52,19.9947
1400050,34.41,53.26,7.96,2.61,1.77,19.3623
1400100,13.12,69.88,14.09,2.15,0.76,22.4219
1400159,29.69,44.84,12.58,7.77,5.12,28.3537
1400175,27.6,52.93,13.05,5.67,0.75,22.7829
1400209,26.07,61.93,7.45,1.89,2.66,20.6964
1400233,31.94,47.34,12.2,4.65,3.87,24.4372
1400282,37.29,39.87,16.08,4.98,1.78,22.8951
1400308,41.48,45.22,9.17,3.3,0.82,18.2941
1400407,49.3,39.16,5.03,3.72,2.78,18.4613
1400456,31.47,59.1,6.8,2.07,0.55,17.7945
1400472,31.55,56.66,8.65,1.15,1.99,19.0918
1400506,32.35,60.53,5.64,1.34,0.15,16.4369
1400605,33.02,57.1,7.71,0.7,1.47,17.7925
1400704,19.26,56.12,16.39,7,1.23,26.2161
1500107,20.6,59.35,14.33,4.15,1.58,23.7925
1500131,26.55,60.61,9.54,2.05,1.25,19.8753
1500206,24.18,51.34,19.38,3.95,1.15,24.1062
1500305,23.96,48.02,14.05,8.19,5.78,30.4711
1500347,38.34,46.41,11.86,2.17,1.22,19.0248
1500404,25.68,58.92,10.25,2.61,2.53,21.8871
1500503,23.45,54.33,15.07,5.1,2.05,24.7834
1500602,18.81,69.97,8.22,1.82,1.18,20.2881
1500701,25.72,47.33,17.87,4.84,4.25,27.3029
1500800,6.94,36.99,34.74,19.97,1.36,42.2432
1500859,31.25,54.02,9.33,3.64,1.75,20.8606
1500909,22.4,57.74,13.93,2.67,3.26,24.0967
1500958,24.13,64.33,9.58,1.24,0.72,19.0769
1501006,19.51,38.95,15.36,11.94,14.23,42.7205
1501105,15.97,59.16,17.21,5.82,1.83,26.6258
1501204,15.51,54,18.31,5.33,6.85,31.752
1501253,28.54,54.31,13.2,3.42,0.53,20.8568
1501303,16.46,59.95,18.15,4.25,1.19,25.0345
1501402,8.84,50.09,30.45,9.58,1.04,33.0307
1501451,24.03,55.63,14.87,3.84,1.62,23.3064
1501501,12.97,46.34,18.11,19.64,2.94,38.3432
1501576,29.65,54.21,10.23,4.28,1.64,21.6638
1501600,20.25,56.18,19.92,2.78,0.87,23.6349
1501709,17.06,66.93,10.8,3.57,1.65,22.9534
1501725,28.12,58.64,9.56,3.08,0.6,19.7552
1501758,30.82,44.65,17.95,4.53,2.05,24.1925
1501782,18.82,66.57,11.16,2.66,0.79,21.2876
1501808,22.06,60.94,10.71,4.15,2.15,23.2067
1501907,17.63,63.5,15.02,2.76,1.09,22.8625
1501956,13.66,47.03,28.11,7.89,3.31,32.8709
1502004,28.08,50.92,13.38,5.39,2.23,24.1176
1502103,20.79,62.33,11.21,4.34,1.33,22.8054
1502152,20.49,55.67,17.42,6.26,0.15,24.6981
1502202,18.65,69.3,8.39,2.87,0.79,20.713
1502301,13.76,68.21,12.22,4.52,1.29,24.0808
1502400,15.04,70.52,11,2.6,0.83,21.7316
1502509,22.65,33.57,21.17,9.93,12.68,40.8546
1502608,22.85,59.29,10.68,4.11,3.08,24.0157
1502707,25.27,62.37,6.67,2.81,2.89,21.4886
1502756,21.03,51.46,19.51,7.16,0.84,26.5458
1502764,46.58,39.09,9.96,2.72,1.65,18.2752
1502772,22.68,58.21,11.05,5.72,2.34,24.5403
1502806,16.23,58.2,14.84,7.24,3.49,28.6695
1502855,19.41,52.85,14.12,7.87,5.75,30.8205
1502905,23.47,50.71,14.47,8.1,3.25,28.0028
1502939,22.53,63.53,10.3,2.44,1.21,20.8449
1502954,20.78,63.5,11.54,3.43,0.75,21.649
1503002,30.21,43.79,14.13,6.35,5.52,28.0902
1503044,25.94,47.49,15.88,7.89,2.8,27.4522
1503077,21.4,53.28,14.62,8.69,2.02,27.4844
1503093,20.2,66.25,11.48,1.41,0.66,20.162
1503101,23.71,61.72,8.47,3.54,2.56,22.3646
1503200,20.91,57.42,13.78,6.34,1.55,25.1481
1503309,24.58,54.18,14.01,4.46,2.77,24.6239
1503408,21.93,52.09,18.93,5.96,1.09,25.6632
1503457,12.57,65.09,18.71,2.58,1.06,24.3582
1503507,19.22,59.71,16.04,4.28,0.75,23.6788
1503606,23.95,59.54,12.59,2.26,1.65,21.5942
1503705,26.97,50.93,14.05,6.2,1.85,24.6384
1503754,54.71,36.51,2.74,2.67,3.37,16.9873
1503804,26.5,60.56,8.09,2.89,1.96,20.8193
1503903,26.75,47.57,15.91,8.73,1.04,26.1646
1504000,16.92,51.51,20.19,9.61,1.78,29.9883
1504059,32.98,54.58,9.85,1.44,1.14,18.5699
1504109,38.51,47.72,8.37,2.93,2.47,19.8826
1504208,14.17,59.32,21.36,3.8,1.35,26.0381
1504307,24.91,46.52,18.05,6.87,3.65,28.3046
1504406,22.04,55.36,16.02,4.04,2.54,24.9598
1504422,7.83,40.98,30.47,19.89,0.83,40.3764
1504455,24.29,62.29,10.91,2.07,0.43,19.7152
1504505,18.34,50.88,24.27,4.39,2.11,27.4799
1504604,26.75,53.7,14.19,4.17,1.19,22.57
1504703,17.96,56.36,18.12,6.19,1.36,26.3998
1504802,19.44,64.71,12.45,2.46,0.94,21.5643
1504901,20.92,58.83,13.27,4.75,2.24,24.5699
1504950,25.46,49.63,14.36,7.71,2.84,27.0154
1504976,21.45,62.28,12.08,2.17,2.01,22.0839
1505007,24.29,59.07,13.08,2.74,0.81,21.1711
1505031,22.36,63.09,8.7,3.21,2.63,22.4342
1505064,19.82,66.16,11.62,1.72,0.68,20.4928
1505106,23.19,55.35,13.98,4.41,3.07,25.0665
1505205,17.34,58.84,11.94,6.87,5.01,29.0262
1505304,22.43,59.74,13.5,2.77,1.55,22.3027
1505403,25.39,58.03,11.49,3.4,1.69,21.9734
1505437,13.16,66.35,17.89,1.86,0.74,23.2135
1505486,25.58,59.82,9.23,2.73,2.64,21.8251
1505494,33.63,51.45,7.09,6.08,1.76,21.717
1505502,18.21,61.26,11.24,6.99,2.3,26.0463
1505536,9.41,46.05,25.24,14.99,4.32,38.7925
1505551,39.38,48.56,6.55,3.85,1.66,19.1143
1505601,24.85,55.35,13.43,5.06,1.32,23.387
1505635,32.5,48.66,12.54,2.54,3.76,22.8248
1505650,22.43,55.67,13.95,3.73,4.22,25.8406
1505700,34.22,51.48,8.37,2.13,3.8,21.2209
1505809,29.49,58.27,9.04,1.92,1.28,19.2951
1505908,15.38,59.91,16.6,4.5,3.61,27.4048
1506005,26.64,40.85,13.12,11.45,7.94,34.422
1506104,21.3,51.56,17.49,8.39,1.26,27.2793
1506112,20.63,43.71,19.92,8.81,6.94,34.1203
1506138,20.62,69.62,6.79,1.74,1.24,19.6721
1506161,31.34,52.11,8.9,5.87,1.78,22.3708
1506187,23.79,62.19,10.36,2.83,0.83,20.5887
1506195,25.84,65.4,6.59,1.6,0.57,18.1535
1506203,18.1,68.16,10.62,2.33,0.79,20.9978
1506302,26.52,61.66,7.42,2.58,1.82,20.2698
1506351,20.21,49.3,13.72,13.81,2.96,32.0395
1506401,13.75,55.44,17.96,10.23,2.61,31.0877
1506500,15.71,63.55,13.5,6.12,1.11,25.1395
1506559,20.32,59.36,13.84,4.41,2.07,24.3818
1506583,29.18,50.96,14.19,4.03,1.64,22.6123
1506609,22.24,62,10.93,3.48,1.36,21.9545
1506708,20.88,62.83,12.83,2.9,0.57,21.4209
1506807,16.09,63,16.4,3.12,1.39,24.0005
1506906,21.71,58.37,14.53,4.86,0.53,23.1406
1507003,28.13,49.51,13.38,7.61,1.37,24.8323
1507102,22.07,57.78,13.97,3.77,2.41,24.0754
1507151,31.73,52.41,12.26,3.38,0.22,19.8433
1507201,21.08,52.36,18.07,6.97,1.52,26.7073
1507300,15.52,68.27,12.23,2.69,1.29,22.5371
1507409,17.87,69.33,11.04,1.44,0.31,20.0089
1507458,33.71,55.65,7.34,2.01,1.29,18.3625
1507466,23.84,56.59,14.91,3.53,1.12,22.6087
1507474,24.93,57.19,9.88,6.3,1.71,23.7087
1507508,18.01,52.37,21.25,4.55,3.82,28.5686
1507607,23.37,66.09,8.08,1.52,0.94,19.1967
1507706,21.21,57.21,15.88,3.39,2.31,24.3273
1507755,42.4,49.58,5.15,2.26,0.6,16.1159
1507805,24.62,49.37,15.83,7.68,2.51,27.1651
1507904,26.83,60.26,8.52,2.67,1.72,20.4893
1507953,16.64,67.61,11.54,3.05,1.15,22.3198
1507961,24.51,48.69,18.81,4.09,3.91,26.8272
1507979,29.37,54.24,7.72,6.91,1.77,23.0487
1508001,32.75,55.74,8.39,2.53,0.58,18.4192
1508035,19.79,58.58,16.07,4.22,1.33,24.1594
1508050,19.62,48.23,19.89,8.89,3.36,30.6459
1508084,18.12,63.96,13.56,2.77,1.6,22.9338
1508100,15.55,68.62,12.76,2.06,1.01,21.9371
1508126,13.97,69.38,14.23,1.83,0.59,21.9454
1508159,26.29,60.39,9.27,2.89,1.16,20.3492
1508209,22.51,65.38,8.17,2.52,1.42,20.5424
1508308,23.09,43.27,19.98,10.3,3.37,31.2481
1508357,26.1,45.42,17.2,5.03,6.25,29.2476
1508407,24.17,64.7,8.66,1.49,0.98,19.2685
1600055,21.72,49.72,15.46,11.85,1.25,29.1576
1600105,28.32,58.82,7.04,2.78,3.04,21.3216
1600154,21.7,61.46,11.8,4.44,0.6,22.1738
1600204,30.53,54.23,9.08,2.84,3.32,21.9139
1600212,28.2,48.12,17.57,5.54,0.57,23.6481
1600238,29.23,55.21,9.27,4.03,2.27,21.9218
1600253,21.42,50.48,20.54,7.55,0,26.1954
1600279,17.21,49.33,18.86,10.65,3.95,32.5519
1600303,13.7,64.83,17.07,3.44,0.97,24.2959
1600402,32.3,49.31,12.36,4.21,1.82,22.0258
1600501,27.56,45.9,13.65,7.9,4.99,28.8805
1600535,26.28,54.54,10.62,6.63,1.94,24.2052
1600550,30.33,30.18,13.74,15.1,10.64,39.4899
1600600,17.09,56.73,19.8,4.94,1.43,26.1379
1600709,28.69,51.18,11.36,5.6,3.18,24.6149
1600808,16.96,66.77,13.16,2.28,0.83,21.8366
1700251,50.63,37.56,8.79,1.54,1.48,16.4098
1700301,26.46,63.42,8.3,1.62,0.2,18.1716
1700350,27.67,57.04,12.85,1.86,0.58,19.8032
1700400,35.05,49.27,11.88,2.31,1.49,19.8341
1700707,29.74,58.3,8.24,3.71,0,19.028
1701002,38.43,47.36,9.45,3.88,0.89,19.2588
1701051,35.41,54.86,5.71,3.59,0.44,17.9738
1701101,28.92,43.5,23.96,2.87,0.74,23.529
1701309,20.37,60.49,13.27,2.57,3.31,24.1632
1701903,37.79,52.28,6.62,2.45,0.85,17.5039
1702000,26.85,63.6,7.29,2.08,0.18,18.159
1702109,13.94,73.63,9.91,2.02,0.51,20.8399
1702158,25.77,60.13,9.47,1.96,2.67,21.3414
1702208,25.37,59.47,11.79,2.97,0.4,20.4316
1702307,41.58,49.62,5.59,2.86,0.35,16.5201
1702406,32.24,57.17,6.67,1.66,2.26,19.1101
1702554,24.91,59.92,12.23,1.33,1.61,20.6636
1702703,32.34,47.09,15.27,4.22,1.08,22.0587
1702901,27.27,53.67,16.66,1.93,0.48,20.8341
1703008,11.53,64.7,19.99,2.83,0.94,24.893
1703057,36.11,41.94,16.35,4.37,1.23,22.1212
1703073,25.96,54.41,10.3,5.82,3.5,25.1648
1703107,29.11,53.59,13.8,1.88,1.62,20.9477
1703206,30.94,47.12,18.32,2.67,0.95,21.8156
1703305,23.26,52.07,17.82,6.85,0,24.7196
1703602,33.78,56.21,8.58,1.42,0,16.9458
1703701,36.62,52.93,7.56,2.39,0.5,17.5114
1703800,19.99,61.66,13.1,4.27,0.97,23.0003
1703826,28.21,54.2,16.76,0.82,0,19.4465
1703842,39.2,35.73,14.93,5.93,4.21,25.4989
1703867,49.27,47.26,2.87,0.6,0,12.8018
1703883,34.52,50.53,11.65,3.05,0.25,19.1089
1703891,22.99,47.31,21.41,5.44,2.85,27.6158
1703909,24.89,67.71,4.46,0.95,1.99,18.6823
1704105,48.27,36.77,7.87,5.15,1.95,19.5486
1704600,45.32,46.67,7.18,0.84,0,14.6536
1705102,53.52,35.09,7.06,3.21,1.11,16.3902
1705508,25.64,65.16,7.38,1.31,0.51,18.1228
1705557,39.77,48.79,8.46,1.95,1.03,17.5687
1705607,40.5,45.61,7.55,4.85,1.49,19.7853
1706001,24.73,56.12,16.62,2.27,0.26,21.1721
1706100,30.11,61.48,4.79,2.72,0.9,18.2554
1706258,17.72,73.78,6.89,1.07,0.53,18.8659
1706506,22.89,49.62,21.62,5.62,0.26,25.1751
1707009,23.5,64.21,9.6,1.97,0.72,19.6898
1707108,41.53,50.79,5.98,1.25,0.46,15.5867
1707207,36.04,44.54,15.54,3.55,0.34,20.4152
1707306,30.33,54.79,9.56,4.2,1.13,20.8167
1707405,16.81,65.59,13.07,4.11,0.43,22.7432
1707553,38.65,50.81,8.51,1.51,0.52,16.8908
1707652,33.37,59.86,4.3,1.69,0.78,16.8353
1707702,24.83,55.45,15.74,3.3,0.67,22.0795
1708205,31.9,53.78,9.87,3.4,1.06,20.0489
1708254,30.76,62.48,5.34,0.27,1.16,16.8224
1708304,34.27,47.09,12.93,2.86,2.85,22.0022
1709005,39.36,42.31,11.87,4.39,2.08,21.3723
1709302,27.06,61.81,7.07,2.47,1.58,19.7793
1709500,19.97,71.54,6.32,1.58,0.59,18.8497
1709807,47.13,28.25,19.44,2.38,2.8,21.6915
1710508,34.04,54.59,5.8,4.98,0.59,19.3282
1710706,35.59,50.79,8.62,3.96,1.05,19.6247
1710904,30.07,55.91,7.35,5.75,0.93,21.1658
1711100,36.28,46.19,10.11,5.23,2.18,22.0007
1711506,40.04,48.26,5.73,3.29,2.68,19.4443
1711803,12.91,68.52,8.91,2.97,6.69,27.6896
1711902,27.57,49.73,15.92,6.49,0.3,23.6949
1711951,39.97,52.75,3.85,3.11,0.33,16.421
1712009,36.42,45.55,14.79,1.88,1.35,19.9875
1712157,50.05,40.65,7.13,2.17,0,14.981
1712405,38.95,34.29,21.39,1.17,4.21,23.8502
1712454,34.23,53.61,7.86,3.96,0.34,18.8703
1712504,41.72,42.47,11.8,2.67,1.34,19.0516
1712702,45.7,41.51,7.53,2.56,2.7,18.6893
1712801,12.97,60.86,20.83,2.46,2.88,26.6468
1713205,22.07,66.4,7.31,3.35,0.88,20.416
1713304,19.18,63.66,12.43,3.89,0.84,22.5203
1713601,31.64,53.79,9.1,1.97,3.5,21.3322
1713700,37.01,53.91,7.91,0.59,0.59,16.3528
1713809,22.44,50.53,24.17,2.62,0.24,23.7399
1713957,43.14,45.27,6.67,3.45,1.47,18.1761
1714203,34.23,52.15,9.12,2.99,1.5,19.6935
1714302,30.19,52.27,12.14,4.88,0.52,21.3971
1714880,18.27,73.01,7.24,1.08,0.38,18.7413
1715002,49.2,42.42,5.7,2.68,0,15.0726
1715101,35.73,48.49,12.21,3.11,0.46,19.3602
1715150,42.62,50.31,2.96,2.95,1.16,16.5658
1715259,36.99,53.96,7.54,1.52,0,16.3233
1715507,53.76,41.5,3.5,0,1.23,13.209
1715705,39.26,43.02,13.98,3.75,0,19.3726
1715754,38.23,52.07,5.05,2.04,2.61,18.5246
1716109,19.46,70.07,7.82,2.14,0.51,19.6426
1716208,34.26,46.19,9.46,4.09,6,25.1652
1716307,39.36,46.72,7.26,5.39,1.28,20.0316
1716505,16.47,62.78,15.11,4.88,0.76,24.2274
1716604,38.94,47.02,10.78,3.08,0.17,18.2376
1716653,30.71,59.39,4.83,3.15,1.91,19.5262
1716703,38.89,52.95,5.42,1.54,1.2,16.7405
1717008,31,59.9,7.36,1.38,0.35,17.306
1717206,45.49,39.6,12.02,2.9,0,17.4215
1717503,28.81,52.57,8.56,4.2,5.86,25.5671
1717800,37.13,34.26,20.05,8.08,0.48,24.8938
1717909,41.2,50.39,6.55,1.65,0.2,15.8027
1718006,30.2,62.41,5.56,1.83,0,16.8928
1718204,22.58,67.04,7.29,2.18,0.92,19.5427
1718303,27.94,47.23,18.87,5.15,0.81,23.9969
1718402,39.55,45.87,9.36,3.19,2.04,19.7651
1718451,38.77,55.76,4.15,1.07,0.25,15.1058
1718501,55.37,37.41,5.64,0.87,0.72,13.6873
1718550,24.9,69.16,4.85,1.09,0,16.8573
1718659,39.94,47.05,5.96,2.23,4.81,20.927
1718709,43.53,44.13,10.93,0.18,1.24,16.6884
1718758,53.85,39.56,5.2,0.39,0.99,13.6923
1718808,25.3,53.16,11.05,4.18,6.32,27.1523
1718840,65.41,24.71,7.98,1.9,0,13.0193
1718865,37.52,51.21,7.02,1.48,2.77,18.9088
1718881,57.21,31.9,8.21,2.68,0,14.709
1718899,47.98,29.38,11.82,7.6,3.22,23.7104
1718907,31.8,55.49,8.58,3.14,0.98,19.4412
1719004,24.77,61.51,10.73,2.86,0.14,19.8808
1720002,22.81,55.01,17.34,4.4,0.45,23.3453
1720101,28.15,50.58,12.88,4.33,4.06,25.0769
1720150,37.92,53.18,6.93,0,1.97,16.9509
1720200,17.69,54.38,18.05,7.73,2.15,28.3324
1720259,43.15,49.46,4.95,1.27,1.18,15.8468
1720309,21.32,53.21,16.43,7.26,1.78,26.7073
1720499,32,56.62,4.59,1.09,5.69,21.6661
1720655,45.7,43.41,6.08,4.03,0.78,17.3978
1720804,16.44,60.37,14.79,4.37,4.04,27.1251
1720853,48.64,41.37,7.6,0.84,1.56,15.9266
1720903,21.69,63,13.03,1.84,0.44,20.472
1720937,39.91,40.44,8.3,5.34,6.02,25.0397
1720978,49.65,36.96,9.43,3.97,0,16.9518
1721000,12.19,61.37,21.56,4.21,0.67,25.9511
1721109,36.44,49.25,7.24,6.41,0.66,20.506
1721208,24.88,59.36,13.08,2.2,0.48,20.3708
1721257,29.13,48.45,22.42,0,0,20.2665
1721307,47.06,36.85,10.6,0.74,4.76,20.134
1722081,23.69,56.57,14.19,4.71,0.84,22.9996
1722107,20.96,67.84,8.34,0.89,1.97,20.1772
2100055,17.88,67.17,11.16,2.32,1.46,21.8466
2100105,18.71,58.16,16.82,5.36,0.95,24.9373
2100154,23.05,42.24,26.96,6.87,0.87,28.1147
2100204,17.23,53.89,23.93,3.52,1.43,26.2142
2100303,12.63,59.38,23.91,3.64,0.44,25.8834
2100402,13.89,53.19,27.79,4.27,0.86,27.6492
2100436,15.26,63.55,15.35,5.01,0.83,24.6145
2100477,19.47,47.47,26.27,5.67,1.12,27.7866
2100501,33.81,55.17,8.87,1.57,0.58,17.7216
2100550,29.92,41.52,14.14,7.45,6.97,30.4016
2100600,23.73,46.59,18.14,9.76,1.78,28.6557
2100709,14.61,51.42,21.76,10,2.21,31.4301
2100808,22.66,57.42,13.73,4.73,1.46,23.6561
2100832,19.46,53.01,15.95,6.86,4.73,29.5423
2100873,16.06,54.3,20.64,6.74,2.27,28.655
2100907,14.29,43.71,26.73,13.71,1.56,34.8218
2100956,21.71,43.04,24.02,8.72,2.51,30.5017
2101004,21.54,57.69,14.26,4.83,1.67,24.2292
2101103,13.98,62.12,15.07,5.68,3.14,27.5421
2101202,18.03,66.22,11.35,3.11,1.29,22.2756
2101251,19.77,62.2,12.88,4.41,0.74,22.8375
2101301,16.97,38.79,25.32,15.48,3.44,37.2847
2101350,21.78,54.45,19.31,3.07,1.39,24.0105
2101400,22.97,68.51,6.1,1.33,1.09,18.7303
2101509,21.82,61,13.15,2.66,1.38,22.0385
2101608,16.79,58.76,15.43,6.38,2.63,27.2578
2101707,17.25,59.42,17.8,4.16,1.38,24.9681
2101731,14.13,55.26,21.78,6.17,2.66,29.1993
2101772,20.27,49.4,21.25,6.5,2.58,28.414
2101806,17,56.02,16.4,7.02,3.56,28.9036
2101905,16.42,59.98,18.7,3.92,0.97,24.7244
2101939,11.95,63.91,19.09,5.05,0,25.2368
2101970,27.35,58.05,9.2,3.72,1.67,21.3085
2102002,15.75,47.98,21.71,12.89,1.68,32.8104
2102036,17.15,46.14,22.39,9.51,4.8,33.5572
2102077,13.48,66.01,18.08,1.01,1.42,23.3048
