"city_code","metro_class"
1300805,"non-metro/urban"
1300839,"non-metro/urban"
1300904,"non-metro/urban"
1301001,"non-metro/urban"
1301209,"non-metro/urban"
1301308,"non-metro/urban"
1301407,"non-metro/urban"
1301506,"non-metro/urban"
1301605,"non-metro/urban"
1301654,"non-metro/urban"
1301704,"non-metro/urban"
1301803,"non-metro/urban"
1301951,"non-metro/urban"
1302108,"non-metro/urban"
1302207,"non-metro/urban"
1302306,"non-metro/urban"
1302405,"non-metro/urban"
1302702,"non-metro/urban"
1302801,"non-metro/urban"
1302900,"non-metro/urban"
1303007,"non-metro/urban"
1303106,"non-metro/urban"
1303304,"non-metro/urban"
1303403,"non-metro/urban"
1303502,"non-metro/urban"
1303601,"non-metro/urban"
1303700,"non-metro/urban"
1303809,"non-metro/urban"
1303908,"non-metro/urban"
1303957,"non-metro/urban"
1304062,"non-metro/urban"
1304104,"non-metro/urban"
1304203,"non-metro/urban"
1304237,"non-metro/urban"
1304260,"non-metro/urban"
1304302,"non-metro/urban"
1304401,"non-metro/urban"
1400027,"non-metro/urban"
1400407,"non-metro/urban"
1400456,"non-metro/urban"
1400704,"non-metro/urban"
1500107,"non-metro/urban"
1500131,"non-metro/urban"
1500206,"non-metro/urban"
1500305,"non-metro/urban"
1500347,"non-metro/urban"
1500404,"non-metro/urban"
1500503,"non-metro/urban"
1500602,"non-metro/urban"
1500701,"non-metro/urban"
1500859,"non-metro/urban"
1500909,"non-metro/urban"
1500958,"non-metro/urban"
1501006,"non-metro/urban"
1501105,"non-metro/urban"
1501204,"non-metro/urban"
1501253,"non-metro/urban"
1501303,"non-metro/urban"
1501576,"non-metro/urban"
1501600,"non-metro/urban"
1501709,"non-metro/urban"
1501725,"non-metro/urban"
1501758,"non-metro/urban"
1501782,"non-metro/urban"
1501808,"non-metro/urban"
1501907,"non-metro/urban"
1501956,"non-metro/urban"
1502004,"non-metro/urban"
1502103,"non-metro/urban"
1502152,"non-metro/urban"
1502202,"non-metro/urban"
1502301,"non-metro/urban"
1502509,"non-metro/urban"
1502608,"non-metro/urban"
1502707,"non-metro/urban"
1502756,"non-metro/urban"
1502764,"non-metro/urban"
1502772,"non-metro/urban"
1502806,"non-metro/urban"
1502855,"non-metro/urban"
1502905,"non-metro/urban"
1502939,"non-metro/urban"
1502954,"non-metro/urban"
1503002,"non-metro/urban"
1503044,"non-metro/urban"
1503077,"non-metro/urban"
1503093,"non-metro/urban"
1503101,"non-metro/urban"
1503200,"non-metro/urban"
1503309,"non-metro/urban"
1503408,"non-metro/urban"
1503457,"non-metro/urban"
1503507,"non-metro/urban"
1503606,"non-metro/urban"
1503705,"non-metro/urban"
1503754,"non-metro/urban"
1503804,"non-metro/urban"
1503903,"non-metro/urban"
1504000,"non-metro/urban"
1504059,"non-metro/urban"
1504109,"non-metro/urban"
1504208,"non-metro/urban"
1504307,"non-metro/urban"
1504406,"non-metro/urban"
1504455,"non-metro/urban"
1504505,"non-metro/urban"
1504604,"non-metro/urban"
1504703,"non-metro/urban"
1504802,"non-metro/urban"
1504901,"non-metro/urban"
1504950,"non-metro/urban"
1504976,"non-metro/urban"
1505007,"non-metro/urban"
1505031,"non-metro/urban"
1505064,"non-metro/urban"
1505106,"non-metro/urban"
1505205,"non-metro/urban"
1505304,"non-metro/urban"
1505403,"non-metro/urban"
1505437,"non-metro/urban"
1505486,"non-metro/urban"
1505494,"non-metro/urban"
1505502,"non-metro/urban"
1505536,"non-metro/urban"
1505551,"non-metro/urban"
1505601,"non-metro/urban"
1505635,"non-metro/urban"
1505650,"non-metro/urban"
1505700,"non-metro/urban"
1505809,"non-metro/urban"
1505908,"non-metro/urban"
1506005,"non-metro/urban"
1506104,"non-metro/urban"
1506112,"non-metro/urban"
1506138,"non-metro/urban"
1506161,"non-metro/urban"
1506187,"non-metro/urban"
1506195,"non-metro/urban"
1506203,"non-metro/urban"
1506302,"non-metro/urban"
1506401,"non-metro/urban"
1506559,"non-metro/urban"
1506583,"non-metro/urban"
1506609,"non-metro/urban"
1506708,"non-metro/urban"
1506906,"non-metro/urban"
1507003,"non-metro/urban"
1507102,"non-metro/urban"
1507151,"non-metro/urban"
1507201,"non-metro/urban"
1507300,"non-metro/urban"
1507409,"non-metro/urban"
1507458,"non-metro/urban"
1507466,"non-metro/urban"
1507474,"non-metro/urban"
1507508,"non-metro/urban"
1507607,"non-metro/urban"
1507706,"non-metro/urban"
1507755,"non-metro/urban"
1507805,"non-metro/urban"
1507904,"non-metro/urban"
1507953,"non-metro/urban"
1507961,"non-metro/urban"
1507979,"non-metro/urban"
1508001,"non-metro/urban"
1508035,"non-metro/urban"
1508050,"non-metro/urban"
1508084,"non-metro/urban"
1508100,"non-metro/urban"
1508126,"non-metro/urban"
1508159,"non-metro/urban"
1508209,"non-metro/urban"
1508308,"non-metro/urban"
1508357,"non-metro/urban"
1508407,"non-metro/urban"
1600055,"non-metro/urban"
1600105,"non-metro/urban"
1600154,"non-metro/urban"
1600204,"non-metro/urban"
1600212,"non-metro/urban"
1600238,"non-metro/urban"
1600253,"non-metro/urban"
1600279,"non-metro/urban"
1600501,"non-metro/urban"
1600535,"non-metro/urban"
1600550,"non-metro/urban"
1600709,"non-metro/urban"
1600808,"non-metro/urban"
1700251,"non-metro/urban"
1700301,"non-metro/urban"
1700400,"non-metro/urban"
1701002,"non-metro/urban"
1701051,"non-metro/urban"
1701309,"non-metro/urban"
1701903,"non-metro/urban"
1702109,"non-metro/urban"
1702158,"non-metro/urban"
1702208,"non-metro/urban"
1702307,"non-metro/urban"
1702406,"non-metro/urban"
1702554,"non-metro/urban"
1702703,"non-metro/urban"
1702901,"non-metro/urban"
1703008,"non-metro/urban"
1703057,"non-metro/urban"
1703073,"non-metro/urban"
1703206,"non-metro/urban"
1703305,"non-metro/urban"
1703602,"non-metro/urban"
1703800,"non-metro/urban"
1703826,"non-metro/urban"
1703842,"non-metro/urban"
1703883,"non-metro/urban"
1703891,"non-metro/urban"
1703909,"non-metro/urban"
1704105,"non-metro/urban"
1704600,"non-metro/urban"
1705102,"non-metro/urban"
1705508,"non-metro/urban"
1705557,"non-metro/urban"
1705607,"non-metro/urban"
1706001,"non-metro/urban"
1706100,"non-metro/urban"
1706506,"non-metro/urban"
1707009,"non-metro/urban"
1707108,"non-metro/urban"
1707207,"non-metro/urban"
1707405,"non-metro/urban"
1707702,"non-metro/urban"
1708254,"non-metro/urban"
1708304,"non-metro/urban"
1709005,"non-metro/urban"
1709302,"non-metro/urban"
1710508,"non-metro/urban"
1710706,"non-metro/urban"
1710904,"non-metro/urban"
1711100,"non-metro/urban"
1711803,"non-metro/urban"
1711951,"non-metro/urban"
1712157,"non-metro/urban"
1712405,"non-metro/urban"
1712454,"non-metro/urban"
1712504,"non-metro/urban"
1712702,"non-metro/urban"
1712801,"non-metro/urban"
1713700,"non-metro/urban"
1713809,"non-metro/urban"
1713957,"non-metro/urban"
1714203,"non-metro/urban"
1714302,"non-metro/urban"
1714880,"non-metro/urban"
1715002,"non-metro/urban"
1715101,"non-metro/urban"
1715150,"non-metro/urban"
1715259,"non-metro/urban"
1715705,"non-metro/urban"
1716208,"non-metro/urban"
1716307,"non-metro/urban"
1716505,"non-metro/urban"
1716653,"non-metro/urban"
1716703,"non-metro/urban"
1717008,"non-metro/urban"
1717206,"non-metro/urban"
1717503,"non-metro/urban"
1717800,"non-metro/urban"
1717909,"non-metro/urban"
1718006,"non-metro/urban"
1718303,"non-metro/urban"
1718402,"non-metro/urban"
1718501,"non-metro/urban"
1718550,"non-metro/urban"
1718659,"non-metro/urban"
1718709,"non-metro/urban"
1718758,"non-metro/urban"
1718808,"non-metro/urban"
1718865,"non-metro/urban"
1718881,"non-metro/urban"
1718899,"non-metro/urban"
1718907,"non-metro/urban"
1719004,"non-metro/urban"
1720002,"non-metro/urban"
1720101,"non-metro/urban"
1720150,"non-metro/urban"
1720200,"non-metro/urban"
1720309,"non-metro/urban"
1720804,"non-metro/urban"
1720903,"non-metro/urban"
1720937,"non-metro/urban"
1721208,"non-metro/urban"
1721257,"non-metro/urban"
1721307,"non-metro/urban"
1722081,"non-metro/urban"
1722107,"non-metro/urban"
2100055,"non-metro/urban"
2100105,"non-metro/urban"
2100154,"non-metro/urban"
2100303,"non-metro/urban"
2100402,"non-metro/urban"
2100436,"non-metro/urban"
2100477,"non-metro/urban"
2100501,"non-metro/urban"
2100550,"non-metro/urban"
2100600,"non-metro/urban"
2100709,"non-metro/urban"
2100808,"non-metro/urban"
2100832,"non-metro/urban"
2100873,"non-metro/urban"
2100907,"non-metro/urban"
2100956,"non-metro/urban"
2101004,"non-metro/urban"
2101202,"non-metro/urban"
2101301,"non-metro/urban"
2101350,"non-metro/urban"
2101400,"non-metro/urban"
2101509,"non-metro/urban"
2101608,"non-metro/urban"
2101707,"non-metro/urban"
2101731,"non-metro/urban"
2101772,"non-metro/urban"
2101806,"non-metro/urban"
2101905,"non-metro/urban"
2101939,"non-metro/urban"
2101970,"non-metro/urban"
2102002,"non-metro/urban"
2102036,"non-metro/urban"
2102077,"non-metro/urban"
2102101,"non-metro/urban"
2102150,"non-metro/urban"
2102200,"non-metro/urban"
2102309,"non-metro/urban"
2102325,"non-metro/urban"
2102408,"non-metro/urban"
2102507,"non-metro/urban"
2102556,"non-metro/urban"
2102606,"non-metro/urban"
2102705,"non-metro/urban"
2102754,"non-metro/urban"
2102804,"non-metro/urban"
2102903,"non-metro/urban"
2103000,"non-metro/urban"
2103109,"non-metro/urban"
2103125,"non-metro/urban"
2103158,"non-metro/urban"
2103174,"non-metro/urban"
2103208,"non-metro/urban"
2103257,"non-metro/urban"
2103307,"non-metro/urban"
2103406,"non-metro/urban"
2103505,"non-metro/urban"
2103554,"non-metro/urban"
2103604,"non-metro/urban"
2103703,"non-metro/urban"
2103802,"non-metro/urban"
2103901,"non-metro/urban"
2104008,"non-metro/urban"
2104057,"non-metro/urban"
2104073,"non-metro/urban"
2104081,"non-metro/urban"
2104099,"non-metro/urban"
2104107,"non-metro/urban"
2104206,"non-metro/urban"
2104305,"non-metro/urban"
2104404,"non-metro/urban"
2104503,"non-metro/urban"
2104602,"non-metro/urban"
2104628,"non-metro/urban"
2104651,"non-metro/urban"
2104677,"non-metro/urban"
2104701,"non-metro/urban"
2104800,"non-metro/urban"
2104909,"non-metro/urban"
2105005,"non-metro/urban"
2105153,"non-metro/urban"
2105203,"non-metro/urban"
2105351,"non-metro/urban"
2105401,"non-metro/urban"
2105427,"non-metro/urban"
2105450,"non-metro/urban"
2105476,"non-metro/urban"
2105609,"non-metro/urban"
2105658,"non-metro/urban"
2105708,"non-metro/urban"
2105807,"non-metro/urban"
2105906,"non-metro/urban"
2105922,"non-metro/urban"
2105948,"non-metro/urban"
2105963,"non-metro/urban"
2105989,"non-metro/urban"
2106003,"non-metro/urban"
2106102,"non-metro/urban"
2106201,"non-metro/urban"
2106300,"non-metro/urban"
2106326,"non-metro/urban"
2106359,"non-metro/urban"
2106375,"non-metro/urban"
2106409,"non-metro/urban"
2106508,"non-metro/urban"
2106607,"non-metro/urban"
2106631,"non-metro/urban"
2106672,"non-metro/urban"
2106706,"non-metro/urban"
2106755,"non-metro/urban"
2106805,"non-metro/urban"
2106904,"non-metro/urban"
2107209,"non-metro/urban"
2107258,"non-metro/urban"
2107308,"non-metro/urban"
2107357,"non-metro/urban"
2107407,"non-metro/urban"
2107456,"non-metro/urban"
2107605,"non-metro/urban"
2107704,"non-metro/urban"
2107803,"non-metro/urban"
2107902,"non-metro/urban"
2108009,"non-metro/urban"
2108058,"non-metro/urban"
2108108,"non-metro/urban"
2108207,"non-metro/urban"
2108256,"non-metro/urban"
2108306,"non-metro/urban"
2108405,"non-metro/urban"
2108454,"non-metro/urban"
2108504,"non-metro/urban"
2108603,"non-metro/urban"
2108702,"non-metro/urban"
2108801,"non-metro/urban"
2108900,"non-metro/urban"
2109007,"non-metro/urban"
2109056,"non-metro/urban"
2109106,"non-metro/urban"
2109239,"non-metro/urban"
2109270,"non-metro/urban"
2109304,"non-metro/urban"
2109403,"non-metro/urban"
2109502,"non-metro/urban"
2109700,"non-metro/urban"
2109759,"non-metro/urban"
2109809,"non-metro/urban"
2109908,"non-metro/urban"
2110005,"non-metro/urban"
2110039,"non-metro/urban"
2110104,"non-metro/urban"
2110237,"non-metro/urban"
2110278,"non-metro/urban"
2110302,"non-metro/urban"
2110401,"non-metro/urban"
2110500,"non-metro/urban"
2110609,"non-metro/urban"
2110658,"non-metro/urban"
2110708,"non-metro/urban"
2110807,"non-metro/urban"
2110856,"non-metro/urban"
2110906,"non-metro/urban"
2111003,"non-metro/urban"
2111029,"non-metro/urban"
2111052,"non-metro/urban"
2111078,"non-metro/urban"
2111102,"non-metro/urban"
2111250,"non-metro/urban"
2111409,"non-metro/urban"
2111508,"non-metro/urban"
2111532,"non-metro/urban"
2111573,"non-metro/urban"
2111607,"non-metro/urban"
2111631,"non-metro/urban"
2111672,"non-metro/urban"
2111706,"non-metro/urban"
2111722,"non-metro/urban"
2111748,"non-metro/urban"
2111789,"non-metro/urban"
2111805,"non-metro/urban"
2111904,"non-metro/urban"
2111953,"non-metro/urban"
2112001,"non-metro/urban"
2112100,"non-metro/urban"
2112233,"non-metro/urban"
2112274,"non-metro/urban"
2112308,"non-metro/urban"
2112407,"non-metro/urban"
2112456,"non-metro/urban"
2112506,"non-metro/urban"
2112605,"non-metro/urban"
2112704,"non-metro/urban"
2112803,"non-metro/urban"
2112852,"non-metro/urban"
2112902,"non-metro/urban"
2113009,"non-metro/urban"
2114007,"non-metro/urban"
2200053,"non-metro/urban"
2200103,"non-metro/urban"
2200202,"non-metro/urban"
2200251,"non-metro/urban"
2200277,"non-metro/urban"
2200301,"non-metro/urban"
2200459,"non-metro/urban"
2200509,"non-metro/urban"
2200608,"non-metro/urban"
2200707,"non-metro/urban"
2200806,"non-metro/urban"
2200905,"non-metro/urban"
2200954,"non-metro/urban"
2201002,"non-metro/urban"
2201051,"non-metro/urban"
2201101,"non-metro/urban"
2201150,"non-metro/urban"
2201176,"non-metro/urban"
2201200,"non-metro/urban"
2201309,"non-metro/urban"
2201408,"non-metro/urban"
2201507,"non-metro/urban"
2201556,"non-metro/urban"
2201572,"non-metro/urban"
2201705,"non-metro/urban"
2201739,"non-metro/urban"
2201770,"non-metro/urban"
2201804,"non-metro/urban"
2201903,"non-metro/urban"
2201919,"non-metro/urban"
2201929,"non-metro/urban"
2201945,"non-metro/urban"
2201960,"non-metro/urban"
2201988,"non-metro/urban"
2202000,"non-metro/urban"
2202026,"non-metro/urban"
2202059,"non-metro/urban"
2202075,"non-metro/urban"
2202083,"non-metro/urban"
2202091,"non-metro/urban"
2202109,"non-metro/urban"
2202117,"non-metro/urban"
2202133,"non-metro/urban"
2202174,"non-metro/urban"
2202208,"non-metro/urban"
2202251,"non-metro/urban"
2202307,"non-metro/urban"
2202406,"non-metro/urban"
2202455,"non-metro/urban"
2202505,"non-metro/urban"
2202539,"non-metro/urban"
2202554,"non-metro/urban"
2202604,"non-metro/urban"
2202653,"non-metro/urban"
2202703,"non-metro/urban"
2202711,"non-metro/urban"
2202729,"non-metro/urban"
2202752,"non-metro/urban"
2202778,"non-metro/urban"
2202802,"non-metro/urban"
2202851,"non-metro/urban"
2202901,"non-metro/urban"
2203008,"non-metro/urban"
2203107,"non-metro/urban"
2203206,"non-metro/urban"
2203230,"non-metro/urban"
2203271,"non-metro/urban"
2203354,"non-metro/urban"
2203404,"non-metro/urban"
2203420,"non-metro/urban"
2203453,"non-metro/urban"
2203503,"non-metro/urban"
2203602,"non-metro/urban"
2203701,"non-metro/urban"
2203750,"non-metro/urban"
2203800,"non-metro/urban"
2203859,"non-metro/urban"
2203909,"non-metro/urban"
2204006,"non-metro/urban"
2204105,"non-metro/urban"
2204154,"non-metro/urban"
2204204,"non-metro/urban"
2204303,"non-metro/urban"
2204352,"non-metro/urban"
2204402,"non-metro/urban"
2204501,"non-metro/urban"
2204550,"non-metro/urban"
2204600,"non-metro/urban"
2204659,"non-metro/urban"
2204709,"non-metro/urban"
2204808,"non-metro/urban"
2204907,"non-metro/urban"
2205003,"non-metro/urban"
2205102,"non-metro/urban"
2205151,"non-metro/urban"
2205201,"non-metro/urban"
2205250,"non-metro/urban"
2205276,"non-metro/urban"
2205300,"non-metro/urban"
2205359,"non-metro/urban"
2205409,"non-metro/urban"
2205458,"non-metro/urban"
2205516,"non-metro/urban"
2205524,"non-metro/urban"
2205532,"non-metro/urban"
2205540,"non-metro/urban"
2205565,"non-metro/urban"
2205573,"non-metro/urban"
2205599,"non-metro/urban"
2205607,"non-metro/urban"
2205706,"non-metro/urban"
2205805,"non-metro/urban"
2205854,"non-metro/urban"
2205904,"non-metro/urban"
2205953,"non-metro/urban"
2206001,"non-metro/urban"
2206050,"non-metro/urban"
2206100,"non-metro/urban"
2206209,"non-metro/urban"
2206357,"non-metro/urban"
2206506,"non-metro/urban"
2206605,"non-metro/urban"
2206654,"non-metro/urban"
2206670,"non-metro/urban"
2206696,"non-metro/urban"
2206704,"non-metro/urban"
2206753,"non-metro/urban"
2206803,"non-metro/urban"
2206902,"non-metro/urban"
2206951,"non-metro/urban"
2207009,"non-metro/urban"
2207108,"non-metro/urban"
2207207,"non-metro/urban"
2207306,"non-metro/urban"
2207355,"non-metro/urban"
2207405,"non-metro/urban"
2207504,"non-metro/urban"
2207553,"non-metro/urban"
2207603,"non-metro/urban"
2207702,"non-metro/urban"
2207751,"non-metro/urban"
2207777,"non-metro/urban"
2207793,"non-metro/urban"
2207801,"non-metro/urban"
2207850,"non-metro/urban"
2207900,"non-metro/urban"
2207934,"non-metro/urban"
2207959,"non-metro/urban"
2208007,"non-metro/urban"
2208106,"non-metro/urban"
2208205,"non-metro/urban"
2208304,"non-metro/urban"
2208403,"non-metro/urban"
2208502,"non-metro/urban"
2208551,"non-metro/urban"
2208601,"non-metro/urban"
2208650,"non-metro/urban"
2208700,"non-metro/urban"
2208809,"non-metro/urban"
2208858,"non-metro/urban"
2208874,"non-metro/urban"
2208908,"non-metro/urban"
2209005,"non-metro/urban"
2209104,"non-metro/urban"
2209153,"non-metro/urban"
2209203,"non-metro/urban"
2209302,"non-metro/urban"
2209351,"non-metro/urban"
2209377,"non-metro/urban"
2209401,"non-metro/urban"
2209450,"non-metro/urban"
2209500,"non-metro/urban"
2209559,"non-metro/urban"
2209609,"non-metro/urban"
2209658,"non-metro/urban"
2209708,"non-metro/urban"
2209757,"non-metro/urban"
2209807,"non-metro/urban"
2209856,"non-metro/urban"
2209872,"non-metro/urban"
2209906,"non-metro/urban"
2209955,"non-metro/urban"
2209971,"non-metro/urban"
2210003,"non-metro/urban"
2210052,"non-metro/urban"
2210102,"non-metro/urban"
2210201,"non-metro/urban"
2210300,"non-metro/urban"
2210359,"non-metro/urban"
2210375,"non-metro/urban"
2210383,"non-metro/urban"
2210391,"non-metro/urban"
2210409,"non-metro/urban"
2210508,"non-metro/urban"
2210607,"non-metro/urban"
2210623,"non-metro/urban"
2210631,"non-metro/urban"
2210656,"non-metro/urban"
2210706,"non-metro/urban"
2210805,"non-metro/urban"
2210904,"non-metro/urban"
2210938,"non-metro/urban"
2210953,"non-metro/urban"
2210979,"non-metro/urban"
2211209,"non-metro/urban"
2211308,"non-metro/urban"
2211357,"non-metro/urban"
2211407,"non-metro/urban"
2211506,"non-metro/urban"
2211605,"non-metro/urban"
2211704,"non-metro/urban"
2300101,"non-metro/urban"
2300150,"non-metro/urban"
2300200,"non-metro/urban"
2300309,"non-metro/urban"
2300408,"non-metro/urban"
2300606,"non-metro/urban"
2300705,"non-metro/urban"
2300754,"non-metro/urban"
2300804,"non-metro/urban"
2300903,"non-metro/urban"
2301109,"non-metro/urban"
2301208,"non-metro/urban"
2301257,"non-metro/urban"
2301307,"non-metro/urban"
2301406,"non-metro/urban"
2301505,"non-metro/urban"
2301604,"non-metro/urban"
2301703,"non-metro/urban"
2301802,"non-metro/urban"
2301851,"non-metro/urban"
2301950,"non-metro/urban"
2302008,"non-metro/urban"
2302057,"non-metro/urban"
2302107,"non-metro/urban"
2302206,"non-metro/urban"
2302305,"non-metro/urban"
2302404,"non-metro/urban"
2302503,"non-metro/urban"
2302602,"non-metro/urban"
2302701,"non-metro/urban"
2302800,"non-metro/urban"
2302909,"non-metro/urban"
2303006,"non-metro/urban"
2303303,"non-metro/urban"
2303402,"non-metro/urban"
2303600,"non-metro/urban"
2303659,"non-metro/urban"
2303808,"non-metro/urban"
2303907,"non-metro/urban"
2303931,"non-metro/urban"
2304103,"non-metro/urban"
2304236,"non-metro/urban"
2304251,"non-metro/urban"
2304269,"non-metro/urban"
2304277,"non-metro/urban"
2304459,"non-metro/urban"
2304608,"non-metro/urban"
2304707,"non-metro/urban"
2304806,"non-metro/urban"
2305001,"non-metro/urban"
2305100,"non-metro/urban"
2305209,"non-metro/urban"
2305266,"non-metro/urban"
2305308,"non-metro/urban"
2305332,"non-metro/urban"
2305357,"non-metro/urban"
2305407,"non-metro/urban"
2305506,"non-metro/urban"
2305605,"non-metro/urban"
2305654,"non-metro/urban"
2305704,"non-metro/urban"
2305803,"non-metro/urban"
2305902,"non-metro/urban"
2306009,"non-metro/urban"
2306108,"non-metro/urban"
2306207,"non-metro/urban"
2306306,"non-metro/urban"
2306405,"non-metro/urban"
2306504,"non-metro/urban"
2306553,"non-metro/urban"
2306603,"non-metro/urban"
2306702,"non-metro/urban"
2306801,"non-metro/urban"
2306900,"non-metro/urban"
2307007,"non-metro/urban"
2307205,"non-metro/urban"
2307254,"non-metro/urban"
2307403,"non-metro/urban"
2307502,"non-metro/urban"
2307601,"non-metro/urban"
2307635,"non-metro/urban"
2307809,"non-metro/urban"
2307908,"non-metro/urban"
2308104,"non-metro/urban"
2308302,"non-metro/urban"
2308351,"non-metro/urban"
2308377,"non-metro/urban"
2308500,"non-metro/urban"
2308609,"non-metro/urban"
2308708,"non-metro/urban"
2308906,"non-metro/urban"
2309102,"non-metro/urban"
2309300,"non-metro/urban"
2309409,"non-metro/urban"
2309458,"non-metro/urban"
2309508,"non-metro/urban"
2309805,"non-metro/urban"
2310001,"non-metro/urban"
2310100,"non-metro/urban"
2310308,"non-metro/urban"
2310407,"non-metro/urban"
2310506,"non-metro/urban"
2310605,"non-metro/urban"
2310704,"non-metro/urban"
2310803,"non-metro/urban"
2310902,"non-metro/urban"
2311009,"non-metro/urban"
2311108,"non-metro/urban"
2311207,"non-metro/urban"
2311231,"non-metro/urban"
2311264,"non-metro/urban"
2311306,"non-metro/urban"
2311355,"non-metro/urban"
2311405,"non-metro/urban"
2311504,"non-metro/urban"
2311603,"non-metro/urban"
2311801,"non-metro/urban"
2311900,"non-metro/urban"
2311959,"non-metro/urban"
2312205,"non-metro/urban"
2312304,"non-metro/urban"
2312502,"non-metro/urban"
2312700,"non-metro/urban"
2313005,"non-metro/urban"
2313104,"non-metro/urban"
2313203,"non-metro/urban"
2313252,"non-metro/urban"
2313302,"non-metro/urban"
2313351,"non-metro/urban"
2313401,"non-metro/urban"
2313559,"non-metro/urban"
2313609,"non-metro/urban"
2313708,"non-metro/urban"
2313757,"non-metro/urban"
2313807,"non-metro/urban"
2313906,"non-metro/urban"
2314003,"non-metro/urban"
2314102,"non-metro/urban"
2400109,"non-metro/urban"
2400208,"non-metro/urban"
2400307,"non-metro/urban"
2400406,"non-metro/urban"
2400505,"non-metro/urban"
2400604,"non-metro/urban"
2400703,"non-metro/urban"
2400802,"non-metro/urban"
2400901,"non-metro/urban"
2401008,"non-metro/urban"
2401107,"non-metro/urban"
2401305,"non-metro/urban"
2401404,"non-metro/urban"
2401453,"non-metro/urban"
2401503,"non-metro/urban"
2401602,"non-metro/urban"
2401651,"non-metro/urban"
2401800,"non-metro/urban"
2401859,"non-metro/urban"
2401909,"non-metro/urban"
2402006,"non-metro/urban"
2402105,"non-metro/urban"
2402204,"non-metro/urban"
2402303,"non-metro/urban"
2402402,"non-metro/urban"
2402501,"non-metro/urban"
2402709,"non-metro/urban"
2402808,"non-metro/urban"
2402907,"non-metro/urban"
2403004,"non-metro/urban"
2403103,"non-metro/urban"
2403202,"non-metro/urban"
2403301,"non-metro/urban"
2403400,"non-metro/urban"
2403509,"non-metro/urban"
2403707,"non-metro/urban"
2403756,"non-metro/urban"
2403806,"non-metro/urban"
2403905,"non-metro/urban"
2404002,"non-metro/urban"
2404101,"non-metro/urban"
2404309,"non-metro/urban"
2404408,"non-metro/urban"
2404507,"non-metro/urban"
2404705,"non-metro/urban"
2404804,"non-metro/urban"
2404853,"non-metro/urban"
2404903,"non-metro/urban"
2405009,"non-metro/urban"
2405108,"non-metro/urban"
2405207,"non-metro/urban"
2405306,"non-metro/urban"
2405405,"non-metro/urban"
2405504,"non-metro/urban"
2405603,"non-metro/urban"
2405702,"non-metro/urban"
2405801,"non-metro/urban"
2405900,"non-metro/urban"
2406007,"non-metro/urban"
2406106,"non-metro/urban"
2406155,"non-metro/urban"
2406205,"non-metro/urban"
2406304,"non-metro/urban"
2406403,"non-metro/urban"
2406502,"non-metro/urban"
2406601,"non-metro/urban"
2406700,"non-metro/urban"
2406809,"non-metro/urban"
2406908,"non-metro/urban"
2407005,"non-metro/urban"
2407203,"non-metro/urban"
2407252,"non-metro/urban"
2407302,"non-metro/urban"
2407401,"non-metro/urban"
2407609,"non-metro/urban"
2407708,"non-metro/urban"
2407906,"non-metro/urban"
2408003,"non-metro/urban"
2408300,"non-metro/urban"
2408409,"non-metro/urban"
2408508,"non-metro/urban"
2408607,"non-metro/urban"
2408706,"non-metro/urban"
2408805,"non-metro/urban"
2408904,"non-metro/urban"
2408953,"non-metro/urban"
2409100,"non-metro/urban"
2409209,"non-metro/urban"
2409308,"non-metro/urban"
2409332,"non-metro/urban"
2409407,"non-metro/urban"
2409506,"non-metro/urban"
2409605,"non-metro/urban"
2409704,"non-metro/urban"
2409803,"non-metro/urban"
2409902,"non-metro/urban"
2410009,"non-metro/urban"
2410108,"non-metro/urban"
2410207,"non-metro/urban"
2410256,"non-metro/urban"
2410306,"non-metro/urban"
2410405,"non-metro/urban"
2410504,"non-metro/urban"
2410603,"non-metro/urban"
2410702,"non-metro/urban"
2410801,"non-metro/urban"
2410900,"non-metro/urban"
2411007,"non-metro/urban"
2411056,"non-metro/urban"
2411106,"non-metro/urban"
2411205,"non-metro/urban"
2411403,"non-metro/urban"
2411429,"non-metro/urban"
2411502,"non-metro/urban"
2411601,"non-metro/urban"
2411700,"non-metro/urban"
2411809,"non-metro/urban"
2411908,"non-metro/urban"
2412104,"non-metro/urban"
2412302,"non-metro/urban"
2412401,"non-metro/urban"
2412500,"non-metro/urban"
2412559,"non-metro/urban"
2412609,"non-metro/urban"
2412708,"non-metro/urban"
2412807,"non-metro/urban"
2412906,"non-metro/urban"
2413003,"non-metro/urban"
2413102,"non-metro/urban"
2413201,"non-metro/urban"
2413300,"non-metro/urban"
2413359,"non-metro/urban"
2413409,"non-metro/urban"
2413508,"non-metro/urban"
2413557,"non-metro/urban"
2413607,"non-metro/urban"
2413706,"non-metro/urban"
2413805,"non-metro/urban"
2413904,"non-metro/urban"
2414001,"non-metro/urban"
2414100,"non-metro/urban"
2414159,"non-metro/urban"
2414209,"non-metro/urban"
2414308,"non-metro/urban"
2414407,"non-metro/urban"
2414456,"non-metro/urban"
2414506,"non-metro/urban"
2414605,"non-metro/urban"
2414704,"non-metro/urban"
2414753,"non-metro/urban"
2414902,"non-metro/urban"
2415008,"non-metro/urban"
2500106,"non-metro/urban"
2500304,"non-metro/urban"
2500734,"non-metro/urban"
2501351,"non-metro/urban"
2501708,"non-metro/urban"
2502003,"non-metro/urban"
2502300,"non-metro/urban"
2502805,"non-metro/urban"
2502904,"non-metro/urban"
2503100,"non-metro/urban"
