"city_code","pop.1rooms","pop.2rooms","pop.3rooms","pop.4rooms","pop.5rooms","pop.6rooms","pop.7rooms","pop.8rooms","pop.9rooms","pop.10plusrooms","pop.room.avg"
4108320,0,1.55,2.48,7.74,25.06,28.89,17.21,10.51,3.86,2.7,6.0643
4108403,0.12,1.42,4.11,9.82,19.02,24.23,17,10.5,4.89,8.89,6.3096
4108452,0,2.94,7.72,14.81,26.37,22.82,13.29,6.32,1.95,3.78,5.5599
4108502,0.68,2.06,7.45,17.71,25.42,21.01,11.44,6.69,3.32,4.22,5.5683
4108551,0.65,1.57,4.97,13.23,30.03,27.53,14.64,4.09,2,1.28,5.5295
4108601,0.11,1.46,3.94,8.79,26.21,24.88,13.87,9.9,3.7,7.14,6.1133
4108650,0.55,3.36,11.6,20.48,28.36,22.49,8.8,2.82,0.37,1.17,4.9992
4108700,0.15,1.63,4.92,9.14,29.03,27.85,14.93,7.37,2.25,2.71,5.778
4108809,0.47,2.78,4.33,9.28,24.04,24.49,14.72,9.3,3.99,6.6,6.0263
4108908,1.22,3.1,6.03,8.76,33.74,23.98,10.37,6.43,3.4,2.97,5.5746
4108957,0.5,4.59,9.98,17.55,23.54,23.06,9.43,5.99,2.88,2.49,5.3063
4109005,0,1.95,3.74,12.75,37.16,21.68,8.99,6.4,2.3,5.03,5.6713
4109104,0,2.27,2.59,8.62,29.49,23.33,13.24,11.83,4.75,3.88,6.0309
4109203,0,1.37,3.33,2.72,32.52,28.49,14.16,9.31,3.67,4.43,6.0808
4109302,0.8,2.58,8.56,16.08,22.9,21.12,13.13,7.01,3.77,4.04,5.595
4109401,0.52,2.5,8.46,11.65,23.65,20.67,12.36,8.17,4.17,7.84,5.8758
4109500,0.62,3.56,9.64,16.31,29.25,25.2,7.86,4.14,2.27,1.16,5.1952
4109609,0.51,1.43,9.42,14.27,26.19,21.54,10.67,7.51,2.72,5.75,5.6565
4109658,0.32,2.67,5.15,13.81,23.5,25.98,16.72,5.85,2.78,3.23,5.7089
4109708,0.72,1.67,4.94,13.27,29.81,24.84,9.73,6.32,3.35,5.35,5.7237
4109757,0.21,3.51,8.12,14.14,25.76,20.22,13.6,6.04,3.57,4.82,5.6212
4109807,0.26,0.75,4.28,15.33,31.76,20.86,11.63,7.24,3.29,4.6,5.7482
4109906,0,0.91,3.52,9.11,28.39,24.61,16.31,9.85,3.23,4.07,6.0117
4110003,0,1.38,4.25,8.33,25.97,26.25,13.89,9.98,5.16,4.79,6.0759
4110052,0.22,1.74,4.82,13.14,24.95,30.5,14.62,6.25,1.19,2.57,5.6722
4110078,0.77,5.08,10.42,17.08,33.06,19.58,8,4.06,1.27,0.68,5
4110102,0.3,3.05,9.81,16.06,25.68,19.27,10.83,7.04,3.85,4.13,5.5217
4110201,1.86,6.49,12.52,16.65,25.74,18.96,9.38,3.76,2.29,2.34,5.0121
4110300,0.38,3.05,4.8,11.89,30.62,24.4,10.5,7.38,4.94,2.05,5.6544
4110409,0.31,1.26,5.38,7.85,24.23,27.55,16.98,10,4.32,2.13,5.9586
4110508,0.32,3.14,7.28,16.83,24.23,20.82,14.46,6.72,2.52,3.69,5.5639
4110607,0.2,1.28,2.77,8.2,26.67,28.4,16.7,10.37,2.79,2.61,5.9869
4110656,0.39,0.44,3.25,8.73,26.48,26.5,17.92,9.77,3.21,3.31,6.0293
4110706,0.44,1.51,5.85,11.8,27.08,21.93,14.05,7.79,3.5,6.04,5.8776
4110805,0.08,3.49,6.49,13.86,27.05,26.11,11.54,5.64,2.82,2.93,5.5446
4110904,0.19,0.93,6.14,10.63,30.29,29.97,8.81,7.43,2.08,3.54,5.6949
4110953,0.18,0.75,4.38,6.07,21.48,27.96,18.56,11.36,4.49,4.78,6.2327
4111001,0,1.19,5.45,11.57,29.49,28.1,10.61,6.99,2.98,3.62,5.7427
4111100,0,0.44,2.89,7.26,28.2,25.52,15.06,7.97,4.15,8.51,6.2434
4111209,0.13,0.43,2,12.24,23.16,27.43,15.36,9.98,4.65,4.6,6.1154
4111258,0.16,4.24,11.51,19.58,28.04,19.8,8.37,4,2.41,1.89,5.1167
4111308,0,1.26,3.47,7.36,35.61,26.99,13.03,7.18,3.07,2.03,5.7894
4111407,1.43,8.64,11.25,13.8,19.33,18.38,11.16,7.86,4.15,4.01,5.3304
4111506,0.31,1.62,4.22,11.61,26.74,25.6,12.03,7.59,3.8,6.48,5.9388
4111555,0,1.16,3.03,9.54,39.28,27.62,11.58,5.12,1.37,1.31,5.5914
4111605,0,1.14,2.77,5.72,30.09,23.68,14.66,8.73,5.46,7.74,6.25
4111704,0,0.53,5.72,8.78,34.46,23.74,16.41,5.1,2.31,2.95,5.7404
4111803,0.3,1.45,4.87,11.72,31.5,21.94,10.73,7.4,3.88,6.22,5.8526
4111902,0,1.4,4.77,9.57,30.77,21.26,15.08,7.98,4.53,4.63,5.9327
4112009,0.28,3.45,8.88,13.76,29.35,21.17,9.48,6.83,2.86,3.94,5.4877
4112108,0.17,0.81,3.92,9.05,21.29,24.72,16.69,8.97,4.75,9.64,6.3226
4112207,0.1,1.45,5.26,6.95,29.93,27.07,15.92,6.87,2.82,3.63,5.8673
4112306,0.71,1.62,5.47,10.61,32,23.9,12.31,6.05,3.03,4.3,5.7104
4112405,0,0.74,1.17,7.38,20.32,36.23,15.13,9.07,4.91,5.06,6.2675
4112504,1.2,4.71,8.33,13.74,24.87,24.47,10.86,5.09,3.37,3.35,5.4231
4112603,0,0,2.67,8.32,28.59,28.33,14.4,8.46,4.88,4.35,6.1012
4112702,0.08,2.36,7.49,18.11,36.39,18.31,8.67,4.4,2.15,2.03,5.2706
4112751,0.16,1.12,3.66,9.34,25.37,26.48,20.1,7.51,2.86,3.4,5.9699
4112801,0,0.56,4.6,10.66,32.7,25.02,10.82,5.72,3.4,6.53,5.8858
4112900,0.35,1.78,6.11,7.54,28.98,27.58,12.74,6.82,3.02,5.07,5.844
4112959,0.4,2.54,3.32,10.66,21.92,25.11,18.11,8.13,5.29,4.53,6.0306
4113007,0,0.6,5.26,15.84,31.19,22.09,12.91,6.84,2.55,2.72,5.6407
4113106,0.24,1.34,1.51,9.35,30.81,26.25,15.39,8.21,3.48,3.41,5.9523
4113205,0.13,2.15,7.06,13.08,29.5,19.34,12.14,7.89,3.07,5.64,5.736
4113254,1.74,9.06,16.51,21.61,26.36,15.74,4.14,3.06,0.79,0.98,4.5244
4113304,0.79,4.05,8.62,13.09,22.86,20.43,11.71,8.83,3.73,5.87,5.6887
4113403,0,1.09,1.83,4.88,26.67,33.12,17.28,8.7,4.47,1.96,6.0965
4113429,0.22,0.86,5.78,15.81,25.89,28.34,13.63,5.26,2.67,1.53,5.5883
4113452,0.7,2.46,4.82,11.35,33.39,23.85,13.73,4.48,1.4,3.83,5.5838
4113502,0.32,1.38,4.63,10.51,25.15,21.78,16.57,8.92,4.1,6.66,6.0629
4113601,0,0.96,3.65,8.81,29.27,24.59,13.68,9.26,5.15,4.62,6.0439
4113700,0.1,1.83,6.6,12.1,24.35,19.33,13.59,8.16,4.82,9.12,6.0468
4113734,1.06,2.81,5.91,11.17,29.81,25.05,12.1,6.69,1.48,3.92,5.5918
4113759,0.41,2.48,7.14,11.75,30.14,22.32,12.57,6.15,3.25,3.79,5.6275
4113809,0.22,1.43,5.11,6.73,28.99,25.32,14.1,8.25,4.5,5.35,6.009
4113908,0.13,0.62,4.28,11.44,24.2,26.32,16.55,8.25,4.09,4.13,5.9885
4114005,0.71,1.98,6.33,11.46,26.69,20.46,14.79,7.57,4.36,5.64,5.8544
4114104,0,1.36,4.4,12.39,27.98,25.19,13.45,7.51,3.57,4.15,5.8438
4114203,0,0.75,4.52,11.15,28.18,25.91,15.19,6.06,3.65,4.59,5.8958
4114302,0.46,2.55,7.41,12.92,30.88,20.43,11.47,5.93,2.32,5.61,5.6116
4114351,0.59,2.79,5.42,15.72,27.27,30.09,10.48,3.58,1.99,2.06,5.4271
4114401,0.39,2.81,7.58,14.78,20.76,23.07,14.04,6.98,3.55,6.04,5.7656
4114500,1.44,4.19,9.58,13.34,20.48,18.54,12.62,9.01,3.91,6.88,5.6997
4114609,0,0.4,2.76,6.98,17.13,25.39,17.55,13.01,7.03,9.77,6.6289
4114708,0,0.98,3.9,12.47,31.47,26.81,13.18,6.24,3.03,1.93,5.705
4114807,0,1.32,3.59,10.41,24.83,25.84,14.59,8.49,5.19,5.75,6.085
4114906,0.2,0.98,4.69,13.22,27.53,25.96,14.17,6.44,2.15,4.67,5.7928
4115002,0.44,1.94,3.4,7.5,32.51,26.2,15.4,8.05,2.49,2.07,5.7958
4115101,0.97,1.84,5.83,11.06,35.31,24.26,10.18,4.29,3.31,2.96,5.5346
4115200,0.1,1.4,4.56,8.83,19.59,18.52,16.38,12.01,6.65,11.96,6.5116
4115309,0.27,1.56,5.62,8.65,21.04,26.37,13.38,11.29,5.94,5.88,6.1451
4115358,0,0.66,1.38,4.02,12.28,19.76,22.02,16.34,9.98,13.56,7.1178
4115408,0.39,0.83,5.93,9.82,20.52,24.5,16.09,10.87,4.39,6.64,6.1422
4115457,0.4,7.56,13.06,17.53,22.76,18.91,11.71,3.12,2.65,2.29,5.0576
4115507,0,0.24,1.57,11.94,23.56,31.5,15.66,6.59,4.75,4.17,6.0654
4115606,0,0.97,5.08,11.87,22.02,23.74,14.75,8.47,5.7,7.4,6.1351
4115705,0.11,1.88,7.42,17.08,25.07,19.95,11.19,7.27,3.62,6.42,5.7277
4115739,1.42,6.47,12.05,21.87,28.34,18.08,6.62,3.52,0.94,0.7,4.7813
4115754,0.17,1.84,6.98,10.07,36.86,24.36,10.54,3.59,2.76,2.82,5.5107
4115804,0,1.63,5.3,10.2,19.5,22.65,15.82,10.18,5.25,9.48,6.2759
4115853,0.18,0.38,1.64,6.29,15.83,23.02,18.75,17.64,7.34,8.92,6.7592
4115903,0,1.48,4.53,8.79,32.73,27.41,13.36,6.79,2.84,2.07,5.7392
4116000,0,1.56,2.33,8.52,28.05,29.96,14.38,8.02,2.61,4.58,5.9831
4116059,0,0.64,2.8,8.95,18.21,24.52,18.95,12.27,7.25,6.41,6.4381
4116109,0.12,1.11,4.68,10.01,27.9,27.4,13.86,8.6,2.89,3.42,5.8635
4116208,0.35,2.76,6.32,13.88,26.26,23.17,11.05,6.77,3.26,6.19,5.7342
4116307,0,0.78,3.78,12.88,27.03,25.27,15.58,9.53,2.46,2.7,5.8563
4116406,0,1.37,2.89,14.47,28.51,25.38,14.2,7.43,3.36,2.4,5.772
4116505,0,0.74,5.1,10.32,26.35,32.46,12.43,5.08,4.05,3.47,5.8337
4116604,0,0.52,6.01,11.5,29.22,26.98,13.41,8.24,2.56,1.56,5.7148
4116703,0,0.82,3.71,10.69,23.42,24.82,16.65,8.97,5.12,5.79,6.1384
4116802,1.13,3.34,7.08,18.79,28.66,24.29,8.81,4.55,1.21,2.14,5.2361
4116901,0.13,1.07,4.67,9.11,26.87,23.94,15.45,7.39,4.42,6.95,6.0726
4116950,0.22,0.86,3.12,9.3,21.41,27.69,18.41,10.11,5.06,3.81,6.1508
4117008,0.33,1.33,3.28,7.79,32.93,27.98,13.32,5.44,2.56,5.04,5.8672
4117057,1.75,6.74,8.52,21.24,19.78,17.76,10.46,6.94,3.1,3.71,5.2495
4117107,0,1.08,2.05,8.16,27.75,25.23,14.92,7.88,4.66,8.26,6.231
4117206,0,1.85,4.45,8.23,26.68,25.06,13.51,10.77,4.01,5.45,6.0505
4117214,0.49,1.07,6.75,17.35,27.57,24.44,9.54,4.71,4.07,4.01,5.5796
4117222,0.14,0.37,2.01,4.73,13.32,22.74,20.99,13.76,10.55,11.4,6.9483
4117255,0.18,2.17,2.51,9.75,20,26.15,17.95,11.12,4.72,5.45,6.1954
4117271,0.55,3.57,9.32,21.22,26.35,23.66,10.09,2.12,1.64,1.5,5.1159
4117297,0.38,0,3.44,13.12,26.83,29.2,13.65,8.79,2.26,2.33,5.8204
4117305,0.95,6.71,10.88,18.2,31.11,17.84,8.56,2.91,1.72,1.12,4.9228
4117404,0,0.75,2.94,7.28,25.99,30.46,16.33,8.05,3.1,5.1,6.0976
4117453,0,2.09,4.26,7.33,25.89,27.51,17.16,8.22,3.26,4.29,5.9891
4117503,0,0.37,5.56,11.57,36.59,22.06,13.14,5.47,2.12,3.11,5.6493
4117602,0.8,5.06,12.67,15.63,22.96,17.76,9.05,7.13,3.06,5.88,5.3954
4117701,0.72,2.91,6.49,10.87,19.9,24.14,12.42,8.75,5.02,8.77,6.0365
4117800,0.84,5.01,11.71,18.6,25.79,18.71,9.13,6.8,1.64,1.77,5.1237
4117909,0,0.68,2.35,7.88,16.04,23.44,17.83,11.82,8.91,11.04,6.7073
4118006,0.11,0.99,4.94,10.38,29.3,24.01,11.6,7.18,4.16,7.32,5.9827
4118105,0,1.04,3.3,7.2,30.12,27.81,13.22,8.87,3.59,4.85,6.0255
4118204,0.6,2.76,8.57,12.78,26.98,20.57,11.74,6.92,4.25,4.84,5.6546
4118303,0.19,1,5.17,13.8,32.2,24.37,9.76,6.44,4.65,2.41,5.6591
4118402,0.08,1.09,4.17,8.45,26.11,20.76,13.96,9.49,5.66,10.24,6.3066
4118451,0.16,0.5,1.65,8.87,18.33,28.89,20.02,9.95,4.92,6.72,6.378
4118501,0.23,1.23,3.68,8.95,18.8,21.29,15.89,10.61,7.31,12.02,6.5337
4118600,1.67,1.9,5.26,12.36,20.73,24.6,16.01,8.8,4.63,4.07,5.8678
4118709,0.51,2.17,5,10.17,18.77,21.72,18.37,10.66,6.11,6.53,6.1886
4118808,0.25,1.37,4.41,11.58,26.17,26.26,12.88,8.55,4.04,4.48,5.9067
4118857,0.85,0.88,3.27,13.09,28.02,26.38,14.97,6.92,3.45,2.17,5.7606
4118907,0.19,0.85,3.22,6.83,22.64,28.56,16.65,10.98,4.48,5.6,6.2414
4119004,0.24,1.12,5.45,10.79,22,29.3,16.31,7.65,3.37,3.76,5.9109
4119103,0.14,2.04,6.6,10.64,23.25,19.82,13.65,11.68,4.79,7.4,6.0785
4119152,0.05,1.71,8.26,13.7,26.02,20.66,11.42,7.31,4.21,6.66,5.8002
4119202,0.94,2.3,5.47,8.76,30.43,27.61,10.77,4.72,2.39,6.63,5.7576
4119251,0.4,2.03,3.02,15.84,27.66,27.21,14.65,6.33,2.08,0.76,5.5795
4119301,0.93,7.79,11.49,17.79,23.83,17.05,9.77,4.54,3.12,3.68,5.1318
4119400,0.28,3.88,5.32,11.51,27.61,26.25,11.69,4.65,2.84,5.96,5.6978
4119509,0.12,2.48,9.75,17.16,31.2,20.5,9.05,4.71,2.16,2.88,5.3124
4119608,0.36,2.7,8.49,18.01,21.65,19.14,13.2,7.18,3.92,5.35,5.6498
4119657,1.22,1.37,3.48,11.18,23.64,24.74,15.05,8.67,5.81,4.84,6.0116
4119707,2.67,3.68,5.54,7.81,22.65,29.26,10.9,8.49,3.5,5.49,5.7732
4119806,0,0.49,3.49,8.21,21.49,29.16,16.34,10.61,5.19,5.02,6.2287
4119905,0.35,1.66,5.51,10.16,25.09,21.98,13.99,8.23,4.57,8.45,6.0757
4119954,0.13,1.55,8.26,16.42,27.5,18.25,11.95,7.06,3.77,5.1,5.6575
4120002,0.12,1.28,3.84,9.83,25.02,27.4,14.92,6.85,3.73,7.02,6.0603
4120101,0,1.11,5.05,15.35,26.09,17.71,16.41,8.09,5.53,4.67,5.9154
4120150,1.64,4.63,8.66,18.57,16.93,21.9,12.97,8.14,4.27,2.29,5.4445
4120200,0.74,3.19,7.45,21.6,27.7,18.22,12.92,3.35,1.6,3.23,5.2763
4120309,0,1.92,4.94,11.95,28.07,23.79,13.74,6.66,4.75,4.17,5.8346
4120333,0.91,2.89,4.47,13.41,28.79,23.99,13.04,5.58,3.4,3.52,5.6335
4120358,0.14,1.7,4.11,11.23,26.07,26.08,12.63,8.35,4.19,5.5,5.9554
4120408,0,1.62,4.4,6.52,30.73,29.4,12.99,7.56,3.7,3.08,5.8808
4120507,0.13,0.29,3.16,10.32,29.99,28.44,11.91,4.88,5,5.88,5.9827
4120606,0.78,4.33,8.38,12.61,24.42,19.9,14.66,7.4,3.12,4.41,5.6052
4120655,0.35,0.75,5.34,13.1,27,28.68,11.43,6.29,4.27,2.79,5.7401
4120705,0,0.73,3.23,7.64,27.37,27.38,14.92,8.33,3.61,6.79,6.1431
4120804,0.17,2.06,7.96,14.55,28.74,22.01,9.77,6.54,2.89,5.31,5.6195
4120853,0,0.52,1.45,1.68,9.23,18.85,24.69,18.01,11.48,14.09,7.3249
4120903,0.7,5.56,9.27,14.35,20.19,21.12,13.12,7,4.75,3.94,5.5469
4121000,0.26,2.21,6.93,10.2,32.44,24.87,11.67,5.99,2.83,2.58,5.5857
4121109,0,1.37,2.26,12.3,26.58,25.78,12.9,8.98,4.09,5.73,6.0255
4121208,0.5,4.21,7.79,14.48,25.79,18.33,12.69,8.17,4.01,4.02,5.5962
4121257,0.81,1.31,7.97,16.96,27.46,21.16,15.33,4.12,2.35,2.53,5.4616
4121307,0.15,0.71,3,11.71,35.24,22.37,11.72,6.58,2.72,5.8,5.8499
4121356,0.46,0.33,2.07,12.66,32.22,21.67,13.4,6.62,7.67,2.9,5.9388
4121406,0.5,1.01,3.28,9.6,16.24,25.64,19.76,11.53,5.66,6.79,6.352
4121505,0.55,3.69,9.21,15.21,26.45,21.53,12.13,5.14,2.69,3.41,5.4217
4121604,0.38,2.67,6.52,12.87,18.86,22.66,14.69,10.01,5.63,5.7,5.976
4121703,0.26,7.06,11.17,15.96,24.3,21.34,9.94,4.89,2.74,2.34,5.1803
4121752,0.74,8.61,10.21,14.22,21.33,24.46,9.19,4,5.19,2.04,5.2232
4121802,0.27,0.67,4.05,9.51,27.79,25.81,13.66,6.48,4.87,6.89,6.058
4121901,0.08,1.99,5.55,12.57,31.95,22.35,11.85,5.94,2.62,5.1,5.6989
4122008,0.91,4.49,10.32,12.18,20.87,21.61,13.32,8.51,3.2,4.6,5.597
4122107,0.22,3.13,3.92,13.45,31.08,24.38,13,4.78,2.33,3.71,5.6103
4122156,0.41,3.29,7.95,17.9,24.78,23.47,12.51,4.5,2.86,2.32,5.3967
4122172,1.8,8.03,11.47,22.41,25.01,16.92,8.58,4.35,1.1,0.34,4.7664
4122206,0.53,5.75,10.22,15.15,25.19,21.45,10.24,4.74,3.21,3.5,5.3143
4122305,0.22,1.84,5.79,10.19,21.3,22.48,13.78,8.59,4.64,11.17,6.2205
4122404,0.23,0.99,4.85,13.11,25.05,25.04,12.51,7.08,4.25,6.89,5.9605
4122503,0.42,3.84,8.7,16.05,26.06,23.48,12.29,4.45,2.43,2.27,5.3578
4122602,0.2,1.4,4.93,10.74,23.95,28.2,13.55,8.52,4.07,4.43,5.9364
4122651,0.38,3.31,4.92,14.65,27.6,26.32,13.27,5.74,1.67,2.14,5.5152
4122701,0,0.84,5.69,10.11,26.45,24.63,16.03,7.07,4.36,4.82,5.9543
4122800,1.25,3.83,7.55,11.64,22.35,25.87,15.07,7.63,2.64,2.18,5.5718
4122909,0.65,1.01,6.28,12.2,27.07,28.86,13.04,6.05,2.07,2.77,5.6483
4123006,0.28,2.48,6.47,11.55,24.84,22.67,13.81,8.66,4.65,4.6,5.8487
4123105,0,0.48,4.04,11.4,33.96,22.28,11.65,7.66,5.32,3.2,5.8487
4123204,0,1.2,4.99,15.6,32.68,22.98,10.52,6.84,1.9,3.3,5.5951
4123303,0,0.58,5.64,6.38,31.41,27.29,13.16,8.66,3.25,3.63,5.9134
4123402,0,0.97,3.19,10.61,28.1,24.84,13.79,7.37,3.68,7.47,6.068
4123501,0.22,1.22,5.2,8.54,22.5,21.49,17.44,11.27,5.4,6.72,6.219
4123600,0,1.23,1.04,12.7,35.85,22.22,11.61,10.29,2.94,2.11,5.801
4123709,0,0.52,3.12,7.21,23.47,28,16.56,9.55,4.93,6.65,6.2778
4123808,0.59,2.43,5.98,11.95,23.45,23.85,16.06,9.28,2.55,3.86,5.7975
4123824,0,1.53,5.7,7.78,26.31,24.51,15.67,10.74,3.82,3.94,5.9928
4123857,1.36,7.22,10.44,16.66,26.76,21.67,7.53,4.79,1.55,2.03,5.0286
4123907,0.26,0.88,2.81,10.48,27.11,27.33,13.59,9.4,2.55,5.59,6.0108
4123956,0.25,1.24,5.88,8.78,26.59,30.46,15.82,7.77,2.19,1.03,5.7411
4124004,0.14,3.44,3.63,13.46,33.35,27.93,10.07,4.43,1.71,1.83,5.457
4124020,0.22,2.61,7.56,14.39,23.25,22.29,12.54,9.24,3.31,4.61,5.7326
4124053,0.26,1.37,6.94,11.77,22.59,22.98,13.98,12.3,3.72,4.08,5.9227
4124103,0.08,1.64,4.39,10.83,28.3,26.34,10.59,6.26,4.27,7.3,5.9503
4124202,0.74,1.7,4.31,9.43,25.02,28.4,13.57,10.18,3.04,3.62,5.9028
4124301,0,1.14,3.53,6.01,38.05,30.39,10.68,6.16,2.87,1.17,5.7107
4124400,1.09,1.98,7.84,14.6,25.12,23.5,12.15,5.72,3.42,4.57,5.6086
4124509,0.17,1.14,4.46,11.45,23.01,25.81,14.75,6.96,4.94,7.32,6.0813
4124608,0.4,0.3,5.29,8.62,27.83,25.88,14.57,8.44,4.89,3.78,5.971
4124707,0.32,1.53,3.63,16.01,31.99,24.2,10.4,5.18,3.54,3.19,5.6146
4124806,0.44,1.66,3.74,8.62,18.54,27.95,17.1,11.51,4.19,6.25,6.2185
4124905,0.49,1.53,5.52,10.82,31.16,23.33,12.59,6.78,3.31,4.46,5.7593
4125001,0,1.07,3.45,9.75,28.78,29.42,14.08,6.7,3.46,3.29,5.8811
4125100,0.74,4.92,10.93,16.43,27.01,21.05,9.85,4.42,2.05,2.6,5.192
4125209,0.33,3.74,7.01,14.42,22.22,26.12,14.81,6.46,2.41,2.48,5.5618
4125308,0,0,1.68,10.64,20.09,27.82,16.58,10.93,5.51,6.74,6.3546
4125357,0,1.13,4.97,7.13,24.95,31.29,15.35,9.83,2.57,2.79,5.953
4125407,0.69,1.35,5.08,12.23,32.67,22.96,13.1,5.15,3.16,3.6,5.66
4125456,0.13,1.85,6.23,10.35,30.11,27.4,13.22,5.51,2.77,2.43,5.6472
4125506,0.13,1.46,6.37,13.61,29.94,21.05,10.8,7.69,3.51,5.44,5.7571
4125555,0,0.95,2.98,6.14,21.59,33.31,16.31,9.93,5.39,3.39,6.1923
4125605,0.32,2.8,7.43,11.83,23.75,23.68,13.32,7.44,3.33,6.11,5.8019
4125704,0.43,3.26,4.14,11.7,21.69,20.69,12.75,11.33,5.46,8.55,6.1329
4125753,0.25,1.81,4.49,10.03,24.14,28.15,16.63,7.59,4.16,2.75,5.8913
4125803,0,0.42,5.11,9.51,31.71,29.34,13.22,5,2.55,3.13,5.7559
4125902,0,0.28,2.98,12.73,29.84,29.09,14.18,6.13,4.38,0.38,5.7568
4126009,0.45,1.29,4.15,12.99,28.94,21.64,13.33,7.29,3.91,6.02,5.89
4126108,0,1.86,3.92,11.49,30.84,25.41,12.61,7.96,2.38,3.53,5.7677
4126207,1.07,2.77,6.03,14,30.05,22.39,10.06,6.44,3.05,4.13,5.5598
4126256,0.09,1.4,9.06,19.8,31.8,22.91,9.18,3.52,1.56,0.69,5.1909
4126272,0.39,1.84,4.18,12.76,19.72,29.7,13.98,8.78,5.04,3.61,5.9401
4126306,0.52,3.5,10.92,22.5,29.13,20.24,6.27,2.64,1.97,2.3,5.0311
4126355,0,0.25,1.79,5.36,17.97,28.63,19.21,12.23,8.43,6.13,6.5842
4126405,0,0.94,3.82,10.16,27.5,24.78,15.63,7.11,4.08,5.99,6.0307
4126504,0.12,1.93,5.39,10.44,25.58,23.8,13.5,7.27,5.85,6.12,5.9912
4126603,0.16,1.16,5.87,13.21,30.85,24.75,11,6.58,3.14,3.28,5.6638
4126652,0,1.56,2.82,11.62,23.35,30.92,17.22,7.12,4.03,1.36,5.877
4126678,0.47,5.58,11.85,14.81,32.26,19.89,7.96,3.75,1.75,1.68,5.0533
4126702,0,1.36,2.67,12.09,35.28,26.35,11.21,5.16,3.21,2.66,5.6883
4126801,0.08,2.79,6.06,10.79,34.68,22.93,10.92,6.71,2.3,2.75,5.563
4126900,0.17,1.37,3.27,8.78,25.74,27.74,16.92,8.9,3.33,3.77,6.0029
4127007,0.51,3.26,8.12,14.54,26.36,20.9,13.01,6.67,3.81,2.82,5.5367
4127106,0.17,3,8.25,11.87,29.95,22.95,11.93,4.93,2.68,4.28,5.5572
4127205,0.26,0.51,3.81,11.33,25.36,26.9,15,7.91,3.72,5.19,5.9989
4127304,0,0.66,3.91,9.2,31.29,22.17,14.03,8.13,4.95,5.67,6.0382
4127403,0.4,1.02,3.97,9.95,27.72,27.23,14.67,8.09,3.21,3.74,5.8983
4127502,0.82,4.08,9.14,17.09,26.48,20.86,11.02,4.26,2.7,3.56,5.3344
4127601,0.53,2.32,6.13,13.78,26.8,24.55,10.45,8.01,3.08,4.35,5.6843
4127700,0.1,0.51,5.01,10.18,20.09,22.45,15.91,11.19,5.82,8.74,6.3269
4127809,0.31,1.59,6.21,11.89,23.03,28.56,13.56,5.16,4.4,5.27,5.8469
4127858,1.12,2.2,4.72,12.86,26.5,22.47,15.65,6.77,4.41,3.29,5.7474
4127882,0.18,10.3,13.67,22.28,29.53,13.1,5.18,3.04,1.1,1.62,4.6384
4127908,0.67,1.95,3.46,16.99,32.58,23.2,11.91,5.6,1.4,2.23,5.4808
4127957,0,1.03,3.11,9.27,20.52,20.69,18.56,11.94,7.82,7.04,6.4143
4127965,0.85,6.28,10.38,14.44,26.29,23.16,9.21,5.29,1.77,2.32,5.1864
4128005,0.16,0.55,3.57,9.85,24.43,25.04,17.7,9.07,2.79,6.82,6.1353
4128104,0.15,1.06,4.99,10.82,25.05,23.8,14.73,7.51,4.37,7.52,6.0629
4128203,0.42,1.66,4.9,9.53,24.12,23.19,13.71,9.84,4.41,8.22,6.1288
4128302,0,1.06,3.59,8.19,32.01,24.3,12.36,10.22,4.06,4.22,5.9852
4128401,0.16,1.18,4.5,8.89,31.05,23.13,11.41,7.34,4.42,7.91,6.0308
4128500,0.07,1.56,5.84,12.48,28.34,25.64,11.12,6.79,3.36,4.8,5.7657
4128534,0.78,4.42,11.26,15.8,31.21,21.66,7.5,2.68,2.47,2.22,5.1098
4128559,0.14,1.79,4.97,8.93,22.13,27.46,15.42,8.86,4.85,5.44,6.0663
4128609,0.15,0.66,5.04,11.84,16.33,21.98,19.11,12.22,5.49,7.17,6.3012
4128625,0,1.03,3.18,16.14,27.35,29.25,13.47,6.55,1.59,1.44,5.6381
4128633,0.4,4.66,12.25,22.16,29.55,18.14,8.14,2.76,0.65,1.28,4.8941
4128658,0.62,3.1,6.47,13.28,18.09,27.02,17.1,7.65,3.07,3.6,5.7645
4128708,0.19,2.74,5.3,10.7,17.49,25.69,15.49,9.36,5.05,8.01,6.1482
4128807,0.28,0.14,2.58,6.96,31.8,30.35,13.44,6.96,4.57,2.92,5.9733
4200051,0,1.51,4.21,9.1,15.99,22.8,22.02,12.95,5.39,6.03,6.3535
4200101,0.37,2.25,5.64,20.33,21.43,23.51,13,5.85,3.42,4.21,5.62
4200200,0,0.63,1.89,5,17,21.25,20.88,13.91,9.21,10.22,6.8196
4200309,0,0.89,2.01,4.35,12.72,22.79,18.39,16.1,10.38,12.36,7.001
4200408,0.16,1.21,3.11,9.26,21.66,27.68,14.14,8.91,5.96,7.91,6.2633
4200507,0.16,1.44,8.86,12.17,20.67,27.53,13.96,7.66,3.34,4.2,5.7789
4200556,0,0,1.85,9.03,11.49,24.42,21.62,19.12,4.61,7.86,6.7003
4200606,0,0.7,1.65,7.57,14.56,21.02,20.52,15.14,8.62,10.22,6.8009
