"city_code","pop.1rooms","pop.2rooms","pop.3rooms","pop.4rooms","pop.5rooms","pop.6rooms","pop.7rooms","pop.8rooms","pop.9rooms","pop.10plusrooms","pop.room.avg"
2307908,1.02,4.53,15.35,33.44,23.01,12.6,4.58,2.71,1.19,1.57,4.6069
2308005,0.71,4.47,15.48,25.49,23.56,14.16,6.16,5.04,1.99,2.93,4.9146
2308104,0.93,2.94,7.5,19.54,26.27,20.96,11.44,4.74,2.93,2.75,5.3645
2308203,0.46,1.91,7.47,16.6,28.23,18.51,10.21,8.27,3.72,4.61,5.6251
2308302,0.44,1.06,6.63,16.34,28.08,23.21,10.96,6.01,3.55,3.72,5.6142
2308351,0.27,2.08,4.77,14.89,25.26,22.43,15.75,7.34,3.36,3.85,5.7689
2308377,0.94,1.43,6.14,17.07,21.41,24.92,15.12,7.17,2.13,3.67,5.6614
2308401,0.93,2.72,9.12,21.22,23.88,19.86,10.48,5.77,2.93,3.07,5.3376
2308500,0.52,1.64,6.6,20.58,25.56,22.72,11.7,5.94,2.18,2.55,5.4458
2308609,0.1,0.82,4.33,15.22,25.92,25.84,12.42,8.77,3.47,3.11,5.7968
2308708,0.49,2.36,8.1,16.53,22.69,21.38,12.7,7.82,3.72,4.21,5.644
2308807,0.19,1.12,13.93,28.72,25.06,14.18,7.3,5.09,1.9,2.51,5.035
2308906,1.05,2.57,12.63,25.73,23.9,13.88,8.69,6.37,1.7,3.47,5.1157
2309003,0.13,0.6,4.02,21.02,28.53,24.34,10.31,6.16,1.89,3.01,5.5472
2309102,0.25,1.49,7.02,15.14,22.43,23.85,12.97,8.07,3.26,5.52,5.7999
2309201,0.1,2.08,8.79,21.32,31.57,18.55,9.13,4.66,1.95,1.85,5.223
2309300,0.3,1.42,4.26,16.33,22.18,25.21,15.88,7,3.92,3.5,5.8084
2309409,0.72,1.86,10.29,24.6,28.83,19.69,9.33,2.28,1.32,1.08,5.0223
2309458,0.14,1.25,6.02,16.1,19.11,20.98,14.85,11.02,5.61,4.93,5.9843
2309508,0.31,2.37,9.13,17.62,28.78,22.57,10.76,4.93,2.01,1.53,5.3039
2309607,0.6,3.13,9.43,16.55,24.5,20.83,11.67,7.14,3,3.15,5.4614
2309706,0.21,1.56,7.32,23.46,29.6,18.39,8.68,6.06,2.21,2.51,5.317
2309805,0.8,2.04,6.19,14.17,22.79,21.49,14.72,8.47,3.07,6.27,5.8415
2309904,0.3,0.78,6.03,12.03,24.38,22.59,15.4,10.89,2.52,5.07,5.9381
2310001,1.2,2.45,6.73,12.61,22.49,23.78,17.29,7.8,3.4,2.25,5.6839
2310100,1.52,3.33,10.42,24.48,21.82,16.69,7.82,5.88,1.85,6.17,5.2673
2310209,0.76,3.61,10.59,20.8,27.05,14.89,9.53,6.32,3.4,3.05,5.2591
2310258,1.21,3.16,10.7,23.6,27.77,16.01,7.68,5.45,2.02,2.41,5.0858
2310308,0.86,1.12,5.62,19.37,26.16,26.45,10.95,5.33,1.83,2.31,5.458
2310407,0.95,1.64,8.69,20.23,25.39,19.37,11.43,6.7,3.39,2.2,5.4051
2310506,0.34,1.14,6.7,25.32,29.85,20.45,6.84,5.65,2.12,1.6,5.2411
2310605,1.07,2.25,11.07,23.01,27.83,18.43,7.72,5.77,1.11,1.74,5.0814
2310704,0.9,3.13,12.36,19.76,23.68,15.6,11.38,5.75,3.34,4.09,5.319
2310803,0.31,2.71,7.56,19.65,25.67,22.53,12.22,5.21,2.16,1.98,5.37
2310852,1.24,3.86,8.53,22.98,23.49,16.99,10.94,5.04,4.24,2.68,5.2772
2310902,0.29,1.27,8.2,22.42,28.79,20.78,10.08,4.73,1.69,1.76,5.2695
2310951,0.85,0.39,6.06,12.31,26.87,25.7,14.28,7.24,2.69,3.62,5.7589
2311009,0.34,0.62,3.1,17.26,15.34,26.73,15.22,10.65,5.82,4.92,6.1032
2311108,0.3,2.46,14.78,26.62,27.29,17.64,6.47,2.62,0.81,1.01,4.8197
2311207,0.18,1.83,7.05,16.43,23.73,25.99,10.41,6.59,3.73,4.05,5.6496
2311231,1.15,2.09,6.02,15.25,21.98,26.8,14.45,6.47,2.76,3.04,5.6324
2311264,0.32,0.44,3.99,11.49,22.13,29.82,17.36,8.09,4.34,2.03,5.943
2311306,0.66,2.49,9.25,21.02,25.48,16.82,10.29,6.56,2.85,4.59,5.4185
2311355,0.7,3.6,13.62,22.9,24.79,18.95,7.66,4.33,1.64,1.81,4.9913
2311405,0.51,1.26,5.81,19.03,25.04,19.23,12.99,7.33,3.66,5.15,5.7117
2311504,0.35,1.41,5.44,15.21,26.4,23.14,13.07,8.45,3.43,3.1,5.7213
2311603,0.94,1.88,7.76,20.89,21.85,19.37,11.41,8.81,3.42,3.68,5.5494
2311702,0.47,0.73,5.65,12.45,25.97,21.7,16.03,9.45,3.41,4.15,5.8873
2311801,0.56,2.58,7.5,16.14,24.89,18.45,11.44,8.76,4.33,5.35,5.7056
2311900,0.38,1.72,7.05,22.8,25.31,22.43,9.57,5.34,2.72,2.7,5.3849
2311959,0.65,2.16,8.81,21.43,25.37,24.08,8.91,4.93,2.72,0.94,5.2414
2312007,0.27,1.46,10.83,21.53,28.07,16.27,9.89,4.94,2.8,3.93,5.3302
2312106,0.24,3.15,10.12,24.06,24.44,18.85,10.12,5.38,1.68,1.95,5.1694
2312205,0.09,1.12,5.25,13.74,22.6,24.35,12.4,9.96,5.21,5.29,5.9841
2312304,0.15,1.24,4.03,11.47,26.67,23.93,14.87,9.08,4.44,4.12,5.9542
2312403,0.99,3.89,8.06,20.48,24.42,18.3,12.52,5.46,2.36,3.53,5.3463
2312502,0,0.42,5.58,16.39,24.21,25.43,13.05,7.04,3.52,4.35,5.7962
2312601,1.26,4.48,14.91,23.83,21.43,15.41,6.7,5.48,3.06,3.44,5.0256
2312700,0.68,2.79,8.54,19.09,25.28,19.96,11.91,5.84,2.23,3.67,5.4126
2312809,0,2.2,11.77,24.88,26.22,18.16,6.51,3.63,3.03,3.61,5.1727
2312908,0.4,2.7,9.91,25.13,23.86,14.81,8.72,6.09,3.02,5.35,5.3465
2313005,0.61,1.14,4.59,16.28,23.86,22.82,14.02,8.93,3.48,4.27,5.816
2313104,0.24,2.13,8.5,18.75,29.55,21.29,10.31,4.55,1.84,2.83,5.3392
2313203,0.47,1.33,5.05,11.26,21.68,23.21,16.9,10.88,5.7,3.52,6.0282
2313252,0,0.63,6.07,18.55,24.44,24.87,14.55,7.03,1.95,1.92,5.5993
2313302,0.34,1.22,5.34,16.24,25.23,22.59,14.08,7.89,3.29,3.78,5.7454
2313351,0.33,3.64,11.05,22.8,21.31,18.29,9.71,6.64,3.01,3.22,5.2863
2313401,0.45,1.47,4.75,15.09,25.75,23.59,13.26,8.43,3.2,4.02,5.7755
2313500,0.75,4.54,8.75,18.86,23.65,19.28,12.11,7.08,2.29,2.68,5.3427
2313559,0.73,3.26,12.11,23.14,21.63,18.38,8.55,7.71,2.21,2.28,5.1879
2313609,0.56,1.05,5.75,12.19,21.72,27.48,15.93,9.4,2.51,3.42,5.8565
2313708,0.49,2.45,14.43,19.64,22.1,18.7,7.74,6.62,2.78,5.04,5.325
2313757,0.52,5.05,18.47,26.84,18.55,14.2,7.23,4.19,2.98,1.97,4.8199
2313807,0.65,5.4,14.59,31.37,17.91,14.85,7.08,3.6,2.06,2.5,4.8125
2313906,0.96,3.07,16.31,29.78,21.65,15.11,6.22,3.24,1.56,2.1,4.7856
2313955,0.07,0.8,7.23,17.26,22.04,22.89,14.15,8.38,3.17,4,5.7456
2314003,0.22,1.08,6.65,21.15,28.21,20.07,12.25,5.53,1.92,2.91,5.4477
2314102,0.61,1.14,4.22,17.04,23.35,22.28,14.18,8.84,4.21,4.13,5.8331
2400109,0.13,0.74,2.1,8.12,28.02,23.29,18.06,8.78,5.34,5.44,6.1935
2400208,0.7,1.58,5.5,11.91,33.49,22.01,12.11,5.87,3.48,3.35,5.6406
2400307,0.33,2,4.27,10.51,37.97,25.12,10.9,5.77,1.35,1.77,5.5206
2400406,0.32,0.41,1.29,8.76,38.23,35.88,8.74,3.76,0.89,1.73,5.6305
2400505,0.21,2.88,10.57,23.48,31.02,16.76,7.05,3.86,2.06,2.11,5.0713
2400604,0,1.21,5.54,14.6,35.49,20.4,13.09,6.25,1.53,1.9,5.5169
2400703,0.53,2.91,6.56,12.53,31.24,22.47,12.3,7.14,2.42,1.9,5.5117
2400802,0.49,1.22,5.19,12.79,31.02,21.92,13.64,7.13,2.39,4.21,5.7241
2400901,0.4,1.8,3.3,15.27,33.67,19.23,14.51,5.51,2.77,3.54,5.6469
2401008,0.24,2.1,5.36,14.11,28.28,26.54,13.36,4.86,2.49,2.67,5.5911
2401107,0.29,1.37,6.15,18.71,32.51,20.96,8.73,6.18,2.19,2.9,5.4389
2401206,0.79,2.61,4.38,9.3,31.98,21.91,13.1,7.66,4.57,3.71,5.7892
2401305,0.99,2.88,9.93,23.88,26.64,17.29,9.88,3.96,2.55,2.01,5.1289
2401404,0.43,2.15,3.3,11.09,31.7,24.9,15.69,5.57,2.99,2.17,5.6989
2401453,0.94,0.73,6.17,18.09,48.71,15.72,5.13,2.32,1.55,0.64,5.0596
2401503,1.02,0.96,2.11,8.77,22.56,26.36,15.48,8.91,7.87,5.96,6.2538
2401602,0,0.76,1.35,10.78,25.45,25.13,16.37,13.03,2.92,4.2,6.1383
2401651,0.65,0.92,4.22,10.8,30.55,19.23,13.44,9.04,6.8,4.35,5.9758
2401701,0.98,0.68,2.6,9.13,29.86,30.5,13.63,7.73,2.72,2.18,5.8249
2401800,0.14,0.61,2.19,13.04,35.79,25.13,13.63,5.17,2.08,2.22,5.6751
2401859,0.35,1.08,3.17,7.19,22.44,28.24,19.17,11.96,3.47,2.93,6.1282
2401909,0,2.26,3.35,11.12,32.03,27.67,10.4,7.05,2.97,3.16,5.7275
2402006,0.24,1.86,6.68,13.72,24.19,21.68,13.05,8.09,4.11,6.38,5.8677
2402105,0.22,1.91,7.02,16.41,31.23,23.96,11.56,4.17,2.2,1.33,5.3803
2402204,0.66,2.47,6.1,14.08,39.09,19.9,9.47,5.85,0.78,1.59,5.3108
2402303,0.17,1.67,7.36,21.4,32.84,17.56,9.13,4.79,1.39,3.68,5.3229
2402402,0.13,0.98,3.14,7.58,27.14,29.08,16.33,8.94,3.87,2.81,6.0077
2402501,1.18,3.48,7.49,15.58,32.4,17.46,11.47,7.48,1.63,1.81,5.3259
2402600,0.26,2.18,5.89,14.32,33.27,20.54,10.76,6.5,3.03,3.25,5.5625
2402709,0.14,1.27,2.62,10.65,22.65,25.67,18.01,10.04,5.54,3.4,6.1066
2402808,0.47,0.62,5.86,10.29,24.3,29.2,15.05,7.21,4.36,2.64,5.8582
2402907,0.45,3.37,4.12,8.58,19.99,25.27,21.59,10.66,3.52,2.44,5.9793
2403004,0,2.5,3.87,9.73,18.46,23.83,17.02,8.47,7.38,8.73,6.3143
2403103,0.23,1.66,4.34,11.98,27.44,19.59,15.12,7.73,5.84,6.07,6.0017
2403202,0.32,1.14,3.26,11.84,27.91,20.71,17.19,9.86,4.81,2.97,5.9575
2403251,0.12,1.97,7.2,11.15,27.94,17.53,15.51,8.16,4.57,5.86,5.8872
2403301,0.4,1.86,7.24,12.3,26.84,23.25,15.39,8.69,2.28,1.75,5.6401
2403400,0,0.88,4.12,12.31,30.93,26.22,11.82,7.84,1.9,3.98,5.7769
2403509,0.22,2.7,5.1,16.84,41.33,20.11,8.16,3.76,0.79,0.97,5.196
2403608,0.98,2.83,6.24,14.58,28.15,21.48,15.46,4.64,3.12,2.53,5.5203
2403707,0.94,1.15,3.89,14.03,44.21,21.92,8.38,3.53,0.93,1.02,5.2907
2403756,1.22,1.32,6.63,21.84,28.25,19.62,8.91,5.61,3.99,2.62,5.3944
2403806,0.39,0.78,4.27,9.53,26.96,21.79,16.67,8.36,3.85,7.4,6.1064
2403905,0.25,0.3,4.82,9.37,30.32,28.87,14.86,7.03,3.39,0.79,5.7628
2404002,0.48,0.19,2.94,13.77,34.03,23.45,14.41,6.69,2.34,1.7,5.6806
2404101,1.51,2.57,6.21,10,27.2,22.77,18.92,6.54,2.78,1.5,5.6268
2404200,1.22,1.44,6.07,11.64,31.36,22.25,12.84,8.4,1.54,3.23,5.6241
2404309,0.62,1.06,7.98,19.86,36.76,18.9,8.61,3.21,2,1,5.1727
2404408,0.83,3.33,7.16,18.38,40.54,18.71,6.51,3.06,0.93,0.54,5.0127
2404507,0.78,2.82,6.38,17.13,30.43,21.06,9.61,6.33,3.21,2.26,5.4199
2404606,1.47,3.27,9.23,18.72,34.07,18.22,8.54,3.6,1.67,1.21,5.0596
2404705,0.14,1.17,3.23,8.99,50.9,20.3,9.04,3.17,1.2,1.86,5.4247
2404804,0,0,0.83,8.57,41.76,22.2,13.33,6.83,3.04,3.43,5.8838
2404853,0.23,2.46,8.98,14.78,35.89,19.98,8.76,6.03,1.43,1.46,5.2757
2404903,0,0.75,3.84,10.85,34.67,23.05,15.49,4.37,3.68,3.29,5.7748
2405009,0,0.43,2.95,5.5,19.45,32.5,19.86,10.78,4.93,3.6,6.2959
2405108,0.98,1.59,3.8,13.43,40.49,21.36,9.9,5.13,1.85,1.47,5.4158
2405207,0.43,1.6,4.02,11.56,37.99,23.43,10.97,6.41,1.37,2.22,5.5506
2405306,0.45,1.94,7.33,12.66,35.04,20.94,12.37,6.1,1.82,1.36,5.4317
2405405,0.46,0.93,9.05,21.05,31.85,20.11,10.55,3.09,2.06,0.86,5.1929
2405504,0,1.4,4.27,10.37,25,26.11,15.79,8.45,6.89,1.71,5.9599
2405603,1.63,2.29,11.86,25.03,27.75,17.56,6.56,4.6,1.01,1.71,4.9493
2405702,0,2.09,1.69,6.34,28.59,23.43,15.4,10.65,4.53,7.27,6.2461
2405801,0.67,2.19,6,10.28,22.53,27.08,17.53,7.11,3.19,3.42,5.818
2405900,0,0.31,2.61,21.08,40.11,23.97,6.77,3.54,0.41,1.2,5.2854
2406007,0.15,0.75,3.69,12.46,34.93,24.54,14.87,5.89,1.69,1.04,5.6127
2406106,0.32,2.53,8.01,19.74,32.78,18.62,9.65,4.41,2.38,1.56,5.2384
2406155,0.56,0.96,1.89,16.92,31.35,24.48,11.5,8.39,3.16,0.79,5.6342
2406205,0,0.91,2.46,10.14,32.42,26.65,14.73,7.87,2.7,2.11,5.8323
2406304,0.54,1.97,6,16.74,30.85,26.04,9.91,3.58,1.9,2.46,5.3964
2406403,0.42,1.21,1.82,13.13,22.14,24.8,20.22,8.97,4.02,3.25,6.023
2406502,0.44,1.06,4.38,9.1,28.64,26.38,15.2,7.68,4.69,2.45,5.8813
2406601,0.29,1.39,4.23,11.44,31.37,24.42,14.86,5.82,2.87,3.31,5.744
2406700,1.08,1.65,1.98,8.81,29.59,26.46,14.14,9.62,4.57,2.08,5.9014
2406809,0.21,0.46,5.12,12.65,27.32,25.01,14.15,7.87,2.48,4.73,5.8538
2406908,0,0.44,2.76,14.24,27.97,19.44,16.03,8.61,5.74,4.77,6.0306
2407005,0.4,2.72,5.58,17.02,31.37,25.31,8.78,5.16,1.66,2.01,5.3715
2407104,0.44,2.01,6.49,15.47,32.09,22.29,10.94,5.99,1.78,2.49,5.4542
2407203,1.01,2.6,5.65,15.17,29.19,21.54,12.67,5.85,3.33,2.99,5.5439
2407252,0.25,0.74,2.78,6.84,35.43,24.97,14.22,10.41,1.94,2.42,5.8888
2407302,0.42,2.38,7.81,19.38,34.34,20.07,8.72,2.5,2.53,1.85,5.2056
2407401,0.38,0.24,2.61,6.28,18.25,24.25,18.18,13.58,8.07,8.17,6.6079
2407500,0.59,3.58,6.09,13.82,29.39,20.6,14.54,5.18,3.44,2.76,5.5363
2407609,0.21,2.3,5.18,22.98,33.24,19.53,9.96,2.45,1.4,2.75,5.2507
2407708,0.3,1.66,3.89,12.92,37.51,24.04,12,3.11,2.67,1.89,5.5057
2407807,0.33,2.29,5.12,12.27,35.42,23.33,12.21,5.08,2.43,1.51,5.4951
2407906,0,0,1.33,10.28,22.41,26.69,17.42,12.69,3.43,5.75,6.2913
2408003,0.36,2.53,8.45,18.33,33.03,16.79,8.88,4.98,2.59,4.05,5.3579
2408102,0.37,2.61,7.79,14.63,24.02,17.96,11.41,7.47,4.5,9.24,5.8787
2408201,0.63,2.5,4.6,11.6,31.5,27.74,10.16,5.9,1.76,3.6,5.5993
2408300,0.46,1.72,6.42,14.37,29.81,22.8,12.89,6.25,3.16,2.12,5.5636
2408409,0.93,1.56,8.46,15.75,33.9,22.24,9.65,4.19,2.31,1.02,5.2743
2408508,0.28,1.03,1.49,10.12,22.22,24.6,17.54,11.51,5.07,6.14,6.2788
2408607,0.27,1.66,7.58,20.07,30.06,22.29,10.59,3.78,2.57,1.14,5.2955
2408706,0.81,4.29,5.15,17.21,27.35,23.68,14.66,3.85,1.11,1.89,5.3482
2408805,2.37,2.55,7.75,17.53,30.82,19.78,9.3,6.81,1.28,1.82,5.2292
2408904,0.18,1.01,2.79,12.03,29.23,26.39,13.36,6.88,3.47,4.67,5.8967
2408953,0.57,3.27,7.88,10.41,24.02,25.07,16.54,6.68,3.4,2.16,5.6433
2409100,0,0.63,1.69,7.22,30.94,30.41,17.44,6.09,2.83,2.75,5.9614
2409209,0.34,0.78,1.72,10.77,39.21,22.09,14.15,6.69,2.23,2.01,5.7147
2409308,0.13,1.64,6.49,15.78,32.99,21.51,10.05,4.88,2.51,4.02,5.5219
2409332,0,0.38,2.55,16.38,31.39,28.45,11.45,6.15,1.61,1.65,5.6192
2409407,0.44,3.37,7.61,13.75,28.96,20.9,11.44,6.68,3.03,3.82,5.542
2409506,0,1.16,7.21,18.35,37.15,20.27,9.92,4.62,0.95,0.37,5.2337
2409605,0.44,1.64,4.29,7.17,31.52,25.22,15.43,3.78,5.59,4.93,5.9205
2409704,0.46,1.39,5.36,11.15,29.3,27.33,14.09,6.49,1.7,2.73,5.6755
2409803,0.95,1.72,6.63,14.51,34.97,22.73,10.27,4.99,1.21,2.03,5.3655
2409902,0.48,1.6,6.37,14.89,35,19.41,12.09,6.06,1.66,2.43,5.4616
2410009,1.12,0.84,3.52,12.85,49.11,20.37,6.63,3.05,1.09,1.41,5.2725
2410108,0.45,2.37,7.58,14.58,34.2,21.36,11.24,5.46,1.19,1.57,5.3418
2410207,0.45,0.86,2.98,7.58,25.44,23.71,19.16,11.21,4.86,3.76,6.1603
2410256,0.69,1.45,7.05,14.44,41.31,21.06,9.42,2.61,0.52,1.45,5.2141
2410306,0.24,0.54,3.64,9.94,39.97,25.28,12.06,3.38,2.32,2.62,5.6207
2410405,1.27,1.12,4.08,12.83,30.69,26.76,13.16,7.28,1.3,1.52,5.5834
2410504,0,2.79,5.52,11.51,30.52,26.88,15.31,5.3,1.18,1,5.5225
2410603,0.42,1.16,3.01,10.69,41.28,23.83,10.53,4.95,1.58,2.55,5.5694
2410702,0.13,0,1.62,7.26,39.86,20.34,17.15,6.95,4.21,2.48,5.9371
2410801,0.23,1.17,2.87,10.53,29.7,20.99,21.5,10.11,2.36,0.54,5.8576
2410900,0.33,0.86,3.14,7.54,32.81,24.09,15.57,8.69,2.93,4.04,5.955
2411007,0.22,1.23,8.79,18.31,30.6,21.04,12.67,2.5,2.99,1.66,5.3373
2411056,1.12,2.96,8.8,14.59,30.23,17.16,16.71,4.77,1.74,1.91,5.358
2411106,0.12,0,3.45,11.58,29.04,28.83,15.95,7.58,1.93,1.52,5.7983
2411205,0.19,1.44,5.63,14.95,30.14,21.51,13.44,7.22,3.37,2.11,5.6279
2411403,0.41,1.09,3.63,10.94,26.64,25.67,15.26,8.65,4.08,3.61,5.933
2411429,0.39,0.75,1.37,3.5,32.3,27.55,17.21,9.41,5.29,2.23,6.1246
2411502,0.61,0.2,4.51,15.19,28.66,26.46,11.84,8.6,2.17,1.75,5.6607
2411601,1.23,0.92,1.31,5.8,44.71,25.86,11.68,6.69,1.82,0,5.6057
2411700,0.62,1.57,3.97,12.78,27.12,25.93,11.03,9.32,5.22,2.44,5.8112
2411809,0,0.36,0.94,9.32,34.14,23.44,14.06,7.87,3.44,6.44,6.089
2411908,0,3.22,3.9,19.61,32.21,20.39,13.91,3.82,2.02,0.93,5.3538
2412005,0.37,1.93,6.77,14.74,28.53,24.55,12.9,6.23,1.87,2.1,5.5142
2412104,0.16,1.92,3.64,14.88,27.31,21.95,14.29,8.4,3.78,3.67,5.8064
2412203,0.77,2.43,7.74,14.15,33.53,18.39,10.23,6.05,3.25,3.46,5.473
2412302,0.16,1.64,3.97,16.29,26.69,21.37,15.78,7.87,3.28,2.94,5.7452
2412401,0,0.74,1.75,7.87,31.18,21.26,16.94,9.21,5.8,5.24,6.1853
2412500,0.28,0.77,2.65,10.51,29.92,28.34,14.18,6.91,3.53,2.92,5.8696
2412559,0.73,2.38,4.4,11.6,34.08,23.54,14.52,4.87,1.73,2.15,5.544
2412609,0.23,1.08,2.78,11.65,33.26,23.6,13.48,7.2,3.83,2.89,5.8056
2412708,0,1.91,2.18,13.55,25.69,29.6,12.84,9.12,3.15,1.95,5.813
2412807,0.23,3.12,7.49,14.92,28.93,24.14,11.15,6.1,1.82,2.11,5.4244
2412906,1.04,1.08,6.28,10.55,27.17,26.16,17.18,6.74,1.81,1.98,5.6732
2413003,0,0.17,0.64,7.94,34.5,22.28,17.26,10.14,3.38,3.7,6.0956
2413102,1.53,0.91,4,12.27,28.78,24.31,13.82,9.05,2.63,2.72,5.742
2413201,1.39,2.84,4.05,14.93,36.66,18.16,13.25,3.7,2.9,2.12,5.4085
2413300,0.28,0.91,3.13,11.76,23.98,25.66,18.05,9.58,3.21,3.44,5.9867
2413359,0.41,1.82,4.13,17.71,34.91,20.08,11.55,4.39,1.78,3.22,5.465
2413409,0.54,1.47,2.63,10.66,34.89,21.5,14.59,6.34,3.4,3.98,5.8071
2413508,0.2,1.81,4.57,12.09,28.4,23.68,15.83,7.35,3.25,2.82,5.7703
2413557,0,0.26,1.25,7.82,27.58,27.73,18.42,9.74,3.63,3.58,6.1516
2413607,0.18,2.08,5.12,17.74,39.13,18.98,9.85,4.73,0.7,1.49,5.2818
2413706,0.82,0.79,4.58,7.3,34.13,24.26,17.32,7.28,1.7,1.82,5.7453
2413805,0.34,1.65,2.87,14.71,33.86,23.27,13.48,6.96,1.59,1.28,5.5716
2413904,1.01,3.61,5.85,16.42,31.33,25.23,9.62,3.97,2.47,0.49,5.2572
2414001,0.12,1.05,4.17,13.15,29.24,26.76,13.48,6.76,2.78,2.5,5.7255
2414100,0.59,3.2,10.06,22.61,31.47,18.07,6.98,3.83,1.92,1.28,5.0296
2414159,0.19,0.87,4.68,13.87,31.56,23.46,13.96,7.21,2.33,1.86,5.6498
2414209,0.41,3.93,8.82,17.19,33.99,18.39,8.1,4.85,1.99,2.32,5.2039
2414308,0,1.96,1.88,12.17,34.46,26.52,10.25,5.3,3.55,3.91,5.7486
2414407,0.84,1.39,4.33,12.61,26.73,25.4,16.92,6.84,3.08,1.87,5.7268
2414456,0.3,6.97,10.69,18.48,29.17,19.64,8.44,4.49,1.47,0.35,4.9565
2414506,0.74,1.09,3.02,12.09,34.32,24.85,13.45,6.48,2.37,1.61,5.6446
2414605,0.47,2.1,5.52,14.2,37.3,23.82,9.27,4.33,2.31,0.69,5.3467
2414704,0,0.72,2.65,16.67,46,18.9,7.95,3.59,2.3,1.22,5.3674
2414753,0.4,0.72,1.53,12.86,27.81,28.59,16.34,7.61,3.33,0.81,5.8179
2414803,0.57,0.34,5.66,9.76,26.66,26.55,15.26,8.91,3.61,2.68,5.8726
2414902,0,0.88,3.15,12.99,28.4,27.96,16.14,6.32,2.1,2.05,5.7587
2415008,4.39,3.09,9.31,16.66,30.07,21.96,9.23,1.97,1.33,1.99,4.9949
2500106,0,0.38,3.43,13.88,29.76,28.29,13.45,6.3,2.44,2.07,5.7232
2500205,0.56,3.09,12.31,28.24,24.78,16.24,7.49,4.63,1.9,0.76,4.9214
2500304,0.75,3.38,9.11,18.76,28.74,19.28,11.11,4.9,1.66,2.3,5.2417
2500403,0.1,1.89,5.23,14.8,35.09,20.08,9.89,6.92,4.25,1.74,5.5494
2500502,0.56,2.12,5.86,11.85,34.56,26.79,11.17,4.6,1.05,1.45,5.4226
2500536,0.78,1.76,6.04,17.54,27.42,22.29,12.48,8.1,0.99,2.61,5.5059
2500577,0,0.96,5.83,16.72,24.16,26.17,13.01,7.21,3.45,2.49,5.6881
2500601,0.68,3.36,6.99,14.16,37.7,19.99,10.47,4.62,1.21,0.82,5.2279
2500700,0.77,1.89,6.54,16.61,29.91,22.41,11.24,5.22,2.41,2.98,5.4655
2500734,0,1.07,2.45,11.48,25.09,27.8,16.7,6.12,5.72,3.56,6.006
2500775,0.68,2.27,8.18,18.7,40.84,17.37,6.97,2.62,1.36,1.02,5.0517
2500809,0.41,1.3,5.65,16.18,31.95,25.68,9.07,6.16,2.3,1.31,5.4508
2500908,0.25,0,2.98,9.25,33.59,30.2,13.46,6.35,1.66,2.28,5.781
2501005,0,0.42,4.45,10.41,28.83,23.26,15.14,10.81,2.68,4.01,5.9622
2501104,0.36,2.41,6.21,11.25,23.26,26.66,12.71,10.06,2.87,4.19,5.8225
2501153,0.73,2.94,7.2,12.71,29.67,22.03,14.26,5.08,3.27,2.11,5.5057
2501203,0.15,0.12,1.46,8.4,31.14,28.12,18.39,7.61,2.55,2.05,5.9585
2501302,0.64,1.88,7.05,15.1,30.4,24.38,10.33,6.49,1.73,2,5.4403
2501351,0,1.16,2.29,6.21,24.17,27.3,21.29,8.63,3.95,5,6.223
2501401,0.29,4.62,6.73,18.95,33.32,19.09,7.35,4.79,2.53,2.34,5.226
2501500,0.49,0.45,4.59,12.95,28.54,25.9,13.27,6.78,3.28,3.73,5.7901
2501534,0.96,0.28,2.24,7.15,25.06,28.43,15.31,15.65,2.04,2.88,6.1225
2501575,0.63,1.28,8.63,15.41,29.08,24.65,11.15,5.44,2.6,1.12,5.4019
2501609,0.24,0.57,2.86,11.19,32.39,27.51,13.87,5.55,3.28,2.54,5.7814
2501708,0.97,1.51,4.82,12.77,24.03,22.53,17.87,8.34,3.74,3.43,5.8463
2501807,0.32,3.04,7.21,16.02,29.56,21.23,11.66,6.34,2.29,2.33,5.4354
2501906,0.2,1.57,5.47,17.58,35.3,22.17,10.86,3.22,2.25,1.37,5.3532
2502003,0.61,2.85,12.02,20.59,34.22,15.57,8.11,2.38,1.67,1.98,4.9989
2502052,0,0.33,3.62,14.35,22.98,28.63,13.29,10.32,4.46,2.03,5.9163
2502102,0.42,0.62,6.27,15.37,32.97,23.02,11.73,5.15,2.17,2.27,5.5046
2502151,0.21,0.86,2.18,5.01,22.05,25.14,16.43,12.51,7.41,8.21,6.5348
2502201,0.21,2.64,6.61,20.45,28.59,19.83,12.69,5.67,2.07,1.25,5.3437
2502300,0.66,2.25,10.35,13.52,42.74,19.14,6.95,3,0.97,0.42,5.0441
2502409,0.2,0.53,4.09,17.14,33.98,23.79,10.41,6.24,2.12,1.5,5.516
2502508,0.31,1.89,5.49,10.95,32.14,24.43,12.31,7.19,2.66,2.62,5.6547
2502607,0,0.57,4.24,15.12,40.95,22.19,8.98,5.2,1.35,1.41,5.4294
2502706,0,0,2.87,10.67,30.88,25.47,15.78,9.47,2.37,2.49,5.9096
2502805,0.84,5.67,8.94,20.8,28.5,16.1,7.98,5.59,2.49,3.09,5.1519
2502904,0.37,1.73,8.48,19.96,42.49,18.53,4.73,1.94,1.31,0.48,4.9796
2503001,1.36,2.98,7.27,11.64,32.67,23.66,11.08,5.85,2.04,1.45,5.3822
2503100,0.41,0.5,1.66,6.05,27.74,20.38,19.7,12.3,6.2,5.06,6.3427
