"city_code","area.urban"
4323606,0.741
2410108,2.18
4323002,93.994
4323101,2.791
4323705,1.051
4323804,21.739
2400109,2.76
2400208,19.125
2400307,1.212
2400406,0.555
2400505,2.744
2400604,1.504
2400703,2.175
2400802,3.03
2400901,1.062
2401008,4.552
2401107,3.509
2401453,3.963
2401503,0.491
2401602,0.766
2401651,0.298
2401701,1.875
2401800,2.687
2401859,1.188
2401909,0.531
2402006,14.709
2402105,0.942
2402204,5.144
2402303,6.347
2402402,1.773
2402501,1.5
2402600,12.521
2402709,1.024
2402808,0.624
2402907,0.564
2403004,1.401
2403103,8.78
2403202,0.525
4108650,2.02
2403251,90.638
2403301,0.76
2403400,1.069
2403509,2.307
2404200,5.104
2404309,2.008
2404408,1.4
2404507,0.481
2404606,0.574
2404705,2.043
2404804,0.382
2403608,19.185
2403707,0.849
2403756,0.631
2403806,1.117
2403905,0.378
2404002,0.753
2404853,2.257
2404903,1.242
2405009,1.014
2405108,0.735
2405207,0.886
2405306,1.153
2405405,0.76
2405504,0.279
2405603,2.18
2405702,2.628
2405801,7.552
2405900,0.267
2406007,1.014
2406106,2.125
2406155,0.381
2406205,0.738
2406304,0.722
2406403,0.541
2406502,1.635
2406601,1.204
2406700,1.81
2406809,0.571
2406908,0.499
2407005,1.314
2407104,27.84
2407302,0.919
2407401,2.379
2407500,2.241
2407609,0.655
2407708,2.363
2407807,3.429
2407906,0.156
2408003,74.031
2408102,118.929
2408201,12.599
2408300,4.961
2408409,0.642
2408508,0.748
2408607,0.198
2408706,1.057
2408805,1.117
2408904,3.42
2408953,0.471
2410207,1.011
2409100,1.447
2409209,0.253
2409308,2.362
2409332,1.181
2409407,9.726
2409506,0.382
2409605,0.294
2409704,1.498
2409803,1.388
2409902,2.683
2410009,0.493
2410256,0.479
2410306,1.193
2410405,1.464
2410504,0.956
2410603,0.573
2410702,0.707
2410801,0.71
2410900,0.827
2411007,0.818
2411056,4.767
2411106,0.504
2411205,6.297
2411403,2.003
2411429,0.686
2411502,2.727
2411601,0.417
2411700,0.423
2411809,0.586
2411908,0.841
2412005,52
2412104,1.369
2412203,5.458
2412302,2.094
2412401,0.913
2413508,0.488
2413557,1.221
2413607,0.849
2412500,5.215
2412559,1.436
2412609,2.77
2412708,0.867
2412807,1.827
2412906,1.162
2413003,0.994
2413102,1.074
2413201,1.116
2413300,0.639
2413359,2.969
2413409,1.022
2413706,0.812
2413805,0.428
2413904,0.538
2414001,4.611
2414100,1.892
2414159,1.034
2414209,3.732
2414308,0.59
2414407,2.748
2414456,0.702
2414506,4.263
2414605,1.331
2414704,0.649
2414753,0.758
2414803,1.606
2414902,0.626
2415008,0.487
3300100,65.8
3300159,5.978
3300209,114.636
3300258,11.443
3300225,5.563
3300233,29.998
3301207,3.285
3300308,31.824
3300407,57.07
3300456,66.363
3300506,6.178
3300605,9.484
3303203,9.604
2201945,1.561
3300704,47.633
3300803,25.291
3301108,4.785
3300902,4.164
3300936,4.954
3300951,3.226
3301009,222.468
3301157,3.919
3301306,8.664
3301405,7.61
3301504,4.972
3301603,3.101
2201960,1.978
3301702,175.457
3301801,4.395
3305752,17.623
3301850,26.606
3301876,20.019
3302106,6.128
2201988,0.649
3301900,150.348
3302007,42.512
3302056,4.129
3302205,25.546
3302601,14.493
3302254,17.215
3302270,26.301
3302304,1.401
3302403,78.517
3302452,1.154
3302908,18.03
3303005,6.019
3302502,108.704
3303104,4.81
2205532,0.585
3302700,115.65
3302809,4.144
3302858,14.387
2206001,1.364
3303302,91.149
3303609,8.127
2202000,4.744
3303401,49.899
2200301,5.655
2200400,17.815
2200459,1.901
3303500,148.011
2200509,4.804
2200608,3.871
3303708,11.75
3303856,14.859
2200707,2.981
2200806,0.951
2202026,0.959
3303807,12.914
3304110,15.487
3303906,165.76
3304128,3.708
2202059,0.829
3303955,5.396
3304003,11.929
3304102,3.6
3304144,47.796
3304151,5.287
3304201,48.217
2202075,0.724
3304300,18.42
3304409,6.805
3304508,2.787
3304524,32.997
3304557,925.313
3305109,35.194
3305133,0.98
2202554,0.955
3304607,3.261
3304706,12.202
2200905,1.754
3304755,29.225
3305505,87.371
3304805,6.877
3305158,9.686
2200954,0.093
3304904,166.571
3305000,26.518
2201002,0.922
3305208,43.315
3305307,1.911
3305406,7.786
2201051,1.318
3305554,47.509
3305604,9.886
3305703,3.113
3305802,64.318
3305901,3.194
2201101,3.827
2201150,2.624
3306008,24.957
3306305,65.492
2200053,1.014
2200103,3.921
2200202,6.384
2201176,0.971
3306107,16.883
3306156,1.716
3306206,9.9
2200251,1.096
2201200,8.543
2201309,0.798
2201408,2.426
2201507,4.659
2201556,0.741
2201572,0.747
2201606,3.038
2201705,2.141
2201739,0.786
2201770,1.279
2201804,0.593
2201903,8.541
2201919,1.053
2201929,0.975
2202083,1.28
2202091,0.426
2202109,0.822
2202117,1.002
2202133,1.288
2202174,0.862
2202208,11.996
2202251,0.916
2202307,4.455
2202406,3.789
2202455,0.736
2202505,1.51
2202539,0.732
2202604,7.723
2202653,0.521
2202703,5.613
2202711,1.733
2202729,2.142
2202737,1.208
2202752,4.752
2202778,1.701
2202802,1.126
2202851,0.848
2202901,8.455
2203008,1.239
2203107,3.801
2203206,4.743
2203255,0.902
2203271,0.545
2203305,8.777
2203354,1.621
2203404,1.4
2203420,0.446
2203453,1.569
2203503,3.359
2203602,1.857
2203701,9.37
2203750,0.733
2203800,1.114
2203859,0.468
2206050,0.33
2203909,19.355
2204006,1.655
2204105,0.713
2204154,0.225
2204204,0.87
2204303,2.861
2204352,0.575
2204402,2.379
2204501,6.523
2204550,0.493
2204600,1.034
2205508,12.998
2204659,2.952
2204709,2.515
2204808,3.02
2204907,0.728
2205003,0.686
2205102,1.865
2205151,0.476
2205201,3.029
2205250,0.626
2205276,0.534
2205300,1.671
2205359,0.217
2205409,1.778
2205458,0.581
2205540,1.262
2205557,2.164
2205565,0.593
2205573,1.022
2205581,2.287
2205599,1.247
2205607,1.701
2205706,14.119
2205805,4.1
2205854,0.959
2205904,1.872
2205953,1.147
2206100,1.876
2206209,3.57
2206308,0.213
2206357,0.812
2206407,3.85
2206506,1.094
2206605,1.277
2206654,1.222
2206670,1.289
2206696,0.382
2206704,2.187
2206720,3.488
2206753,1.376
2206803,1.808
2206902,1.585
2206951,2.254
2207009,12.624
2207108,1.126
2207207,0.824
2207306,0.739
2207355,0.891
2207405,1.184
2207504,3.563
2207553,0.356
2207603,1.956
2208007,24.891
2207702,56.619
2207751,0.528
2207777,0.782
2207793,0.625
2207801,4.965
2207850,1.281
2207900,8.79
2207934,0.61
2207959,0.334
2208106,1.657
2208304,12.332
2208403,21.105
2208502,2.772
2208551,0.84
2208601,1.822
2208650,0.745
2208700,2.612
2208809,10.359
2208858,0.581
2208874,0.463
2208908,2.084
2209005,2.717
2209104,0.871
2209153,1.741
2209203,2.148
2209302,1.849
2209351,1.195
2209377,2.425
2209401,2.099
2209450,0.428
2209500,1.298
2209559,0.565
2209609,1.247
2209658,0.922
2209708,1.373
2209757,0.834
2209807,1.686
2209856,0.438
2209872,1.501
2209906,2.334
2209955,0.607
2209971,2.312
2210003,3.747
2210300,1.31
2210359,1.138
2210375,0.365
2210383,0.869
2210391,0.326
2210409,3.786
2210508,4.827
2210607,14.908
2210623,0.466
2210631,0.943
2210656,1.717
2210706,1.676
2210805,2.903
2210904,0.758
2210938,2.085
2211001,219.89
2211100,7.428
2211209,9.634
2211308,8.045
2211357,1.06
2211407,1.492
2211506,0.49
2211605,0.411
2211704,0.477
2600807,3.152
2600054,15.26
2600104,8.676
2600203,1.683
2600302,4.526
2600401,4.347
2600500,5.519
2600609,2.314
2600708,5.781
2600906,2.814
2601003,1.605
2601052,2.256
2601102,16.666
2601201,17.54
2601300,1.099
2601409,8.883
2601508,2.252
2601607,3.865
2602407,0.433
2601706,12.807
2601805,1.192
2601904,13.497
2602001,4.093
2602100,8.057
2602308,5.334
2602605,10.527
2602704,1.197
2602902,67.049
2603009,5.656
2603108,2.183
2603454,37.571
2603504,2.03
2603603,0.94
2603702,4.29
2603801,2.381
2607109,0.418
2603900,2.278
2603926,0.427
2604007,18.124
2604106,80.561
2604155,0.305
2604205,4.877
2604403,1.569
2604502,3.055
2604601,3.062
2604700,1.523
2604809,1.018
2604908,2.896
2605004,4.353
2605103,8.367
2608206,1.919
2605152,2.699
2605202,9.174
2605301,3.729
2605400,3.504
2605509,1.176
2605608,1.78
2605707,3.294
2605806,1.28
2605905,2.214
2606002,35.681
2606101,3.249
2606200,14.642
2606309,1.12
2606408,47.352
2606507,1.328
2606705,0.688
2606804,29.994
2606903,1.372
2607000,1.758
2607208,11.657
2607307,3.324
2607406,0.742
2607505,1.998
2607604,13.335
2607653,3.507
2607703,1.906
2607752,3.444
2607802,1.299
2608255,0.51
2608305,2.614
2608404,1.196
2608453,4.59
2607901,96.318
2607950,0.642
2608008,1.445
2608057,2.594
2608107,3.925
2608503,2.735
2608602,1.381
2608701,2.034
2608750,2.35
2608800,7.834
2608909,12.585
2609105,1.914
2609154,0.634
2609204,1.157
2609303,1.486
2609402,9.33
2609501,4.804
2609600,38.638
2609709,2.703
2609808,0.902
2609907,10.642
2610004,14.291
2610103,0.984
2610202,2.54
2610301,0.498
2610400,1.43
2610509,3.778
2610608,12.784
2610707,57.022
2610905,9.671
2611002,3.563
2611200,1.444
2611309,7.551
2611408,0.997
2611507,1.986
2611533,0.641
2611606,142.348
2611705,2.891
4103503,1.423
2611804,4.995
2611903,3.647
2612000,6.013
2612109,0.504
2612208,18.351
2612307,1.436
2616001,2.257
2612406,3.267
2612455,1.158
2612471,1.218
2612505,14.718
2612554,0.689
2612604,3.06
2612703,1.11
2612802,1.433
2616100,1.175
2612901,1.516
2613008,8.272
2613107,6.466
2613206,2.002
2613305,2.205
2613404,4.881
2613503,3.673
2613602,5.216
2613701,22.594
2613800,2.345
2613909,17.148
2614006,2.048
2614105,6.115
2616183,0.909
2509339,0.29
2614204,6.055
2614303,2.164
2614402,0.501
2614501,14.442
2614600,5.236
2614709,1.985
2614808,2.952
2614857,9.54
2615003,4.755
2615102,0.535
2615201,0.78
2615300,11.319
2615409,5.327
2615508,2.582
2615607,7.98
2615706,3.235
2615904,1.125
2616209,4.614
2616308,2.525
2616407,28.007
2616506,1.801
4100103,2.96
4100202,0.84
4100301,2.764
4122107,0.783
4100400,41.644
4100459,0.616
4100509,6.506
4100608,5.752
4100707,5.5
4101309,0.923
4103602,9.829
4100806,5.381
4100905,3.25
4101002,7.857
4101051,1.116
4101101,7.002
4101150,1.237
4101200,12.362
4101408,60.189
4101507,57.646
4101606,8.543
4101655,0.8
4101705,5.31
4102901,5.77
4103008,1.16
2509370,0.423
4101804,66.747
4101853,0.497
4101903,6.499
4102000,23.298
4102109,14.393
4102208,1.968
4103024,0.658
4102307,5.89
4102406,10.278
4102505,6.248
4102604,4.319
4102703,1.276
4102752,0.685
4102802,6.444
4103040,1.234
4103057,3.949
4103107,2.991
4103156,0.554
4103206,1.382
4103222,1.055
4103305,2.333
4103354,2.1
4103370,0.924
4103404,0.977
4103453,5.671
4103479,1.967
4103701,33.229
4103800,2.206
4103909,7.63
4103958,0.862
4104303,33.93
4104451,4.235
2509396,0.827
4104006,14.026
4104055,1.626
4104105,2.207
4104402,2.714
4104428,4.779
4104204,69.071
4104253,7.465
4104501,6.742
4104600,4.931
4104659,6.286
4104709,3.872
4105300,4.002
4107736,1.285
4104808,113.204
4104907,21.36
4105003,2.813
4105102,4.098
4105201,2.931
4105409,15.457
4105508,24.178
4105607,5.981
4105706,8.862
4107207,14.279
4107256,2.679
5104559,2.399
4105805,68.811
4105904,7.311
4106001,2.324
4106100,0.963
4107306,2.315
1500305,1.039
4106209,4.85
4106308,7.979
4106407,15.9
4106456,1.089
4107405,2.589
4123303,2.83
4106506,8.58
4106555,1.192
4106571,2.332
4106605,8.907
4106704,2.083
4106803,4.951
4106852,0.685
4106902,412.004
4107009,5.051
4107108,1.627
4107124,0.609
4107157,0.892
4117206,2.223
4107504,4.597
4107520,0.775
4107538,2.389
4107546,1.233
4107553,0.85
4107603,4.76
4107652,30.025
4107702,1.941
4126652,1.133
4107751,4.016
4107801,1.891
4107850,0.766
4107900,2.349
4108007,2.944
4108106,1.019
4108205,2.325
4108502,4.035
4108304,115.901
4108320,2.043
4108403,28.582
4108452,2.025
4108551,0.54
4108601,11.821
4108700,1.322
4108809,14.685
4108908,1.754
4108957,1.297
4109005,1.129
4109104,0.852
4109203,1.583
4109302,3.936
4117214,1.27
4109401,65.671
4109500,1.426
4110201,2.623
4110300,1.409
4110409,1.999
4109609,22.873
4109658,1.298
4109708,7.821
4109757,2.704
4110508,2.44
4110607,5.266
4109807,20.207
4109906,2.703
4110003,4.573
4110052,0.815
4110078,2.354
4110102,7.619
4110656,1.032
4110706,27.283
4110805,3.149
4110904,2.108
4110953,2.616
4111001,1.498
4111100,2.835
4113734,1.957
4111209,3.64
4111258,6.953
4111308,1.312
4111407,2.623
4111506,13.139
4111555,2.787
4111605,1.963
4111704,1.5
2500577,0.417
4111803,13.562
4111902,4.058
4112009,11.75
4112108,8.772
4112207,1.748
4112306,1.054
4112405,1.898
4112504,3.106
4112603,0.548
4113759,1.667
4112702,4.06
4112751,2.504
4112801,3.716
4112900,0.952
4112959,3.13
4113007,1.779
4113106,1.109
4113205,12.364
4113254,0.741
4113809,1.601
4113304,10.474
4113403,0.767
4113429,0.737
4113452,1.903
4113502,8.482
4113601,1.282
4113700,176.748
4113908,5.672
4114005,3.614
4114104,8.47
4114203,9.973
4114302,5.465
4114351,0.34
4114401,3.606
4115101,3.238
5105234,1.376
4114500,3.638
4114609,21.744
4114708,2.807
4114807,16.427
4114906,2.508
4115002,4.134
4115200,124.55
4115309,2.71
4115358,3.159
4115408,5.547
4115457,0.636
4115507,1.157
4115606,5.004
4117057,1.799
4115705,22.642
4115739,0.555
4115754,4.19
4115804,16.276
4115853,1.559
4115903,0.938
4116000,0.606
4116059,2.841
4116109,3.103
4116208,4.387
4116307,1.055
4116406,1.555
4116505,0.563
4116604,0.616
4116703,4.077
4116802,2.431
4116901,11.809
4116950,0.862
4117008,2.22
4117107,7.558
4117222,4.786
4117255,3.317
4117271,1.523
4117297,0.875
4117305,6.621
4117404,1.473
4117453,2.041
4117503,9.965
4117602,17.073
4118709,1.561
4117701,9.441
4117800,3.246
4117909,13.645
4118006,4.675
4118105,5.013
4118501,32.815
4118204,39.563
4118303,1.175
4118402,43.907
4118451,2.514
4118600,2.699
4118808,4.569
4118857,1.729
4118907,4.117
4119004,2.352
4119103,4.551
4119152,31.304
2500601,5.752
4119202,1.518
4119251,0.687
4119301,7.169
4119400,6.49
4120358,2.232
4120408,1.611
2502706,0.598
4119509,31.098
4119608,11.684
4119657,0.778
4119707,2.392
4121109,1.741
4119806,3.954
4119954,29.985
4120002,4.092
4120101,2.149
4120150,0.79
4120200,4.287
4122156,1.984
4119905,159.194
4120309,1.27
4120333,2.205
2502805,2.712
4120507,6.486
4120606,12.675
4120655,0.98
4120705,3.304
4121208,4.604
4121257,0.659
4121307,1.108
4121356,1.138
4122172,0.775
4120804,16.205
4120853,2.315
4120903,8.967
4121000,5.278
4121406,7.31
4121505,3.939
4121604,2.706
4121703,7.747
4121752,3.112
4121802,3.557
4121901,4.621
4122008,3.346
4122206,8.803
4122305,15.227
4123204,1.336
4122404,28.108
4122503,3.971
4122602,3.463
4122651,1.671
4122701,5.82
4122800,1.699
4122909,1.531
4123006,2.903
4123105,0.924
4123402,5.196
4123501,7.841
4123600,0.869
4123709,3.335
4123808,4.354
4123824,1.722
4123857,3.361
4123907,2.276
4123956,1.033
4124004,1.389
4124020,4.602
4124053,7.936
4124103,12.371
4124202,0.879
4124301,0.477
4124400,5.866
4124509,2.272
4124608,3.449
4124707,2.833
4124806,4.966
4124905,1.927
4125001,3.312
4125100,3.417
4125209,6.025
2504157,1.457
4125308,2.424
4125357,1.959
4125407,1.141
4125456,0.888
4125506,110.511
4125555,0.619
4125605,20.721
4125704,6.274
4125753,2.587
4125803,2.578
4125902,1.307
4126009,3.128
4126108,1.211
4126207,1.75
4126256,27.512
4126272,1.745
4126306,7.437
4126355,2.376
4126405,3.425
4126504,6.296
4126603,7.37
4126678,3.372
4126702,2.643
4126801,4.816
4126900,3.135
4127007,3.103
4127106,25.863
4127205,4.856
4127304,4.863
4127403,6.793
4127502,7.99
4127601,2.432
4127700,55.975
4127809,1.87
2504207,0.621
4127858,2.547
4127882,1.75
4127908,2.358
4127957,5.297
4127965,2.926
4128005,7.804
4128104,40.256
2500700,1.627
4128203,27.943
4128302,0.941
4128401,3.95
4128500,5.345
4128534,3.991
4128559,4.113
2500734,0.433
2500775,0.85
2500809,1.225
4128609,3.33
4128625,2.236
4128633,0.668
4128658,1.514
4128708,2.829
4128807,1.217
2500106,0.844
2500205,0.764
2500304,4.055
2500403,2.254
2500502,1.72
2500536,1.05
2501104,3.254
2501153,0.35
2501203,1.356
2501302,3.281
2501351,0.98
2501401,1.853
2501500,3.852
2501534,0.769
2501575,0.309
2501609,1.731
2501708,0.876
2501807,18.693
2501906,2.072
2502003,1.063
2502052,0.394
2502102,0.717
2502151,0.897
2502201,0.452
2502300,0.582
2502409,1.55
2502508,2.161
2502607,0.819
2502904,1.287
2503001,4.107
2503100,0.579
2503209,17.733
2503308,0.811
2503407,0.289
2503506,1.548
2503555,0.394
2503605,0.876
2504306,6.255
2503704,11.741
2503753,0.462
2503803,0.659
2503902,0.798
2504009,79.52
2504033,2.339
2504074,0.6
2504108,0.284
2504355,0.321
2504405,2.883
2504504,1.488
2504603,27.692
2504702,1.264
2504801,2.3
2504850,0.605
2504900,0.887
2505907,0.387
2505006,1.261
2505105,3.993
2505204,0.71
2505238,0.81
2505279,0.191
2505303,0.313
2505352,0.622
2505402,1.01
2505501,0.3
2505600,0.933
2505709,0.808
2505808,0.636
2506004,4.049
2506103,1.539
2506202,0.406
2506251,0.394
2506301,8.32
2506400,0.843
2506509,0.598
2506608,0.94
2506707,0.879
2506806,3.359
2509404,2.284
2506905,5.138
2507002,2.784
2507101,3.057
2507200,1.206
2507309,2.274
2507408,0.948
2508307,2.999
2508406,0.435
2508505,0.801
2508554,0.227
2507507,138.252
2507606,1.853
2507705,1.711
2507804,1.055
2507903,1.398
2508000,0.786
2508109,0.707
2508208,1.313
2509305,1.754
2508604,8.721
2508703,0.333
2508802,1.232
2508901,7.82
2509008,1.335
2509057,1.381
2509107,3.155
2509156,0.859
2509206,0.76
2509602,0.552
2509701,5.3
2509800,1.036
2509909,0.667
2510006,0.972
2510105,2.237
2510204,0.695
2510303,0.602
2510402,0.859
2510501,0.653
2510600,0.749
2510659,0.375
2510709,0.323
2511608,0.465
2511707,0.327
2510808,24.191
2510907,1.574
2511004,0.755
2511103,0.74
2511202,2.373
2511301,2.844
2511400,2.217
2511509,2.843
2511806,0.998
2511905,6.507
2512002,2.899
2512036,0.514
2512077,0.397
2512101,5.499
2512200,0.76
2512309,3.261
2512408,1.282
2512507,7.972
2512606,0.254
2512705,3.417
2512721,2.299
2512747,0.818
2512754,0.634
2512762,3.287
2512788,0.339
2512804,1.071
2512903,5.106
2513000,0.155
2513109,1.39
2513158,0.731
2513208,0.871
2513307,0.604
2513356,0.429
2513406,3.222
2513505,0.508
2513604,0.989
2513653,0.222
2514404,0.495
2513703,22.657
2513802,0.507
2513851,0.635
2513901,5.368
2513927,0.771
2513943,0.58
2513968,0.384
2513984,0.379
2514008,0.741
2514107,0.659
2514206,0.9
2514305,0.742
2514503,2.337
2514552,0.3
2514602,0.356
2514651,0.357
2514701,0.625
2514800,0.641
2514909,1.465
2515005,0.289
2515104,0.864
2515203,0.619
2515302,8.644
2515401,1.382
2515500,3.228
2515609,0.45
2515708,0.415
2515807,0.797
2515906,0.609
2515930,0.559
2515971,0.288
2516003,4.088
2516102,3.657
2516151,0.484
2516201,14.834
2516300,4.517
2516409,0.895
2516508,2.547
1500347,2.62
2516607,1.871
2516706,2.234
2516755,0.438
2516805,1.397
2516904,2.571
2517001,0.629
2517100,0.537
2517209,0.21
2517407,0.704
1500107,15.595
1500131,2.129
1500206,2.616
1500404,9.321
1500503,5.485
1500602,45.933
1500701,1.447
1500800,76.687
1500859,5.629
1501600,2.02
1503002,1.571
1500909,6.802
1500958,2.745
1501006,1.753
1501105,1.646
1501204,5.812
1501253,1.596
1501303,50.827
1501402,199.482
1501451,17.689
1501501,19.22
1501576,2.719
1501709,16.33
1501725,4.953
1501758,1.842
1501782,5.549
1501808,7.296
1501907,2.729
1501956,2.219
1502004,1.558
1502608,1.661
1503044,4.941
1502103,11.067
1502152,17.133
1502202,21.632
1502301,5.325
1502400,60.148
1502509,1.647
1503077,2.871
1502707,11.867
1502756,5.869
1502764,1.979
1502772,6.797
1502806,2.664
1502855,3.077
1502905,10.316
1502939,10.121
1502954,7.313
3134806,1.602
1503093,8.457
1503101,2.275
1503200,10.356
1503309,5.148
1503408,1.145
1503457,3.989
1503507,2.169
1503606,25.392
1503705,4.485
1503754,3.228
1503804,13.461
1503903,6.521
1504000,0.727
1504059,7.771
1504109,1.555
1504208,83.538
1504307,3.113
1504901,2.058
1504950,2.2
1504976,2.404
2111078,3.279
1504406,14.732
1504422,29.362
1504455,4.76
1504505,0.853
1504604,3.532
1504703,8.765
1504802,10.816
1505007,3.658
1505031,18.957
1505064,10.353
1505106,7.194
1505205,2.876
1505304,11.723
1505403,2.522
1505437,17.652
1505486,7.233
1505494,2.265
1505809,3.765
1505502,21.888
1505536,68.435
1505551,1.535
1505601,2.326
1505635,2.129
1505650,3.872
1505700,3.441
1505908,3.635
1506005,2.371
1506104,2.343
1506112,1.467
1506138,36.739
1506161,4.726
1506187,9.682
1506195,5.655
1506906,0.883
1507003,7.687
1506203,21.397
1506302,11.396
1506351,2.695
1506401,1.029
1506500,19.48
1506559,3.87
1506583,5.848
1506609,7.033
1506708,14.241
1506807,78.071
1507151,6.671
1507201,3.763
1507300,19.768
1507409,2.62
1507458,5.881
1507466,0.558
1507474,5.384
1507508,1
1507607,10.374
1507706,1.372
1507805,2.257
1507904,9.44
1507953,15.272
1507961,2.041
1507979,2.797
1508001,15.872
1508035,3.249
1508050,3.416
1508084,12.04
3100203,11.046
1508100,26.162
1508126,9.539
1508159,10.107
1508209,8.894
1508308,6.515
1508357,1.933
1508407,16.216
3100104,1.908
3100302,4.41
3100401,0.886
3100500,3.073
3100609,2.616
3100708,1.644
3100807,2.219
3100906,2.955
3101003,3.579
3104007,38.915
3101102,8.226
3101201,1.733
3101300,0.436
3101409,1.076
3101508,7.262
3102100,3.135
3102209,0.681
3101607,26.796
3101631,3.827
3101706,8.594
3101805,2.932
3101904,4.919
3102001,3.375
3102050,1.285
3103801,0.717
3102308,3.394
3102407,1.064
3102506,0.766
3102605,14.46
3102704,1.146
3102803,4.031
3102852,1.59
3103900,4.112
3104106,3.318
3102902,5.832
3103009,2.097
3103108,0.285
3103207,0.763
3103306,0.57
3103405,15.315
3103504,48.515
3103603,1.276
3103702,1.26
3103751,4.765
3104205,16.239
3104304,3.653
3104403,0.784
3104452,1.199
3104502,6.262
3104601,3.951
3104700,2.873
3104809,1.888
3104908,5.149
3105004,4.148
3105103,8.83
3105202,0.725
3105301,1.575
3105400,13.31
3105509,1.103
3106101,0.566
3105608,36.03
3105707,0.792
3105905,9.143
3106002,2.66
3106200,314.28
3107000,1.052
3108404,6.777
3106309,8.559
3106408,1.853
3106507,2.464
3106606,0.799
3106655,0.758
3107109,10.444
3108503,2.06
3108552,7.491
3106705,147.359
3106804,0.507
3106903,3.588
3107208,1.225
3107307,17.021
3107406,21.573
3107505,2.48
3107604,0.915
3107703,0.85
3108305,4.58
3107802,3.101
3107901,1.772
3108008,5.053
3108107,3.178
3108206,1.819
3108255,1.847
3111408,2.591
3108602,19.322
3108701,1
3108800,0.756
3108909,2.632
3109303,11.329
3109402,10.973
3109451,3.131
3109006,35.561
3109105,1.61
3109204,2.719
3109253,0.554
3109501,1.603
3109600,1.639
3109709,2.133
3109808,0.695
3109907,10.184
3110004,12.937
3110103,0.703
3110202,0.798
3110301,3.583
3110400,0.642
3110509,5.448
3111200,18.904
3110608,6.868
3110707,5.24
3110806,0.888
3110905,4.049
3111002,3.764
3111101,5.732
3111150,0.638
3111309,2.475
3111507,4.818
3111606,6.183
3111705,0.668
3111804,2.41
3111903,1.782
3112000,3.461
3112059,1.64
3112109,0.354
3112208,0.964
3112307,8.618
3112406,2.99
3112505,8.663
3112604,4.145
3112653,1.349
3112703,5.516
3113206,9.37
3115409,0.99
3112802,7.477
3112901,0.62
3113008,2.345
3113107,0.758
3113800,0.587
3113909,2.583
3113305,5.733
3113404,15.897
3113503,3.168
3113602,1.346
3113701,2.964
3114006,3.792
3114105,3.202
3114204,9.175
3114303,7.288
3115458,1.064
3115474,1.243
3114402,6.13
3114501,5.229
3114550,4.611
3114600,1.154
3114709,0.758
3114808,1.323
3114907,1.122
3115003,0.959
3115359,2.244
3115102,7.744
3115201,1.362
3115300,17.431
3115508,8.901
3115607,0.66
3115706,2.318
3115805,3.919
3115904,0.441
3116001,0.783
3116100,1.952
3116159,3.719
3116209,0.8
3117207,0.605
5206602,1.386
3116308,1.94
3116407,1.203
3116506,2.429
3116605,8.638
3116704,3.245
3116803,1.312
3116902,0.749
3117009,0.726
3117108,2.262
3117306,6.745
3117405,0.493
3117504,9.639
3117603,1.562
3117702,3.436
3117801,3.132
3117836,1.825
3117876,15.255
3117900,2.266
3118007,36.561
3118106,1.99
3118205,3.203
3118304,42.516
3118403,6.182
3118502,0.46
3118908,3.425
3119005,0.998
3118601,123.36
3118700,1.824
3118809,11.734
5200209,0.668
3119104,10.969
3119203,1.554
3119302,9.507
3119401,22.34
3120839,1.642
3119500,2.369
3119609,1.098
3119708,1.03
3119807,1.193
3119906,2.222
3119955,2.579
3135308,0.807
3120003,0.564
3120102,2.013
3120151,1.102
3120201,2.471
3120300,1.762
3120409,2.179
3120508,1.81
3120607,1.548
3120706,1.711
3120805,4.104
3120870,2.432
3120904,28.149
3121001,1.206
3121100,1.462
3121209,3.46
3121258,3.254
3121308,1.197
3121407,2.113
3121506,0.689
3121605,19.18
3121704,0.523
3125606,1.833
3121803,1.852
3121902,1.483
3122009,3.571
3122108,1.452
3122207,3.194
3133758,5.574
3122306,129.25
3122355,2.408
3122405,1.556
3122454,2.355
3122470,1.164
3122504,1.672
3122603,1.938
3135357,1.815
3122702,1.494
3122801,0.412
3122900,1.447
3123007,3.269
3123106,0.727
3123205,4.887
3123304,1.572
3123403,0.541
3123502,0.482
3136009,2.716
3123528,1.204
3123601,5.586
3123700,1.994
3123809,1.274
3123858,1.233
3123908,4.19
3124005,2.724
3124104,81.042
3136108,0.944
3124203,3.858
3124302,7.013
3124401,0.639
3124500,1.473
3124609,0.692
3124708,1.089
3124807,3.785
3124906,2.524
3125002,0.845
3125101,22.876
3125200,1.287
3125309,0.681
3125408,1.363
3125507,1.224
3138104,1.764
3125705,8.298
3125804,0.569
3125903,3.607
3125952,1.484
3126000,3.384
3127107,16.697
3126109,23.767
3126208,2.209
3126307,0.883
3126406,1.203
3126505,2.41
3126604,1.418
3127206,3.448
3126703,8.32
3126752,0.578
3126802,0.715
3126901,1.98
3126950,0.346
3127008,7.304
3127057,0.643
3127073,2.278
5206701,1.601
3127305,2.049
3127339,1.269
3127354,0.712
3127370,1.019
3127388,1.845
3127404,0.542
3127503,1.396
3127602,3.706
3128402,1.895
3128501,0.82
3127701,57.59
3127800,2.462
3127909,0.691
3128600,1.407
3128709,20.342
3128006,11.233
3128105,3.328
3128204,0.708
3128253,0.857
3128303,5.663
3157609,1.258
3128808,1.489
3128907,2.044
3129004,2.046
3129103,1.219
3129202,1.181
3129301,1.837
