"city_code","pop.residPerHouse"
2708907,3.82
2708956,4.27
2709004,3.47
2709103,3.55
2709152,3.97
2709202,4.03
2709301,3.74
2709400,3.75
2800100,3.32
2800209,3.34
2800308,3.36
2800407,3.66
2800506,3.57
2800605,3.64
2800670,3.53
2800704,3.79
2801009,3.22
2801108,3.78
2801207,3.86
2801306,3.64
2801405,3.36
2801504,3.56
2801603,3.32
2801702,3.84
2801900,3.26
2802007,3.6
2802106,3.53
2802205,3.57
2802304,3.49
2802403,3.52
2802502,3.32
2802601,3.31
2802700,3.8
2802809,3.98
2802908,3.33
2803005,3.72
2803104,3.15
2803203,3.66
2803302,3.48
2803401,3.56
2803500,3.43
2803609,3.89
2803708,3.29
2803807,3.7
2803906,3.38
2804003,3.68
2804102,3.16
2804201,3.74
2804300,3.53
2804409,3.62
2804458,3.28
2804508,3.48
2804607,3.37
2804706,3.52
2804805,3.54
2804904,3.72
2805000,3.41
2805109,3.67
2805208,3.4
2805307,3.76
2805406,3.93
2805505,3.34
2805604,3.65
2805703,3.51
2805802,3.84
2805901,3.79
2806008,3.19
2806107,3.51
2806206,3.5
2806305,3.91
2806404,3.78
2806503,3.62
2806602,3.58
2806701,3.51
2806800,3.29
2806909,3.31
2807006,3.49
2807105,3.38
2807204,3.5
2807303,3.52
2807402,3.4
2807501,3.61
2807600,3.64
2900108,3.23
2900207,3.94
2900306,3.55
2900355,3.46
2900405,3.41
2900504,4.08
2900603,3.34
2900702,3.4
2900801,3.51
2900900,3.21
2901007,3.29
2901106,3.51
2901155,3.68
2901205,3.52
2901304,3.7
2901353,3.11
2901403,3.7
2901502,4.04
2901601,3.67
2901700,3.99
2901809,3.56
2901908,3.42
2901957,3.49
2902005,3.76
2902054,3.66
2902104,3.78
2902203,3.73
2902252,3.41
2902302,3.54
2902401,3.46
2902500,3.61
2902609,3.5
2902658,3.88
2902708,4.28
2902807,3.77
2902906,3.77
2903003,3.39
2903102,3.47
2903201,3.55
2903235,3.41
2903276,3.66
2903300,3.3
2903409,3.38
2903508,3.66
2903607,3.59
2903706,3.64
2903805,3.61
2903904,3.85
2903953,3.85
2904001,4.03
2904050,3.74
2904100,3.8
2904209,3.79
2904308,3.61
2904407,3.52
2904506,3.34
2904605,3.48
2904704,3.38
2904753,4.27
2904803,3.9
2904852,4.01
2904902,3.37
2905008,3.51
2905107,3.49
2905156,4.24
2905206,3.7
2905305,3.62
2905404,3.2
2905503,3.54
2905602,3.46
2905701,3.28
2905800,3.72
2905909,3.68
2906006,3.69
2906105,3.68
2906204,3.44
2906303,3.31
2906402,3.48
2906501,3.32
2906600,3.59
2906709,3.54
2906808,3.66
2906824,3.67
2906857,3.06
2906873,3.16
2906899,3.5
2906907,3.46
2907004,3.72
2907103,3.88
2907202,3.8
2907301,3.52
2907400,3.42
2907509,3.36
2907558,3.67
2907608,3.44
2907707,3.91
2907806,3.17
2907905,3.55
2908002,3.23
2908101,3.73
2908200,3.58
2908309,3.5
2908408,3.34
2908507,3.38
2908606,3.83
2908705,3.6
2908804,3.44
2908903,3.59
2909000,3.69
2909109,3.37
2909208,3.48
2909307,3.56
2909406,3.62
2909505,3.43
2909604,3.33
2909703,3.56
2909802,3.39
2909901,3.7
2910008,3.78
2910057,3.33
2910107,3.81
2910206,3.28
2910305,3.1
2910404,3.57
2910503,3.59
2910602,3.78
2910701,3.54
2910727,3.38
2910750,3.35
2910776,3.54
2910800,3.4
2910859,3.49
2910909,3.34
2911006,3.51
2911105,4.02
2911204,3.27
2911253,3.29
2911303,3.56
2911402,3.52
2911501,3.71
2911600,3.65
2911659,3.9
2911709,3.53
2911808,3.29
2911857,3.44
2911907,3.49
2912004,3.59
2912103,3.2
2912202,3.63
2912301,3.27
2912400,3.44
2912509,3.74
2912608,3.47
2912707,3.54
2912806,3.23
2912905,3.38
2913002,3.67
2913101,3.41
2913200,3.54
2913309,3.36
2913408,3.83
2913457,3.72
2913507,3.44
2913606,3.27
2913705,3.57
2913804,3.99
2913903,3.38
2914000,3.47
2914109,3.4
2914208,3.31
2914307,3.69
2914406,3.69
2914505,3.5
2914604,3.36
2914653,3.55
2914703,3.46
2914802,3.23
2914901,3.53
2915007,3.64
2915106,3.52
2915205,3.56
2915304,3.28
2915353,3.72
2915403,3.36
2915502,3.29
2915601,3.37
2915700,3.29
2915809,3.75
2915908,3.51
2916005,3.23
2916104,3.25
2916203,3.29
2916302,3.45
2916401,3.53
2916500,3.56
2916609,3.69
2916708,3.44
2916807,3.47
2916856,3.46
2916906,3.33
2917003,3.6
2917102,3.34
2917201,3.64
2917300,3.57
2917334,3.94
2917359,3.37
2917409,3.7
2917508,3.18
2917607,3.59
2917706,3.33
2917805,3.55
2917904,3.8
2918001,3.33
2918100,3.49
2918209,3.53
2918308,3.41
2918357,3.6
2918407,3.59
2918456,3.41
2918506,3.59
2918555,3.22
2918605,3.37
2918704,3.12
2918753,4.21
2918803,3.48
2918902,3.05
2919009,3.52
2919058,3.4
2919108,3.89
2919157,3.5
2919207,3.28
2919306,3.4
2919405,3.53
2919504,3.74
2919553,3.36
2919603,3.37
2919702,3.43
2919801,3.88
2919900,3.83
2919926,3.35
2919959,3.55
2920007,3.24
2920106,3.32
2920205,4.11
2920304,3.58
2920403,3.64
2920452,4.42
2920502,3.27
2920601,3.54
2920700,3.63
2920809,3.61
2920908,3.53
2921005,3.41
2921054,4.07
2921104,3.14
2921203,3.25
2921302,3.29
2921401,3.49
2921450,3.77
2921500,3.61
2921609,3.45
2921708,3.53
2921807,3.62
2921906,3.43
2922003,3.39
2922052,3.69
2922102,3.62
2922201,3.25
2922250,3.89
2922300,3.47
2922409,3.3
2922508,3.4
2922607,3.51
2922656,3.72
2922706,3.34
2922730,3.14
2922755,3.27
2922805,3.55
2922854,3.78
2922904,3.49
2923001,3.43
2923035,3.43
2923050,4.12
2923100,3.49
2923209,3.56
2923308,3.43
2923357,3.51
2923407,3.77
2923506,3.42
2923605,3.73
2923704,4.09
2923803,3.44
2923902,3.41
2924009,3.46
2924058,3.38
2924108,3.66
2924207,3.89
2924306,3.7
2924405,4
2924504,3.75
2924603,3.29
2924652,3.59
2924678,3.68
2924702,3.8
2924801,3.35
2924900,3.45
2925006,3.55
2925105,3.46
2925204,3.44
2925253,3.48
2925303,3.28
2925402,3.47
2925501,3.58
2925600,3.39
2925709,3.59
2925758,3.64
2925808,3.5
2925907,3.74
2925931,3.14
2925956,3.64
2926004,3.67
2926103,3.27
2926202,3.7
2926301,3.26
2926400,3.83
2926509,3.6
2926608,3.43
2926657,3.52
2926707,3.5
2926806,3.69
2926905,3.66
2927002,3.48
2927101,3.69
2927200,3.4
2927309,3.5
2927408,3.1
2927507,3.52
2927606,3.59
2927705,3.34
2927804,3.79
2927903,3.2
2928000,3.57
2928059,3.31
2928109,3.62
2928208,3.55
2928307,3.52
2928406,3.63
2928505,3.34
2928604,3.37
2928703,3.31
2928802,3.63
2928901,3.87
2928950,3.16
2929008,3.81
2929057,3.53
2929107,3.41
2929206,3.49
2929255,3.58
2929305,3.69
2929354,3.32
2929370,3.23
2929404,3.35
2929503,3.41
2929602,3.46
2929701,3.66
2929750,3.15
2929800,3.34
2929909,3.63
2930006,3.93
2930105,3.36
2930154,3.81
2930204,4.07
2930303,3.62
2930402,3.57
2930501,3.5
2930600,3.04
2930709,3.35
2930758,4.06
2930766,3.33
2930774,3.58
2930808,3.8
2930907,3.69
2931004,3.52
2931053,3.68
2931103,3.6
2931202,3.65
2931301,4.11
2931350,3.33
2931400,3.21
2931509,3.88
2931608,4.08
2931707,3.55
2931806,3.52
2931905,3.51
2932002,3.44
2932101,3.34
2932200,3.42
2932309,3.67
2932408,3.24
2932457,4.25
2932507,3.3
2932606,3.67
2932705,3.27
2932804,3.57
2932903,3.35
2933000,3.26
2933059,3.25
2933109,3.08
2933158,3.32
2933174,3.35
2933208,3.17
2933257,3.25
2933307,3.54
2933406,3.64
2933455,3.56
2933505,3.62
2933604,3.91
3100104,2.87
3100203,2.92
3100302,3.34
3100401,3.1
3100500,3.36
3100609,3.63
3100708,2.82
3100807,2.99
3100906,3.47
3101003,3.66
3101102,3.01
3101201,2.98
3101300,3.09
3101409,3.22
3101508,3.06
3101607,3.16
3101631,3.41
3101706,3.34
3101805,3.22
3101904,3.27
3102001,3
3102050,3.05
3102100,3.35
3102209,3.16
3102308,3.27
3102407,3.66
3102506,3.43
3102605,3.03
3102704,3.5
3102803,3.05
3102852,3.79
3102902,3.2
3103009,3.32
3103108,3.01
3103207,3.12
3103306,2.94
3103405,3.59
3103504,3.08
3103603,3.03
3103702,3.43
3103751,3.42
3103801,2.8
3103900,3.19
3104007,3.18
3104106,3.29
3104205,3.14
3104304,3.04
3104403,3.09
3104452,3.66
3104502,3.37
3104601,3.17
3104700,3.28
3104809,3.29
3104908,3.23
3105004,3.09
3105103,2.82
3105202,3.28
3105301,3.12
3105400,3.36
3105509,3.23
3105608,3.16
3105707,3.16
3105905,3.21
3106002,3.46
3106101,3.12
3106200,3.11
3106309,3.44
3106408,3.05
3106507,3.72
3106606,3.52
3106655,3.49
3106705,3.35
3106804,3.14
3106903,2.96
3107000,2.69
3107109,3.31
3107208,2.79
3107307,3.44
3107406,3.13
3107505,2.91
3107604,2.9
3107703,3.46
3107802,3.17
3107901,3.21
3108008,3.17
3108107,2.78
3108206,3.12
3108255,4.23
3108305,3.09
3108404,3
3108503,3.73
3108552,3.49
3108602,3.65
3108701,3.15
3108800,3.52
3108909,3.1
3109006,3.2
3109105,2.99
3109204,3.34
3109253,3.22
3109303,3.27
3109402,3.59
3109451,3.02
3109501,3.25
3109600,3.27
3109709,3.2
3109808,3.2
3109907,3.19
3110004,3.41
3110103,3.15
3110202,3.37
3110301,2.87
3110400,3.19
3110509,3.02
3110608,2.92
3110707,3.11
3110806,3.43
3110905,3.23
3111002,3.07
3111101,2.87
3111150,3.6
3111200,2.99
3111309,3.18
3111408,3.13
3111507,3.27
3111606,3.21
3111705,3.18
3111804,3.06
3111903,3.05
3112000,2.9
3112059,3.52
3112109,3.27
3112208,3.28
3112307,3.52
3112406,3.11
3112505,3.34
3112604,3.05
3112653,3.11
3112703,3.86
3112802,2.96
3112901,3.41
3113008,3.81
3113107,3.62
3113206,3.4
3113305,2.93
3113404,3.17
3113503,3.06
3113602,3.19
3113701,3.2
3113800,3.25
3113909,3.48
3114006,3.09
3114105,3.51
3114204,3.16
3114303,3
3114402,3.1
3114501,3.41
3114550,2.9
3114600,3.21
3114709,3.06
3114808,2.98
3114907,3.65
3115003,2.73
3115102,3.02
3115201,3.29
3115300,3.02
3115359,3.39
3115409,3.8
3115458,3.74
3115474,3.43
3115508,3.06
3115607,2.72
3115706,2.91
3115805,3.16
3115904,2.89
3116001,3.14
3116100,4.1
3116159,4.22
3116209,3.15
3116308,3.58
3116407,3.16
3116506,3.21
3116605,3.34
3116704,3
3116803,3.6
3116902,2.97
3117009,3.46
3117108,3.08
3117207,3.22
3117306,3.27
3117405,3.06
3117504,3.51
3117603,3.12
3117702,3.26
3117801,3.25
3117836,3.88
3117876,3.48
3117900,3.06
3118007,3.44
3118106,3.41
3118205,3.11
3118304,3.3
3118403,2.99
3118502,3.07
3118601,3.25
3118700,3.23
3118809,3.38
3118908,3.21
3119005,3.19
3119104,3.26
3119203,3.43
3119302,2.85
3119401,3.27
3119500,3.59
3119609,3.22
3119708,3.31
3119807,2.79
3119906,2.88
3119955,3.21
3120003,3.13
3120102,3.44
3120151,3.44
3120201,3.01
3120300,3.88
3120409,3.53
3120508,3.27
3120607,2.91
3120706,3.16
3120805,3.21
3120839,2.98
3120870,3.53
3120904,3.25
3121001,3.7
3121100,3.28
3121209,3.06
3121258,3.29
3121308,2.99
3121407,2.99
3121506,3.13
3121605,3.56
3121704,3.26
3121803,3.29
3121902,3.16
3122009,3.14
3122108,3.08
3122207,3.65
3122306,3.18
3122355,3.57
3122405,3.24
3122454,3.7
3122470,3.06
3122504,3.06
3122603,3.4
3122702,3.03
3122801,3.08
3122900,3.17
3123007,3.09
3123106,3.51
3123205,2.75
3123304,3.26
3123403,2.91
3123502,2.74
3123528,3.39
3123601,3.26
3123700,3.2
3123809,3.45
3123858,3.14
3123908,3.32
3124005,3.14
3124104,3.42
3124203,3.07
3124302,3.66
3124401,3.05
3124500,3.16
3124609,2.99
3124708,2.86
3124807,3.04
3124906,2.93
3125002,3.44
3125101,3.15
3125200,2.86
3125309,3
3125408,3.45
3125507,3.52
3125606,3.36
3125705,3.12
3125804,3.08
3125903,3.21
3125952,3.32
3126000,3.23
3126109,3.03
3126208,3.63
3126307,2.96
3126406,3.29
3126505,3.63
3126604,3.23
3126703,3.59
3126752,3.48
3126802,3.44
3126901,3.3
3126950,3.68
3127008,3.05
3127057,3.34
3127073,3.73
3127107,2.95
3127206,3.25
3127305,3.06
3127339,3.46
3127354,3.47
3127370,2.89
3127388,3.01
3127404,3.06
3127503,3.87
3127602,3.46
3127701,3.21
3127800,3.84
3127909,2.71
3128006,3.33
3128105,3.14
3128204,3.45
3128253,3.28
3128303,3.13
3128402,3.23
3128501,3.09
3128600,3.13
3128709,3.15
3128808,3.11
3128907,3.21
3129004,2.99
3129103,2.75
3129202,3.11
3129301,3.14
3129400,3.28
3129509,3.03
3129608,3.5
3129657,3.7
3129707,3.29
3129806,3.43
3129905,2.88
3130002,3.28
3130051,4.2
3130101,3.34
3130200,3.33
3130309,2.95
3130408,3.47
3130507,3.16
3130556,3.34
3130606,3.07
3130655,3.77
3130705,3.17
3130804,3.23
3130903,3.17
3131000,3.48
3131109,3.29
3131158,3.48
3131208,3.01
3131307,3.27
3131406,2.9
3131505,3.13
3131604,3.21
3131703,3.45
3131802,3.27
3131901,3.42
3132008,3.87
3132107,4.05
3132206,3.08
3132305,3.85
3132404,3.22
3132503,3.56
3132602,3.14
3132701,3.5
3132800,3.29
3132909,3.02
3133006,3.29
3133105,3.23
3133204,3.12
3133303,3.4
3133402,3.06
3133501,3.06
3133600,3.14
3133709,3.23
3133758,3.13
3133808,3.18
3133907,3.51
3134004,3.8
3134103,3.15
3134202,2.99
3134301,3.3
3134400,3.06
3134509,2.98
3134608,3.15
3134707,3.22
3134806,2.98
3134905,3.18
3135001,3.34
3135050,3.75
3135076,3.36
3135100,3.61
3135209,3.75
3135308,3.33
3135357,3.59
3135407,3.2
3135456,4.05
3135506,3.16
3135605,3.22
3135704,3.24
3135803,3.37
3135902,3.04
3136009,3.6
3136108,3.24
3136207,3.31
3136306,3.31
3136405,3.46
3136504,3.4
3136520,3.97
3136553,3.36
3136579,3.78
3136603,3.31
3136652,3.24
3136702,3.01
3136801,3.42
3136900,3.26
3136959,3.77
3137007,3.97
3137106,2.84
3137205,3.25
3137304,3.54
3137403,3.74
3137502,3.04
3137536,3.07
3137601,3.33
3137700,3.19
3137809,3.03
3137908,3.23
3138005,3.09
3138104,3.26
3138203,3.17
3138302,3.13
3138351,3.61
3138401,3.09
3138500,3.11
3138609,2.98
3138625,2.99
3138658,3.6
3138674,3.28
3138682,3.76
3138708,3.05
3138807,2.98
3138906,3.19
3139003,3.35
3139102,3.21
3139201,3.45
3139250,3.19
3139300,3.85
3139409,3.28
3139508,3.13
3139607,3
3139706,3.48
3139805,3
3139904,3.57
3140001,3.4
3140100,3.22
3140159,3.41
3140209,3.13
3140308,3.2
3140407,3.26
3140506,3.07
3140530,3.25
3140555,3.53
3140605,3.57
3140704,3.25
3140803,3.16
3140852,3.99
3140902,3.5
3141009,3.17
3141108,3.43
3141207,2.69
3141306,3.05
3141405,3.43
3141504,3.05
3141603,3.13
3141702,3.35
3141801,4.1
3141900,3.37
3142007,3.47
3142106,3.1
3142205,3.32
3142254,3.83
3142304,3.16
3142403,3.08
3142502,3.42
3142601,3.22
3142700,3.6
3142809,2.89
3142908,3.16
3143005,3.1
3143104,3.04
3143153,3.79
3143203,2.97
3143302,3.46
3143401,3.05
3143450,3.93
3143500,2.93
3143609,3.29
3143708,3.18
3143807,3.21
3143906,3.05
3144003,3.13
3144102,3.1
3144201,3.42
3144300,3.15
3144359,3.45
3144375,3.12
3144409,2.94
3144508,3.24
3144607,3.25
3144656,3.79
3144672,3.18
3144706,3.36
3144805,3.33
3144904,3.24
3145000,3.23
3145059,3.64
3145109,3.11
3145208,3.34
3145307,3.86
3145356,3.42
3145372,3.5
3145406,2.95
3145455,3.55
3145505,3.17
3145604,3.27
3145703,3.16
3145802,3.29
3145851,3.5
3145877,3.3
3145901,3.39
3146008,3
3146107,3.44
3146206,3.53
3146255,4.15
3146305,3.77
3146404,2.76
3146503,3.02
3146552,3.62
3146602,2.97
3146701,3.18
3146750,3.33
3146909,3.49
3147006,3.54
3147105,3.28
3147204,3.2
3147303,3.03
3147402,3.37
3147501,3.17
3147600,3.23
3147709,3
3147808,2.96
3147907,3.18
3147956,3.66
3148004,3.03
3148103,3.22
3148202,2.94
3148301,3.45
3148400,3.68
3148509,3.44
3148608,3.51
3148707,3.62
3148756,3.75
3148806,3.11
3148905,2.92
3149002,3.22
3149101,3.35
3149150,3.78
3149200,3.07
3149309,3.34
3149408,3.05
3149507,2.99
3149606,3.06
3149705,3.26
3149804,3.23
3149903,3.16
3149952,3.5
3150000,3.48
3150109,3.03
3150158,3.31
3150208,3.5
3150307,2.91
3150406,2.95
3150505,3.02
3150539,3.39
3150570,3.88
3150604,3
3150703,3.07
3150802,3.75
3150901,3.22
3151008,3.31
3151107,2.97
3151206,3.5
3151305,3.11
3151404,3.3
3151503,2.96
3151602,3.15
3151701,3.1
3151800,3.01
3151909,2.97
3152006,3.39
3152105,3.21
3152131,3.59
3152170,3.7
3152204,3.41
3152303,3.63
3152402,3.43
3152501,3.21
3152600,3.09
3152709,3.22
3152808,3.05
3152907,2.85
3153004,2.87
3153103,3.44
3153202,3.32
3153301,3.89
3153400,2.92
3153509,3.02
3153608,3.54
3153707,2.94
3153806,3.09
3153905,3.5
3154002,3.07
3154101,2.93
3154150,3.36
3154200,3.09
3154309,2.94
3154408,3.25
3154457,3.39
3154507,4.05
3154606,3.43
3154705,3.14
3154804,3.45
3154903,3.29
3155009,3.17
3155108,3.36
3155207,3.3
3155306,3.11
3155405,3.09
3155504,3.05
3155603,3.85
3155702,3.23
3155801,3.11
3155900,2.99
3156007,3.6
3156106,2.91
3156205,3.01
3156304,3.33
3156403,3.14
3156452,2.98
3156502,3.47
3156601,3.22
3156700,3.45
3156809,3.36
3156908,3.11
3157005,3.31
3157104,3.46
3157203,3.48
3157252,3.24
3157278,2.95
3157302,3.3
3157336,3.12
3157377,3.43
3157401,3.17
3157500,3.47
3157609,3.41
3157658,3.75
3157708,3.28
3157807,3.47
3157906,3.47
3158003,3.66
3158102,3.3
3158201,3.43
3158300,3.28
3158409,2.98
3158508,3.16
3158607,3.29
3158706,3.35
3158805,3.03
3158904,3.35
3158953,3.45
3159001,3.09
3159100,3.32
3159209,2.88
3159308,2.8
3159357,3.2
3159407,3.26
3159506,3.19
3159605,3.33
3159704,3.01
3159803,2.94
3159902,3.43
3160009,2.94
3160108,3.29
3160207,3.85
3160306,3.28
3160405,3.09
3160454,3.87
3160504,3.33
3160603,3.1
3160702,3.14
3160801,3.48
3160900,3.18
3160959,3.46
3161007,3.23
3161056,3.2
3161106,3.97
3161205,3.26
3161304,2.81
3161403,3.2
3161502,3.17
3161601,3.53
3161650,3.04
3161700,3.11
3161809,3.11
3161908,3.55
3162005,3.34
3162104,3.17
3162203,3
3162252,3.22
3162302,3.01
3162401,3.83
3162450,4.6
3162500,3.07
3162559,3.36
3162575,3.03
3162609,3.12
3162658,3.55
3162708,3.7
3162807,3.4
3162906,3.01
3162922,3.42
3162948,3.3
3162955,3.49
3163003,3.5
3163102,3.21
3163201,3.14
3163300,3.28
3163409,3.23
3163508,3.51
3163607,3.26
3163706,3.03
3163805,3.27
3163904,2.87
3164001,3.27
3164100,3.36
3164209,4.19
3164308,2.9
3164407,3.18
3164431,3
3164472,3.35
3164506,3.64
3164605,3.14
3164704,3.12
3164803,3.12
3164902,3.09
3165008,3.17
3165107,3.11
3165206,3.09
3165305,3.41
3165404,3.13
3165503,3.73
3165537,3.51
3165552,4.25
3165560,3.06
3165578,3.3
3165602,3.15
3165701,3.14
3165800,2.96
3165909,3.44
3166006,3.46
3166105,3.38
3166204,3.4
3166303,3.39
3166402,3.1
3166501,3.77
3166600,2.81
3166709,3.14
3166808,3.21
3166907,3.37
3166956,3.44
3167004,3.13
3167103,3.68
3167202,3.38
3167301,2.98
3167400,3.01
3167509,3.36
3167608,3.35
3167707,3.19
3167806,3.04
3167905,3.01
3168002,3.46
3168051,2.87
3168101,3.19
3168200,2.82
3168309,3.24
3168408,3.14
3168507,3.1
3168606,3.3
3168705,3.31
3168804,2.98
3168903,2.73
3169000,3.11
3169059,3.12
3169109,3.13
3169208,3
3169307,3.34
3169356,3.21
3169406,3.35
3169505,3.19
3169604,2.9
3169703,3.38
3169802,3.11
3169901,3.14
3170008,3.88
3170057,3.26
3170107,3.02
3170206,3.07
3170305,3.21
3170404,3.16
3170438,2.82
3170479,3.06
3170503,3.57
3170529,4.44
3170578,3.16
3170602,2.7
3170651,3.99
3170701,3.27
3170750,3.1
3170800,3.32
3170909,3.94
3171006,3.04
3171030,3.9
3171071,3.38
3171105,2.94
3171154,3.22
3171204,3.49
3171303,3.17
3171402,3.2
3171501,3.4
3171600,3.45
3171709,3.25
3171808,3.51
3171907,3.2
3172004,3.12
3172103,3.29
3172202,3.25
3200102,3.15
3200136,3.22
3200169,3.11
3200201,3.08
3200300,3.05
3200359,3.18
3200409,3.24
3200508,3.06
3200607,3.42
3200706,3.3
3200805,3.09
3200904,3.12
3201001,3.21
3201100,2.96
3201159,3.4
3201209,3.17
3201308,3.22
3201407,3.14
3201506,3.07
3201605,3.34
3201704,3.21
3201803,3.22
3201902,3.26
3202009,3.1
3202108,2.99
3202207,3.16
3202256,3.23
3202306,3.12
3202405,3.14
3202454,3.14
3202504,3.24
3202553,3.32
3202603,3.08
3202652,3.18
3202702,3.03
3202801,3.29
3202900,3.23
3203007,3.13
3203056,3.36
3203106,3.08
3203130,3.18
3203163,3.05
3203205,3.33
3203304,3.07
3203320,3.2
3203346,3.13
3203353,3.12
3203403,3.09
3203502,3.1
3203601,3.03
3203700,3.27
3203809,3.22
3203908,3.17
3204005,3.3
3204054,3.31
3204104,3.2
3204203,3.13
3204252,3.09
3204302,3.11
3204351,3.2
3204401,3.12
3204500,3.2
3204559,3.37
3204609,3.15
3204658,3.15
3204708,3.09
3204807,2.94
3204906,3.31
3204955,3.2
3205002,3.26
3205010,3.42
3205036,3.32
3205069,3.23
3205101,3.3
3205150,3.08
3205176,3.27
3205200,3.07
3205309,3.01
3300100,3.16
3300159,2.95
3300209,3.11
3300225,3.26
3300233,3.04
3300258,3.08
3300308,3.07
3300407,3.14
3300456,3.22
3300506,2.97
3300605,3.02
3300704,3.12
3300803,3.04
3300902,2.89
3300936,3.21
3300951,3.29
3301009,3.24
3301108,3.08
3301157,2.92
3301207,3
3301306,3.06
3301405,3.13
3301504,3.09
3301603,3.07
3301702,3.17
3301801,3
3301850,3.27
3301876,3.01
3301900,3.13
3302007,3.21
3302056,2.88
3302106,2.85
3302205,2.99
3302254,3.06
3302270,3.28
3302304,3.11
3302403,3.08
3302452,3.19
3302502,3.21
3302601,3.08
3302700,2.97
3302809,2.9
3302858,3.17
3302908,2.95
3303005,3.27
3303104,3.02
3303203,3.11
3303302,2.87
3303401,2.85
3303500,3.2
3303609,2.99
3303708,3.19
3303807,3.21
3303856,3.28
3303906,3.06
3303955,3.19
3304003,3.26
3304102,3.09
3304110,3.33
3304128,3.14
3304144,3.26
3304151,3.24
3304201,3.08
3304300,3.2
3304409,3.16
3304508,3.41
3304524,3.04
3304557,2.93
3304607,2.97
3304706,2.99
3304755,3.05
3304805,2.92
3304904,3.06
3305000,3.07
3305109,3.11
3305133,3.06
3305158,3.1
3305208,3.16
3305307,3.22
3305406,3.15
3305505,3.2
3305554,3.19
3305604,3.17
3305703,2.93
3305752,3.15
3305802,3.04
3305901,3.12
3306008,3.2
3306107,3.09
3306156,3.31
3306206,3.1
3306305,3.05
3500105,2.95
3500204,2.96
3500303,3.24
3500402,2.99
3500501,3.06
3500550,2.98
3500600,2.71
3500709,3.37
3500758,3.19
3500808,2.88
3500907,3.2
3501004,3.18
3501103,2.98
3501152,3.36
3501202,2.73
3501301,3.16
3501400,3.25
3501509,3.29
3501608,3.1
3501707,3.34
3501806,2.88
3501905,3.19
3502002,3.09
3502101,3
3502200,3.14
3502309,3.13
3502408,3.22
3502507,3.35
3502606,2.84
3502705,3.31
3502754,3.43
3502804,2.98
3502903,3.17
3503000,3.12
3503109,3.2
3503158,3.11
3503208,3.01
3503307,3.24
3503356,2.99
3503406,2.94
3503505,3.37
3503604,3.49
3503703,3.17
3503802,3.27
3503901,3.48
3503950,2.99
3504008,3
3504107,3.28
3504206,3
3504305,3.14
3504404,3.3
3504503,3.08
3504602,3.1
3504701,2.89
3504800,2.96
3504909,3.09
3505005,3.03
3505104,3.13
3505203,3.15
3505302,3.15
3505351,3.34
3505401,3.18
3505500,3.09
3505609,3.38
3505708,3.35
3505807,3.21
3505906,3.17
3506003,3.09
3506102,3.15
3506201,3.1
3506300,3.07
3506359,3.26
3506409,2.94
3506508,3.04
3506607,3.4
3506706,3.28
3506805,3.26
3506904,3.04
3507001,3.27
3507100,3.22
3507159,3.59
3507209,3.37
3507308,3.4
3507407,3.03
3507456,3.25
3507506,3.09
3507605,3.26
3507704,3.16
3507753,3.13
3507803,3.3
3507902,3.19
3508009,3.35
3508108,2.95
3508207,2.94
3508306,3.16
3508405,3.49
3508504,3.4
3508603,3.3
3508702,3.24
3508801,3.09
3508900,2.93
3509007,3.4
3509106,3.01
3509205,3.32
3509254,3.34
3509304,3.15
3509403,3.22
3509452,3.06
3509502,3.08
3509601,3.36
3509700,3.31
3509809,3.04
3509908,3.3
3509957,3.64
3510005,3.09
3510104,3.07
3510153,3.58
3510203,3.38
3510302,3.29
3510401,3.43
3510500,3.13
3510609,3.4
3510708,2.84
3510807,3.11
3510906,3.14
3511003,3.14
3511102,3.01
3511201,3.17
3511300,3.04
3511409,3.12
3511508,3.23
3511607,3.26
3511706,3.42
3511904,3.26
3512001,3.26
3512100,3.3
3512209,3.52
3512308,3.11
3512407,3.27
3512506,3.08
3512605,3.07
3512704,3.19
3512803,3.29
3512902,2.8
3513009,3.39
3513108,3.43
3513207,3.23
3513306,2.92
3513405,3.32
3513504,3.24
3513603,3.09
3513702,3.21
3513801,3.29
3513850,2.87
3513900,3.08
3514007,3.27
3514106,3.23
3514205,2.86
3514304,3.02
3514403,2.95
3514502,3.03
3514601,3.41
3514700,3.12
3514809,3.43
3514908,3.52
3514924,3.14
3514957,3.02
3515004,3.52
3515103,3.45
3515129,2.97
3515152,3.37
3515186,3.2
3515194,3.23
3515202,2.99
3515301,3.3
3515350,3.18
3515400,3.1
3515509,2.95
3515608,2.98
3515657,3.04
3515707,3.47
3515806,2.81
3515905,2.76
3516002,3.01
3516101,3
3516200,3.25
3516309,3.51
3516408,3.4
3516507,2.92
3516606,2.94
3516705,3.17
3516804,3.28
3516853,3.31
3516903,2.94
3517000,3.16
3517109,3.19
3517208,3.28
3517307,3.2
3517406,3.11
3517505,3.11
3517604,3.3
3517703,3.27
3517802,2.95
3517901,3.14
3518008,2.79
3518107,3.28
3518206,3.05
3518305,3.31
3518404,3.27
3518503,3.18
3518602,3.33
3518701,3.42
3518800,3.37
3518859,3.4
3518909,3.07
3519006,3.11
3519055,3.38
3519071,3.4
3519105,3.16
3519204,3.07
3519253,3.24
3519303,3.49
3519402,2.98
3519501,3.09
3519600,3.15
3519709,3.31
3519808,3.14
3519907,3.08
3520004,3.39
3520103,3.09
