"city_code","employed","employed.privateFormal","employed.publicFormal","employed.informal","employed.noWage","employed.subsistence","employed.owner","employed.self"
2613503,55.82,17.31,7.72,30.79,3.31,18.72,1.41,20.74
2613602,46.02,12.6,4.77,28.66,5.33,19.06,1.82,27.77
2613701,77.09,47.38,4.94,24.77,1.07,2.42,0.45,18.96
2613800,71.19,14.8,6.64,49.74,1.75,9.72,0.53,16.82
2613909,56.49,26.59,4.5,25.41,3.27,14.05,1.56,24.63
2614006,52.11,7.14,8.98,35.99,1.84,25.89,1.19,18.96
2614105,62.5,25.27,5.45,31.78,1.55,14.65,1.2,20.1
2614204,82.72,64.82,1.66,16.24,0.57,3.48,0.13,13.1
2614303,45.77,18.06,3.39,24.32,4.15,21.89,0.7,27.49
2614402,39.4,11.4,4.73,23.28,7.06,40.25,1.81,11.49
2614501,57.1,26.12,2.55,28.43,1.33,17.67,1.43,22.47
2614600,48.24,11.69,4.8,31.75,2.44,15.88,1.07,32.36
2614709,36.98,15.46,4.77,16.74,3.69,27.52,0.68,31.13
2614808,42.9,10.46,2.38,30.06,2.69,22.82,0.96,30.63
2614857,69.32,33.91,4.59,30.83,1.68,7.08,2.09,19.82
2615003,66.13,14.84,1.92,49.36,0.68,4.8,1.08,27.31
2615102,46.49,6.32,3.33,36.85,1.72,27.69,1.07,23.03
2615201,55.92,16.96,8.03,30.93,6.93,9.46,0.92,26.78
2615300,68.62,35.14,3.45,30.03,1.36,8.02,1.99,20.01
2615409,71.78,12.84,0.35,58.58,0.62,1.68,2.94,22.98
2615508,78.09,49.01,3.01,26.06,0.79,2.37,0,18.75
2615607,65.59,23.26,3.58,38.75,0.84,9.56,1.01,22.99
2615706,48.31,17.63,4.64,26.05,5.01,18.58,1.63,26.47
2615805,27.23,3.42,2.29,21.51,3.96,47.8,0.18,20.83
2615904,63.98,10.85,7.76,45.37,0.91,3.84,0.39,30.88
2616001,56.49,8.45,8.06,39.98,3.21,16.78,0.58,22.95
2616100,52.03,10.76,15.04,26.22,1.3,24.5,0.12,22.05
2616183,49.89,18.26,3.27,28.36,0.87,35.79,0,13.45
2616209,60.1,11.43,3.46,45.21,2.57,14.94,1.46,20.92
2616308,77.43,42.91,6.74,27.78,0.36,5.12,0.66,16.43
2616407,64.57,30.95,3.94,29.68,1.62,3.68,1.59,28.54
2616506,77.72,43.33,5.89,28.5,1.56,2.52,1.02,17.18
2700102,35.14,13.1,1.33,20.71,1.65,50.9,0.07,12.25
2700201,66.34,38.69,0.3,27.35,0.48,11.69,0.25,21.25
2700300,62.82,28.17,5.58,29.07,1.92,5.55,2.26,27.45
2700409,73.97,41.53,4.82,27.62,2.37,7.33,0.88,15.45
2700508,75.43,32.68,10.03,32.71,0.91,5.52,0.34,17.79
2700607,76.84,39.31,2.84,34.7,1.22,2.01,1.6,18.32
2700706,61.87,14.11,5.31,42.45,2.97,11.75,1.04,22.37
2700805,44.92,15.09,6.4,23.43,5.05,28.1,0.58,21.36
2700904,35.84,12.56,0.12,23.17,1.94,51.93,0,10.29
2701001,75.13,41.87,5.62,27.64,5.36,5.71,0.78,13.02
2701100,63.7,41.16,1.54,21.01,4.81,16.03,0.27,15.19
2701209,50.9,10.52,7.84,32.54,1.85,26.91,0.63,19.72
2701308,81.36,49.06,7.27,25.03,0,7.02,0,11.62
2701357,86.47,34.65,13.63,38.19,3.2,3.53,0.19,6.61
2701407,81.11,56.89,2.33,21.9,1.4,2.44,0.95,14.09
2701506,31.01,14.43,3.36,13.22,1.26,49.11,0.6,18.01
2701605,33.46,4.18,3.34,25.94,8.96,36.45,0,21.13
2701704,82.79,44.44,1.79,36.56,2.03,3.84,0.69,10.65
2701803,44.46,9.74,6.47,28.25,2.91,40.3,0.85,11.47
2701902,51.55,7.83,14.87,28.85,2.27,25.7,0.61,19.87
2702009,38.6,15.08,0.76,22.77,6.1,30.6,0.26,24.43
2702108,68.1,30.99,11.09,26.02,3.7,8.41,1.19,18.6
2702207,67.61,42.95,7.26,17.4,1.32,2.04,0.54,28.49
2702306,68.54,37.95,0.43,30.16,2.31,7.36,1.16,20.63
2702355,36.96,6.03,3.94,26.99,14.87,23.55,0.69,23.93
2702405,64.04,34.2,2.58,27.26,1.18,12.88,0.86,21.04
2702504,36.71,10.57,3.87,22.27,9.14,32.06,0.15,21.95
2702553,30.8,5.23,1.96,23.61,5.39,48.11,0.26,15.44
2702603,36.62,12.77,1.68,22.17,3.99,38.16,0,21.23
2702702,63.27,26.36,4.32,32.58,0.19,11.2,0,25.35
2702801,66.85,33.77,4.14,28.94,1.35,16.04,0.48,15.28
2702900,28.15,7.58,4.78,15.79,9.87,41.11,0.42,20.44
2703007,77.95,43.53,0.88,33.53,1.35,5.76,0.48,14.47
2703106,34.84,8.18,5.22,21.44,11.4,34.45,1.49,17.81
2703205,38.79,19.04,5,14.75,4.55,39.74,0.15,16.77
2703304,27.45,5.68,2.93,18.84,4.89,47.46,1.13,19.08
2703403,59.07,8.66,5.31,45.1,2.87,18.26,0.52,19.27
2703502,66.25,31.84,11.72,22.7,2.84,10,0,20.91
2703601,72.42,35.1,2.79,34.53,0.54,5.59,1.25,20.2
2703700,55.08,14.41,6.35,34.33,2.83,12.71,0.6,28.77
2703759,60.89,37.77,6.47,16.66,2.62,11.43,0.14,24.92
2703809,58.79,26.69,2.21,29.89,3.45,20.45,0,17.31
2703908,76.47,36.64,3.44,36.4,0.8,8.58,0.55,13.59
2704005,55.97,19.01,6.15,30.81,3.52,25.13,0.42,14.96
2704104,42.78,14.11,1.25,27.41,8.97,15.3,0,32.95
2704203,42.58,19.38,1.29,21.91,2.86,33.25,0.59,20.72
2704302,76.45,46.2,8.04,22.2,1.19,0.32,1.8,20.25
2704401,54.89,10.56,3.21,41.12,4.07,18.54,1.58,20.91
2704500,65.86,34.93,2.4,28.53,1.23,12.83,0.54,19.55
2704609,39.01,9.86,2.76,26.39,5.74,27.18,0.96,27.1
2704708,66.35,34.16,5.4,26.79,2.54,2.58,1.45,27.07
2704807,66.96,18.28,3.93,44.75,1.72,9.16,2.12,20.04
2704906,57.49,11.38,12.3,33.82,4.18,22.87,0,15.47
2705002,32.65,5.93,3.08,23.64,3.55,46.41,0.99,16.41
2705101,77.75,49.2,3.02,25.53,1.37,5.86,0.64,14.38
2705200,79.37,45.5,9.75,24.12,0.25,6.18,0.51,13.69
2705309,48.37,13.5,0.83,34.04,2.07,32.38,0,17.18
2705408,60.17,8.52,9.31,42.33,1.17,17.67,0,20.99
2705507,82.69,44.69,3.32,34.69,1.53,4.01,0,11.77
2705606,64.89,32.05,8.44,24.41,1.14,16.7,0.72,16.54
2705705,55.19,15.06,2.12,38.01,2.53,20.13,0.96,21.19
2705804,43.3,13.09,4.75,25.46,6.89,36.83,1.09,11.89
2705903,24.43,5.67,7.94,10.81,0,67.43,0.5,7.65
2706000,46.67,6.42,5.84,34.4,2.56,37.79,0.41,12.57
2706109,42.95,12.44,1.83,28.68,7.12,25.44,0.74,23.76
2706208,43.35,6.73,14.76,21.86,0,49.2,0.26,7.19
2706307,58.66,21.7,6.32,30.64,1.64,11.68,1.32,26.7
2706406,50.94,9.63,10.91,30.4,4.22,27.57,0.24,17.03
2706422,38.04,16.36,3.12,18.56,0.89,46.3,0.1,14.67
2706448,70.24,25.47,10.14,34.63,2.57,5.88,1.09,20.22
2706505,71.36,50.67,3.23,17.46,4.16,10.2,0.51,13.77
2706604,64.95,16.29,7.4,41.26,3.51,14.18,0.55,16.82
2706703,64.24,34.51,2.75,26.99,3.49,8.46,0.43,23.38
2706802,49.79,19.66,1.48,28.66,2,6.49,0.96,40.76
2706901,80.97,46.06,7.75,27.16,1.18,1.36,0.27,16.22
2707008,71.87,20.59,12.65,38.63,0,15.68,0.9,11.54
2707107,51.41,16.66,4.37,30.39,5.69,26.63,0.75,15.52
2707206,25.26,6.37,3.21,15.68,2.34,54.37,0.38,17.65
2707305,71.86,38.41,5.94,27.51,2.15,7.66,0.63,17.7
2707404,59.82,25.85,7.2,26.76,3.75,12.85,0.51,23.07
2707503,42.41,15.02,6.47,20.92,0.46,38.1,0,19.03
2707602,55.26,10.85,9.32,35.09,1.75,28.83,0,14.16
2707701,79.05,53.03,3.24,22.78,0.76,1.57,0.56,18.06
2707800,68.2,22.95,9.24,36.01,0.75,4,0,27.04
2707909,79.59,45.64,11.35,22.59,0,1.26,0.5,18.66
2708006,49.31,18.14,2.7,28.47,8.64,16.93,1.23,23.88
2708105,35.48,9.18,4.86,21.45,3.19,29.65,0,31.69
2708204,53.29,17.12,6.14,30.04,3.37,24.3,0,19.04
2708303,77.66,45.03,6.47,26.16,1.57,5.38,2.37,13.02
2708402,36.2,10.49,4.37,21.35,8.23,36.09,0.38,19.1
2708501,75.21,48.92,4.89,21.39,0.6,8.86,0.6,14.74
2708600,82.67,53.89,3.87,24.91,1.15,1.86,1.24,13.09
2708709,59.76,28.24,3.15,28.37,1.46,8.72,0.7,29.36
2708808,52,21.5,2.62,27.88,2.23,27.47,0.55,17.75
2708907,85.16,53.85,8.01,23.31,0.14,0.1,0.4,14.19
2708956,36.05,10.56,2.52,22.97,1.97,48.14,0.44,13.39
2709004,48.72,11.91,3.98,32.83,0.78,27.7,0.48,22.31
2709103,39.77,9.77,3.64,26.35,6.18,32.82,0.05,21.18
2709152,76.53,38.65,7.35,30.52,2.14,8.06,1.6,11.67
2709202,40.91,5.55,4.06,31.3,3.3,37.82,0.52,17.45
2709301,64.42,33.56,2.53,28.33,2.52,10.39,0.66,22.01
2709400,60.03,22.58,7.84,29.6,1.59,14.8,0.91,22.67
2800100,46.37,11.13,9.96,25.29,0.34,12.01,0.22,41.05
2800209,53.92,18.03,4.03,31.86,2.12,17.5,0.83,25.62
2800308,75.99,50.7,8.79,16.49,1.29,0.46,2.65,19.61
2800407,66.54,19.44,0.92,46.19,1.97,11.03,0,20.46
2800506,56.89,28.63,3.62,24.63,2.1,12.5,0.3,28.21
2800605,64.86,44.89,5.87,14.1,0.58,2.1,0.8,31.67
2800670,56.6,16.77,7.03,32.8,3.74,10.85,1.13,27.68
2800704,29.75,7.03,4.74,17.99,1.01,9.56,0.34,59.34
2801009,54.32,20.86,4.72,28.74,2.54,7.3,3.28,32.55
2801108,57.42,10.18,7.22,40.01,8.32,6,0.43,27.82
2801207,61.75,16.74,4.58,40.43,4.56,14.49,1.09,18.12
2801306,74.15,39.66,7.78,26.7,1.32,5.82,0.74,17.97
2801405,68.12,19.23,5.37,43.52,0.69,7.98,0.59,22.63
2801504,81.33,57.52,8.36,15.45,0,2.39,0.1,16.18
2801603,54.49,17.12,10,27.37,2.46,7.86,1.19,34
2801702,60.9,17.78,2.36,40.76,2.7,9.92,1.45,25.04
2801900,51.03,19.18,8.04,23.81,1.84,31.42,0.47,15.25
2802007,75.82,30.6,12.64,32.58,3.77,7.15,0,13.26
2802106,64.02,36.75,4.98,22.29,3.13,7.02,1.49,24.34
2802205,63.25,14.19,11.36,37.7,0.65,15.47,0.38,20.24
2802304,74.18,40.63,5.47,28.08,1.61,7.49,0.21,16.51
2802403,42.17,12.55,5.54,24.09,1.49,26.67,0.4,29.27
2802502,80.85,57,8.76,15.09,0.83,9.8,1.7,6.83
2802601,44.05,4.81,9.72,29.52,6.73,32.56,0.77,15.89
2802700,52.4,17.46,1.11,33.83,3.67,12.33,0.24,31.36
2802809,43.6,18.65,3.47,21.48,2.9,18.06,0.43,35.02
2802908,54.09,24.26,3.14,26.69,1.5,4.75,2.04,37.61
2803005,59.22,12.57,2.56,44.1,2.98,9.57,1.29,26.93
2803104,51.04,16.04,5.98,29.01,0.4,23,0,25.57
2803203,64.54,36.49,7.39,20.66,3.06,13.62,0.26,18.52
2803302,60.73,32.96,6.56,21.21,5.01,14.68,0.51,19.08
2803401,56.88,23.86,3.04,29.98,1.62,17.65,0.17,23.67
2803500,59.01,22.48,3.73,32.8,2.62,7.46,1.02,29.9
2803609,83.14,62.23,5.31,15.6,1.27,4.01,0.1,11.49
2803708,72.84,20.71,1.46,50.68,0.18,10.63,0.09,16.26
2803807,71.17,19.48,12.41,39.27,0.41,10.48,0.27,17.68
2803906,46.29,11.35,2.88,32.06,2.32,4.47,0.53,46.39
2804003,71.54,44.23,9.01,18.3,0.58,6.14,0.5,21.23
2804102,33.06,7.96,0.93,24.18,4.81,11.6,0.43,50.1
2804201,43.44,8.78,6.41,28.25,5.48,24.08,0.29,26.71
2804300,65.1,33.13,11.01,20.96,1.49,16.84,0.88,15.69
2804409,61.66,32.31,6.6,22.75,1.54,16.8,0.52,19.48
2804458,42.32,16.68,0.97,24.68,3.07,23.63,0.16,30.81
2804508,54.21,20.18,5.18,28.85,4.22,16.39,1.38,23.81
2804607,54.14,21.03,4.69,28.42,1.82,12.84,1.99,29.2
2804706,50.89,17.33,3.24,30.32,2.37,15.51,0.44,30.79
2804805,76.46,51.99,5.03,19.43,2.15,1.12,0.64,19.64
2804904,30.61,11.34,2.45,16.83,6.7,35.92,0.27,26.49
2805000,62.86,22.92,12.81,27.13,0.91,19.87,0.83,15.53
2805109,49.97,13.77,3.6,32.59,4.13,9.1,0.71,36.09
2805208,54.18,16.9,8.34,28.95,3.34,22.95,0.35,19.17
2805307,45.04,16.92,4.7,23.41,5.11,15.62,1,33.23
2805406,38.09,12.39,3.24,22.45,8.39,22.13,0.29,31.11
2805505,50.75,9.82,2.96,37.97,5.11,22.36,2.14,19.64
2805604,46.87,14.83,2.87,29.16,3.48,30.37,0.32,18.97
2805703,64.59,35.68,4.42,24.49,1.49,5.8,1.73,26.39
2805802,48.65,14.82,0.22,33.6,1.61,11.03,0,38.71
2805901,81.95,55.1,7.02,19.83,0.29,5.06,0.22,12.47
2806008,52.41,21.09,5.11,26.21,3.26,9.14,0.21,34.98
2806107,81.77,55.46,5.03,21.28,1.49,5.68,0.42,10.64
2806206,64.69,16.3,8,40.4,3.71,7.59,1.46,22.55
2806305,48.11,13.1,4.32,30.69,3.53,13.96,0.2,34.2
2806404,51.05,20.22,9.53,21.29,3.63,17.4,0.1,27.82
2806503,73.34,45.32,0,28.02,0.44,6.52,0.5,19.2
2806602,68.3,39.76,10.32,18.21,1.3,8.11,0.7,21.6
2806701,73.15,46.76,6.58,19.81,1.7,3.84,1.04,20.26
2806800,53.69,18.46,1.79,33.44,2.05,16.83,0.78,26.65
2806909,60.9,27.97,6.47,26.45,1.22,7,0.23,30.66
2807006,63.62,14.24,5.46,43.92,4.4,17.93,0.33,13.72
2807105,52.07,22.04,4.16,25.87,2.66,19.84,0.53,24.89
2807204,76.67,44.99,10.02,21.66,0.33,7.73,0.12,15.14
2807303,73.35,35.6,0.82,36.93,0.62,4.3,0.38,21.34
2807402,52.12,12.75,4.58,34.79,2.53,7.64,1.85,35.86
2807501,49.71,8.09,5.15,36.47,2.94,17.14,0.77,29.44
2807600,56.25,19.61,0.87,35.77,2.61,8.51,1.63,31.01
2900108,48.54,9.47,6.74,32.33,4.18,31.75,0,15.52
2900207,49.76,13.09,7.7,28.98,5.41,18.13,1.03,25.67
2900306,51.31,12.88,2.96,35.47,4.08,16.65,0.66,27.29
2900355,52.35,5.42,3.64,43.29,2.46,19.27,1.24,24.69
2900405,36.47,13.09,6.42,16.96,2.01,46.39,0.32,14.82
2900504,40.41,18.69,1.15,20.57,1.82,49.28,0.23,8.26
2900603,74.93,25.4,3.95,45.59,2.81,10.58,0,11.68
2900702,69.45,44.59,3.45,21.42,1.66,3.4,1.21,24.28
2900801,52.01,15.99,1.84,34.18,1.68,7.69,3.63,34.98
2900900,70.34,28.93,0.14,41.26,0.37,5.47,0.13,23.7
2901007,53.76,20.11,2.68,30.97,5.44,11.35,1.76,27.7
2901106,68.6,35.25,4.75,28.6,1.96,7.67,1.53,20.24
2901155,65.6,14.59,0.45,50.56,2.27,9.68,0.13,22.31
2901205,56.11,18.21,0.69,37.22,2.14,21.23,0.34,20.19
2901304,52.99,11.54,6.35,35.1,1.98,25.38,0,19.65
2901353,55.15,19.05,4.61,31.48,1.93,26.69,0.8,15.44
2901403,44.51,9.56,7.98,26.97,2.64,24.9,0.53,27.43
2901502,63.91,24.66,2.64,36.61,0.39,20.23,0,15.47
2901601,66.8,14,3.18,49.63,1.4,9.18,0.63,21.99
2901700,44.33,16.57,4.11,23.66,1.34,33.32,0.47,20.53
2901809,59.75,15.52,5.22,39.01,3.23,9.27,0.22,27.52
2901908,39.39,10.3,3.02,26.07,7.15,36.74,1.04,15.68
2901957,65.2,8.89,6.49,49.82,2.11,6.43,0.08,26.18
2902005,57.84,13.61,2.47,41.76,2.61,22.5,0.76,16.3
2902054,62.34,27.21,0.45,34.68,2.06,21.27,0.88,13.45
2902104,50.45,9.37,2.21,38.87,2.94,22.11,0.58,23.93
2902203,73.92,42.37,5.57,25.98,0.34,10.72,0.39,14.63
2902252,65.27,17.43,3.8,44.05,2.74,4.66,0.59,26.75
2902302,38.96,11.75,1.28,25.94,2.07,11.17,0.29,47.5
2902401,69.61,18.39,2.81,48.4,3.39,3.44,0.43,23.14
2902500,43.26,12.05,5.04,26.17,5.42,36.63,0.46,14.24
2902609,46.78,7.7,4.47,34.61,3.23,28.57,0.11,21.3
2902658,50.29,6.23,8.62,35.44,2.29,22.2,0.77,24.45
2902708,34.16,8.37,4.98,20.81,4.97,36.64,0.61,23.62
2902807,51.61,14.58,2.64,34.39,5.35,14.05,1.78,27.22
2902906,83.69,25.68,1.4,56.62,2.02,3.36,0.61,10.33
2903003,46.15,7.36,4.31,34.48,5.68,19.72,0.58,27.88
2903102,69.78,22.71,6.9,40.17,0.93,4.7,1.12,23.47
2903201,71.74,38.73,6.94,26.07,2.11,1.95,2.01,22.19
2903235,41.87,5.87,5.81,30.2,9.15,21.61,0.32,27.06
2903276,52.86,21.23,2.57,29.06,2.97,27.17,0.18,16.82
2903300,81.33,42.24,0.32,38.77,0.72,3.74,0.17,14.03
2903409,68.31,21.06,7.53,39.72,3.58,7.17,0.82,20.13
2903508,57.51,9.94,4.53,43.04,3.39,14.58,0.62,23.9
2903607,39.1,10.28,3.49,25.33,3,43.96,0.24,13.7
2903706,54.06,15.18,7.27,31.61,1.09,25.18,0.1,19.57
2903805,60.16,15.76,1.29,43.11,2.35,22.06,0.15,15.28
2903904,60.2,19.7,7.37,33.13,2.12,9.37,1.92,26.39
2903953,61.79,13.3,0.53,47.97,1.74,22.5,0.58,13.39
2904001,47.51,16.26,3.78,27.48,6.95,29.32,0.08,16.14
2904050,65.84,8.45,2.13,55.26,1.34,6.33,1.17,25.32
2904100,52.83,16.24,4.04,32.55,2.48,28.71,0.59,15.39
2904209,37.79,8.83,4.71,24.26,9.18,31.33,0.14,21.56
2904308,65.22,19.6,5.19,40.44,3.33,11.03,0.63,19.78
2904407,54.46,9.34,4.2,40.92,2.54,27.41,0,15.58
2904506,41.53,6.69,2.83,32.02,5.22,35.32,0.09,17.84
2904605,60.65,27.33,4.35,28.96,4.06,6.04,1.89,27.36
2904704,57.25,22.85,1.09,33.32,1.6,2.78,2.26,36.1
2904753,34.8,13.6,1.9,19.3,6.9,38.04,0.72,19.54
2904803,80.16,48.75,0,31.4,0.97,5.46,0.48,12.93
2904852,29.85,10.05,1.9,17.9,5.71,47.73,0.41,16.3
2904902,51.83,29.46,2.46,19.91,2.18,13.91,1.58,30.5
2905008,58.31,21.25,2.67,34.38,3.69,15.13,2.25,20.63
2905107,46.12,12.79,0.85,32.49,1.2,30.03,0.16,22.48
2905156,67.1,21.18,1.47,44.45,1.08,19.76,0.13,11.93
2905206,54.95,22.16,3.94,28.85,2.4,18.61,1.4,22.65
2905305,54.29,6.16,4.23,43.91,1.42,5.15,0.34,38.8
2905404,57.37,23.7,2.65,31.02,1.15,5.5,0.84,35.14
2905503,41.1,4.43,5.89,30.78,4.72,37.93,0,16.25
2905602,70.93,33.75,1.57,35.61,0.48,1.96,1.11,25.53
2905701,76.65,52.65,1.86,22.14,1.65,1.51,1.07,19.13
2905800,48.38,15.29,1.61,31.48,4.47,11.45,1.18,34.52
2905909,44.98,9.45,3.6,31.93,8.26,29.1,0.43,17.23
2906006,49.89,12.23,3.19,34.47,6.99,12.85,0.96,29.3
2906105,52.05,5.26,10.35,36.44,3.38,23.04,0.43,21.1
2906204,54.4,6.08,4.44,43.88,5.57,10.48,0.39,29.15
2906303,60.02,19.36,1.94,38.72,1.79,4.16,0.98,33.06
2906402,54.46,12.6,4.76,37.1,3.57,30.74,0.47,10.75
2906501,80.17,58.88,2.26,19.03,2.25,1.57,0.61,15.41
2906600,56.82,21.14,1.61,34.08,9.36,12.26,0.15,21.42
2906709,63.26,17.34,0.99,44.93,3.42,6.69,0.64,25.99
2906808,35.89,8.57,1.91,25.41,5.59,34.09,0.55,23.88
2906824,44.16,13.34,0.86,29.96,3.45,23.42,0.46,28.52
2906857,54.21,11.12,7.66,35.44,1.66,22.56,0.54,21.03
2906873,56.47,13.89,6.75,35.83,1.13,13.53,2.11,26.75
2906899,59.57,13.26,5.96,40.34,2.24,23.55,0.17,14.47
2906907,59.04,32.74,2.67,23.64,1.96,6.29,0.67,32.03
2907004,70.63,38.73,1.3,30.6,2,17.97,0.23,9.17
2907103,49.09,6.46,5.29,37.34,5.04,16.58,0.74,28.54
2907202,53.98,21.35,4.63,27.99,5.31,19.11,0.42,21.18
2907301,56.6,23.52,4.12,28.96,4.12,18.22,1.84,19.22
2907400,49.3,11.84,9.34,28.12,4.31,26.49,0.49,19.41
2907509,72.54,49.43,1.34,21.78,0.97,5.87,0.87,19.75
2907558,47.5,14.13,3.36,30,0.43,31.8,0.32,19.95
2907608,44.57,7.95,4.48,32.14,7.22,14.62,0.34,33.25
2907707,48.79,9.5,2.7,36.58,4.41,27.89,0.4,18.51
2907806,52.31,10.73,3.69,37.89,4.63,16.88,0.59,25.59
2907905,39.66,12.61,1.97,25.07,2.85,5.22,0.49,51.79
2908002,70.75,27.17,3.71,39.86,1.5,2.87,3.25,21.63
2908101,51.77,14.73,8.19,28.85,4.89,24.28,0.41,18.66
2908200,60.45,33.82,0.72,25.9,0.44,22.68,0.88,15.54
2908309,57.41,29.94,2.67,24.8,0.85,17.55,0.64,23.55
2908408,55.32,19.12,1.67,34.54,2.67,14.48,2.06,25.46
2908507,68.66,41.42,1.95,25.29,2.32,3.63,1.52,23.88
2908606,57.77,21.44,2.04,34.29,1.74,11.26,1.12,28.12
2908705,48.41,13.96,3.8,30.65,6.15,21.57,0.55,23.33
2908804,59.51,9.44,8.16,41.91,2.05,16.83,0.52,21.09
2908903,44.85,13.1,7.8,23.95,2.66,34.54,0.47,17.49
2909000,58.42,15.01,3.03,40.38,2.9,21.29,0.4,16.99
2909109,51.28,6.53,8.89,35.87,2.76,23.87,0.72,21.37
2909208,62.26,5.85,7.06,49.35,4.07,18.72,0.46,14.49
2909307,54.2,14.65,9.24,30.3,3.04,21.05,1.04,20.67
2909406,49.44,8.37,8.31,32.76,5.97,21.51,1.55,21.54
2909505,54.37,18.36,4.21,31.79,3.17,11.9,0.57,29.99
2909604,29.99,3.4,3.65,22.94,4.24,24.86,0.23,40.68
2909703,48.94,9.54,7.22,32.18,4.22,19.13,0.47,27.23
2909802,71.14,44.07,3.82,23.25,0.79,6.52,1.42,20.13
2909901,46.19,9.71,5.59,30.89,3.06,20.67,0.09,29.99
2910008,57.84,10.01,6.62,41.2,3.39,18.79,0.29,19.69
2910057,78,59.51,1.01,17.48,1.24,2.03,1.8,16.93
2910107,35.55,6.7,7.21,21.64,15.56,6.35,0.25,42.29
2910206,51.58,15.23,1.37,34.97,2.28,24.94,0,21.2
2910305,42.69,8.54,3.54,30.62,4.75,29.63,0.21,22.72
2910404,69.65,10.45,7.4,51.79,2.64,10.6,0.28,16.83
2910503,69.93,38,3.68,28.26,2.06,8.49,1.09,18.43
2910602,56.77,20.24,4.41,32.12,2.83,13.42,0.87,26.11
2910701,46.26,12.02,3.78,30.46,3.85,19.14,0.99,29.76
2910727,72.33,38.42,5.04,28.87,0.9,1.79,2.47,22.5
2910750,51.16,7.57,4.15,39.44,3.39,24.8,0.33,20.32
2910776,46.87,3.9,14.1,28.87,6.68,29.81,0.64,15.99
2910800,68.26,40.38,4.56,23.31,1.9,3.84,2.09,23.92
2910859,47.45,17.06,1.6,28.79,2.11,28.52,0.45,21.47
2910909,82.75,50.36,1.3,31.08,0.95,1.51,0.78,14.02
2911006,69.4,24.78,0.58,44.03,0.92,5.56,1.09,23.04
2911105,61.51,16.58,10.24,34.69,3.89,14.07,0.35,20.18
2911204,63.75,21.9,2.47,39.37,2.06,3.92,1.41,28.87
2911253,60.64,8.47,11.49,40.69,1.07,16.5,0.14,21.65
2911303,42.64,6.87,10.19,25.58,1.45,38.11,0,17.8
2911402,52.42,23.18,4.85,24.39,0.76,26.4,0.18,20.24
2911501,63.8,22.62,3.51,37.67,5.88,6.87,0.11,23.34
2911600,49.95,26.2,2.64,21.1,1.72,30.3,0.86,17.17
2911659,40.41,22.11,0.99,17.31,1.99,49.92,0.1,7.59
2911709,62.83,26.88,3.96,31.98,2.13,5.67,2.58,26.79
2911808,56.52,13.34,4.98,38.2,5.79,12.14,0.45,25.11
2911857,46.45,10.72,4.3,31.42,5.29,26.34,0.98,20.94
2911907,65.42,19.64,3.15,42.64,2.28,9.79,1.32,21.2
2912004,51.89,21.39,1.63,28.87,8.84,18.34,0,20.92
2912103,67.07,30.02,2.9,34.15,1.01,3.75,0.95,27.22
2912202,75.2,38.83,3.81,32.56,0.39,6.52,0.49,17.39
2912301,70.51,24.89,5.16,40.46,2.61,6.67,1.37,18.84
2912400,56.12,7.73,6.16,42.23,2.68,11.51,1.4,28.28
2912509,49.22,10.51,4.29,34.43,1.5,27.75,0.88,20.66
2912608,44.51,9.37,9.87,25.27,2.21,37.43,0.18,15.68
2912707,57.67,13.97,1.94,41.76,3.1,8.08,1.01,30.15
2912806,71.46,33.69,10,27.77,1.75,5.63,1.94,19.22
2912905,67.1,27.95,1.73,37.42,2.45,2.41,1.22,26.82
2913002,49.58,7.83,6.26,35.49,4.67,20.02,0.12,25.61
2913101,55.72,6.25,4.11,45.36,3.57,5.76,2.77,32.19
2913200,59.54,20.93,6.97,31.63,2.83,14.64,1.43,21.56
2913309,61.66,10.75,12.51,38.4,3.85,19.6,0.72,14.17
2913408,62.59,16.35,3.73,42.51,3.3,8.45,0.37,25.3
2913457,47.21,22.23,2.6,22.39,3.81,14.58,0,34.4
2913507,60.03,12.84,5.33,41.86,2.74,13.94,1.92,21.37
2913606,69.46,41.73,4.43,23.29,2.34,3.44,1.42,23.35
2913705,47.53,20.12,2.91,24.5,5.77,22.12,0.78,23.81
2913804,34.89,9.74,0.91,24.25,2.91,49.7,0.26,12.24
2913903,68.55,31.43,3.73,33.4,1.36,2.71,1.83,25.55
2914000,54.04,19.87,2.02,32.15,2.85,21.1,1.05,20.95
2914109,48.89,12.15,3.94,32.8,3.12,25.82,1.81,20.37
2914208,49.33,6.94,3.73,38.67,3.39,21.51,1.01,24.76
2914307,62.89,12.92,6.65,43.33,5.82,11.77,0.78,18.74
2914406,43.47,9.27,2.83,31.37,6.42,25.75,0.66,23.7
2914505,38.01,9.01,5.82,23.18,5.67,19.8,0.99,35.52
2914604,69.13,26.08,4.44,38.61,1.75,2.17,2.1,24.84
2914653,75.22,27.66,7.38,40.19,1.95,3.78,0.83,18.22
2914703,68.73,26.89,4.66,37.19,1.72,7.71,0.75,21.09
2914802,72.91,47.14,2.99,22.78,1.33,0.73,2.2,22.83
2914901,56.39,20.86,6.8,28.73,3.27,9.2,3.83,27.32
2915007,51.27,9.11,5.41,36.74,4.06,18.79,0.86,25.03
2915106,70.31,20.88,0.66,48.77,1.84,4.78,1.15,21.92
2915205,70.14,29.09,3.95,37.1,1.93,9.75,0.5,17.67
