"city_code","pop.white","pop.black","pop.asian","pop.pardos","pop.indigenous","pop.others"
1100015,43.39,4.49,0.39,49.7,2.04,0
1100023,35.44,8.64,2.12,53.68,0.11,0
1100031,46.22,7.37,1.59,44.78,0.04,0
1100049,41.79,5.77,1.3,49.27,1.87,0
1100056,47.83,5.08,0.94,46.07,0.08,0
1100064,41.15,6.89,2.02,49.89,0.05,0
1100072,37.83,8.72,1.99,51.41,0.05,0
1100080,31.4,6.83,0.62,59.15,2,0
1100098,46.2,5.53,1.25,45.9,1.12,0
1100106,20.46,7.73,1.84,59.29,10.68,0
1100114,33.14,8.25,1.48,57.03,0.11,0
1100122,39.45,5.95,1.64,51.74,1.21,0
1100130,30.91,8.06,1.22,59.67,0.15,0
1100148,39.48,6.41,0.85,52.8,0.45,0
1100155,35.41,7.77,0.77,55.85,0.2,0
1100189,40.81,6.03,1.5,50.89,0.77,0
1100205,29.02,6.99,1.7,61.34,0.51,0.44
1100254,39.73,4.83,1.29,54.1,0.05,0
1100262,42.04,6.5,0.73,50.63,0.1,0
1100288,39.77,6.85,1.25,52.01,0.13,0
1100296,34.95,5.57,1.77,57.63,0.09,0
1100304,44.32,5.13,0.84,49,0.72,0
1100320,37.37,5.97,1.34,55.03,0.28,0
1100338,29.88,4.46,1.92,61.77,1.97,0
1100346,35.74,7.06,1.33,55.74,0.12,0
1100379,35.36,7.18,1.99,55.37,0.09,0
1100403,35.5,6.99,2.62,54.79,0.1,0
1100452,36.2,6.28,1.7,55.66,0.15,0
1100502,42.97,6.27,0.75,49.75,0.26,0
1100601,31.6,10.5,1.31,56.46,0.13,0
1100700,34.88,10.96,0.34,53.77,0.06,0
1100809,24.3,7.01,1.46,67.2,0.04,0
1100908,41.32,5.42,0.27,53,0,0
1100924,34.01,5.34,0.28,57.08,3.29,0
1100940,29.52,9.44,1.11,59.92,0,0
1101005,32.99,5.84,0.94,59.16,1.07,0
1101104,26.53,7.62,1.17,64.48,0.2,0
1101203,43.87,6.5,0.38,49.19,0.06,0
1101302,36.39,5.51,1.66,54.98,1.45,0
1101401,36.24,6.98,0.61,56.06,0.11,0
1101435,33.85,6.1,1.04,59,0,0
1101450,43.72,8.7,0.37,46.33,0.87,0
1101468,34.28,17.99,1.72,45.02,1,0
1101476,42.26,7.21,1.7,48.58,0.26,0
1101484,39.93,7.74,1.07,51.26,0,0
1101492,37.37,4.91,0.96,54.77,1.99,0
1101500,40.95,9.03,0.86,48.83,0.33,0
1101559,36.58,7.68,2.22,53.1,0.42,0
1101609,36.6,5.83,2,55.53,0.05,0
1101708,36.43,7.39,1.06,55.08,0.04,0
1101757,28.86,9.67,0.89,60.51,0.07,0
1101807,33.83,6.68,0.87,58.62,0,0
1200013,26.99,4.42,1.06,67.54,0,0
1200054,26.98,4.57,2.3,57.41,8.74,0
1200104,23.34,7.46,1.99,66.63,0.59,0
1200138,20.94,6.41,3.33,69.19,0.13,0
1200179,14.75,5.68,1.43,78.1,0.05,0
1200203,24.22,5.47,1.04,68.08,1.2,0
1200252,21.28,5.32,2.66,70.74,0,0
1200302,27.73,5.69,2.38,56.11,8.09,0
1200328,15.01,8.05,0.09,45.6,31.26,0
1200336,15.45,3.31,1.18,71.52,8.54,0
1200344,16.48,3.08,1.13,73.78,5.54,0
1200351,16.73,8.72,0.89,62.88,10.79,0
1200385,23.74,7.66,3.49,65,0.11,0
1200393,25.04,5.3,1.61,61.81,6.24,0
1200401,25.51,5.32,2.23,66.75,0.13,0.04
1200427,20.53,3.38,0.51,75.58,0,0
1200435,18.64,0.9,0.39,25.18,54.89,0
1200450,17.28,6.34,2.53,73.7,0.15,0
1200500,17.89,7.18,0.69,70.69,3.55,0
1200609,22.02,6.41,3.35,65.02,3.2,0
1200708,16.99,9.15,2.79,71.07,0,0
1200807,20.93,4.26,1.02,73.79,0,0
1300029,12.47,5.98,0.53,73.8,7.21,0
1300060,3.21,0.47,0.08,61.01,35.23,0
1300086,7.93,1.62,0.7,89.24,0.51,0
1300102,16.15,0.8,0.1,80.38,2.58,0
1300144,37.4,8.51,2,51.69,0.39,0
1300201,9.46,0.5,0.12,49.17,40.76,0
1300300,19.69,6.25,0.73,50.47,22.87,0
1300409,12.03,4.82,1.04,61.75,20.37,0
1300508,8.67,1.65,0.19,79.35,10.14,0
1300607,9.59,2.98,0.62,57.63,29.17,0
1300631,10.02,1.69,0.18,85.12,2.99,0
1300680,9.02,1.73,0.11,88.91,0.23,0
1300706,23.46,8.1,0.78,64.67,2.99,0
1300805,12.61,1.99,0.32,73.5,11.59,0
1300839,13.28,1.85,0.82,84.05,0,0
1300904,22.32,1.63,0.04,75.07,0.94,0
1301001,22.5,5.96,1.26,69.04,1.23,0
1301100,19.12,9.19,1.73,69.08,0.88,0
1301159,17.33,7.22,1.47,71.61,2.37,0
1301209,15.6,6.98,1.19,75.62,0.62,0
1301308,13.39,3.55,0.99,82.07,0,0
1301407,23.87,8.49,0.97,63.8,2.87,0
1301506,26.57,2.64,0.8,65.27,4.72,0
1301605,10.92,3.68,0.63,80.89,3.88,0
1301654,15.78,4.55,0.11,79.47,0.1,0
1301704,19.95,4.09,0.66,71.19,4.11,0
1301803,31.26,6.7,0.5,54.44,7.1,0
1301852,18.89,2.86,0.77,77.34,0.13,0
1301902,18.93,2.32,0.28,78.09,0.37,0
1301951,14.69,1.26,0.38,70.88,12.79,0
1302009,19.62,1.99,0.67,77.64,0.08,0
1302108,12.71,4.37,0.26,64.71,17.94,0
1302207,18.92,2.8,0.93,72.59,4.76,0
1302306,13.04,1.3,0.26,68.97,16.43,0
1302405,19.34,4.91,0.72,65.23,9.81,0
1302504,16.4,3.13,0.5,79.57,0.4,0
1302553,15.3,5.09,0.68,74.65,4.29,0
1302603,26.41,4.18,1.18,67.98,0.24,0
1302702,24.14,4.11,0.26,65.34,6.14,0
1302801,13.85,5.57,0.51,74.45,5.61,0
1302900,12.9,3.18,0.35,70.64,12.94,0
1303007,6.67,0.69,0.2,88.31,4.13,0
1303106,11.69,3.91,0.92,80.45,3.04,0
1303205,14.29,5.88,1.09,72.18,6.57,0
1303304,10.95,3.85,0.8,83.22,1.19,0
1303403,12.78,1.96,0.34,84.2,0.72,0
1303502,20.03,6.5,0.84,59.55,13.08,0
1303536,21.66,4.19,1.11,71.42,1.62,0
1303569,23.82,11.09,1.47,61.96,1.66,0
1303601,3.71,2.89,1.12,25.83,66.46,0
1303700,7.34,3.66,0.36,60.55,28.08,0
1303809,5.8,2.61,0.29,14.36,76.94,0
1303908,6.1,3.24,0.76,41.95,47.95,0
1303957,11.62,3.62,0.34,84.41,0,0
1304005,12.72,0.36,0.55,85.75,0.61,0
1304062,12.2,2.57,0.41,56.18,28.65,0
1304104,20.41,3.55,0.23,66.47,9.34,0
1304203,14.91,3.15,0.73,79.65,1.56,0
1304237,7.93,3.42,0.26,70.51,17.88,0
1304260,18.31,11.47,0.81,65.3,4.11,0
1304302,15.06,2.15,0.06,81.84,0.89,0
1304401,13.74,3.28,0.09,82.78,0.1,0
1400027,5.76,1.19,0.24,35.66,57.15,0
1400050,11.01,4.08,0.64,38.55,45.73,0
1400100,24.74,6.45,1.05,64.69,3.08,0
1400159,9.83,3.09,0.66,44.49,41.93,0
1400175,12.4,5.57,1.35,67.85,12.83,0
1400209,15.64,7.29,0.53,73.81,2.72,0
1400233,23,4.47,0.38,66.14,6,0
1400282,17.43,6.17,0.95,58.11,17.34,0
1400308,16.36,4.41,0.9,74.49,3.84,0
1400407,3.89,0.75,0.07,35.22,60.07,0
1400456,11.46,4.23,0.33,28.57,55.41,0
1400472,20.97,8.02,1.06,67.93,2.02,0
1400506,21.98,10.17,1.35,62.15,4.34,0
1400605,26.55,11.29,3.24,58.88,0.04,0
1400704,0.67,1.65,0.27,8.84,88.56,0
1500107,21.64,6.79,0.55,70.95,0.07,0
1500131,25.91,10.2,0.83,62.63,0.42,0
1500206,10.66,7.27,0.94,81,0.12,0
1500305,18.52,3.83,0.32,77.31,0.03,0
1500347,28.87,6.73,1.68,62.7,0.03,0
1500404,19.18,7.21,1.07,72.54,0,0
1500503,15.84,5.91,0.62,75.03,2.6,0
1500602,24.25,8.82,1.66,61.19,4.08,0
1500701,19.72,7.95,0.36,71.98,0,0
1500800,23.83,6.99,0.87,68.25,0.06,0
1500859,21.88,9.96,1.76,64.57,1.83,0
1500909,10.4,5.04,0.41,84.15,0,0
1500958,18.75,6.97,0.74,73.54,0,0
1501006,10.97,7.83,1.15,68.27,11.78,0
1501105,18.67,8.35,0.85,72.13,0,0
1501204,16.06,17.05,0.32,66.48,0.1,0
1501253,29.4,7.02,2.03,59.68,1.87,0
1501303,19.84,5.6,0.87,73.56,0.14,0
1501402,26.73,7.33,0.83,64.9,0.14,0.08
1501451,12.23,3.91,1.12,80.44,2.3,0
1501501,20.78,7.44,0.72,70.83,0.23,0
1501576,19.79,10.29,0.68,64.45,4.79,0
1501600,18.25,6.61,0.94,74.2,0,0
1501709,13.27,5.16,0.6,80.95,0.01,0
1501725,27.27,10.46,2.38,58.81,1.09,0
1501758,19.76,8.15,1.01,70.33,0.75,0
1501782,17.83,6.99,0.32,74.75,0.1,0
1501808,20.92,7.83,0.79,70.45,0.01,0
1501907,14.4,10.68,0.5,74.39,0.03,0
1501956,9.15,4.38,0.71,85.64,0.11,0
1502004,9.72,11.57,1.38,77.32,0,0
1502103,21.9,5.84,0.71,71.54,0.01,0
1502152,25.75,6.59,2.25,65.24,0.16,0
1502202,25.12,3.92,0.42,70.42,0.11,0
1502301,15.18,3.04,0.33,81.32,0.13,0
1502400,23.69,5.35,1.24,69.63,0.1,0
1502509,10.06,9.02,1.54,79.38,0,0
1502608,20.57,2.47,0.29,76.58,0.1,0
1502707,24.49,9.93,2.57,62.64,0.37,0
1502756,14.47,7.77,0.38,77.34,0.03,0
1502764,18.72,9.33,1.08,58.12,12.76,0
1502772,20.87,8.24,1.27,69.62,0,0
1502806,13.78,3.49,0.17,82.56,0,0
1502855,18.74,6.27,0.59,74.4,0,0
1502905,16.59,2.59,0.42,80.37,0.03,0
1502939,22.48,7.37,1.14,68.89,0.13,0
1502954,19.81,8.06,1.42,70.69,0.03,0
1503002,16.94,2.5,0.08,79.71,0.77,0
1503044,25.31,8,2.62,63.77,0.31,0
1503077,13.59,4.28,0.54,81.38,0.2,0
1503093,24.87,9.02,0.56,65.2,0.35,0
1503101,19.33,4.9,1.67,74.09,0,0
1503200,19.37,4.03,0.91,75.62,0.07,0
1503309,22.6,8,0.55,68.85,0,0
1503408,11.94,14.75,0.37,72.9,0.03,0
1503457,14.6,8.15,1.26,75.23,0.76,0
1503507,15.87,4.39,0.45,79.28,0,0
1503606,23.49,10.17,1.1,64.43,0.8,0
1503705,21.08,8.36,1.22,68.86,0.47,0
1503754,15.92,16.22,0.58,27.81,39.47,0
1503804,23.63,7.94,0.99,67.34,0.1,0
1503903,13.3,2.73,1.57,82.22,0.17,0
1504000,18.86,5.39,0.12,75.62,0,0
1504059,22.45,4.51,1.37,71.62,0.04,0
1504109,20.76,1.44,0.4,77.41,0,0
1504208,21.14,7.72,0.98,69.93,0.23,0
1504307,19.67,2.67,0.18,77.45,0.04,0
1504406,22.58,3.6,0.04,73.68,0.1,0
1504422,23.08,7.86,0.43,68.57,0.07,0
1504455,26.42,10.35,2.5,60.26,0.47,0
1504505,14.96,5.51,0.66,78.87,0,0
1504604,21.78,6.6,1.29,70.13,0.21,0
1504703,16.07,10.16,1.07,72.4,0.29,0
1504802,18.85,3.77,0.78,76.39,0.2,0
1504901,18.24,5.66,0.63,75.47,0,0
1504950,16.93,4.45,0.91,77.72,0,0
1504976,17.14,8.7,0.66,73.16,0.35,0
1505007,18.66,4.69,0.61,76.04,0,0
1505031,45.12,6.7,0.29,47.6,0.28,0
1505064,21,8.19,1.14,68.39,1.28,0
1505106,20.3,7.62,1.04,69.85,1.18,0
1505205,14.81,4.39,0.79,80.02,0,0
1505304,14.99,11.21,0.47,68.6,4.73,0
1505403,13.96,7.35,0.41,78.25,0.03,0
1505437,19.9,5.27,1.57,67.78,5.48,0
1505486,17.99,9.44,1.45,71.1,0.02,0
1505494,18.17,8.56,0.76,72.28,0.22,0
1505502,20.67,8.9,0.91,68.42,1.11,0
1505536,24,7,1.27,67.01,0.72,0
1505551,20.25,9.1,0.7,63.3,6.65,0
1505601,25.35,6.85,0.7,67.1,0,0
1505635,21.03,9.41,1.06,68.45,0.05,0
1505650,21.96,10.16,0.68,67.02,0.18,0
1505700,17.32,4.45,0.26,77.98,0,0
1505809,16.03,6.59,0.35,76.93,0.1,0
1505908,14.03,7.52,0.11,78.33,0,0
1506005,12.56,1.57,0.09,85.79,0,0
1506104,22,4.48,2.08,71.44,0,0
1506112,25.59,3.73,0.14,70.55,0,0
1506138,27.3,8.77,1.24,62.39,0.3,0
1506161,29.48,10.22,1.63,58.53,0.15,0
1506187,21.18,7.2,0.67,70.52,0.43,0
1506195,24.21,5.77,1.06,68.89,0.07,0
1506203,16.96,2.27,0.44,80.25,0.08,0
1506302,12.82,12.95,0.39,73.79,0.05,0
1506351,16.43,7.4,0.48,75.52,0.17,0
1506401,12.82,16.2,1.63,69.34,0,0
1506500,17.81,7.57,1.04,73.15,0.03,0.4
1506559,18.97,4.46,0.11,73.45,3.01,0
1506583,23.73,9.42,1.94,64.2,0.7,0
1506609,20.06,2.51,0.46,76.51,0.46,0
1506708,20.7,11.18,2.87,65.15,0.1,0
1506807,20.1,5.18,0.86,73.03,0.83,0
1506906,13.42,4.09,0.32,82.17,0,0
1507003,20.66,4.78,1.04,73.34,0.18,0
1507102,19.15,2.39,0.31,78.15,0,0
1507151,23.29,9.92,2.05,64.68,0.06,0
1507201,12.15,6.04,0.11,81.69,0,0
1507300,25.3,10.43,1.27,61.58,1.43,0
1507409,17.24,3.53,0.12,79.07,0.04,0
1507458,23.26,10.75,1.67,63.18,1.15,0
1507466,7.97,1.02,0.12,90.82,0.07,0
1507474,17.34,4.86,0.29,77.5,0,0
1507508,14.89,10.41,1.74,72.92,0.04,0
1507607,11.01,4.9,0.36,83.71,0.02,0
1507706,18.8,1.14,0.23,79.83,0,0
1507755,26.96,4.73,0.96,67.35,0,0
1507805,13.3,8.11,0.61,74.69,3.28,0
1507904,15.27,11.99,1.21,71.25,0.27,0
1507953,23.2,9.27,1.76,65.7,0.06,0
1507961,19.83,3.5,0.25,76.42,0,0
1507979,20.21,2.85,0.49,76.24,0.2,0
1508001,18.79,8.18,1.12,71.36,0.55,0
1508035,11.79,1.85,0.03,86.32,0,0
1508050,23.82,7.8,1.59,64.98,1.81,0
1508084,33.55,7.19,1.86,57.34,0,0.05
1508100,25.29,8.41,1.1,64.76,0.45,0
1508126,24.83,7.74,0.77,66.65,0.01,0
1508159,27.17,7.54,0.91,64.3,0.08,0
1508209,22.23,3.31,0.42,74.03,0.02,0
1508308,15.28,5.08,1.1,78.39,0.14,0
1508357,22.64,8.03,2.17,65.79,1.37,0
1508407,27.24,6.79,1.98,63.94,0.05,0
1600055,24.86,4.46,0.07,70.61,0,0
1600105,16.37,4.31,0.04,79.24,0.03,0
1600154,16.33,6.79,0.54,68.05,8.29,0
1600204,18.52,14,1.3,66.19,0,0
1600212,19.75,5.42,0.68,74.08,0.07,0
1600238,17.97,14.79,0.29,66.78,0.12,0.06
1600253,17.55,7.58,0.99,73.72,0.17,0
1600279,19.9,7.41,0.59,71.87,0.22,0
1600303,26.44,9.21,1.18,62.99,0.18,0
1600402,17.44,10.52,3.65,68.23,0.16,0
1600501,15.19,5.84,0.73,51.15,27.1,0
1600535,20.8,6.56,1.22,71.18,0.23,0
1600550,11.21,11.92,1.28,75.59,0,0
1600600,22.28,6.24,0.57,70.91,0,0
1600709,20.11,6.12,0.96,72.76,0.04,0
1600808,18.39,7.66,0.89,73.07,0,0
1700251,27.46,7.01,2.17,63.26,0.1,0
1700301,19.69,6.65,2.05,71.61,0,0
1700350,23.58,10.5,2.71,63.22,0,0
1700400,14.73,14.2,2.34,68.64,0.09,0
1700707,30.01,5.04,1.56,63.38,0,0
1701002,23.22,10.24,3.81,62.68,0.05,0
1701051,20.49,9.29,0.84,69.39,0,0
1701101,19.12,11.1,0.52,69.06,0.2,0
1701309,19.93,12.64,4.52,62.55,0.36,0
1701903,19.24,10.15,0.43,70.19,0,0
1702000,36.51,8.26,0.63,54.46,0.13,0
1702109,27.02,8.39,2.19,62.22,0.17,0
1702158,19.23,10.05,4.15,66.29,0.27,0
1702208,18.73,8.94,2.57,69.67,0.09,0
1702307,24.02,5.94,0.71,69.26,0.07,0
1702406,9.67,23.03,0.6,66.6,0.1,0
1702554,21.8,6.69,1.02,70.47,0.02,0
1702703,16.09,9.75,1.92,72.16,0.08,0
1702901,22,9.94,0.78,66.93,0.34,0
1703008,21.44,5.84,0.89,71.79,0.04,0
1703057,24.91,9.32,3.96,61.81,0,0
1703073,21.28,4.24,0.79,73.68,0,0
1703107,28.63,3.12,0.14,68,0.11,0
1703206,24.49,3.8,4.93,66.6,0.18,0
1703305,19.76,6.66,1.02,72.38,0.18,0
1703602,20.2,4.89,0.68,74.23,0,0
1703701,12.18,19.63,0.81,67.24,0.13,0
1703800,21.25,11.74,2.59,64.31,0.11,0
1703826,17.81,5.58,2.09,74.52,0,0
1703842,14.39,8.43,0.34,76.84,0,0
1703867,24.08,5.36,0.49,70.06,0,0
1703883,21.64,11.77,2.92,63.67,0,0
1703891,16.52,12.52,0.59,70.37,0,0
1703909,13.91,5.75,0.32,80.01,0,0
1704105,17.38,3.58,0.24,78.79,0,0
1704600,28.76,11.73,2.68,56.83,0,0
1705102,12.14,12.55,0.14,75.17,0,0
1705508,30.87,5.63,2.72,60.71,0.08,0
1705557,27.07,5.84,0.17,66.92,0,0
1705607,12.57,25.23,2.76,59.45,0,0
1706001,26.29,13.43,3.57,56.31,0.4,0
1706100,21.24,6.97,1.32,70.18,0.3,0
1706258,23.71,11.78,1,63.51,0,0
1706506,20.2,7.94,3.39,68.42,0.06,0
1707009,19.08,12.35,1.1,67.47,0,0
1707108,30.16,3.82,0.65,65.33,0.04,0
1707207,23.2,5.71,1.8,69.24,0.04,0
1707306,22.22,4.31,0.79,72.62,0.06,0
1707405,10.44,11.77,1.57,76.23,0,0
1707553,23.02,5.33,3.65,68.01,0,0
1707652,27.66,8.61,0.72,62.64,0.36,0
1707702,22.35,8.25,0.84,68.48,0.08,0
1708205,23.51,6.63,2.1,62.11,5.65,0
1708254,21.98,5.94,1.61,70.47,0,0
1708304,26.89,4.18,2.41,66.44,0.07,0
1709005,19.58,8.29,1.39,56.53,14.22,0
1709302,24.91,5.47,3.13,66.16,0.33,0
1709500,30.49,7.22,0.77,61.22,0.3,0
1709807,12.62,4.3,0,82.95,0.13,0
1710508,21.11,6.6,1.71,56.62,13.96,0
1710706,16.6,6.14,0.4,76.56,0.31,0
1710904,22.25,10.51,3.41,63.83,0,0
1711100,28.19,4.86,1.11,65.7,0.14,0
1711506,27.06,8.69,1.76,62.48,0,0
1711803,22,5.98,1.21,70.71,0.11,0
1711902,18.69,7.22,0.26,55.1,18.74,0
1711951,12.95,9.67,2.46,74.93,0,0
1712009,32.65,49.24,0.72,17.11,0.28,0
1712157,17.41,9.94,0.43,72.23,0,0
1712405,10.99,5.07,1.07,82.87,0,0
1712454,24.24,8.89,0.36,66.39,0.12,0
1712504,27.82,10.15,2.78,59.25,0,0
1712702,12.35,13.26,3.95,70.43,0,0
1712801,17.11,6.73,1.67,68.93,5.56,0
1713205,25.3,8.7,1.64,63.84,0.51,0
1713304,31.84,7.49,1.96,58.5,0.21,0
1713601,11.56,11.65,1.6,75.19,0,0
1713700,33.77,5.48,2.53,58.23,0,0
1713809,23.43,8.31,0.25,68.01,0,0
1713957,18.46,15.58,5.11,60.84,0,0
1714203,16.42,15,0.94,67.65,0,0
1714302,15.79,9.36,2.2,72.65,0,0
1714880,20.8,5.2,1.81,72.09,0.1,0
1715002,19.93,8.77,1.59,69.7,0,0
1715101,15.64,5.81,1.17,77.33,0.05,0
1715150,24.68,8.56,0.95,65.81,0,0
1715259,15.63,8.3,0.04,76.02,0,0
1715507,24.42,5.04,0,70.54,0,0
1715705,17.75,4.16,0.66,77.28,0.15,0
1715754,25.54,6.6,0.8,66.99,0.08,0
1716109,33.68,5.12,1.85,59.05,0.3,0
1716208,7.48,17.76,3.95,70.76,0.04,0
1716307,24.3,10.06,0.07,65.27,0.29,0
1716505,24.21,6.93,2.55,66.11,0.21,0
1716604,16.92,14.46,2.11,66.41,0.1,0
1716653,27.67,5.01,2.67,64.5,0.16,0
1716703,35.77,8.96,0.78,54.49,0,0
1717008,25.49,12.78,0.09,61.65,0,0
1717206,19.25,15.61,2.43,62.6,0.11,0
1717503,20.95,6.63,2.39,58.93,11.1,0
1717800,11.08,5.19,2.53,81.2,0,0
1717909,17.67,7.39,1.72,73.22,0,0
1718006,12.04,10.69,1.72,75.54,0,0
1718204,22.57,13.68,2.64,61.03,0.09,0
1718303,19,12.21,2.01,66.75,0.04,0
1718402,18.43,6.08,1.2,74.28,0,0
1718451,29.38,9.34,0.79,60.49,0,0
1718501,13.75,8.45,0.81,76.9,0.1,0
1718550,16.49,22.47,2.38,58.66,0,0
1718659,14.48,9.89,1.49,74.15,0,0
1718709,19,4.46,1.92,74.43,0.2,0
1718758,14.37,4.02,1.39,80.22,0,0
1718808,16.45,11.71,2.47,68.79,0.58,0
1718840,31.96,8.6,1.74,56.99,0.71,0
1718865,25.95,8.04,1.5,60.21,4.31,0
1718881,28.5,5.82,0.24,65,0.43,0
1718899,21.97,11.46,1.29,65.27,0,0
1718907,7.69,11.41,1.79,79.11,0,0
1719004,17.44,13.65,0.81,68.1,0,0
1720002,25.73,9.36,0,64.91,0,0
1720101,19.28,12.53,0.93,66.89,0.37,0
1720150,10.15,15.02,4.56,70.27,0,0
1720200,19.99,14.27,1.51,64.1,0.13,0
1720259,12.22,12.47,4.19,70.93,0.19,0
1720309,18.36,12.19,2.18,67.27,0,0
1720499,17.42,16.97,6.78,58.84,0,0
1720655,12.81,18.1,0.36,68.74,0,0
1720804,19.35,7.7,2.34,70.32,0.28,0
1720853,27.1,15.85,0.88,56.17,0,0
1720903,16.6,7.44,2.11,73.81,0.03,0
1720937,8.98,8.39,1.76,80.78,0.08,0
1720978,21.29,12.74,1.99,62.92,1.06,0
1721000,32,9.48,2.86,55.48,0.18,0.01
1721109,10.49,4.13,1.33,42.68,41.38,0
1721208,20.8,9.29,0.05,64.14,5.71,0
1721257,23.99,11.08,1.71,62.83,0.4,0
1721307,17.48,21.65,2.02,58.65,0.2,0
1722081,19.81,6.32,0.23,73.56,0.07,0
1722107,21.16,12.35,3.57,62.92,0,0
2100055,26.11,7.97,0.86,64.88,0.19,0
2100105,11.38,6.68,2.01,79.93,0,0
2100154,22.89,1.67,0.21,75.22,0,0
2100204,14.16,24.45,0.52,60.79,0.08,0
2100303,13.1,9.39,2.28,75.22,0,0
2100402,18.16,3.94,2.44,75.46,0,0
2100436,14.69,7.71,0.74,76.86,0,0
2100477,15.75,9.84,1.07,73.23,0.11,0
2100501,13.39,7.45,1.08,78.03,0.06,0
2100550,17.06,3.95,0.47,78.52,0,0
2100600,18.46,4.41,0.83,64.09,12.12,0.1
2100709,34.71,4.66,0.15,60.42,0.07,0
2100808,15.95,4.1,0.85,79.09,0,0
2100832,16.09,12.93,1.18,69.8,0,0
2100873,15.18,13.3,0.48,68.45,2.6,0
2100907,21.01,6.08,0.95,71.97,0,0
2100956,21.41,7.55,0.89,60.56,9.59,0
2101004,34.12,7.54,0.5,57.82,0.03,0
2101103,15.2,10.48,0.25,74.08,0,0
2101202,23.95,13.95,1.42,60.58,0.1,0
2101251,24.69,8.38,0.59,66.25,0.09,0
2101301,10.89,27.56,2.9,58.61,0.04,0
2101350,6.11,30.53,1.73,61.63,0,0
2101400,22.05,8.18,1.94,67.71,0.12,0
2101509,21.23,9.88,1.33,67.56,0,0
2101608,24.32,6.01,0.98,65.09,3.59,0
2101707,17.67,4.34,0.58,77.38,0.02,0
2101731,17.28,5.58,0.87,76.1,0.16,0
2101772,25.27,9.46,1.4,63.87,0,0
2101806,27.12,5.17,0.19,67.48,0.04,0
2101905,37.66,18.76,0.26,43.32,0,0
2101939,28.91,6.19,2.26,62.64,0,0
2101970,13.72,6.1,0.25,79.65,0.28,0
2102002,16.94,8.55,1.33,70.65,2.52,0
2102036,12.99,7.58,2.97,74.41,2.05,0
2102077,23.62,7.29,1.56,67.53,0,0
2102101,17.21,9,2.11,71.51,0.16,0
2102150,18.2,4.17,1.86,75.77,0,0
2102200,16.66,6.11,0.95,76.27,0,0
2102309,17.01,13.9,0.73,68.36,0,0
2102325,20.62,6.1,1,71.6,0.67,0
2102358,22.23,4.96,0.19,72.47,0.15,0
2102374,18.86,4.01,0.54,75.43,1.16,0
2102408,13.88,7.52,0.35,78.25,0,0
2102507,14.23,6.93,0.6,78.19,0.05,0
2102556,24.33,5.42,0.41,69.57,0.27,0
2102606,19.14,7.64,0.69,72.44,0.1,0
2102705,12.51,6.6,0.25,80.63,0,0
2102754,21.46,7.86,0.33,70.35,0,0
2102804,23.87,6.76,1.7,67.2,0.49,0
2102903,16.88,2.99,0.49,79.23,0.41,0
2103000,17.25,12.95,1.56,68.09,0.15,0
2103109,17.3,5.87,0.09,76.68,0.06,0
2103125,9.48,28.9,1.27,60.36,0,0
2103158,20.09,9.93,2.24,67.74,0,0
2103174,19.09,6.4,0.95,71.24,2.32,0
2103208,23.86,6.74,1.34,68.04,0.03,0
2103257,21.87,8.71,1,68.34,0.08,0
2103307,12.85,13.57,1.35,72.17,0.05,0
2103406,15.59,10.91,3.11,70.33,0.06,0
2103505,20.67,13.94,2.03,63.07,0.29,0
2103554,18.88,11.97,0.93,68.15,0.07,0
2103604,22.54,9.8,0.76,66.86,0.03,0
2103703,13.34,18.6,1.04,66.85,0.17,0
2103752,21.91,8,0.59,69.41,0.09,0
2103802,25.93,6.49,0.7,66.87,0,0
2103901,13.84,5.03,0.11,81.02,0,0
2104008,22.96,4.87,0.68,71.47,0.02,0
2104057,27.01,5.47,0.54,66.77,0.22,0
2104073,15.62,3.52,1.2,79.65,0,0
2104081,19.22,3.71,1.19,48.84,27.04,0
2104099,24.61,6.7,1.62,66.91,0.17,0
2104107,23.98,9.62,2.16,64.24,0,0
2104206,21.87,9.22,0.91,68,0,0
2104305,18.09,10.86,0.71,70.13,0.21,0
2104404,23.53,9.56,3.2,63.71,0,0
2104503,15.78,6.5,1.78,75.94,0,0
2104552,22.18,4.98,1.01,71.7,0.14,0
2104602,16.29,10.13,1.13,72.38,0.07,0
2104628,15.6,6.88,1.68,75.85,0,0
2104651,14.08,7.1,1.77,76.87,0,0.18
2104677,15.72,7.99,0.52,75.57,0.2,0
2104701,20.12,8.26,1.85,69.77,0,0
2104800,24.1,6.75,0.86,61.93,6.36,0
2104909,14.84,12.1,1.16,71.9,0,0
2105005,13.61,4.91,1.02,80.46,0,0
2105104,8.11,7.31,0.75,83.83,0,0
2105153,16.62,15.38,2.6,65.31,0.1,0
2105203,26.43,9.08,1.19,63.3,0,0
2105302,30.29,7.97,1.41,60.11,0.23,0
2105351,19.13,3.92,0.77,69.69,6.49,0
2105401,16.02,8.32,0.24,75.37,0.04,0
2105427,26.51,7.82,2.02,63.65,0,0
2105450,19.67,6.75,2.15,71.28,0.15,0
2105476,13.7,3.1,0.78,47.25,35.16,0
2105500,25.6,8.81,1.52,64.07,0,0
2105609,20.13,6.88,0.83,72.09,0.08,0
2105658,17.67,4.53,0.96,76.84,0,0
2105708,21.49,6.25,2.2,70.06,0,0
2105807,22.23,8.29,3.13,66.3,0.05,0
2105906,21.11,3.41,0.45,75.04,0,0
2105922,21.91,5.89,0.14,72.06,0,0
