"city_code","pop.white","pop.black","pop.asian","pop.pardos","pop.indigenous","pop.others"
2504074,36.37,2.93,2.64,58.07,0,0
2504108,64.24,2.29,0.48,32.99,0,0
2504157,32.77,2.02,0.12,65.09,0,0
2504207,31.31,5.86,0.33,62.5,0,0
2504306,42.7,5.75,0.97,50.58,0,0
2504355,48.23,1.34,0.4,50.03,0,0
2504405,33.39,4.75,1.17,60.64,0.05,0
2504504,44.56,5.07,0.53,49.84,0,0
2504603,28.71,13.08,1.01,55.82,1.37,0
2504702,36.39,3.39,0.29,59.92,0,0
2504801,49.4,8.03,0.86,41.71,0,0
2504850,48.05,0.85,0.87,50.23,0,0
2504900,30.08,4.24,1.28,64.4,0,0
2505006,46.37,6.49,1.63,45.51,0,0
2505105,38.93,2.53,0.61,57.83,0.1,0
2505204,31.26,9.89,0.73,57.89,0.22,0
2505238,33.67,3.17,0.22,62.89,0.05,0
2505279,25.35,4.32,0.34,69.99,0,0
2505303,33.5,5.74,1.58,59.18,0,0
2505352,34.33,2.58,2.07,61.02,0,0
2505402,31.19,6.73,6.26,55.82,0,0
2505501,59.71,8.43,0.64,31.22,0,0
2505600,23.31,7.07,1.82,67.8,0,0
2505709,31.76,4.73,0.61,62.9,0,0
2505808,40.21,3.19,0.63,55.98,0,0
2505907,35.95,6.44,0.78,56.83,0,0
2506004,41.94,2.47,0.75,54.84,0,0
2506103,36.06,3.27,0.24,60.34,0.08,0
2506202,39.3,2.52,1.85,56.32,0,0
2506251,40.38,1.95,0.64,57.03,0,0
2506301,41.55,5.96,0.76,51.63,0.1,0
2506400,29.56,4.89,0.32,65.23,0,0
2506509,41.43,3.78,1.79,53,0,0
2506608,28.81,1.63,0.29,69.28,0,0
2506707,30.96,2.92,1.67,64.45,0,0
2506806,31.9,4.82,0.55,62.73,0,0
2506905,41.5,4.46,0.87,53.08,0.1,0
2507002,43.58,6.99,1.37,48.06,0,0
2507101,40.08,2.11,0.8,57.01,0,0
2507200,31.02,9.83,0.36,58.79,0,0
2507309,41.31,3.84,0.68,53.68,0.26,0.23
2507408,40.8,1.31,0.43,57.46,0,0
2507507,44.81,6.6,1.35,46.93,0.31,0
2507606,31.03,4.79,0.75,63.42,0,0
2507705,32.9,5.79,2.04,59.16,0.11,0
2507804,37.31,5.41,0.46,56.82,0,0
2507903,27.99,2.23,0.27,69.46,0.05,0
2508000,36.84,1.56,2.04,59.56,0,0
2508109,43.62,2.17,0.22,53.98,0,0
2508208,36.29,2.15,0.6,60.97,0,0
2508307,39.38,5.7,1.46,53.46,0,0
2508406,38.1,4.3,1.3,56.3,0,0
2508505,42.87,3.69,1.65,51.79,0,0
2508554,40.55,3.3,0.77,55.38,0,0
2508604,27.93,7.63,3.21,60.88,0.35,0
2508703,32.24,2.71,0.44,64.61,0,0
2508802,41.13,5.06,0.56,53.25,0,0
2508901,34.27,4.86,1.1,59.53,0.24,0
2509008,29.09,3.34,3.18,64.39,0,0
2509057,11.43,0.96,0.12,11.14,76.36,0
2509107,38.48,5.94,0.55,54.9,0.14,0
2509156,43.03,6.16,1.33,49.49,0,0
2509206,39.8,4.26,2.12,53.82,0,0
2509305,33.15,4.54,0.89,58.83,2.58,0
2509339,33.54,4.47,1.07,60.92,0,0
2509370,29.21,1.21,0,69.58,0,0
2509396,31.99,10.35,6.18,51.47,0,0
2509404,32.5,6.69,0.92,59.81,0.08,0
2509503,39.69,1.19,1.25,57.86,0,0
2509602,38.01,9.28,2.64,50.07,0,0
2509701,36.64,3.49,1.31,58.54,0.03,0
2509800,35.59,7.81,0.49,56.01,0.09,0
2509909,41.66,8.06,0.99,49.05,0.24,0
2510006,42.11,1.33,0.4,56.15,0.02,0
2510105,37.72,3.99,1.75,56.54,0,0
2510204,26.86,5.37,2.09,65.69,0,0
2510303,47.45,4.14,2.68,45.65,0.08,0
2510402,60.99,5.51,0.45,33.05,0,0
2510501,48.27,3.95,0.34,47.44,0,0
2510600,37.17,9.96,0.97,51.9,0,0
2510659,52.17,2.94,1.15,43.74,0,0
2510709,37.91,2.44,1.36,58.29,0,0
2510808,45.26,5.59,1.18,47.9,0.06,0
2510907,38.99,2.13,1.06,57.81,0,0
2511004,39.4,6.23,1.01,53.36,0,0
2511103,53.47,3.14,1.23,42.08,0.08,0
2511202,34.15,6.04,1.81,57.95,0.05,0
2511301,48.77,3.29,0.31,47.63,0,0
2511400,40.6,6.14,1.81,51.28,0.18,0
2511509,31.55,9.93,1.77,56.52,0.23,0
2511608,28.65,5.47,2.05,63.82,0,0
2511707,28.02,3.79,0.76,67.43,0,0
2511806,32.74,7.54,1.04,58.67,0,0
2511905,23.28,8.27,1.92,66.23,0.3,0
2512002,44.26,4.85,0.68,50.1,0.11,0
2512036,37.28,1.56,0.74,60.42,0,0
2512077,31.48,3.06,1.81,63.65,0,0
2512101,46.76,8.56,1.38,43.1,0.2,0
2512200,33.57,6.45,1.53,58.45,0,0
2512309,37.68,2.68,2.81,56.84,0,0
2512408,42.92,3.56,0.19,53.17,0.17,0
2512507,41.33,2.61,0.77,55.29,0,0
2512606,36.42,8.95,2.2,52.42,0,0
2512705,36.63,2.97,0.31,60.07,0.02,0
2512721,40.35,2.39,0.03,57.16,0.06,0
2512747,19.21,3.73,0,77.06,0,0
2512754,33.51,5.12,0.37,61,0,0
2512762,46.04,1.82,0.63,51.51,0,0
2512788,43.96,1.35,0.42,54.26,0,0
2512804,47.41,3.04,1.04,48.51,0,0
2512903,31.6,4.27,0.95,52.03,11.14,0
2513000,31.5,10.19,1.92,56.39,0,0
2513109,38.38,5.23,0.38,56.01,0,0
2513158,44.81,1.21,0.2,53.78,0,0
2513208,53.48,3.16,0,43.31,0.05,0
2513307,35.9,1.12,0.78,62.2,0,0
2513356,31.36,7.65,1.28,59.71,0,0
2513406,47.26,7.37,0.87,44.51,0,0
2513505,30.49,2.79,0.18,66.53,0,0
2513604,37.65,5.5,3.06,53.79,0,0
2513653,25.6,5.94,1.76,66.7,0,0
2513703,31.68,8.29,1.45,57.98,0.23,0.37
2513802,39.9,2.74,0.38,56.98,0,0
2513851,44.32,4.74,4.57,46.37,0,0
2513901,43.86,2.54,1.17,52.39,0.04,0
2513927,43.45,6.65,0.17,49.73,0,0
2513943,47.9,1.85,0.66,49.59,0,0
2513968,35.75,15.2,3.01,45.94,0.1,0
2513984,44.82,10.85,3.72,40.61,0,0
2514008,38.46,2.82,1.27,57.3,0.14,0
2514107,29.97,10.92,1.01,58.04,0.06,0
2514206,37.76,3.15,0.7,58.31,0.08,0
2514305,34.94,3.25,0,61.81,0,0
2514404,36.45,5.81,3.56,54.13,0.06,0
2514453,34.42,5.63,0.95,58.95,0.05,0
2514503,45.91,5.27,0.85,47.97,0,0
2514552,33.21,3.84,1.72,61.23,0,0
2514602,31.38,2.5,0.4,65.71,0,0
2514651,34.6,0.92,0.73,63.74,0,0
2514701,52.57,1.93,1.58,43.92,0,0
2514800,43.08,0.77,0.83,55.32,0,0
2514909,51.59,3.12,1.03,44.1,0.16,0
2515005,33.3,10.01,0.68,56.02,0,0
2515104,37.45,5.2,0.87,56.48,0,0
2515203,34.01,2.1,0.65,63.17,0.06,0
2515302,35.42,4.28,1.02,59.28,0,0
2515401,31.04,7.82,0.68,60.46,0,0
2515500,41.54,4.12,0.91,53.3,0.14,0
2515609,33.93,5.27,0.24,60.56,0,0
2515708,20.54,3.17,0.31,75.99,0,0
2515807,38.64,3.56,1.03,56.77,0,0
2515906,31.39,2.98,1.13,64.5,0,0
2515930,28.52,4.53,0.32,66.44,0.19,0
2515971,34.27,3.15,0.43,62.14,0,0
2516003,36.92,3.92,1.83,57.33,0,0
2516102,43.95,3.65,0.4,52,0,0
2516151,43.63,1.96,0.97,53.44,0,0
2516201,42.98,7.5,1.74,47.76,0.02,0
2516300,40.03,4.05,0.74,55,0.18,0
2516409,35.56,4.93,0.2,59.31,0,0
2516508,38.49,4.14,1.34,55.98,0.05,0
2516607,37.1,7.36,2.1,53.4,0.03,0
2516706,33.32,4.22,1.97,60.46,0.03,0
2516755,44.49,1.55,0.13,53.83,0,0
2516805,34.03,6.16,0.37,59.44,0,0
2516904,43.9,6.72,2.5,46.85,0.03,0
2517001,42.41,4,0.41,53.02,0.16,0
2517100,64.35,5.59,0.21,29.84,0,0
2517209,42.46,3.5,1.92,52.12,0,0
2517407,40.26,1.82,0.26,57.66,0,0
2600054,33.79,7.96,0.81,56.92,0.52,0
2600104,43.74,3.18,0.52,52.34,0.22,0
2600203,47.18,11.57,1.42,39.74,0.1,0
2600302,52.5,6.36,0.68,40.44,0.03,0
2600401,25.31,5.65,0.87,68.17,0,0
2600500,31.84,4.29,0.97,54.88,8.01,0
2600609,41.61,5.37,0.57,52.24,0.21,0
2600708,32.08,5.81,0.65,61.07,0.39,0
2600807,41.4,3.42,0.39,54.8,0,0
2600906,36.45,3.38,0.27,59.9,0,0
2601003,32.98,3.89,0.47,62.62,0.04,0
2601052,26,8.92,0.33,64.75,0,0
2601102,26.71,7.55,1.86,63.85,0.03,0
2601201,36.41,5.68,2.14,55.24,0.52,0
2601300,41.94,2.98,0.32,54.75,0,0
2601409,28.38,6.98,0.64,63.75,0.25,0
2601508,40.47,2.62,0.23,56.68,0,0
2601607,21.77,8.58,1.67,64.41,3.57,0
2601706,40.35,3.28,0.32,55.86,0.19,0
2601805,30.91,12.67,0.61,55.76,0.05,0
2601904,53.21,3.24,0.68,42.85,0.02,0
2602001,21.24,4.04,2.11,72.56,0.05,0
2602100,31.26,4.78,0.47,63.25,0.24,0
2602209,41.59,4.04,0.28,54.09,0,0
2602308,42.12,2.2,0.34,55.23,0.1,0
2602407,37.31,5.38,0.87,56.44,0,0
2602506,36.36,4.08,2.74,56.82,0,0
2602605,35.61,3.88,0.68,59.69,0.14,0
2602704,33,7.41,0.32,59.23,0.05,0
2602803,21.84,3.46,1.76,71.69,1.25,0
2602902,31.21,9.66,1.05,57.94,0.12,0.02
2603009,23.02,9.69,1.32,52.58,13.4,0
2603108,43.88,4.28,0.27,51.43,0.14,0
2603207,42.83,3.47,1.18,52.52,0,0
2603306,31.54,3.29,0.23,64.94,0,0
2603405,27.15,3.04,0.57,69.18,0.06,0
2603454,34.55,7.94,0.88,56.5,0.14,0
2603504,49.24,3.38,0.21,47.13,0.04,0
2603603,35.34,3.33,0,61.18,0.16,0
2603702,33.2,3.56,0.47,62.77,0,0
2603801,47.35,4.03,0.41,48.2,0,0
2603900,41.3,4.57,0.93,53.08,0.11,0
2603926,16.01,2.78,0.63,48.57,32.01,0
2604007,33.26,7.17,1.72,57.78,0.05,0.02
2604106,49.87,3.7,0.78,45.48,0.18,0
2604155,46.59,2.06,0.1,51.24,0,0
2604205,35.51,4.97,0.73,58.66,0.13,0
2604304,29.48,5.52,0.54,64.46,0,0
2604403,26.12,5.27,0.44,68.17,0,0
2604502,44.86,3.05,0.58,51.47,0.04,0
2604601,27.95,6.74,0.29,65.01,0,0
2604700,32.52,3.85,0.47,63.15,0,0
2604809,31.62,3.6,0.61,64.16,0,0
2604908,47.23,3.17,0.36,49.17,0.07,0
2605004,46.56,1.32,0.54,51.39,0.18,0
2605103,36.35,4.58,1.01,57.76,0.29,0
2605152,52.21,4.09,0.39,43.29,0.03,0
2605202,28.44,5.24,0.62,65.7,0,0
2605301,23.32,3.38,0.66,72.61,0.03,0
2605400,38.55,4.95,0.93,55.56,0,0
2605459,36.57,9.99,0.74,52.61,0.09,0
2605509,38.85,3.64,0.3,57.13,0.09,0
2605608,33.78,2.73,0.68,62.8,0,0
2605707,21.46,3.88,1.82,65.6,7.24,0
2605806,62.23,0.97,0.25,36.55,0,0
2605905,27.08,5.67,1.34,65.85,0.07,0
2606002,42.34,4.61,1.19,51.68,0.18,0
2606101,30.65,5.97,0.5,62.87,0,0
2606200,29.23,7.46,0.85,62.43,0,0.03
2606309,14.75,2.66,2.68,79.87,0.04,0
2606408,48.55,2.67,0.48,48.16,0.14,0
2606507,32.09,2.69,0.67,64.49,0.07,0
2606606,26.72,2.86,1.14,61.6,7.67,0
2606705,41.3,3.9,0.4,54.3,0.1,0
2606804,26.98,7.93,1.19,63.82,0.08,0
2606903,33.94,2.73,0.27,63.06,0,0
2607000,18.22,6.27,1.98,64.02,9.51,0
2607109,45.41,3.12,0.98,50.5,0,0
2607208,27.94,8.22,0.71,63.1,0.02,0
2607307,23.85,5.29,1.63,69.19,0.05,0
2607406,18.35,24.43,3.02,46.76,7.44,0
2607505,28.84,1.81,0.99,68.36,0,0
2607604,24.76,7.14,1.18,66.66,0.26,0
2607653,29.24,7.19,0.96,62.6,0.01,0
2607703,47.52,3.29,1.46,47.28,0.45,0
2607752,23.41,11.37,1.32,63.91,0,0
2607802,23.81,4.5,2.19,69.41,0.09,0
2607901,36.6,7.86,1.11,54.17,0.26,0
2607950,33.95,7.21,1.36,57.38,0.1,0
2608008,34.93,1.96,0.2,62.79,0.11,0
2608057,22.22,5.68,0.58,48.48,23.04,0
2608107,41.75,3.05,0.03,55.14,0.02,0
2608206,29.38,5.8,0.71,64.11,0,0
2608255,40.26,5.2,0.49,54.01,0.04,0
2608305,38.5,3.23,0.04,58.17,0.07,0
2608404,39.4,2.15,0.42,58.04,0,0
2608453,37.63,4.3,0.72,57.31,0.03,0
2608503,27.05,7.1,2.2,63.65,0,0
2608602,44.13,2.28,0.32,53.27,0,0
2608701,38.53,3.19,0.56,57.69,0.04,0
2608750,24.45,7.27,1.74,66.54,0,0
2608800,43.02,3.79,0.69,52.49,0.01,0
2608909,40.63,5.72,0.82,52.79,0.04,0
2609006,41.72,5.06,0.45,52.77,0,0
2609105,40.15,3.64,0.25,55.96,0,0
2609154,21.84,1.36,0.36,76.44,0,0
2609204,33.58,2.86,0.42,63.14,0,0
2609303,13.79,10.79,1.81,67.39,6.23,0
2609402,30.21,6.09,0.7,62.89,0.11,0
2609501,26.43,12.11,0.82,60.58,0.06,0
2609600,36.18,9.9,1.23,52.38,0.26,0.04
2609709,46.13,6.98,0.24,46.65,0,0
2609808,14.47,12,2.96,69.1,1.47,0
2609907,30.38,5.78,0.92,62.87,0.04,0
2610004,35.51,6.63,0.92,56.84,0.09,0.02
2610103,34.86,2.35,0.9,61.89,0,0
2610202,37.81,5.01,0.36,56.8,0.02,0
2610301,37.59,3,1.21,58.12,0.08,0
2610400,33.98,2.73,0.5,62.79,0,0
2610509,40.12,3.39,0.15,56.34,0,0
2610608,30.25,4.46,0.68,64.6,0.02,0
2610707,38.53,9.79,1.44,49.95,0.27,0.03
2610806,29.61,4.28,1.04,65.07,0,0
2610905,31.4,2.31,0.8,50.36,15.13,0
2611002,26.41,5.5,1.53,60.42,6.15,0
2611101,32.18,7.57,1.01,59.05,0.19,0
2611200,38.14,3.76,0.74,56.16,1.19,0
2611309,39.65,3.07,0.58,56.7,0,0
2611408,33.89,6.93,0.96,57.78,0.44,0
2611507,33.58,4.28,0.6,61.49,0.04,0
2611533,37.36,2.76,0.68,59.2,0,0
2611606,40.89,8.17,0.99,49.74,0.21,0
2611705,49.98,2.79,0.13,47.09,0,0
2611804,33.74,5.95,0.46,59.82,0.03,0
2611903,24.83,9.45,0.95,64.66,0.12,0
2612000,51.35,4.49,0.38,43.78,0,0
2612109,39.6,9.43,0.58,50.39,0,0
2612208,25.53,8.63,0.25,62.23,3.36,0
2612307,36.55,2.98,1.36,58.89,0.22,0
2612406,36.53,3.89,0.72,58.81,0.05,0
2612455,39.26,2.61,0.81,57.32,0,0
2612471,30.5,9.29,1.48,58.72,0,0
2612505,44.17,2.79,1.17,51.81,0.06,0
2612554,29.93,1.98,0.83,67.2,0.06,0
2612604,15.85,10.67,1.69,71.17,0.61,0
2612703,43.6,5.12,0.2,51.08,0,0
2612802,41.74,4.38,0.71,53.17,0,0
2612901,32.38,4.14,2.4,61.04,0.03,0
2613008,43.36,3.49,0.59,52.55,0,0
2613107,42.06,2.79,0.5,54.52,0.13,0
2613206,34.24,2.51,1,62.2,0.05,0
2613305,50.1,1.75,0.33,47.81,0,0
2613404,26.3,6.95,0.62,66.14,0,0
2613503,25.82,6.02,0.63,67.46,0.07,0
2613602,41.04,4.95,0.67,53.27,0.07,0
2613701,32.36,8.91,1.17,57.47,0.09,0
2613800,38.91,3.34,0.33,57.42,0,0
2613909,36.48,4.66,0.95,57.6,0.31,0
2614006,25.38,3.13,0.59,70.82,0.09,0
2614105,33.75,4.33,1.48,60.44,0,0
2614204,22.69,8.82,0.81,67.67,0.02,0
2614303,31.09,4.33,0.74,63.83,0,0
2614402,54.7,3.5,0.84,40.87,0.09,0
2614501,48.7,1.39,0.34,49.55,0.03,0
2614600,47.73,3.25,0.51,48.51,0,0
2614709,45.28,3.53,1.15,50.04,0,0
2614808,15.47,6.01,1.92,58.38,18.22,0
2614857,23.2,5.27,0.33,71.12,0.08,0
2615003,45.42,1.54,0.27,52.77,0,0
2615102,38.88,2.21,0.79,58.03,0.09,0
2615201,26.4,5.31,0.41,67.88,0,0
2615300,38.44,5.35,0.92,55.13,0.17,0
2615409,45.26,1.77,0.73,52.25,0,0
2615508,26.22,7.99,0.12,65.67,0,0
2615607,25.22,4.56,2.8,67.42,0,0
2615706,39.98,4.24,0.87,54.72,0.19,0
2615805,29.2,4.46,1.3,62.29,2.75,0
2615904,37.53,4.8,1.17,56.5,0,0
2616001,38.74,2.58,0.99,57.64,0.05,0
2616100,20.43,4,0.82,74.7,0.06,0
2616183,47.87,1.22,0.33,50.58,0,0
2616209,40.49,2.54,0.61,56.36,0,0
2616308,40.01,6.4,0.25,53.34,0,0
2616407,37.84,5.56,0.52,56.02,0.03,0.03
2616506,30.75,5.34,1.5,62.41,0,0
2700102,17.86,8.52,0.79,71.44,1.4,0
2700201,33.01,8,0.81,58.18,0,0
2700300,36.08,5.61,0.82,57.3,0.2,0
2700409,28.03,10.19,1.69,60.07,0.02,0
2700508,27.74,8.26,0.9,63.03,0.07,0
2700607,30.11,6.05,1.04,62.79,0,0
2700706,26.26,5.08,1.24,67.31,0.11,0
2700805,28.51,7.61,1.46,62.17,0.24,0
2700904,39.09,6.12,0.89,53.72,0.19,0
2701001,32.93,3.21,0.95,62.91,0,0
2701100,25.95,7.98,1.2,64.87,0,0
2701209,23.63,4.93,1.55,69.88,0,0
2701308,23,4.51,0.25,72.25,0,0
2701357,29.93,5.42,0.51,64.11,0.04,0
2701407,24.38,5.67,1.54,68.39,0.02,0
2701506,27.55,2.75,0.53,69.18,0,0
2701605,31.43,3.56,0.97,64.04,0,0
2701704,29.96,4.74,1.4,63.89,0,0
2701803,26.16,2.58,0.74,70.49,0.03,0
2701902,32.23,3.67,0.71,63.35,0.04,0
2702009,37.83,7.99,0.41,53.71,0.06,0
2702108,32.25,2.47,2.37,62.92,0,0
2702207,23.79,10.3,0.54,65.31,0.07,0
2702306,30.87,7.58,1.58,59.73,0.24,0
2702355,34.63,6.36,0.59,58.36,0.06,0
2702405,26.03,5.79,0.57,67.38,0.24,0
2702504,23.33,4.2,0.58,71.88,0,0
2702553,26.31,3.91,0.73,69.05,0,0
2702603,34.67,5.12,0.5,58.72,1,0
2702702,25.78,8.16,1.96,63.75,0.36,0
2702801,24.96,7,1.2,66.84,0,0
2702900,21.36,3.03,0.17,75.44,0,0
2703007,34.91,7.09,1.05,56.92,0.03,0
2703106,33.42,2.35,1.22,62.97,0.04,0
2703205,25.96,6.47,1.39,66.18,0,0
2703304,23.28,4.52,2.46,67.65,2.08,0
2703403,23.47,5.64,0.06,70.78,0.06,0
2703502,28.95,5.72,0.57,64.76,0,0
2703601,22.87,2.5,0.19,74.44,0,0
2703700,31.51,2.68,0.19,65.62,0,0
2703759,30.28,6.54,1.68,61.5,0,0
2703809,25.95,3.76,1.79,63.06,5.43,0
2703908,27.86,6.78,2.05,63.24,0.07,0
2704005,35.64,3.89,1.49,58.83,0.15,0
2704104,29.2,3.82,0.75,66.19,0.04,0
2704203,31.41,4.77,0.07,63.75,0,0
2704302,36.07,7.73,1.16,54.82,0.21,0
2704401,31.6,6.54,1.09,60.67,0.09,0
2704500,22.02,6.29,1.63,70.06,0,0
2704609,32.33,3.21,1.11,63.35,0,0
2704708,27.61,8.59,1.11,62.68,0.01,0
2704807,32.96,6.32,0.8,59.93,0,0
2704906,30.85,5.86,1.13,62.16,0,0
2705002,25.41,4.63,0.49,68.94,0.54,0
2705101,22.67,7.2,0.82,68.51,0.8,0
2705200,29.34,8.3,3.6,58.21,0.56,0
2705309,26.22,7.88,1.45,64.45,0,0
2705408,21.16,10.99,1.7,66.11,0.03,0
2705507,28.95,7.9,0.82,62.33,0,0
2705606,29.6,5.79,0.58,63.68,0.36,0
2705705,25.67,4.53,1.32,68.48,0,0
2705804,22.61,2.68,0.3,74.35,0.05,0
2705903,31.96,2.97,0,65.07,0,0
2706000,22.77,1.64,0.56,75.04,0,0
2706109,34.64,4.94,0.85,59.52,0.05,0
2706208,14.19,21.65,2.38,61.78,0,0
2706307,32.01,5.36,0.54,59.78,2.32,0
2706406,16.61,7.95,1.9,73.54,0,0
2706422,15.79,3.33,0.86,48.61,31.41,0
2706448,28.23,10.13,0.54,60.97,0.12,0
2706505,20.97,7.15,1.48,70.39,0,0
2706604,36.84,4.58,0.8,57.78,0,0
2706703,26.69,7.8,0.92,64.54,0.05,0
2706802,26.2,12.73,1.62,59.45,0,0
2706901,27.02,9.45,0.89,62.63,0,0
2707008,30.08,7.2,0.23,62.36,0.13,0
2707107,21.69,5.65,1,71.46,0.2,0
2707206,26.67,6.12,1.32,65.76,0.13,0
2707305,28.71,4.36,0.66,66.28,0,0
2707404,21.78,5.5,1.53,71.19,0,0
2707503,24.6,1.9,0.89,63.56,9.06,0
2707602,30.97,2.14,0.44,66.45,0,0
2707701,29.38,7.51,1.51,61.12,0.48,0
2707800,28.3,4.13,1.71,65.75,0,0.1
2707909,23.69,13.17,1.22,61.74,0.18,0
2708006,31.81,3.99,1.64,62.26,0.3,0
2708105,36.18,8.11,0.38,55.11,0.22,0
2708204,30.31,7.48,0.62,61.38,0.2,0
2708303,34.48,5.49,1.72,58.31,0,0
2708402,19.4,7.13,3.13,70.33,0,0
2708501,25.31,5.21,0.98,68.49,0,0
2708600,29.46,8.18,1.43,60.59,0.34,0
2708709,22.56,15.68,3.68,58.02,0.06,0
2708808,36.41,3.13,0.32,58.43,1.7,0
2708907,28.72,6.88,1.76,62.53,0.11,0
2708956,19.75,6.18,4.47,69.61,0,0
2709004,29.08,5.24,2.08,63.6,0,0
2709103,33.14,5.21,0.63,60.69,0.33,0
2709152,29.47,7.4,1.5,61.19,0.44,0
2709202,21.41,6.15,0.43,71.83,0.18,0
2709301,33.44,7.21,1.11,58.07,0.17,0
2709400,27.63,7.05,0.57,64.74,0,0
2800100,19.47,11.24,0.52,68.77,0,0
2800209,26.54,3.84,2.4,67.21,0,0
2800308,32.16,10.58,1.37,55.42,0.41,0.05
2800407,17.71,14.11,1.37,66.8,0,0
2800506,24.69,9.32,0.67,65.24,0.08,0
2800605,17.89,11.47,0.81,69.69,0.15,0
2800670,22.14,8.07,0.86,68.76,0,0.16
2800704,23.73,13.44,1.62,61.21,0,0
2801009,31.08,5.86,0.14,62.92,0,0
2801108,24.55,10.5,0,64.94,0,0
2801207,28.29,1.89,0.62,69.17,0.02,0
2801306,20.08,9.94,0.79,68.91,0.27,0
2801405,34.7,9.99,1.31,54,0,0
2801504,22.63,9.54,1.28,66.55,0,0
2801603,38.41,3.45,0.67,57.47,0,0
2801702,18.93,8.3,0.5,72.19,0.08,0
2801900,30.4,8.15,2.11,59.33,0,0
2802007,19.44,21.3,2.37,56.53,0.35,0
2802106,20.29,8.76,1.77,68.98,0.2,0
2802205,24.83,1.47,1.32,72.38,0,0
2802304,29.35,4.7,0.14,65.81,0,0
2802403,27.43,2.49,0.52,69.52,0.04,0
2802502,14.67,21.52,0.71,63.1,0,0
2802601,34.04,2.49,1.3,62.18,0,0
2802700,25.5,5,1.04,68.45,0,0
2802809,13.02,12.74,4.03,70.04,0.16,0
2802908,38.81,5.1,0.39,55.63,0.07,0
2803005,30.97,5.67,0.63,62.7,0.03,0
2803104,33.36,3.4,0.46,62.78,0,0
2803203,20.42,12.04,2.17,65.35,0.02,0
2803302,16.79,6.97,1.2,74.92,0.12,0
2803401,22.59,4.99,1.19,71.23,0,0
2803500,30.52,6.26,1.07,61.92,0.23,0
2803609,16.01,18.3,1.11,64.16,0.42,0
2803708,21.7,2.72,0.24,75.33,0,0
2803807,22.59,8.09,0.72,68.59,0,0
2803906,25.12,7.59,0,67.29,0,0
2804003,19.97,15.24,0.41,64.03,0.35,0
2804102,41.6,2.66,0.52,55.22,0,0
2804201,28.49,3.96,0.14,67.37,0.03,0
2804300,21.11,7.29,1.53,69.13,0.94,0
2804409,21.83,11.24,1.49,65.27,0.16,0
2804458,27.77,2.31,0.13,69.73,0.07,0
2804508,35.65,2.28,1.19,60.74,0.15,0
2804607,31.98,4.84,1.57,61.48,0.13,0
2804706,28.51,3.58,1.99,65.92,0,0
2804805,23.66,13.1,2.29,60.55,0.41,0
2804904,21.09,3.66,0.43,74.78,0.04,0
2805000,16.79,6.51,0.16,76.54,0,0
2805109,19.96,9.27,1.74,68.48,0.55,0
2805208,16.37,10.11,0.22,73.31,0,0
2805307,25.77,7.29,3.29,63.61,0.03,0
2805406,23.11,3.47,2.01,71.37,0.04,0
2805505,31.95,3.25,0.53,64.23,0.04,0
2805604,34.18,5.76,0.52,57.81,1.74,0
2805703,32.97,8.94,1.4,56.35,0.35,0
2805802,17.22,5.99,0.46,76.34,0,0
2805901,14.88,12.06,1.66,71.4,0,0
2806008,41.85,2.22,0.32,55.5,0.11,0
2806107,15.55,17.48,1.2,65.64,0.13,0
2806206,23.72,7.44,0.84,67.95,0.05,0
2806305,17.87,16.97,3.63,61.53,0,0
2806404,21.75,12.38,2.21,63.67,0,0
2806503,19.67,17.68,1.53,61.12,0,0
2806602,21.77,11.4,1.33,65.11,0.39,0
2806701,21.38,10.91,1.48,65.91,0.31,0
2806800,22.8,5.13,0.34,71.59,0.14,0
2806909,15.99,1.67,0.1,82.25,0,0
2807006,25.83,4.24,0.07,69.85,0,0
2807105,30.25,5.02,0.94,63.43,0.36,0
2807204,20.08,7.18,2.49,70.1,0.14,0
2807303,30.46,8.14,2.38,58.65,0.36,0
2807402,33.43,6.1,1.19,59.03,0.26,0
2807501,25.08,7.37,1.15,66.19,0.21,0
2807600,20.35,12.2,1.24,66.21,0,0
2900108,43.17,4.43,0.56,51.77,0.07,0
2900207,11.75,9.6,1.52,73.95,3.18,0
2900306,20.91,13.36,1.84,63.8,0.09,0
2900355,33.41,5.51,0.98,60.06,0.03,0
2900405,7.98,18.65,1.63,71.41,0.33,0
2900504,32.13,14.15,1.03,52.69,0,0
2900603,14.61,22.97,1.14,61.22,0.07,0
2900702,16.97,23.06,1.63,58.08,0.24,0.02
2900801,15.23,22.36,0.84,61.32,0.25,0
2900900,17.8,20.44,1.13,60.54,0.1,0
2901007,19.81,20.24,0.56,59.28,0.1,0
2901106,8.18,26.73,0.63,64.43,0.03,0
2901155,16.26,19.72,1.51,62.21,0.3,0
2901205,31.91,6.85,0.72,60.49,0.03,0
2901304,11.05,16.6,0.91,71.43,0,0
2901353,28.15,5.8,1.48,64.31,0.26,0
2901403,27.79,9.45,1.26,61.45,0.05,0
2901502,7.93,15.99,0.62,75.46,0,0
2901601,39.94,5.2,0.08,54.75,0.02,0
2901700,7.04,55.11,0.76,37.1,0,0
2901809,21.87,9.49,1,67.64,0,0
2901908,24.26,9.86,0.51,65.37,0,0
2901957,21.01,9.53,0.1,69.36,0,0
2902005,33.66,4.14,0.19,61.93,0.08,0
2902054,11.08,24.04,1.56,62.96,0.36,0
2902104,22.23,7.72,0.74,69.01,0.06,0.24
